N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)"
128,92,220,U,-a,22933.0,101.0,7640.0,0.0,-7378.0,220.0,220024620.0,108.0,220U,15104.0,102.0,4011.0,101.0,10210.0,100.0,,,1173.0,113.0,-14595.0,134.0,8425.0,113.0,2896.0,113.0,,,14960.0,102.0,10729.0,102.0,16374.0,101.0,-2896.0,-8425.0,-11111.0939,-8886.527900000001,-9084.8649,-4203.6194,-4011.0,-15104.0,10210.0,-8160.3465,-2896.0,-8425.0,-6200.434,-15377.3465,-6622.205099999999,-3393.053500000002,1955.3465,-2896.0,-671.4340000000002,-8425.0,-2629.2989000000016,3707.0404,-2167.7709999999997,2597.4744,-7396.592,12152.6194,16917.8649
127,93,220,Np,x,30311.0,196.0,7603.0,1.0,,,220032540.0,210.0,220Np,,,2951.0,196.0,10087.0,203.0,,,4482.0,202.0,,,7217.0,215.0,265.0,202.0,,,19127.0,196.0,12201.0,208.0,18889.0,196.0,-265.0,-7217.0,-6944.0939,-4719.527900000001,-7612.8649000000005,-1688.6193999999996,-2951.0,,10087.0,,-265.0,-7217.0,-4992.434,,,773.9464999999982,5264.3465,-265.0,1959.5659999999998,-7217.0,1537.7010999999984,4767.0404,-959.7709999999997,5228.4744,,13360.6194,19548.8649
138,83,221,Bi,x,24098.0,298.0,7668.0,1.0,4324.0,299.0,221025870.0,320.0,221Bi,8327.0,357.0,,,3360.0,499.0,7315.0,298.0,,,763.0,299.0,4792.0,422.0,6860.0,499.0,10820.0,298.0,14530.0,499.0,13508.0,422.0,6564.0,499.0,-6860.0,-4792.0,-11541.0939,-9316.527900000001,-6305.8649000000005,-14013.6194,,-8327.0,3360.0,3541.6535,-6860.0,-4792.0,-2567.434,-19.346499999999992,154.79490000000078,-3823.053500000002,,-6860.0,-4635.434,-4792.0,-3059.2989000000016,,1465.2290000000003,-1366.5256,4305.408,15785.6194,12953.8649
137,84,221,Po,x,19773.755,19.561,7684.481,0.08900000000000001,2991.027,24.039,221021228.0,21.0,221Po,9050.24,25.17,15083.0,401.0,5109.0,299.0,5302.33,20.38,-11184.0,401.0,-2673.31,24.04,3561.02,26.38,8334.0,299.0,6809.94,20.1,14202.0,197.0,11421.77,33.35,9967.0,299.0,-8334.0,-3561.02,-11869.0939,-9644.527900000001,-8392.0949,-10610.6194,-15083.0,-9050.24,5109.0,2208.6805,-8334.0,-3561.02,-1336.4540000000002,-3455.6565,-568.445099999999,-4151.053500000002,-10401.6535,-8334.0,-6109.434,-3561.02,-3387.2989000000016,-7364.9596,2696.2090000000003,-2840.5256,2972.435,17016.5994,11479.8649
136,85,221,At,x,16782.727,13.972000000000001,7694.475,0.063,2311.308,15.095999999999998,221018017.0,15.0,221At,9755.98,14.34,14078.0,196.0,5627.85,22.55,3505.44,14.8,-11325.0,298.0,-1900.67,14.09,5664.34,19.76,5769.7,22.55,2259.62,52.32,14812.17,21.12,13289.88,14.11,9213.09,30.41,-5769.7,-5664.34,-11258.9239,-9034.3579,-6523.984900000001,-11364.5294,-14078.0,-9755.98,5627.85,1528.9615,-5769.7,-5664.34,-3439.7740000000003,-2683.0165,-1274.1850999999988,-3540.8835000000017,-10542.6535,-5769.7,-3545.134,-5664.34,-2777.1289000000015,-6359.9596,592.8890000000001,-276.22559999999976,2292.716,14913.2794,14044.1649
135,86,221,Rn,+a,14471.42,5.7139999999999995,7701.393,0.026000000000000002,1194.13,7.231,221015535.70900002,6.1339999999999995,221Rn,10500.62,5.9,12787.88,16.83,6162.99,3.19,1507.61,7.31,-8081.01,18.6,-5082.22,6.91,4211.97,5.81,7193.3,15.1,-2468.95,9.95,14786.15,6.42,11237.31,12.89,11760.92,5.85,-7193.3,-4211.97,-11284.9439,-9060.377900000001,-8576.554900000001,-8816.6994,-12787.88,-10500.62,6162.99,411.7835000000001,-7193.3,-4211.97,-1987.4040000000005,-5864.5665,-2018.8251,-3566.903500000002,-7298.663500000001,-7193.3,-4968.734,-4211.97,-2803.148900000002,-5069.839599999999,2045.259,-1699.8256000000001,1175.538,16365.649399999998,12620.564900000001
134,87,221,Fr,Other,13277.29,4.886,7703.255999999999,0.022000000000000002,313.47900000000004,6.386,221014253.757,5.245,221Fr,11483.11,8.43,11696.73,5.55,6457.74,1.4,-1245.82,50.65,-8387.43,14.8,-5064.27,9.53,6276.35,6.22,4623.76,5.0,-7099.0,51.51,15158.69,4.9,12924.0,5.3,10825.53,12.53,-4623.76,-6276.35,-10912.4039,-8687.8379,-6889.8649000000005,-9752.089399999999,-11696.73,-11483.11,6457.74,-468.86749999999995,-4623.76,-6276.35,-4051.7840000000006,-5846.6165,-3001.3151,-3194.3635000000013,-7605.083500000001,-4623.76,-2399.1940000000004,-6276.35,-2430.608900000001,-3978.6895999999997,-19.121000000000095,869.7143999999998,294.88700000000006,14301.2694,15190.1049
133,88,221,Ra,-a,12963.811000000002,4.63,7701.135,0.021,-1559.2979999999998,50.603,221013917.224,4.97,221Ra,12573.1,9.34,10443.53,5.0,6880.39,1.95,-3976.56,9.26,-4937.24,4.86,-8851.19,7.45,5377.75,9.32,5807.48,5.98,-11556.18,51.32,15056.85,8.32,10768.75,6.37,13392.87,4.85,-5807.48,-5377.75,-11014.2439,-8789.6779,-9045.1149,-7184.749399999999,-10443.53,-12573.1,6880.39,-2341.6445,-5807.48,-5377.75,-3153.184,-9633.5365,-4091.3050999999996,-3296.2035000000014,-4154.8935,-5807.48,-3582.9139999999998,-5377.75,-2532.4489000000012,-2725.489600000001,879.4790000000003,-314.0055999999995,-1577.8899999999999,15199.8694,14006.384900000001
132,89,221,Ac,-a,14523.108999999999,50.425,7690.539000000001,0.228,-2417.261,51.056000000000004,221015591.199,54.133,221Ac,13189.01,71.34,8672.6,50.9,7783.6,50.0,-5853.18,71.91,-4248.18,50.57,-8217.31,55.06,7291.89,50.76,3036.11,51.07,-15327.0,207.0,15839.63,51.07,12735.99,51.62,13110.39,50.61,-3036.11,-7291.89,-10231.4639,-8006.897900000002,-7077.874900000001,-7467.2294,-8672.6,-13189.01,7783.6,-3199.6075,-3036.11,-7291.89,-5067.3240000000005,-8999.6565,-4707.215099999999,-2513.4235000000026,-3465.8335,-3036.11,-811.5440000000003,-7291.89,-1749.6689000000024,-954.5596000000005,-1034.661,2457.3644,-2435.853,13285.7294,16777.7549
131,90,221,Th,-a,16940.371,8.166,7676.061,0.037000000000000005,-3435.9179999999997,51.915,221018186.23599997,8.766,221Th,13673.65,51.21,7031.85,11.5,8625.8,3.85,-7579.62,51.76,-618.85,11.49,-11349.0,52.0,5800.05,23.57,4092.28,10.08,,,16081.7,51.13,10960.82,51.37,15935.6,13.75,-4092.28,-5800.05,-9989.3939,-7764.8279,-8853.0449,-4642.019399999999,-7031.85,-13673.65,8625.8,-4218.264499999999,-4092.28,-5800.05,-3575.4840000000004,-12131.3465,-5191.855099999999,-2271.353500000001,163.49649999999997,-4092.28,-1867.7140000000004,-5800.05,-1507.5989000000009,686.1903999999995,457.1790000000001,1401.1943999999999,-3454.5099999999998,14777.5694,15721.5849
130,91,221,Pa,-a,20376.288,51.281000000000006,7656.974,0.23199999999999998,-4143.707,72.404,221021874.846,55.052,221Pa,14306.48,72.69,5771.13,71.96,9247.7,50.0,-9473.0,207.0,-656.36,51.63,-10628.0,113.0,7913.0,72.0,1581.78,55.86,,,16615.7,72.02,12873.6,52.35,15179.08,72.13,-1581.78,-7913.0,-9455.3939,-7230.8279,-6940.2649,-5398.5394,-5771.13,-14306.48,9247.7,-4926.0535,-1581.78,-7913.0,-5688.434,-11410.3465,-5824.685099999999,-1737.353500000001,125.98649999999998,-1581.78,642.7859999999998,-7913.0,-973.5989000000009,1946.9103999999998,-1655.7709999999997,3911.6944000000003,-4162.299,12664.6194,18232.0849
129,92,221,U,-a,24519.995,51.114,7634.684,0.231,-5330.0,207.0,221026323.29900002,54.873000000000005,221U,14909.21,72.05,4529.34,71.91,9889.3,50.0,,,2561.93,55.71,-13862.0,202.0,6485.0,113.0,2987.0,72.0,,,16690.67,72.57,10700.28,54.3,17799.66,52.18,-2987.0,-6485.0,-9380.423900000002,-7155.857900000003,-9113.5849,-2777.9593999999997,-4529.34,-14909.21,9889.3,-6112.3465,-2987.0,-6485.0,-4260.434,-14644.3465,-6427.415099999998,-1662.3835000000036,3344.2765,-2987.0,-762.4340000000002,-6485.0,-898.6289000000033,3188.7003999999997,-227.77099999999973,2506.4744,-5348.592,14092.6194,16826.8649
128,93,221,Np,x,29850.0,200.0,7607.0,1.0,,,221032045.0,215.0,221Np,15750.0,219.0,3268.0,207.0,10356.0,201.0,,,2342.0,207.0,,,8532.0,280.0,372.0,224.0,,,17274.0,207.0,12819.0,201.0,16812.0,201.0,-372.0,-8532.0,-8797.0939,-6572.527900000001,-6994.8649000000005,-3765.6193999999996,-3268.0,-15750.0,10356.0,,-372.0,-8532.0,-6307.434,,-7268.205099999999,-1079.0535000000018,3124.3465,-372.0,1852.5659999999998,-8532.0,-315.2989000000016,4450.0404,-2274.7709999999997,5121.4744,,12045.6194,19441.8649
139,83,222,Bi,x,28729.0,300.0,7649.0,1.0,6243.0,303.0,222030842.0,322.0,222Bi,8232.0,423.0,,,3124.0,500.0,7776.0,300.0,,,884.0,301.0,3440.0,423.0,,,12351.0,300.0,15771.0,500.0,13315.0,500.0,,,,-3440.0,-10300.0939,-8075.527900000001,-6498.8649000000005,,,-8232.0,3124.0,5460.6535,,-3440.0,-1215.4340000000002,101.65350000000001,249.79490000000078,-2582.053500000002,,,,-3440.0,-1818.2989000000016,,2817.2290000000003,,6224.408,17137.6194,
138,84,222,Po,x,22486.265,40.054,7674.005,0.18,1533.239,43.071000000000005,222024140.0,43.0,222Po,8919.83,43.79,15761.0,403.0,4608.0,301.0,6114.06,40.1,,,-2367.78,42.42,5358.81,44.58,8900.0,301.0,8166.08,40.3,12378.0,301.0,11068.0,200.0,7854.0,403.0,-8900.0,-5358.81,-13693.0939,-11468.527900000001,-8745.8649,-12723.6194,-15761.0,-8919.83,4608.0,750.8925,-8900.0,-5358.81,-3134.2440000000006,-3150.1265000000003,-438.03509999999915,-5975.053500000002,,-8900.0,-6675.434,-5358.81,-5211.298900000002,-8042.9596,898.4189999999999,-3406.5256,1514.647,15218.809399999998,10913.8649
137,85,222,At,x,20953.026,15.835,7677.387,0.071,4580.82,15.955,222022494.0,17.0,222At,9565.36,21.12,14444.0,298.0,5312.07,31.31,4574.92,17.5,-10434.0,298.0,-1589.71,16.83,3901.02,21.12,6109.7,25.17,4331.55,16.66,16400.37,23.75,13135.72,22.39,10317.0,196.0,-6109.7,-3901.02,-9670.7239,-7446.157900000002,-6678.144900000001,-10260.6194,-14444.0,-9565.36,5312.07,3798.4734999999996,-6109.7,-3901.02,-1676.4540000000002,-2372.0565,-1083.5650999999998,-1952.6835000000028,-9651.6535,-6109.7,-3885.134,-3901.02,-1188.9289000000026,-6725.9596,2356.2090000000003,-616.2255999999998,4562.228,16676.5994,13704.1649
136,86,222,Rn,Other,16372.206,1.95,7694.496999999999,0.009000000000000001,-5.9,7.702999999999999,222017576.28599998,2.093,222Rn,10382.51,1.93,13469.2,17.81,5590.39,0.31,2052.02,4.71,-10690.52,19.66,-4976.4,5.06,6170.53,5.84,7699.49,14.11,-830.91,12.41,12707.26,14.11,10840.18,3.5,9337.25,15.95,-7699.49,-6170.53,-13363.8339,-11139.2679,-8973.6849,-11240.3694,-13469.2,-10382.51,5590.39,-788.2465,-7699.49,-6170.53,-3945.964,-5758.746499999999,-1900.7150999999994,-5645.793500000002,-9908.1735,-7699.49,-5474.924,-6170.53,-4882.038900000001,-5751.159600000001,86.69900000000052,-2206.0155999999997,-24.491999999999997,14407.0894,12114.3749
135,87,222,Fr,x,16378.105,7.452000000000001,7690.946999999999,0.034,2057.917,8.682,222017582.62,8.0,222Fr,11246.85,8.47,12575.58,15.84,5855.03,13.79,-243.37,9.07,-7693.59,15.84,-4657.02,8.77,4970.5,8.91,5382.29,9.39,-5776.0,73.0,16476.83,7.67,12412.76,7.74,11628.43,8.12,-5382.29,-4970.5,-9594.263899999998,-7369.697899999999,-7401.1049,-8949.1894,-12575.58,-11246.85,5855.03,1275.5704999999998,-5382.29,-4970.5,-2745.934,-5439.3665,-2765.0550999999996,-1876.2235,-6911.2435000000005,-5382.29,-3157.724,-4970.5,-1112.4688999999998,-4857.5396,1286.7290000000003,111.1844000000001,2039.3249999999998,15607.1194,14431.5749
134,88,222,Ra,Other,14320.188,4.454,7696.691999999999,0.02,-2301.285,6.6370000000000005,222015373.355,4.781000000000001,222Ra,12092.69,9.27,10869.83,4.61,6677.93,4.23,-2882.92,12.99,-7440.2,7.17,-8274.24,50.6,6714.94,6.23,6246.07,6.5,-9952.64,52.18,13548.67,5.85,10566.48,8.23,11137.19,4.8,-6246.07,-6714.94,-12522.4239,-10297.8579,-9247.384900000001,-9440.429399999999,-10869.83,-12092.69,6677.93,-3083.6315,-6246.07,-6714.94,-4490.374,-9056.5865,-3610.8950999999997,-4804.383500000002,-6657.8535,-6246.07,-4021.504,-6714.94,-4040.6289000000015,-3151.7896,-457.71099999999933,-752.5955999999996,-2319.877,13862.6794,13567.7949
133,89,222,Ac,-a,16621.474,5.1739999999999995,7682.802,0.023,-581.637,13.228,222017843.887,5.553999999999999,222Ac,13264.84,7.79,9438.79,6.41,7137.44,2.04,-5533.0,73.0,-3944.79,7.04,-8390.21,9.53,5972.95,50.65,3631.31,6.69,-14397.0,196.0,17062.03,9.59,12091.25,9.61,13650.11,8.64,-3631.31,-5972.95,-9009.063900000001,-6784.497900000002,-7722.6149000000005,-6927.509399999999,-9438.79,-13264.84,7137.44,-1363.9834999999998,-3631.31,-5972.95,-3748.384,-9172.556499999999,-4783.045099999999,-1291.023500000003,-3162.4435,-3631.31,-1406.7440000000001,-5972.95,-527.2689000000028,-1720.749600000001,284.27900000000045,1862.1644000000001,-600.2289999999999,14604.669399999999,16182.554900000001
132,90,222,Th,-a,17203.111,12.279000000000002,7676.658,0.055,-4951.0,74.0,222018468.3,13.182,222Th,13608.62,25.29,7645.08,14.7,8127.03,5.09,-7069.72,53.42,-3049.67,13.03,-11244.49,52.72,7808.58,14.66,4608.97,51.87,,,14170.23,13.63,10497.69,51.94,13455.23,14.71,-4608.97,-7808.58,-11900.8639,-9676.297900000001,-9316.1749,-7122.3894,-7645.08,-13608.62,8127.03,-5733.3465,-4608.97,-7808.58,-5584.014,-12026.8365,-5126.8251,-4182.823500000002,-2267.3235,-4608.97,-2384.4040000000005,-7808.58,-3419.068900000002,72.96039999999994,-1551.3509999999997,884.5043999999998,-4969.592,12769.0394,15204.8949
131,91,222,Pa,-a,22155.0,72.0,7651.0,0.0,-2118.0,89.0,222023784.0,78.0,222Pa,14206.0,89.0,6167.0,73.0,8886.0,52.0,-8864.0,209.0,343.0,88.0,-10437.0,89.0,6293.0,89.0,2075.0,73.0,,,18196.0,76.0,12547.0,88.0,16232.0,88.0,-2075.0,-6293.0,-7875.0939,-5650.527900000001,-7266.8649000000005,-4345.6194,-6167.0,-14206.0,8886.0,-2900.3465,-2075.0,-6293.0,-4068.434,-11219.3465,-5724.205099999999,-157.0535000000018,1125.3465,-2075.0,149.5659999999998,-6293.0,606.7010999999984,1551.0403999999999,-35.77099999999973,3418.4744,-2136.592,14284.6194,17738.8649
130,92,222,U,-a,24272.827,51.994,7637.764,0.23399999999999999,-6746.0,202.0,222026057.95299998,55.817,222U,14803.0,113.0,4974.21,56.52,9481.17,50.92,,,43.49,52.63,-13648.0,207.0,8318.49,72.91,3392.43,73.03,,,14765.0,73.0,10596.75,73.19,15447.84,72.53,-3392.43,-8318.49,-11306.0939,-9081.527900000001,-9217.1149,-5129.779399999999,-4974.21,-14803.0,9481.17,-7528.3465,-3392.43,-8318.49,-6093.924,-14430.3465,-6321.205099999999,-3588.053500000002,825.8365,-3392.43,-1167.864,-8318.49,-2824.2989000000016,2743.8304,-2061.2609999999995,2101.0444,-6764.592,12259.1294,16421.4349
129,93,222,Np,x,31019.0,196.0,7604.0,1.0,,,222033300.0,210.0,222Np,15435.0,277.0,3778.0,202.0,9910.0,196.0,,,3353.0,202.0,,,6902.0,280.0,790.0,202.0,,,18796.0,220.0,12596.0,202.0,18125.0,202.0,-790.0,-6902.0,-7275.0939,-5050.527900000001,-7217.8649000000005,-2452.6193999999996,-3778.0,-15435.0,9910.0,,-790.0,-6902.0,-4677.434,,-6953.205099999999,442.9464999999982,4135.3465,-790.0,1434.5659999999998,-6902.0,1206.7010999999984,3940.0404,-644.7709999999997,4703.4744,,13675.6194,19023.8649
140,83,223,Bi,x,32137.0,401.0,7636.0,2.0,5058.0,446.0,223034500.0,430.0,223Bi,8104.0,499.0,,,,,8709.0,401.0,,,1579.0,403.0,4664.0,500.0,,,13754.0,401.0,,,13331.0,566.0,,,,-4664.0,,,-6482.8649000000005,,,-8104.0,,4275.6535,,-4664.0,-2439.434,796.6535,377.7949000000008,,,,,-4664.0,,,1593.2290000000003,,5039.408,15913.6194,
139,84,223,Po,x,27079.0,196.0,7655.0,1.0,3651.0,196.0,223029070.0,210.0,223Po,8838.0,197.0,,,4375.0,446.0,6689.0,196.0,,,-1946.0,196.0,3479.0,200.0,8940.0,358.0,9845.0,196.0,13692.0,357.0,11124.0,357.0,9056.0,446.0,-8940.0,-3479.0,-12379.0939,-10154.527900000001,-8689.8649,-11521.6194,,-8838.0,4375.0,2868.6535,-8940.0,-3479.0,-1254.4340000000002,-2728.3465,-356.2050999999992,-4661.053500000002,,-8940.0,-6715.434,-3479.0,-3897.2989000000016,,2778.2290000000003,-3446.5256,3632.408,17098.6194,10873.8649
138,85,223,At,x,23428.006,13.972000000000001,7668.055,0.063,3038.2670000000003,16.012999999999998,223025151.0,15.0,223At,9497.36,19.76,15248.0,298.0,4721.0,196.0,5045.61,14.11,-12590.0,300.0,-1015.52,14.11,5596.34,21.12,6347.23,42.42,5602.12,15.68,14365.06,24.04,13028.6,22.55,8256.0,298.0,-6347.23,-5596.34,-11706.0339,-9481.467900000001,-6785.2649,-12321.6194,-15248.0,-9497.36,4721.0,2255.9205,-6347.23,-5596.34,-3371.7740000000003,-1797.8665,-1015.5650999999998,-3987.9935000000023,-11807.6535,-6347.23,-4122.664,-5596.34,-3224.238900000002,-7529.9596,660.8890000000001,-853.7555999999995,3019.675,14981.2794,13466.634900000001
137,86,223,Rn,Other,20389.738999999998,7.822,7678.170999999999,0.035,2007.344,8.057,223021889.285,8.397,223Rn,10224.32,9.69,13961.96,21.07,5283.46,17.66,3156.43,8.1,-9385.5,40.81,-4059.68,10.8,4053.78,8.06,7852.26,17.66,1003.91,12.09,14317.82,16.01,10878.05,16.01,10772.68,19.35,-7852.26,-4053.78,-11753.2739,-9528.707900000001,-8935.814900000001,-9804.9394,-13961.96,-10224.32,5283.46,1224.9975,-7852.26,-4053.78,-1829.2140000000004,-4842.0265,-1742.525099999999,-4035.233500000002,-8603.1535,-7852.26,-5627.694,-4053.78,-3271.478900000002,-6243.919599999999,2203.449,-2358.7856,1988.752,16523.8394,11961.6049
136,87,223,Fr,Other,18382.394,1.932,7683.664000000001,0.009000000000000001,1149.085,0.848,223019734.313,2.073,223Fr,11037.53,4.83,12978.27,14.11,5561.4,2.82,556.51,7.13,-9859.6,15.95,-4009.11,4.73,6067.03,7.7,5278.78,2.27,-3938.28,71.09,14621.78,5.84,12634.37,2.12,9653.05,14.11,-5278.78,-6067.03,-11449.3139,-9224.7479,-7179.4949,-10924.5694,-12978.27,-11037.53,5561.4,366.73850000000004,-5278.78,-6067.03,-3842.464,-4791.4565,-2555.7351,-3731.273500000001,-9077.2535,-5278.78,-3054.214,-6067.03,-2967.518900000001,-5260.229600000001,190.19900000000052,214.69440000000031,1130.493,14510.5894,14535.084900000002
135,88,223,Ra,Other,17233.308999999997,2.09,7685.309,0.009000000000000001,-592.573,7.127999999999999,223018500.719,2.244,223Ra,11873.14,5.0,11816.05,5.89,5978.99,0.21,-2152.52,9.42,-6427.87,2.41,-7459.48,5.53,5158.2,4.79,6433.77,7.74,-8603.7,71.15,14666.83,4.9,10615.04,4.39,12267.63,2.26,-6433.77,-5158.2,-11404.2639,-9179.697900000001,-9198.8249,-8309.9894,-11816.05,-11873.14,5978.99,-1374.9195,-6433.77,-5158.2,-2933.634,-8241.8265,-3391.3450999999986,-3686.223500000002,-5645.5235,-6433.77,-4209.204000000001,-5158.2,-2922.4689000000017,-4098.009599999999,1099.0290000000005,-940.2956000000004,-611.165,15419.419399999999,13380.0949
134,89,223,Ac,-a,17825.881999999998,7.11,7679.143,0.032,-1559.9479999999999,11.562999999999999,223019136.872,7.632000000000001,223Ac,12839.86,50.91,10029.35,8.49,6783.2,1.0,-4494.79,71.41,-5841.19,10.3,-7448.55,14.13,6866.91,8.69,3783.28,8.29,-12774.0,196.0,15572.88,8.38,12419.69,10.8,11989.96,8.07,-3783.28,-6866.91,-10498.2139,-8273.647900000002,-7394.1749,-8587.6594,-10029.35,-12839.86,6783.2,-2342.2945,-3783.28,-6866.91,-4642.344,-8230.8965,-4358.0651,-2780.1735000000026,-5058.8435,-3783.28,-1558.7140000000004,-6866.91,-2016.4189000000024,-2311.3096000000005,-609.6809999999996,1710.1943999999999,-1578.54,13710.7094,16030.5849
133,90,223,Th,-a,19385.831000000002,9.212,7668.64,0.040999999999999995,-2934.845,71.639,223020811.54599997,9.889,223Th,13697.17,12.2,8155.92,10.19,7566.63,4.08,-6451.18,71.7,-2223.33,10.14,-10840.0,73.0,5888.6,15.27,4524.61,10.44,,,15573.53,51.23,10506.2,10.95,14761.99,12.25,-4524.61,-5888.6,-10497.5639,-8272.9979,-9307.6649,-5815.6294,-8155.92,-13697.17,7566.63,-3717.1915,-4524.61,-5888.6,-3664.0340000000006,-11622.3465,-5215.375099999999,-2779.523500000001,-1440.9834999999998,-4524.61,-2300.044,-5888.6,-2015.768900000001,-437.8796000000002,368.6289999999999,968.8644000000004,-2953.437,14689.0194,15289.2549
132,91,223,Pa,-a,22320.676,71.063,7651.971,0.319,-3516.33,100.506,223023962.232,76.289,223Pa,14198.25,87.63,6780.37,87.11,8326.28,50.0,-8279.0,208.0,-1589.77,71.23,-10023.47,88.05,7905.0,102.0,2171.41,72.1,,,16091.11,71.51,12515.63,74.42,14223.39,71.3,-2171.41,-7905.0,-9979.9839,-7755.4179,-7298.234900000001,-6354.2294,-6780.37,-14198.25,8326.28,-4298.6765,-2171.41,-7905.0,-5680.434,-10805.816499999999,-5716.455099999999,-2261.943500000001,-807.4235,-2171.41,53.15599999999995,-7905.0,-1498.188900000001,937.6704,-1647.7709999999997,3322.0644,-3534.922,12672.6194,17642.4549
131,92,223,U,-a,25837.006,71.119,7632.694,0.319,-4763.0,208.0,223027737.16799998,76.34899999999999,223U,14825.62,87.58,5681.31,71.57,8940.7,50.0,,,1344.92,72.15,-13253.0,208.0,6507.14,88.1,3607.0,102.0,,,16171.52,87.67,10483.0,88.0,16814.31,74.48,-3607.0,-6507.14,-9899.5739,-7675.0079000000005,-9330.8649,-3763.3093999999983,-5681.31,-14825.62,8940.7,-5545.3465,-3607.0,-6507.14,-4282.5740000000005,-14035.3465,-6343.8251,-2181.5335000000014,2127.2665,-3607.0,-1382.4340000000002,-6507.14,-1417.7789000000012,2036.7303999999995,-249.91100000000006,1886.4744,-4781.592,14070.4794,16206.8649
130,93,223,Np,x,30600.0,196.0,7608.0,1.0,,,223032850.0,210.0,223Np,15393.0,280.0,4355.0,202.0,9635.0,202.0,,,1156.0,209.0,,,8490.0,277.0,962.0,202.0,,,16790.0,202.0,12530.0,220.0,16028.0,202.0,-962.0,-8490.0,-9281.0939,-7056.527900000001,-7283.8649000000005,-4549.6194,-4355.0,-15393.0,9635.0,,-962.0,-8490.0,-6265.434,,-6911.205099999999,-1563.0535000000018,1938.3465,-962.0,1262.5659999999998,-8490.0,-799.2989000000016,3363.0404,-2232.7709999999997,4531.4744,,12087.6194,18851.8649
141,83,224,Bi,x,36830.0,400.0,7617.0,2.0,6920.0,445.0,224039539.0,429.0,224Bi,8041.0,500.0,,,,,9119.0,400.0,,,1680.0,445.0,3378.0,566.0,,,15082.0,400.0,,,,,,,,-3378.0,,,,,,-8041.0,,6137.6535,,-3378.0,-1153.4340000000002,897.6535,440.7949000000008,,,,,-3378.0,,,2879.2290000000003,,6901.408,17199.6194,
140,84,224,Po,x,29910.0,196.0,7644.0,1.0,2199.0,197.0,224032110.0,210.0,224Po,8719.0,200.0,,,3816.0,446.0,7465.0,196.0,,,-1589.0,196.0,5240.0,277.0,9515.0,446.0,11084.0,196.0,11892.0,358.0,10677.0,357.0,,,-9515.0,-5240.0,-14179.0939,-11954.527900000001,-9136.8649,,,-8719.0,3816.0,1416.6535,-9515.0,-5240.0,-3015.434,-2371.3465,-237.20509999999922,-6461.053500000002,,-9515.0,-7290.434,-5240.0,-5697.298900000002,,1017.2290000000003,-4021.5256,2180.408,15337.6194,10298.8649
139,85,224,At,x,27711.015,22.355999999999998,7650.735,0.1,5265.9169999999995,24.415,224029749.0,24.0,224At,9384.65,27.4,15596.0,301.0,4467.0,299.0,5962.4,24.99,-11714.0,401.0,-750.04,23.68,3788.31,26.36,6656.0,197.0,7476.88,22.73,15935.56,45.87,12801.32,29.71,9260.0,299.0,-6656.0,-3788.31,-10135.5339,-7910.9679000000015,-7012.544900000001,-11317.6194,-15596.0,-9384.65,4467.0,4483.5705,-6656.0,-3788.31,-1563.7440000000001,-1532.3865,-902.8550999999989,-2417.4935000000023,-10931.6535,-6656.0,-4431.434,-3788.31,-1653.738900000002,-7877.9596,2468.9190000000003,-1162.5256,5247.325,16789.3094,13157.8649
138,86,224,Rn,Other,22445.097999999998,9.814,7670.751,0.044000000000000004,696.482,14.875,224024095.80400002,10.536,224Rn,10069.74,10.01,14619.11,41.24,4756.72,20.24,3619.18,9.98,-11922.0,196.0,-4008.61,10.0,6015.96,12.55,8271.88,17.07,2451.36,14.1,12202.88,18.63,10526.43,17.07,8317.74,21.89,-8271.88,-6015.96,-13868.2139,-11643.647900000002,-9287.4349,-12259.8794,-14619.11,-10069.74,4756.72,-85.86450000000002,-8271.88,-6015.96,-3791.3940000000002,-4790.9565,-1587.945099999999,-6150.173500000003,-11139.6535,-8271.88,-6047.313999999999,-6015.96,-5386.418900000002,-6901.069600000001,241.26900000000023,-2778.405599999999,677.89,14561.6594,11541.984900000001
