 51 122   1.67533       0.08732
 51 124   0.76078       0.08685
 52 123   1.99282       0.08708
 52 124   1.30731       0.08685
 52 125   1.24816       0.08662
 52 126   0.36342       0.08639
 52 127   0.10162       0.08616
 52 129  -1.46133       0.08571
 52 131  -3.42307       0.08527
 53 128   0.63753       0.08594
 53 130  -0.68021       0.08549
 54 129   0.96432       0.08571
 54 130   0.15310       0.08549
 54 131  -0.17704       0.08527
 54 132  -1.15114       0.08506
 54 133  -1.76799       0.08485
 54 135  -3.80469       0.08442
 54 137  -3.89606       0.08401
 55 134  -0.89501       0.08463
 56 131   1.69359       0.08527
 56 133   0.80672       0.08485
 56 135  -0.46966       0.08442
 56 136  -1.40178       0.08422
 56 137  -2.24398       0.08401
 56 138  -3.13522       0.08381
 56 139  -2.22903       0.08361
 57 139  -2.22290       0.08361
 57 140  -1.41655       0.08341
 58 137   0.50146       0.08401
 58 141  -1.07756       0.08321
 58 142  -0.31566       0.08301
 58 143   0.40921       0.08282
 59 142  -0.43843       0.08301
 60 143  -0.41815       0.08282
 60 144   0.34170       0.08263
 60 145   1.10949       0.08244
 60 146   1.67836       0.08225
 60 147   2.48818       0.08206
 60 148   2.86341       0.08188
 60 149   3.51912       0.08169
 60 151   3.40400       0.08133
 61 148   2.86178       0.08188
 62 145  -0.22344       0.08244
 62 148   2.03332       0.08188
 62 149   2.90239       0.08169
 62 150   3.24528       0.08151
 62 151   3.97282       0.08133
 62 152   3.62388       0.08115
 62 153   3.67784       0.08097
 62 155   2.94129       0.08062
 63 152   4.21396       0.08115
 63 153   3.88018       0.08097
 63 154   3.67151       0.08080
 63 155   3.32567       0.08062
 63 156   2.82727       0.08045
 64 153   3.97879       0.08097
 64 155   3.70447       0.08062
 64 156   3.26949       0.08045
 64 157   3.05149       0.08028
 64 158   2.81439       0.08011
 64 159   2.62964       0.07994
 64 161   2.24450       0.07961
 65 160   2.58500       0.07978
 66 157   3.60370       0.08028
 66 159   3.15765       0.07994
 66 161   2.76808       0.07961
 66 162   2.46351       0.07945
 66 163   2.16632       0.07928
 66 164   2.01707       0.07912
 66 165   1.90875       0.07896
 67 166   1.71872       0.07880
 68 163   3.04212       0.07928
 68 165   2.57045       0.07896
 68 167   1.91820       0.07865
 68 168   1.84559       0.07849
 68 169   1.66137       0.07833
 68 171   1.52258       0.07803
 69 170   1.52210       0.07818
 69 171   1.64556       0.07803
 70 169   2.33088       0.07833
 70 170   2.11691       0.07818
 70 171   1.88505       0.07803
 70 172   1.74775       0.07788
 70 173   1.40420       0.07773
 70 174   1.45946       0.07758
 70 175   1.31346       0.07743
 70 177   1.38961       0.07714
 71 176   1.38417       0.07728
 71 177   1.74810       0.07714
 72 175   2.02947       0.07743
 72 177   1.76194       0.07714
 72 178   1.83623       0.07699
 72 179   1.61625       0.07685
 72 180   1.58017       0.07670
 72 181   1.43091       0.07656
 73 181   1.42712       0.07656
 73 182   1.17603       0.07642
 73 183   1.51775       0.07628
 74 181   1.42089       0.07656
 74 183   1.11420       0.07628
 74 184   1.23481       0.07614
 74 185   1.22450       0.07601
 74 187   1.18643       0.07574
 75 186   0.93195       0.07587
 75 188   0.83838       0.07560
 76 187   0.98896       0.07574
 76 188   0.70475       0.07560
 76 189   0.72029       0.07547
 76 190   0.30249       0.07533
 76 191   0.16123       0.07520
 76 193  -0.61869       0.07494
 77 192  -0.03100       0.07507
 77 193  -0.50195       0.07494
 77 194  -1.00792       0.07481
 78 193  -0.34779       0.07494
 78 195  -1.45640       0.07468
 78 196  -2.15168       0.07456
 78 197  -2.49622       0.07443
 78 199  -3.48835       0.07418
 79 198  -3.42272       0.07431
 80 199  -4.09010       0.07418
 80 200  -4.72088       0.07406
 80 201  -5.26325       0.07393
 80 202  -5.92759       0.07381
 81 204  -7.39785       0.07357
 81 206  -9.07882       0.07333
 82 205  -7.56355       0.07345
 82 207  -9.55428       0.07321
 82 208  -9.96111       0.07310
 82 209  -8.60729       0.07298
 83 210  -7.61039       0.07968
 88 227   3.81650       0.07764
 90 229   3.25628       0.07741
 90 230   3.23933       0.07730
 90 231   3.31885       0.07719
 90 233   3.55375       0.07697
 91 233   3.17563       0.07697
 92 233   2.46929       0.07697
 92 234   2.55780       0.07686
 92 235   2.62567       0.07675
 92 236   2.75509       0.07664
 92 237   2.74532       0.07653
 92 238   3.01190       0.07643
 92 239   3.07740       0.07632
 93 237   2.43677       0.07653
 93 238   2.27384       0.07643
 93 239   2.68501       0.07632
 94 239   1.84997       0.07632
 94 240   2.14352       0.07621
 94 241   2.18490       0.07611
 94 242   2.45144       0.07600
 94 243   2.45773       0.07590
 94 245   2.79874       0.07569
 95 242   1.68435       0.07600
 95 243   2.09846       0.07590
 95 244   1.97570       0.07579
 96 243   1.35762       0.07590
 96 244   1.53420       0.07579
 96 245   1.45993       0.07569
 96 246   1.73038       0.07559
 96 247   1.77894       0.07549
 96 248   2.04999       0.07538
 96 249   2.30495       0.07528
 97 250   1.82202       0.07518
 98 250   1.02081       0.07518
 98 251   1.27659       0.07508
