 Z= 106 A= 234  Sg beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  12.900   3.714579E-05   2.117650E-07
  13.000   3.239288E-05   1.634739E-07
  13.100   2.824811E-05   1.261951E-07
  13.200   2.463368E-05   9.741742E-08
  13.300   2.148173E-05   7.520224E-08
  13.400   1.873308E-05   5.805303E-08
  13.500   1.633613E-05   4.481454E-08
  13.600   1.424587E-05   3.459498E-08
  13.700   1.246711E-05   2.891154E-08
  13.800   1.091269E-05   2.427366E-08
  13.900   9.552083E-06   2.037977E-08
  14.000   8.361116E-06   1.711052E-08
  14.100   7.318641E-06   1.436572E-08
  14.200   6.406143E-06   1.206122E-08
  14.300   5.607416E-06   1.012640E-08
  14.400   4.908276E-06   8.501964E-09
  14.500   4.296306E-06   7.138110E-09
  14.600   3.760636E-06   5.993041E-09
  14.700   3.291755E-06   5.031659E-09
  14.800   2.877314E-06   4.110192E-09
  14.900   2.509377E-06   3.211737E-09
  15.000   2.188490E-06   2.509677E-09
  15.100   1.908636E-06   1.961082E-09
  15.200   1.664569E-06   1.532405E-09
  15.300   1.451712E-06   1.197433E-09
  15.400   1.266074E-06   9.356839E-10
  15.500   1.104174E-06   7.311509E-10
  15.600   9.629776E-07   5.713271E-10
  15.700   8.398366E-07   4.464396E-10
  15.800   7.324423E-07   3.488515E-10
  15.900   6.387811E-07   2.725953E-10
  16.000   5.691219E-07   2.511667E-10
  16.100   5.124941E-07   2.512669E-10
  16.200   4.615008E-07   2.513670E-10
  16.300   4.155814E-07   2.514672E-10
  16.400   3.742309E-07   2.515674E-10
  16.500   3.369949E-07   2.516677E-10
  16.600   3.034638E-07   2.517680E-10
  16.700   2.732691E-07   2.518683E-10
  16.800   2.460787E-07   2.519687E-10
  16.900   2.215939E-07   2.520691E-10
  17.000   1.995452E-07   2.521696E-10
  17.100   1.796904E-07   2.522701E-10
  17.200   1.691188E-07   2.467337E-10
  17.300   1.609143E-07   2.399768E-10
  17.400   1.531079E-07   2.334049E-10
  17.500   1.456802E-07   2.270130E-10
  17.600   1.386128E-07   2.207961E-10
  17.700   1.318883E-07   2.147495E-10
  17.800   1.254901E-07   2.088685E-10
  17.900   1.194022E-07   2.031485E-10
  18.000   1.136096E-07   1.975852E-10
  18.100   1.080981E-07   1.921742E-10
  18.200   1.028540E-07   1.869115E-10
  18.300   9.786422E-08   1.817928E-10
  18.400   9.622366E-08   1.821108E-10
  18.500   9.573691E-08   1.843810E-10
  18.600   9.525262E-08   1.866796E-10
  18.700   9.477078E-08   1.890068E-10
  18.800   9.429138E-08   1.913630E-10
  18.900   9.381440E-08   1.937486E-10
  19.000   9.333984E-08   1.961639E-10
  19.100   9.286767E-08   1.986094E-10
  19.200   9.239790E-08   2.010853E-10
  19.300   9.193050E-08   2.035921E-10
  19.400   9.146547E-08   2.061301E-10
  19.500   9.100279E-08   2.086998E-10
  19.600   9.075111E-08   2.097314E-10
  19.700   9.081977E-08   2.083741E-10
  19.800   9.088848E-08   2.070256E-10
  19.900   9.095724E-08   2.056859E-10
 Z= 106 A= 311  Sg beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.336534E-02   4.896882E-02
   0.100   9.310045E-02   4.883624E-02
   0.200   9.283631E-02   4.870402E-02
   0.300   9.257292E-02   4.857216E-02
   0.400   9.231027E-02   4.844066E-02
   0.500   9.187751E-02   4.820747E-02
   0.600   9.142705E-02   4.796364E-02
   0.700   9.094075E-02   4.766953E-02
   0.800   9.044058E-02   4.735498E-02
   0.900   8.994316E-02   4.704251E-02
   1.000   8.950544E-02   4.671762E-02
   1.100   8.909498E-02   4.638860E-02
   1.200   8.878409E-02   4.608698E-02
   1.300   8.857412E-02   4.581285E-02
   1.400   8.836464E-02   4.554035E-02
   1.500   8.827069E-02   4.532628E-02
   1.600   8.829660E-02   4.517213E-02
   1.700   8.837735E-02   4.506763E-02
   1.800   8.859269E-02   4.508361E-02
   1.900   8.880855E-02   4.509959E-02
   2.000   8.905192E-02   4.516798E-02
   2.100   8.936354E-02   4.536780E-02
   2.200   8.967439E-02   4.558173E-02
   2.300   8.996680E-02   4.593638E-02
   2.400   9.026015E-02   4.629380E-02
   2.500   9.054668E-02   4.666166E-02
   2.600   9.074791E-02   4.711774E-02
   2.700   9.094958E-02   4.757829E-02
   2.800   9.105264E-02   4.805290E-02
   2.900   9.114281E-02   4.853351E-02
   3.000   9.123307E-02   4.901894E-02
   3.100   9.125519E-02   4.945951E-02
   3.200   9.126792E-02   4.989714E-02
   3.300   9.127449E-02   5.026598E-02
   3.400   9.127815E-02   5.060313E-02
   3.500   9.128181E-02   5.094254E-02
   3.600   9.131895E-02   5.119855E-02
   3.700   9.137216E-02   5.141463E-02
   3.800   9.146166E-02   5.157552E-02
   3.900   9.159106E-02   5.167529E-02
   4.000   9.172064E-02   5.177524E-02
   4.100   9.187704E-02   5.183703E-02
   4.200   9.206344E-02   5.185613E-02
   4.300   9.224811E-02   5.187109E-02
   4.400   9.242755E-02   5.187509E-02
   4.500   9.260735E-02   5.187908E-02
   4.600   9.276735E-02   5.189630E-02
   4.700   9.287281E-02   5.194949E-02
   4.800   9.296941E-02   5.200935E-02
   4.900   9.294677E-02   5.215742E-02
   5.000   9.292414E-02   5.230592E-02
   5.100   9.289199E-02   5.246056E-02
   5.200   9.272540E-02   5.269692E-02
   5.300   9.255910E-02   5.293434E-02
   5.400   9.227373E-02   5.318252E-02
   5.500   9.197100E-02   5.343336E-02
   5.600   9.166926E-02   5.368538E-02
   5.700   9.126729E-02   5.387194E-02
   5.800   9.081661E-02   5.400659E-02
   5.900   9.030777E-02   5.406475E-02
   6.000   8.970623E-02   5.398296E-02
   6.100   8.905215E-02   5.381840E-02
   6.200   8.831097E-02   5.351986E-02
   6.300   8.742297E-02   5.301021E-02
   6.400   8.643926E-02   5.236885E-02
   6.500   8.525601E-02   5.147345E-02
   6.600   8.396918E-02   5.045658E-02
   6.700   8.250973E-02   4.924348E-02
   6.800   8.077508E-02   4.774705E-02
   6.900   7.888502E-02   4.610777E-02
   7.000   7.667265E-02   4.417861E-02
   7.100   7.433087E-02   4.215979E-02
   7.200   7.176097E-02   3.997196E-02
   7.300   6.884959E-02   3.754060E-02
   7.400   6.580052E-02   3.505408E-02
   7.500   6.242707E-02   3.237844E-02
   7.600   5.900701E-02   2.974499E-02
   7.700   5.544171E-02   2.708771E-02
   7.800   5.165502E-02   2.436664E-02
   7.900   4.788660E-02   2.175973E-02
   8.000   4.399060E-02   1.917418E-02
   8.100   4.023716E-02   1.678767E-02
   8.200   3.654992E-02   1.454785E-02
   8.300   3.289801E-02   1.243534E-02
   8.400   2.945878E-02   1.054599E-02
   8.500   2.614281E-02   8.821000E-03
   8.600   2.310881E-02   7.332086E-03
   8.700   2.029941E-02   6.033993E-03
   8.800   1.769717E-02   4.904632E-03
   8.900   1.536768E-02   3.960402E-03
   9.000   1.325992E-02   3.163040E-03
   9.100   1.141338E-02   2.515238E-03
   9.200   9.786515E-03   1.986455E-03
   9.300   8.359420E-03   1.557493E-03
   9.400   7.128672E-03   1.217170E-03
   9.500   6.066001E-03   9.468968E-04
   9.600   5.159300E-03   7.357188E-04
   9.700   4.385072E-03   5.705572E-04
   9.800   3.727014E-03   4.420239E-04
   9.900   3.168926E-03   3.424249E-04
  10.000   2.696983E-03   2.653204E-04
  10.100   2.296771E-03   2.056052E-04
  10.200   1.957918E-03   1.593572E-04
  10.300   1.671386E-03   1.234669E-04
  10.400   1.428010E-03   9.561340E-05
  10.500   1.221789E-03   7.392322E-05
  10.600   1.045911E-03   5.708787E-05
  10.700   8.961117E-04   4.400347E-05
  10.800   7.685649E-04   3.382197E-05
  10.900   6.595814E-04   2.596172E-05
  11.000   5.666344E-04   1.989103E-05
  11.100   4.870449E-04   1.524129E-05
  11.200   4.189919E-04   1.168210E-05
  11.300   3.609040E-04   8.981957E-06
  11.400   3.111504E-04   6.928945E-06
  11.500   2.687052E-04   5.386754E-06
  11.600   2.322541E-04   4.207758E-06
  11.700   2.010300E-04   3.312086E-06
  11.800   1.743303E-04   2.634962E-06
  11.900   1.513446E-04   2.108154E-06
  12.000   1.316326E-04   1.700303E-06
  12.100   1.145681E-04   1.373571E-06
  12.200   9.982449E-05   1.112044E-06
  12.300   8.707032E-05   8.978898E-07
  12.400   7.597985E-05   7.222523E-07
  12.500   6.633010E-05   5.750861E-07
  12.600   5.790606E-05   4.549443E-07
  12.700   5.054522E-05   3.559462E-07
  12.800   4.407160E-05   2.744068E-07
  12.900   3.842710E-05   2.115463E-07
  13.000   3.350552E-05   1.630858E-07
  13.100   2.921428E-05   1.257264E-07
  13.200   2.547264E-05   9.692531E-08
  13.300   2.221022E-05   7.472188E-08
  13.400   1.936563E-05   5.760476E-08
  13.500   1.688536E-05   4.440879E-08
  13.600   1.472276E-05   3.423572E-08
  13.700   1.287410E-05   2.841205E-08
  13.800   1.126293E-05   2.386842E-08
  13.900   9.853388E-06   2.005140E-08
  14.000   8.620252E-06   1.684480E-08
  14.100   7.541442E-06   1.415100E-08
  14.200   6.597642E-06   1.188798E-08
  14.300   5.771958E-06   9.986867E-09
  14.400   5.049607E-06   8.389776E-09
  14.500   4.417656E-06   7.048091E-09
  14.600   3.864794E-06   5.920967E-09
  14.700   3.381121E-06   4.974091E-09
  14.800   2.956843E-06   4.091785E-09
  14.900   2.583349E-06   3.195658E-09
  15.000   2.257034E-06   2.495788E-09
  15.100   1.971937E-06   1.949194E-09
  15.200   1.722852E-06   1.522308E-09
  15.300   1.505230E-06   1.188912E-09
  15.400   1.315097E-06   9.285328E-10
  15.500   1.148980E-06   7.251780E-10
  15.600   1.003847E-06   5.663593E-10
  15.700   8.770462E-07   4.423229E-10
  15.800   7.662621E-07   3.454513E-10
  15.900   6.694718E-07   2.697952E-10
  16.000   5.964813E-07   2.427728E-10
  16.100   5.394609E-07   2.434139E-10
  16.200   4.878914E-07   2.440567E-10
  16.300   4.412516E-07   2.447012E-10
  16.400   3.990703E-07   2.453474E-10
  16.500   3.609213E-07   2.459953E-10
  16.600   3.264192E-07   2.466449E-10
  16.700   2.952153E-07   2.472963E-10
  16.800   2.669943E-07   2.479493E-10
  16.900   2.414711E-07   2.486041E-10
  17.000   2.183877E-07   2.492606E-10
  17.100   1.975111E-07   2.499189E-10
  17.200   1.849302E-07   2.454520E-10
  17.300   1.758047E-07   2.388879E-10
  17.400   1.671295E-07   2.324993E-10
  17.500   1.588824E-07   2.262816E-10
  17.600   1.510423E-07   2.202302E-10
  17.700   1.435890E-07   2.143406E-10
  17.800   1.365035E-07   2.086085E-10
  17.900   1.297677E-07   2.030297E-10
  18.000   1.233642E-07   1.976001E-10
  18.100   1.172767E-07   1.923157E-10
  18.200   1.114897E-07   1.871726E-10
  18.300   1.059881E-07   1.821670E-10
  18.400   1.038511E-07   1.816536E-10
  18.500   1.036441E-07   1.838347E-10
  18.600   1.034375E-07   1.860421E-10
  18.700   1.032314E-07   1.882759E-10
  18.800   1.030256E-07   1.905366E-10
  18.900   1.028203E-07   1.928244E-10
  19.000   1.026154E-07   1.951397E-10
  19.100   1.024108E-07   1.974827E-10
  19.200   1.022067E-07   1.998539E-10
  19.300   1.020030E-07   2.022536E-10
  19.400   1.017997E-07   2.046821E-10
  19.500   1.015968E-07   2.071398E-10
  19.600   1.016283E-07   2.085800E-10
  19.700   1.022795E-07   2.072760E-10
  19.800   1.029348E-07   2.059802E-10
  19.900   1.035943E-07   2.046925E-10
 Z= 106 A= 312  Sg beta2= 0.27 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.332856E-02   4.876108E-02
   0.100   9.306007E-02   4.862838E-02
   0.200   9.279236E-02   4.849605E-02
   0.300   9.252541E-02   4.836407E-02
   0.400   9.225923E-02   4.823246E-02
   0.500   9.182125E-02   4.799983E-02
   0.600   9.136415E-02   4.775586E-02
   0.700   9.087127E-02   4.746226E-02
   0.800   9.036390E-02   4.714754E-02
   0.900   8.985936E-02   4.683491E-02
   1.000   8.941361E-02   4.651023E-02
   1.100   8.899642E-02   4.618117E-02
   1.200   8.867688E-02   4.587898E-02
   1.300   8.846318E-02   4.560552E-02
   1.400   8.824999E-02   4.533368E-02
   1.500   8.814913E-02   4.511804E-02
   1.600   8.817500E-02   4.496500E-02
   1.700   8.825225E-02   4.485777E-02
   1.800   8.847160E-02   4.487572E-02
   1.900   8.869149E-02   4.489367E-02
   2.000   8.893693E-02   4.495889E-02
   2.100   8.925519E-02   4.516058E-02
   2.200   8.957354E-02   4.537159E-02
   2.300   8.987477E-02   4.572928E-02
   2.400   9.017701E-02   4.608979E-02
   2.500   9.047590E-02   4.645749E-02
   2.600   9.068670E-02   4.691706E-02
   2.700   9.089799E-02   4.738118E-02
   2.800   9.101620E-02   4.785892E-02
   2.900   9.111724E-02   4.834317E-02
   3.000   9.121840E-02   4.883231E-02
   3.100   9.125588E-02   4.927865E-02
   3.200   9.128086E-02   4.971962E-02
   3.300   9.130074E-02   5.009624E-02
   3.400   9.131769E-02   5.043603E-02
   3.500   9.133464E-02   5.077812E-02
   3.600   9.138242E-02   5.104250E-02
   3.700   9.144872E-02   5.126005E-02
   3.800   9.154719E-02   5.142849E-02
   3.900   9.168963E-02   5.152907E-02
   4.000   9.183230E-02   5.162985E-02
   4.100   9.199725E-02   5.169708E-02
   4.200   9.219381E-02   5.171661E-02
   4.300   9.238834E-02   5.173277E-02
   4.400   9.257416E-02   5.173643E-02
   4.500   9.276034E-02   5.174009E-02
   4.600   9.293073E-02   5.175368E-02
   4.700   9.303786E-02   5.180634E-02
   4.800   9.314497E-02   5.185915E-02
   4.900   9.311938E-02   5.200662E-02
   5.000   9.309379E-02   5.215450E-02
   5.100   9.306820E-02   5.230281E-02
   5.200   9.289707E-02   5.253807E-02
   5.300   9.272508E-02   5.277509E-02
   5.400   9.244411E-02   5.302225E-02
   5.500   9.213504E-02   5.327299E-02
   5.600   9.182701E-02   5.352492E-02
   5.700   9.142921E-02   5.371747E-02
   5.800   9.098118E-02   5.386003E-02
   5.900   9.047881E-02   5.393056E-02
   6.000   8.987458E-02   5.384935E-02
   6.100   8.922975E-02   5.370174E-02
   6.200   8.849656E-02   5.341576E-02
   6.300   8.761962E-02   5.292120E-02
   6.400   8.665730E-02   5.230490E-02
   6.500   8.547567E-02   5.140939E-02
   6.600   8.421405E-02   5.041981E-02
   6.700   8.277297E-02   4.922551E-02
   6.800   8.106121E-02   4.775052E-02
   6.900   7.920659E-02   4.614272E-02
   7.000   7.699202E-02   4.420964E-02
   7.100   7.468526E-02   4.222064E-02
   7.200   7.213586E-02   4.004910E-02
   7.300   6.924815E-02   3.763595E-02
   7.400   6.623456E-02   3.517601E-02
   7.500   6.284587E-02   3.248804E-02
   7.600   5.945294E-02   2.987447E-02
   7.700   5.589381E-02   2.722124E-02
   7.800   5.211456E-02   2.450519E-02
   7.900   4.835992E-02   2.190758E-02
   8.000   4.443110E-02   1.930070E-02
   8.100   4.067951E-02   1.691654E-02
   8.200   3.697515E-02   1.466821E-02
   8.300   3.330813E-02   1.254819E-02
   8.400   2.985498E-02   1.065368E-02
   8.500   2.649819E-02   8.908690E-03
   8.600   2.344382E-02   7.411957E-03
   8.700   2.060420E-02   6.102130E-03
   8.800   1.797581E-02   4.963206E-03
   8.900   1.562074E-02   4.010518E-03
   9.000   1.347906E-02   3.201963E-03
   9.100   1.160799E-02   2.547372E-03
   9.200   9.955712E-03   2.011753E-03
   9.300   8.507138E-03   1.577625E-03
   9.400   7.256269E-03   1.232961E-03
   9.500   6.174436E-03   9.587497E-04
   9.600   5.251653E-03   7.447337E-04
   9.700   4.462933E-03   5.772385E-04
   9.800   3.793339E-03   4.470991E-04
   9.900   3.224649E-03   3.461954E-04
  10.000   2.744041E-03   2.681164E-04
  10.100   2.336119E-03   2.076565E-04
  10.200   1.990735E-03   1.608470E-04
  10.300   1.699135E-03   1.245954E-04
  10.400   1.451182E-03   9.645515E-05
  10.500   1.241270E-03   7.453644E-05
  10.600   1.062153E-03   5.754113E-05
  10.700   9.096596E-04   4.432888E-05
  10.800   7.799994E-04   3.406570E-05
  10.900   6.691167E-04   2.613680E-05
  11.000   5.746166E-04   2.001210E-05
  11.100   4.936506E-04   1.532227E-05
  11.200   4.244343E-04   1.173169E-05
  11.300   3.654557E-04   9.013052E-06
  11.400   3.148973E-04   6.942616E-06
  11.500   2.718220E-04   5.393564E-06
  11.600   2.347943E-04   4.205983E-06
  11.700   2.030930E-04   3.305931E-06
  11.800   1.760418E-04   2.627550E-06
  11.900   1.527373E-04   2.099788E-06
  12.000   1.327869E-04   1.692899E-06
  12.100   1.155041E-04   1.366622E-06
  12.200   1.005830E-04   1.106108E-06
  12.300   8.770725E-05   8.932634E-07
  12.400   7.650486E-05   7.189674E-07
  12.500   6.676621E-05   5.721777E-07
  12.600   5.826568E-05   4.529392E-07
  12.700   5.084333E-05   3.545243E-07
  12.800   4.432583E-05   2.729386E-07
  12.900   3.864379E-05   2.101279E-07
  13.000   3.369012E-05   1.617717E-07
  13.100   2.937146E-05   1.245436E-07
  13.200   2.560639E-05   9.588272E-08
  13.300   2.232396E-05   7.381748E-08
  13.400   1.946230E-05   5.683005E-08
  13.500   1.696747E-05   4.375190E-08
  13.600   1.479244E-05   3.368339E-08
  13.700   1.293725E-05   2.775036E-08
  13.800   1.132546E-05   2.332994E-08
  13.900   9.914483E-06   1.961365E-08
  14.000   8.679288E-06   1.648934E-08
  14.100   7.597980E-06   1.386271E-08
  14.200   6.651387E-06   1.165448E-08
  14.300   5.822725E-06   9.798011E-09
  14.400   5.097302E-06   8.237261E-09
  14.500   4.462255E-06   6.925126E-09
  14.600   3.906326E-06   5.822005E-09
  14.700   3.419657E-06   4.894603E-09
  14.800   2.992783E-06   4.056730E-09
  14.900   2.616158E-06   3.169081E-09
  15.000   2.286929E-06   2.475657E-09
  15.100   1.999132E-06   1.933961E-09
  15.200   1.747552E-06   1.510793E-09
  15.300   1.527632E-06   1.180218E-09
  15.400   1.335388E-06   9.219754E-10
  15.500   1.167337E-06   7.202389E-10
  15.600   1.020434E-06   5.626441E-10
  15.700   8.920182E-07   4.395325E-10
  15.800   7.797627E-07   3.433588E-10
  15.900   6.816339E-07   2.682288E-10
  16.000   6.040936E-07   2.356693E-10
  16.100   5.438317E-07   2.367851E-10
  16.200   4.895814E-07   2.379061E-10
  16.300   4.407428E-07   2.390325E-10
  16.400   3.967761E-07   2.401642E-10
  16.500   3.571954E-07   2.413013E-10
  16.600   3.215631E-07   2.424437E-10
  16.700   2.894853E-07   2.435916E-10
  16.800   2.606075E-07   2.447449E-10
  16.900   2.346104E-07   2.459036E-10
  17.000   2.112066E-07   2.470679E-10
  17.100   1.901375E-07   2.482376E-10
  17.200   1.755611E-07   2.449125E-10
  17.300   1.649927E-07   2.385811E-10
  17.400   1.550605E-07   2.324134E-10
  17.500   1.457261E-07   2.264051E-10
  17.600   1.369537E-07   2.205522E-10
  17.700   1.287094E-07   2.148505E-10
  17.800   1.209613E-07   2.092963E-10
  17.900   1.136797E-07   2.038856E-10
  18.000   1.068364E-07   1.986149E-10
  18.100   1.004051E-07   1.934803E-10
  18.200   9.436091E-08   1.884786E-10
  18.300   8.868057E-08   1.836061E-10
  18.400   8.598214E-08   1.823256E-10
  18.500   8.591174E-08   1.844374E-10
  18.600   8.584140E-08   1.865737E-10
  18.700   8.577111E-08   1.887347E-10
  18.800   8.570088E-08   1.909208E-10
  18.900   8.563071E-08   1.931321E-10
  19.000   8.556060E-08   1.953691E-10
  19.100   8.549054E-08   1.976320E-10
  19.200   8.542054E-08   1.999211E-10
  19.300   8.535060E-08   2.022367E-10
  19.400   8.528072E-08   2.045792E-10
  19.500   8.521089E-08   2.069487E-10
  19.600   8.529634E-08   2.087756E-10
  19.700   8.622743E-08   2.075338E-10
  19.800   8.716869E-08   2.062993E-10
  19.900   8.812022E-08   2.050723E-10
 Z= 106 A= 313  Sg beta2= 0.26 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.297427E-02   4.850489E-02
   0.100   9.271016E-02   4.837170E-02
   0.200   9.244680E-02   4.823887E-02
   0.300   9.218419E-02   4.810640E-02
   0.400   9.192233E-02   4.797430E-02
   0.500   9.149260E-02   4.774178E-02
   0.600   9.104289E-02   4.749723E-02
   0.700   9.055833E-02   4.720392E-02
   0.800   9.005892E-02   4.688893E-02
   0.900   8.956227E-02   4.657604E-02
   1.000   8.912341E-02   4.625131E-02
   1.100   8.871420E-02   4.592190E-02
   1.200   8.839842E-02   4.561865E-02
   1.300   8.819098E-02   4.534518E-02
   1.400   8.798403E-02   4.507335E-02
   1.500   8.788340E-02   4.485515E-02
