 Z= 106 A= 234  Sg beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   7.400   6.394638E-02   3.449604E-02
   7.500   6.063292E-02   3.186801E-02
   7.600   5.710429E-02   2.915311E-02
   7.700   5.350766E-02   2.647352E-02
   7.800   4.970854E-02   2.374376E-02
   7.900   4.588975E-02   2.110235E-02
   8.000   4.212420E-02   1.860071E-02
   8.100   3.836419E-02   1.620760E-02
   8.200   3.473850E-02   1.400302E-02
   8.300   3.116711E-02   1.193322E-02
   8.400   2.778767E-02   1.007244E-02
   8.500   2.463674E-02   8.429467E-03
   8.600   2.168730E-02   6.975783E-03
   8.700   1.899510E-02   5.726910E-03
   8.800   1.651279E-02   4.644775E-03
   8.900   1.428934E-02   3.738159E-03
   9.000   1.231703E-02   2.988465E-03
   9.100   1.057026E-02   2.370665E-03
   9.200   9.045699E-03   1.871010E-03
   9.300   7.712834E-03   1.466598E-03
   9.400   6.565333E-03   1.145659E-03
   9.500   5.581564E-03   8.925424E-04
   9.600   4.741338E-03   6.938638E-04
   9.700   4.026597E-03   5.388582E-04
   9.800   3.420025E-03   4.181290E-04
   9.900   2.906563E-03   3.244647E-04
  10.000   2.471933E-03   2.518465E-04
  10.100   2.104716E-03   1.955384E-04
  10.200   1.793734E-03   1.518431E-04
  10.300   1.530746E-03   1.178359E-04
  10.400   1.307587E-03   9.135943E-05
  10.500   1.118007E-03   7.077056E-05
  10.600   9.568887E-04   5.471247E-05
  10.700   8.196273E-04   4.223580E-05
  10.800   7.027009E-04   3.251458E-05
  10.900   6.028816E-04   2.499820E-05
  11.000   5.176151E-04   1.920236E-05
  11.100   4.448440E-04   1.475437E-05
  11.200   3.826258E-04   1.134891E-05
  11.300   3.295415E-04   8.762926E-06
  11.400   2.841497E-04   6.798899E-06
  11.500   2.452928E-04   5.301012E-06
  11.600   2.121052E-04   4.168109E-06
  11.700   1.836468E-04   3.298809E-06
  11.800   1.593090E-04   2.637006E-06
  11.900   1.383780E-04   2.120095E-06
  12.000   1.203436E-04   1.712834E-06
  12.100   1.048069E-04   1.387554E-06
  12.200   9.136124E-05   1.124628E-06
  12.300   7.971268E-05   9.079954E-07
  12.400   6.957661E-05   7.287217E-07
  12.500   6.075055E-05   5.813361E-07
  12.600   5.304543E-05   4.586452E-07
  12.700   4.629565E-05   3.582699E-07
  12.800   4.038028E-05   2.777016E-07
  12.900   3.522074E-05   2.152517E-07
  13.000   3.072046E-05   1.668456E-07
  13.100   2.679519E-05   1.293251E-07
  13.200   2.337147E-05   1.002423E-07
  13.300   2.038521E-05   7.769967E-08
  13.400   1.778051E-05   6.022646E-08
  13.500   1.550863E-05   4.668265E-08
  13.600   1.353432E-05   3.678265E-08
  13.700   1.183533E-05   3.082570E-08
  13.800   1.034961E-05   2.583349E-08
  13.900   9.050393E-06   2.164976E-08
  14.000   7.914273E-06   1.814358E-08
  14.100   6.920774E-06   1.520523E-08
  14.200   6.051991E-06   1.274275E-08
  14.300   5.292269E-06   1.067906E-08
  14.400   4.627916E-06   8.949588E-09
  14.500   4.046962E-06   7.500203E-09
  14.600   3.538936E-06   6.285547E-09
  14.700   3.094684E-06   5.267603E-09
  14.800   2.692998E-06   4.216426E-09
  14.900   2.337658E-06   3.297513E-09
  15.000   2.029205E-06   2.578865E-09
  15.100   1.761452E-06   2.016836E-09
  15.200   1.529029E-06   1.577294E-09
  15.300   1.327274E-06   1.233544E-09
  15.400   1.152141E-06   9.647101E-10
  15.500   1.000116E-06   7.544646E-10
  15.600   8.681513E-07   5.900393E-10
  15.700   7.535990E-07   4.614482E-10
  15.800   6.541619E-07   3.608819E-10
  15.900   5.678455E-07   2.822326E-10
  16.000   5.133323E-07   2.782432E-10
  16.100   4.646552E-07   2.763501E-10
  16.200   4.205939E-07   2.744699E-10
  16.300   3.807108E-07   2.726024E-10
  16.400   3.446096E-07   2.707477E-10
  16.500   3.119318E-07   2.689056E-10
  16.600   2.823526E-07   2.670760E-10
  16.700   2.555783E-07   2.652589E-10
  16.800   2.313429E-07   2.634541E-10
  16.900   2.094057E-07   2.616616E-10
  17.000   1.895486E-07   2.598813E-10
  17.100   1.731926E-07   2.573599E-10
  17.200   1.692008E-07   2.496068E-10
  17.300   1.653011E-07   2.420873E-10
  17.400   1.614913E-07   2.347944E-10
  17.500   1.577693E-07   2.277211E-10
  17.600   1.541330E-07   2.208609E-10
  17.700   1.505806E-07   2.142074E-10
  17.800   1.471100E-07   2.077544E-10
  17.900   1.437195E-07   2.014957E-10
  18.000   1.404070E-07   1.954256E-10
  18.100   1.371710E-07   1.895383E-10
  18.200   1.340095E-07   1.838284E-10
  18.300   1.310905E-07   1.788844E-10
  18.400   1.302997E-07   1.813615E-10
  18.500   1.295137E-07   1.838728E-10
  18.600   1.287325E-07   1.864190E-10
  18.700   1.279559E-07   1.890004E-10
  18.800   1.271841E-07   1.916175E-10
  18.900   1.264169E-07   1.942709E-10
  19.000   1.256543E-07   1.969610E-10
  19.100   1.248963E-07   1.996884E-10
  19.200   1.241429E-07   2.024536E-10
  19.300   1.233940E-07   2.052570E-10
  19.400   1.226497E-07   2.080992E-10
  19.500   1.219098E-07   2.109809E-10
  19.600   1.207134E-07   2.105063E-10
  19.700   1.193817E-07   2.089508E-10
  19.800   1.180647E-07   2.074067E-10
  19.900   1.167622E-07   2.058741E-10
 Z= 106 A= 308  Sg beta2= 0.30 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.415322E-02   4.971729E-02
   0.100   9.388449E-02   4.958550E-02
   0.200   9.361652E-02   4.945406E-02
   0.300   9.334932E-02   4.932297E-02
   0.400   9.308288E-02   4.919223E-02
   0.500   9.264049E-02   4.895827E-02
   0.600   9.218368E-02   4.871573E-02
   0.700   9.168799E-02   4.842052E-02
   0.800   9.117937E-02   4.810669E-02
   0.900   9.067357E-02   4.779491E-02
   1.000   9.023022E-02   4.746935E-02
   1.100   8.981067E-02   4.714029E-02
   1.200   8.950069E-02   4.684097E-02
   1.300   8.928180E-02   4.656642E-02
   1.400   8.906344E-02   4.629348E-02
   1.500   8.897534E-02   4.608565E-02
   1.600   8.899224E-02   4.592993E-02
   1.700   8.907741E-02   4.583597E-02
   1.800   8.928273E-02   4.584968E-02
   1.900   8.948852E-02   4.586339E-02
   2.000   8.972926E-02   4.594510E-02
   2.100   9.002904E-02   4.614217E-02
   2.200   9.032541E-02   4.636782E-02
   2.300   9.060288E-02   4.672003E-02
   2.400   9.088121E-02   4.707492E-02
   2.500   9.114183E-02   4.745008E-02
   2.600   9.132442E-02   4.790334E-02
   2.700   9.150713E-02   4.836094E-02
   2.800   9.157395E-02   4.883409E-02
   2.900   9.164082E-02   4.931188E-02
   3.000   9.170685E-02   4.979371E-02
   3.100   9.169315E-02   5.022396E-02
   3.200   9.167945E-02   5.065793E-02
   3.300   9.165641E-02   5.100774E-02
   3.400   9.163133E-02   5.134069E-02
   3.500   9.160626E-02   5.167581E-02
   3.600   9.162133E-02   5.190724E-02
   3.700   9.164461E-02   5.211794E-02
   3.800   9.171775E-02   5.225336E-02
   3.900   9.181901E-02   5.234625E-02
   4.000   9.192039E-02   5.243930E-02
   4.100   9.206022E-02   5.247971E-02
   4.200   9.222104E-02   5.249158E-02
   4.300   9.237980E-02   5.249554E-02
   4.400   9.253607E-02   5.249019E-02
   4.500   9.269261E-02   5.248484E-02
   4.600   9.281531E-02   5.250187E-02
   4.700   9.289935E-02   5.254435E-02
   4.800   9.294768E-02   5.261320E-02
   4.900   9.290353E-02   5.275036E-02
   5.000   9.285941E-02   5.288787E-02
   5.100   9.277345E-02   5.305057E-02
   5.200   9.258429E-02   5.327539E-02
   5.300   9.238169E-02   5.350241E-02
   5.400   9.205266E-02   5.374183E-02
   5.500   9.172479E-02   5.398233E-02
   5.600   9.138521E-02   5.421577E-02
   5.700   9.093974E-02   5.438215E-02
   5.800   9.044178E-02   5.448238E-02
   5.900   8.987930E-02   5.449217E-02
   6.000   8.925053E-02   5.440158E-02
   6.100   8.853566E-02   5.417760E-02
   6.200   8.774115E-02   5.383042E-02
   6.300   8.679584E-02   5.326761E-02
   6.400   8.573041E-02   5.254334E-02
   6.500   8.452769E-02   5.164060E-02
   6.600   8.315170E-02   5.053422E-02
   6.700   8.162309E-02   4.925658E-02
   6.800   7.981748E-02   4.769492E-02
   6.900   7.781827E-02   4.595519E-02
   7.000   7.560859E-02   4.403175E-02
   7.100   7.315796E-02   4.191734E-02
   7.200   7.051918E-02   3.967266E-02
   7.300   6.754539E-02   3.719118E-02
   7.400   6.439348E-02   3.462339E-02
   7.500   6.106399E-02   3.198310E-02
   7.600   5.756072E-02   2.928781E-02
   7.700   5.396830E-02   2.661187E-02
   7.800   5.017186E-02   2.388463E-02
   7.900   4.636563E-02   2.125242E-02
   8.000   4.256642E-02   1.873001E-02
   8.100   3.880679E-02   1.633876E-02
   8.200   3.516339E-02   1.412487E-02
   8.300   3.157230E-02   1.204507E-02
   8.400   2.817867E-02   1.017843E-02
   8.500   2.498692E-02   8.516339E-03
   8.600   2.201605E-02   7.054837E-03
   8.700   1.929407E-02   5.794240E-03
   8.800   1.678379E-02   4.701613E-03
   8.900   1.453550E-02   3.786894E-03
   9.000   1.253021E-02   3.026431E-03
   9.100   1.075991E-02   2.401990E-03
   9.200   9.210781E-03   1.895646E-03
   9.300   7.856140E-03   1.485941E-03
   9.400   6.689645E-03   1.160894E-03
   9.500   5.687563E-03   9.040181E-04
   9.600   4.832056E-03   7.026408E-04
   9.700   4.103412E-03   5.453831E-04
   9.800   3.485274E-03   4.230169E-04
   9.900   2.961879E-03   3.281302E-04
  10.000   2.518835E-03   2.545703E-04
  10.100   2.144287E-03   1.975523E-04
  10.200   1.827047E-03   1.533113E-04
  10.300   1.558950E-03   1.189275E-04
  10.400   1.331449E-03   9.218259E-05
  10.500   1.138247E-03   7.136961E-05
  10.600   9.739763E-04   5.515726E-05
  10.700   8.340166E-04   4.255518E-05
  10.800   7.148926E-04   3.274715E-05
  10.900   6.132136E-04   2.516746E-05
  11.000   5.263855E-04   1.931897E-05
  11.100   4.522353E-04   1.483247E-05
  11.200   3.888314E-04   1.139668E-05
  11.300   3.347821E-04   8.790591E-06
  11.400   2.885637E-04   6.810976E-06
  11.500   2.490366E-04   5.306600E-06
  11.600   2.152433E-04   4.165779E-06
  11.700   1.862718E-04   3.292254E-06
  11.800   1.615162E-04   2.628867E-06
  11.900   1.402362E-04   2.111276E-06
  12.000   1.219305E-04   1.705020E-06
  12.100   1.061423E-04   1.380337E-06
  12.200   9.248360E-05   1.118399E-06
  12.300   8.066726E-05   9.029681E-07
  12.400   7.039216E-05   7.250887E-07
  12.500   6.144685E-05   5.781197E-07
  12.600   5.364040E-05   4.563441E-07
  12.700   4.681119E-05   3.565243E-07
  12.800   4.082737E-05   2.759673E-07
  12.900   3.560846E-05   2.136123E-07
  13.000   3.105667E-05   1.653464E-07
  13.100   2.708673E-05   1.279862E-07
  13.200   2.362426E-05   9.906762E-08
  13.300   2.060440E-05   7.668321E-08
  13.400   1.797056E-05   5.935657E-08
  13.500   1.567341E-05   4.594490E-08
  13.600   1.367566E-05   3.590974E-08
  13.700   1.196917E-05   3.011235E-08
  13.800   1.047563E-05   2.525090E-08
  13.900   9.168451E-06   2.117431E-08
  14.000   8.024387E-06   1.775586E-08
  14.100   7.023082E-06   1.488929E-08
  14.200   6.146723E-06   1.248551E-08
  14.300   5.379718E-06   1.046981E-08
  14.400   4.708422E-06   8.779525E-09
  14.500   4.120892E-06   7.362128E-09
  14.600   3.606676E-06   6.173560E-09
  14.700   3.156625E-06   5.176879E-09
  14.800   2.753580E-06   4.171611E-09
  14.900   2.395991E-06   3.262055E-09
  15.000   2.084840E-06   2.550814E-09
  15.100   1.814096E-06   1.994648E-09
  15.200   1.578512E-06   1.559746E-09
  15.300   1.373521E-06   1.219667E-09
  15.400   1.195151E-06   9.537376E-10
  15.500   1.039945E-06   7.457898E-10
  15.600   9.048943E-07   5.831818E-10
  15.700   7.873818E-07   4.560280E-10
  15.800   6.851298E-07   3.565981E-10
  15.900   5.961566E-07   2.788473E-10
  16.000   5.346090E-07   2.689215E-10
  16.100   4.816179E-07   2.677528E-10
  16.200   4.338793E-07   2.665893E-10
  16.300   3.908726E-07   2.654308E-10
  16.400   3.521288E-07   2.642773E-10
  16.500   3.172254E-07   2.631288E-10
  16.600   2.857816E-07   2.619854E-10
  16.700   2.574545E-07   2.608469E-10
  16.800   2.319353E-07   2.597133E-10
  16.900   2.089456E-07   2.585847E-10
  17.000   1.882346E-07   2.574610E-10
  17.100   1.697560E-07   2.562391E-10
  17.200   1.633828E-07   2.487949E-10
  17.300   1.572487E-07   2.415670E-10
  17.400   1.513450E-07   2.345491E-10
  17.500   1.456630E-07   2.277351E-10
  17.600   1.401942E-07   2.211190E-10
  17.700   1.349308E-07   2.146952E-10
  17.800   1.298650E-07   2.084579E-10
  17.900   1.249894E-07   2.024019E-10
  18.000   1.202968E-07   1.965218E-10
  18.100   1.157804E-07   1.908125E-10
  18.200   1.114336E-07   1.852691E-10
  18.300   1.072499E-07   1.798867E-10
  18.400   1.063621E-07   1.819881E-10
  18.500   1.056099E-07   1.844213E-10
  18.600   1.048630E-07   1.868870E-10
  18.700   1.041215E-07   1.893858E-10
  18.800   1.033851E-07   1.919179E-10
  18.900   1.026540E-07   1.944839E-10
  19.000   1.019280E-07   1.970842E-10
  19.100   1.012072E-07   1.997192E-10
  19.200   1.004915E-07   2.023895E-10
  19.300   9.978080E-08   2.050955E-10
  19.400   9.907516E-08   2.078377E-10
  19.500   9.837450E-08   2.106165E-10
  19.600   9.766991E-08   2.106916E-10
  19.700   9.696528E-08   2.092068E-10
  19.800   9.626573E-08   2.077324E-10
  19.900   9.557124E-08   2.062684E-10
 Z= 106 A= 309  Sg beta2= 0.31 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.375594E-02   4.943756E-02
   0.100   9.349136E-02   4.930564E-02
   0.200   9.322753E-02   4.917409E-02
   0.300   9.296444E-02   4.904288E-02
   0.400   9.270210E-02   4.891202E-02
   0.500   9.226722E-02   4.867819E-02
   0.600   9.181693E-02   4.843507E-02
   0.700   9.132914E-02   4.814040E-02
   0.800   9.082820E-02   4.782663E-02
   0.900   9.033000E-02   4.751492E-02
   1.000   8.989353E-02   4.718973E-02
   1.100   8.948200E-02   4.686079E-02
   1.200   8.917611E-02   4.656066E-02
   1.300   8.896419E-02   4.628611E-02
   1.400   8.875277E-02   4.601318E-02
   1.500   8.866564E-02   4.580353E-02
   1.600   8.868753E-02   4.564891E-02
   1.700   8.877284E-02   4.555186E-02
   1.800   8.898212E-02   4.556621E-02
   1.900   8.919190E-02   4.558057E-02
   2.000   8.943384E-02   4.565776E-02
   2.100   8.973727E-02   4.585590E-02
   2.200   9.003823E-02   4.607766E-02
   2.300   9.032029E-02   4.643030E-02
   2.400   9.060323E-02   4.678563E-02
   2.500   9.087220E-02   4.715799E-02
   2.600   9.106081E-02   4.761206E-02
   2.700   9.124981E-02   4.807049E-02
   2.800   9.132953E-02   4.854402E-02
   2.900   9.140499E-02   4.902263E-02
   3.000   9.148051E-02   4.950597E-02
   3.100   9.147903E-02   4.993955E-02
   3.200   9.147493E-02   5.037505E-02
   3.300   9.146289E-02   5.073149E-02
   3.400   9.144854E-02   5.106610E-02
   3.500   9.143419E-02   5.140292E-02
   3.600   9.145761E-02   5.164292E-02
   3.700   9.149183E-02   5.185567E-02
   3.800   9.157104E-02   5.200021E-02
   3.900   9.168213E-02   5.209626E-02
   4.000   9.179336E-02   5.219249E-02
   4.100   9.193893E-02   5.224088E-02
   4.200   9.210856E-02   5.225592E-02
   4.300   9.227646E-02   5.226460E-02
   4.400   9.244156E-02   5.226360E-02
   4.500   9.260695E-02   5.226260E-02
   4.600   9.274318E-02   5.228087E-02
   4.700   9.283573E-02   5.232783E-02
   4.800   9.290181E-02   5.239462E-02
   4.900   9.286741E-02   5.253655E-02
   5.000   9.283302E-02   5.267887E-02
   5.100   9.276777E-02   5.284007E-02
   5.200   9.258935E-02   5.306996E-02
   5.300   9.240834E-02   5.330110E-02
   5.400   9.209152E-02   5.354467E-02
   5.500   9.177579E-02   5.378936E-02
   5.600   9.145815E-02   5.403327E-02
   5.700   9.102532E-02   5.420433E-02
   5.800   9.054692E-02   5.431663E-02
   5.900   9.000616E-02   5.434285E-02
   6.000   8.938939E-02   5.425637E-02
   6.100   8.869821E-02   5.405349E-02
   6.200   8.792449E-02   5.372370E-02
   6.300   8.700035E-02   5.317928E-02
   6.400   8.596485E-02   5.248330E-02
   6.500   8.477074E-02   5.158399E-02
   6.600   8.342652E-02   5.050858E-02
   6.700   8.192272E-02   4.925372E-02
   6.800   8.014185E-02   4.771481E-02
   6.900   7.818029E-02   4.600944E-02
   7.000   7.597124E-02   4.408566E-02
   7.100   7.355797E-02   4.200405E-02
   7.200   7.094288E-02   3.977886E-02
   7.300   6.799083E-02   3.731511E-02
   7.400   6.487432E-02   3.477502E-02
   7.500   6.153134E-02   3.212379E-02
   7.600   5.805653E-02   2.944965E-02
   7.700   5.447390E-02   2.678021E-02
   7.800   5.068114E-02   2.405460E-02
   7.900   4.688761E-02   2.143026E-02
   8.000   4.305667E-02   1.888719E-02
   8.100   3.929890E-02   1.649701E-02
   8.200   3.564078E-02   1.427386E-02
   8.300   3.202906E-02   1.218275E-02
   8.400   2.861961E-02   1.030809E-02
   8.500   2.538642E-02   8.624246E-03
   8.600   2.239424E-02   7.152728E-03
   8.700   1.964255E-02   5.878980E-03
   8.800   1.710073E-02   4.773478E-03
   8.900   1.482498E-02   3.848264E-03
   9.000   1.278538E-02   3.075004E-03
   9.100   1.098856E-02   2.442276E-03
   9.200   9.412433E-03   1.928012E-03
   9.300   8.032924E-03   1.511486E-03
   9.400   6.844304E-03   1.181046E-03
   9.500   5.821408E-03   9.194468E-04
   9.600   4.948232E-03   7.145725E-04
   9.700   4.203857E-03   5.545018E-04
   9.800   3.571903E-03   4.299333E-04
   9.900   3.036452E-03   3.333558E-04
  10.000   2.583321E-03   2.585208E-04
  10.100   2.199796E-03   2.005228E-04
  10.200   1.874934E-03   1.555516E-04
  10.300   1.600333E-03   1.206220E-04
  10.400   1.367249E-03   9.346983E-05
  10.500   1.169382E-03   7.233312E-05
  10.600   1.000964E-03   5.588885E-05
  10.700   8.574817E-04   4.310731E-05
  10.800   7.353213E-04   3.315983E-05
  10.900   6.309950E-04   2.547455E-05
  11.000   5.419280E-04   1.954265E-05
  11.100   4.657846E-04   1.499470E-05
  11.200   4.006611E-04   1.151237E-05
  11.300   3.451093E-04   8.870392E-06
  11.400   2.975689E-04   6.862571E-06
  11.500   2.569394E-04   5.342817E-06
  11.600   2.221355E-04   4.187200E-06
  11.700   1.922998E-04   3.304688E-06
  11.800   1.667952E-04   2.635445E-06
  11.900   1.448503E-04   2.113819E-06
  12.000   1.259871E-04   1.706236E-06
  12.100   1.096939E-04   1.380305E-06
  12.200   9.560185E-05   1.118096E-06
  12.300   8.340578E-05   9.027465E-07
  12.400   7.279763E-05   7.253159E-07
  12.500   6.356176E-05   5.780680E-07
  12.600   5.549887E-05   4.566507E-07
  12.700   4.844427E-05   3.569170E-07
  12.800   4.225143E-05   2.759064E-07
  12.900   3.685025E-05   2.132831E-07
  13.000   3.213953E-05   1.648735E-07
  13.100   2.803100E-05   1.274517E-07
  13.200   2.444768E-05   9.852357E-08
  13.300   2.132243E-05   7.616137E-08
  13.400   1.859669E-05   5.887478E-08
  13.500   1.621940E-05   4.551179E-08
  13.600   1.414735E-05   3.527707E-08
  13.700   1.237431E-05   2.959796E-08
  13.800   1.082349E-05   2.483311E-08
  13.900   9.467023E-06   2.083533E-08
  14.000   8.280558E-06   1.748114E-08
  14.100   7.242787E-06   1.466692E-08
  14.200   6.335077E-06   1.230576E-08
  14.300   5.541126E-06   1.032470E-08
  14.400   4.846678E-06   8.662572E-09
  14.500   4.239262E-06   7.268021E-09
  14.600   3.707972E-06   6.097973E-09
  14.700   3.243266E-06   5.116285E-09
  14.800   2.830880E-06   4.149634E-09
  14.900   2.465252E-06   3.242401E-09
  15.000   2.146848E-06   2.533516E-09
  15.100   1.869568E-06   1.979615E-09
  15.200   1.628101E-06   1.546812E-09
  15.300   1.417821E-06   1.208633E-09
  15.400   1.234700E-06   9.443903E-10
  15.500   1.075230E-06   7.379186E-10
  15.600   9.363567E-07   5.765878E-10
  15.700   8.154199E-07   4.505286E-10
  15.800   7.101029E-07   3.520297E-10
  15.900   6.183883E-07   2.750656E-10
  16.000   5.545082E-07   2.593262E-10
  16.100   5.016661E-07   2.588395E-10
  16.200   4.538596E-07   2.583539E-10
  16.300   4.106088E-07   2.578691E-10
  16.400   3.714797E-07   2.573852E-10
  16.500   3.360793E-07   2.569022E-10
  16.600   3.040525E-07   2.564202E-10
  16.700   2.750777E-07   2.559390E-10
  16.800   2.488640E-07   2.554588E-10
  16.900   2.251484E-07   2.549794E-10
  17.000   2.036928E-07   2.545010E-10
  17.100   1.842818E-07   2.540234E-10
  17.200   1.766687E-07   2.474224E-10
  17.300   1.703557E-07   2.404038E-10
  17.400   1.642682E-07   2.335843E-10
  17.500   1.583983E-07   2.269582E-10
  17.600   1.527381E-07   2.205201E-10
  17.700   1.472802E-07   2.142646E-10
  17.800   1.420173E-07   2.081866E-10
  17.900   1.369425E-07   2.022810E-10
  18.000   1.320490E-07   1.965429E-10
  18.100   1.273304E-07   1.909675E-10
  18.200   1.227804E-07   1.855504E-10
  18.300   1.183930E-07   1.802869E-10
  18.400   1.171981E-07   1.814646E-10
  18.500   1.165623E-07   1.838090E-10
  18.600   1.159299E-07   1.861836E-10
  18.700   1.153010E-07   1.885890E-10
  18.800   1.146755E-07   1.910254E-10
  18.900   1.140534E-07   1.934933E-10
  19.000   1.134346E-07   1.959931E-10
  19.100   1.128192E-07   1.985252E-10
  19.200   1.122072E-07   2.010900E-10
  19.300   1.115984E-07   2.036879E-10
  19.400   1.109930E-07   2.063194E-10
  19.500   1.103909E-07   2.089849E-10
  19.600   1.098697E-07   2.095530E-10
  19.700   1.094240E-07   2.081292E-10
  19.800   1.089800E-07   2.067151E-10
  19.900   1.085378E-07   2.053106E-10
 Z= 106 A= 310  Sg beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.373852E-02   4.923600E-02
   0.100   9.347025E-02   4.910392E-02
   0.200   9.320274E-02   4.897220E-02
   0.300   9.293600E-02   4.884084E-02
   0.400   9.267002E-02   4.870982E-02
   0.500   9.222946E-02   4.847653E-02
   0.600   9.177205E-02   4.823328E-02
   0.700   9.127753E-02   4.793888E-02
   0.800   9.076936E-02   4.762461E-02
   0.900   9.026403E-02   4.731240E-02
   1.000   8.981952E-02   4.698734E-02
   1.100   8.940124E-02   4.665836E-02
   1.200   8.908647E-02   4.635752E-02
   1.300   8.887014E-02   4.608331E-02
   1.400   8.865434E-02   4.581071E-02
   1.500   8.855993E-02   4.559889E-02
   1.600   8.858134E-02   4.544447E-02
   1.700   8.866278E-02   4.534404E-02
   1.800   8.887509E-02   4.536003E-02
   1.900   8.908792E-02   4.537604E-02
   2.000   8.933122E-02   4.544971E-02
   2.100   8.964057E-02   4.564937E-02
   2.200   8.994835E-02   4.586805E-02
   2.300   9.023753E-02   4.622296E-02
   2.400   9.052764E-02   4.658061E-02
   2.500   9.080741E-02   4.695202E-02
   2.600   9.100438E-02   4.740846E-02
   2.700   9.120178E-02   4.786933E-02
   2.800   9.129477E-02   4.834471E-02
   2.900   9.137909E-02   4.882566E-02
   3.000   9.146350E-02   4.931140E-02
   3.100   9.147546E-02   4.974983E-02
   3.200   9.148138E-02   5.018777E-02
   3.300   9.148009E-02   5.055116E-02
   3.400   9.147609E-02   5.088754E-02
   3.500   9.147209E-02   5.122616E-02
   3.600   9.150409E-02   5.147379E-02
   3.700   9.154963E-02   5.168748E-02
   3.800   9.163568E-02   5.183939E-02
   3.900   9.175760E-02   5.193630E-02
   4.000   9.187969E-02   5.203340E-02
   4.100   9.203188E-02   5.208722E-02
   4.200   9.221081E-02   5.210270E-02
   4.300   9.238716E-02   5.211266E-02
   4.400   9.255801E-02   5.211166E-02
   4.500   9.272917E-02   5.211066E-02
   4.600   9.287510E-02   5.212590E-02
   4.700   9.297070E-02   5.217325E-02
   4.800   9.304805E-02   5.223385E-02
   4.900   9.301271E-02   5.237585E-02
   5.000   9.297737E-02   5.251824E-02
   5.100   9.292158E-02   5.267318E-02
   5.200   9.274017E-02   5.290359E-02
   5.300   9.255913E-02   5.313501E-02
   5.400   9.224711E-02   5.337850E-02
   5.500   9.192838E-02   5.362377E-02
   5.600   9.161075E-02   5.387017E-02
   5.700   9.118290E-02   5.404589E-02
   5.800   9.070960E-02   5.416721E-02
   5.900   9.017666E-02   5.420715E-02
   6.000   8.956013E-02   5.412124E-02
   6.100   8.888051E-02   5.393571E-02
   6.200   8.811680E-02   5.361973E-02
   6.300   8.720538E-02   5.309120E-02
   6.400   8.619143E-02   5.242100E-02
   6.500   8.499948E-02   5.152216E-02
   6.600   8.368089E-02   5.047468E-02
   6.700   8.219653E-02   4.923962E-02
   6.800   8.043720E-02   4.772061E-02
   6.900   7.851100E-02   4.604642E-02
   7.000   7.629908E-02   4.411875E-02
   7.100   7.392064E-02   4.206774E-02
   7.200   7.132758E-02   3.986050E-02
   7.300   6.839547E-02   3.741180E-02
   7.400   6.531263E-02   3.489773E-02
   7.500   6.195381E-02   3.223432E-02
   7.600   5.850563E-02   2.958020E-02
   7.700   5.493090E-02   2.691647E-02
   7.800   5.114042E-02   2.419306E-02
   7.900   4.735947E-02   2.157732E-02
   8.000   4.349605E-02   1.901338E-02
   8.100   3.973998E-02   1.662592E-02
   8.200   3.606722E-02   1.439567E-02
   8.300   3.243576E-02   1.229460E-02
   8.400   2.901123E-02   1.041402E-02
   8.500   2.573801E-02   8.710800E-03
   8.600   2.272537E-02   7.231727E-03
   8.700   1.994528E-02   5.947090E-03
   8.800   1.737433E-02   4.830905E-03
   8.900   1.507273E-02   3.897270E-03
   9.000   1.300074E-02   3.113148E-03
   9.100   1.118047E-02   2.473834E-03
   9.200   9.580250E-03   1.953156E-03
   9.300   8.178225E-03   1.531175E-03
   9.400   6.969861E-03   1.196414E-03
   9.500   5.928379E-03   9.310058E-04
   9.600   5.039648E-03   7.234148E-04
   9.700   4.281510E-03   5.611570E-04
   9.800   3.637613E-03   4.348903E-04
   9.900   3.091845E-03   3.370375E-04
  10.000   2.630244E-03   2.612537E-04
  10.100   2.239233E-03   2.025454E-04
  10.200   1.908167E-03   1.570493E-04
  10.300   1.628335E-03   1.217218E-04
  10.400   1.390779E-03   9.428886E-05
  10.500   1.189302E-03   7.293139E-05
  10.600   1.017690E-03   5.633415E-05
  10.700   8.715544E-04   4.343440E-05
  10.800   7.471593E-04   3.339634E-05
  10.900   6.409307E-04   2.564389E-05
  11.000   5.503076E-04   1.965941E-05
  11.100   4.727934E-04   1.507323E-05
  11.200   4.065286E-04   1.156219E-05
  11.300   3.500179E-04   8.899267E-06
  11.400   3.016511E-04   6.875068E-06
  11.500   2.603653E-04   5.348773E-06
  11.600   2.249737E-04   4.185075E-06
  11.700   1.946605E-04   3.298755E-06
  11.800   1.687580E-04   2.627727E-06
  11.900   1.464774E-04   2.105188E-06
  12.000   1.273515E-04   1.698698E-06
  12.100   1.108240E-04   1.373278E-06
  12.200   9.654646E-05   1.112087E-06
  12.300   8.419582E-05   8.978996E-07
  12.400   7.345969E-05   7.218310E-07
  12.500   6.411944E-05   5.749775E-07
  12.600   5.596855E-05   4.544870E-07
  12.700   4.884609E-05   3.553579E-07
  12.800   4.259609E-05   2.743217E-07
