 Z= 110 A= 250  10 beta2= 0.41 nrho= 200
   5.400   8.201629E-02   6.530560E-02
   5.500   8.165554E-02   6.531208E-02
   5.600   8.121033E-02   6.521599E-02
   5.700   8.066343E-02   6.499708E-02
   5.800   7.992474E-02   6.456013E-02
   5.900   7.904082E-02   6.396539E-02
   6.000   7.793690E-02   6.313901E-02
   6.100   7.664609E-02   6.212299E-02
   6.200   7.514535E-02   6.089560E-02
   6.300   7.330068E-02   5.933565E-02
   6.400   7.123973E-02   5.757215E-02
   6.500   6.886587E-02   5.551889E-02
   6.600   6.627375E-02   5.326940E-02
   6.700   6.345189E-02   5.081595E-02
   6.800   6.026201E-02   4.804167E-02
   6.900   5.691415E-02   4.513945E-02
   7.000   5.332510E-02   4.203944E-02
   7.100   4.964631E-02   3.888000E-02
   7.200   4.588967E-02   3.567459E-02
   7.300   4.196331E-02   3.234934E-02
   7.400   3.809987E-02   2.910508E-02
   7.500   3.424930E-02   2.590177E-02
   7.600   3.055761E-02   2.286247E-02
   7.700   2.703623E-02   1.999553E-02
   7.800   2.364017E-02   1.726392E-02
   7.900   2.051755E-02   1.478445E-02
   8.000   1.763014E-02   1.252247E-02
   8.100   1.504285E-02   1.052597E-02
   8.200   1.273756E-02   8.774354E-03
   8.300   1.068107E-02   7.236609E-03
   8.400   8.905759E-03   5.931848E-03
   8.500   7.372790E-03   4.824945E-03
   8.600   6.077601E-03   3.906717E-03
   8.700   4.987768E-03   3.148412E-03
   8.800   4.075055E-03   2.525744E-03
   8.900   3.322473E-03   2.022160E-03
   9.000   2.703383E-03   1.615959E-03
   9.100   2.198267E-03   1.290966E-03
   9.200   1.786884E-03   1.031308E-03
   9.300   1.453547E-03   8.248780E-04
   9.400   1.183064E-03   6.603892E-04
   9.500   9.639848E-04   5.295185E-04
   9.600   7.860934E-04   4.249848E-04
   9.700   6.416347E-04   3.414642E-04
   9.800   5.243093E-04   2.746814E-04
   9.900   4.285514E-04   2.210009E-04
  10.000   3.503772E-04   1.778291E-04
  10.100   2.864220E-04   1.430600E-04
  10.200   2.341222E-04   1.150719E-04
  10.300   1.913639E-04   9.257525E-05
  10.400   1.564111E-04   7.450883E-05
  10.500   1.278852E-04   6.003428E-05
  10.600   1.046267E-04   4.845790E-05
  10.700   8.568321E-05   3.920881E-05
  10.800   7.035236E-05   3.189607E-05
  10.900   5.787902E-05   2.605342E-05
  11.000   4.777002E-05   2.141658E-05
  11.100   3.952960E-05   1.769272E-05
  11.200   3.281019E-05   1.469949E-05
  11.300   2.734990E-05   1.230601E-05
  11.400   2.284692E-05   1.034095E-05
  11.500   1.913471E-05   8.728364E-06
  11.600   1.603952E-05   7.378757E-06
  11.700   1.345621E-05   6.246638E-06
  11.800   1.128679E-05   5.286316E-06
  11.900   9.457225E-06   4.467138E-06
  12.000   7.910169E-06   3.765181E-06
  12.100   6.604626E-06   3.165646E-06
  12.200   5.509183E-06   2.656612E-06
  12.300   4.602020E-06   2.230689E-06
  12.400   3.844233E-06   1.873052E-06
  12.500   3.211226E-06   1.572754E-06
  12.600   2.682453E-06   1.320601E-06
  12.700   2.240750E-06   1.108875E-06
  12.800   1.871779E-06   9.310940E-07
  12.900   1.563565E-06   7.818157E-07
  13.000   1.306102E-06   6.564706E-07
  13.100   1.100497E-06   5.544212E-07
  13.200   9.466880E-07   4.747888E-07
  13.300   8.143759E-07   4.065941E-07
  13.400   7.005561E-07   3.481944E-07
  13.500   6.026442E-07   2.981827E-07
  13.600   5.184167E-07   2.553542E-07
  13.700   4.459611E-07   2.186773E-07
  13.800   3.836322E-07   1.872683E-07
  13.900   3.300146E-07   1.603707E-07
  14.000   2.838907E-07   1.373364E-07
  14.100   2.442132E-07   1.176106E-07
  14.200   2.097354E-07   1.007636E-07
  14.300   1.778563E-07   8.663165E-08
  14.400   1.508227E-07   7.448165E-08
  14.500   1.278982E-07   6.403568E-08
  14.600   1.084581E-07   5.505475E-08
  14.700   9.197279E-08   4.733338E-08
  14.800   7.799322E-08   4.069493E-08
  14.900   6.613850E-08   3.498751E-08
  15.000   5.608567E-08   3.008055E-08
  15.100   4.756083E-08   2.586178E-08
  15.200   4.033173E-08   2.223470E-08
  15.300   3.420144E-08   1.911631E-08
  15.400   3.018617E-08   1.695053E-08
  15.500   2.692528E-08   1.515322E-08
  15.600   2.401665E-08   1.354648E-08
  15.700   2.142223E-08   1.211011E-08
  15.800   1.910807E-08   1.082604E-08
  15.900   1.704391E-08   9.678122E-09
  16.000   1.520272E-08   8.651923E-09
  16.100   1.356043E-08   7.734535E-09
  16.200   1.209555E-08   6.914421E-09
  16.300   1.078892E-08   6.181265E-09
  16.400   9.623436E-09   5.525848E-09
  16.500   8.493561E-09   4.928697E-09
  16.600   7.330523E-09   4.374967E-09
  16.700   6.326743E-09   3.883446E-09
  16.800   5.460411E-09   3.447148E-09
  16.900   4.712708E-09   3.059867E-09
  17.000   4.067389E-09   2.716096E-09
  17.100   3.510435E-09   2.410947E-09
  17.200   3.029745E-09   2.140081E-09
  17.300   2.614877E-09   1.899647E-09
  17.400   2.256818E-09   1.686224E-09
  17.500   1.947788E-09   1.496780E-09
  17.600   1.681074E-09   1.328619E-09
  17.700   1.549593E-09   1.250507E-09
  17.800   1.478784E-09   1.213873E-09
  17.900   1.411211E-09   1.178311E-09
  18.000   1.346726E-09   1.143792E-09
  18.100   1.285187E-09   1.110284E-09
  18.200   1.226460E-09   1.077757E-09
  18.300   1.170417E-09   1.046183E-09
  18.400   1.116935E-09   1.015535E-09
  18.500   1.065896E-09   9.857838E-10
  18.600   1.017190E-09   9.569045E-10
  18.700   9.707098E-10   9.288713E-10
  18.800   9.263532E-10   9.016593E-10
  18.900   8.809443E-10   8.351780E-10
  19.000   8.366643E-10   7.601052E-10
  19.100   7.946101E-10   6.917806E-10
  19.200   7.546697E-10   6.295976E-10
  19.300   7.167368E-10   5.730041E-10
  19.400   6.807106E-10   5.214977E-10
  19.500   6.464953E-10   4.746211E-10
  19.600   6.139997E-10   4.319582E-10
  19.700   5.831375E-10   3.931302E-10
  19.800   5.538266E-10   3.577924E-10
  19.900   5.259890E-10   3.256310E-10
 Z= 110 A= 254  10 beta2= 0.37 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.398315E-02   5.811191E-02
   0.100   7.426914E-02   5.798139E-02
   0.200   7.455623E-02   5.785116E-02
   0.300   7.484443E-02   5.772122E-02
   0.400   7.519209E-02   5.756291E-02
   0.500   7.571015E-02   5.732288E-02
   0.600   7.625875E-02   5.706576E-02
   0.700   7.689199E-02   5.675633E-02
   0.800   7.753049E-02   5.644858E-02
   0.900   7.816611E-02   5.613384E-02
   1.000   7.879907E-02   5.581266E-02
   1.100   7.936966E-02   5.552237E-02
   1.200   7.987832E-02   5.526171E-02
   1.300   8.039025E-02   5.500227E-02
   1.400   8.075651E-02   5.483971E-02
   1.500   8.107905E-02   5.470663E-02
   1.600   8.125291E-02   5.471334E-02
   1.700   8.138026E-02   5.476370E-02
   1.800   8.150463E-02   5.481854E-02
   1.900   8.148767E-02   5.507085E-02
   2.000   8.146980E-02   5.532731E-02
   2.100   8.139931E-02   5.575874E-02
   2.200   8.132888E-02   5.619353E-02
   2.300   8.126694E-02   5.666397E-02
   2.400   8.122704E-02   5.722332E-02
   2.500   8.121318E-02   5.779659E-02
   2.600   8.126899E-02   5.839831E-02
   2.700   8.132485E-02   5.900629E-02
   2.800   8.144235E-02   5.959662E-02
   2.900   8.161435E-02   6.017155E-02
   3.000   8.183588E-02   6.069597E-02
   3.100   8.210246E-02   6.117404E-02
   3.200   8.236992E-02   6.165588E-02
   3.300   8.267008E-02   6.203152E-02
   3.400   8.297998E-02   6.237953E-02
   3.500   8.326457E-02   6.261885E-02
   3.600   8.354269E-02   6.282799E-02
   3.700   8.381777E-02   6.303289E-02
   3.800   8.400303E-02   6.312555E-02
   3.900   8.418393E-02   6.321613E-02
   4.000   8.423757E-02   6.324751E-02
   4.100   8.429125E-02   6.327892E-02
   4.200   8.430811E-02   6.331092E-02
   4.300   8.423781E-02   6.334431E-02
   4.400   8.414447E-02   6.339662E-02
   4.500   8.399504E-02   6.349507E-02
   4.600   8.384589E-02   6.359368E-02
   4.700   8.368129E-02   6.373974E-02
   4.800   8.350425E-02   6.392480E-02
   4.900   8.332513E-02   6.413682E-02
   5.000   8.314434E-02   6.437157E-02
   5.100   8.296395E-02   6.460719E-02
   5.200   8.276411E-02   6.482360E-02
   5.300   8.253736E-02   6.500438E-02
   5.400   8.226870E-02   6.512762E-02
   5.500   8.191466E-02   6.513821E-02
   5.600   8.149143E-02   6.506342E-02
   5.700   8.096511E-02   6.486274E-02
   5.800   8.024833E-02   6.444673E-02
   5.900   7.939814E-02   6.388465E-02
   6.000   7.829685E-02   6.305854E-02
   6.100   7.704314E-02   6.207744E-02
   6.200   7.556937E-02   6.087551E-02
   6.300   7.375022E-02   5.934085E-02
   6.400   7.173199E-02   5.761800E-02
   6.500   6.934737E-02   5.555701E-02
   6.600   6.679518E-02   5.334699E-02
   6.700   6.399480E-02   5.091751E-02
   6.800   6.082182E-02   4.816416E-02
   6.900   5.750672E-02   4.529761E-02
   7.000   5.388450E-02   4.217710E-02
   7.100   5.022765E-02   3.904586E-02
   7.200   4.646947E-02   3.584937E-02
   7.300   4.253319E-02   3.252758E-02
   7.400   3.867091E-02   2.929681E-02
   7.500   3.476533E-02   2.606189E-02
   7.600   3.106277E-02   2.302817E-02
   7.700   2.751299E-02   2.015291E-02
   7.800   2.408240E-02   1.740853E-02
   7.900   2.093088E-02   1.492170E-02
   8.000   1.798677E-02   1.263146E-02
   8.100   1.536906E-02   1.062600E-02
   8.200   1.302756E-02   8.860567E-03
   8.300   1.093387E-02   7.308763E-03
   8.400   9.126424E-03   5.992827E-03
   8.500   7.556234E-03   4.870555E-03
   8.600   6.234766E-03   3.943950E-03
   8.700   5.120298E-03   3.177673E-03
   8.800   4.185594E-03   2.548046E-03
   8.900   3.414206E-03   2.038842E-03
   9.000   2.778229E-03   1.627800E-03
   9.100   2.259902E-03   1.299416E-03
   9.200   1.837564E-03   1.037211E-03
   9.300   1.494959E-03   8.288601E-04
   9.400   1.216885E-03   6.628839E-04
   9.500   9.916311E-04   5.309957E-04
   9.600   8.087009E-04   4.257401E-04
   9.700   6.602376E-04   3.417852E-04
   9.800   5.396010E-04   2.746872E-04
   9.900   4.411114E-04   2.207964E-04
  10.000   3.606746E-04   1.774722E-04
  10.100   2.949005E-04   1.426349E-04
  10.200   2.411163E-04   1.146229E-04
  10.300   1.971167E-04   9.211123E-05
  10.400   1.611280E-04   7.403366E-05
  10.500   1.317375E-04   5.957110E-05
  10.600   1.077776E-04   4.801008E-05
  10.700   8.826704E-05   3.878861E-05
  10.800   7.246271E-05   3.150189E-05
  10.900   5.959181E-05   2.567900E-05
  11.000   4.917810E-05   2.108095E-05
  11.100   4.067642E-05   1.738089E-05
  11.200   3.375419E-05   1.441795E-05
  11.300   2.812877E-05   1.205114E-05
  11.400   2.348843E-05   1.011054E-05
  11.500   1.966858E-05   8.524375E-06
  11.600   1.648407E-05   7.196784E-06
  11.700   1.382977E-05   6.086110E-06
  11.800   1.159982E-05   5.144692E-06
  11.900   9.720916E-06   4.342991E-06
  12.000   8.128896E-06   3.654554E-06
  12.100   6.788284E-06   3.068943E-06
  12.200   5.660700E-06   2.571082E-06
  12.300   4.726427E-06   2.155223E-06
  12.400   3.946352E-06   1.806627E-06
  12.500   3.295024E-06   1.514415E-06
  12.600   2.751195E-06   1.269466E-06
  12.700   2.297123E-06   1.064136E-06
  12.800   1.917993E-06   8.920178E-07
  12.900   1.601437E-06   7.477386E-07
  13.000   1.337127E-06   6.267958E-07
  13.100   1.122823E-06   5.274751E-07
  13.200   9.654620E-07   4.511688E-07
  13.300   8.301550E-07   3.859013E-07
  13.400   7.138109E-07   3.300756E-07
  13.500   6.137721E-07   2.823258E-07
  13.600   5.277535E-07   2.414837E-07
  13.700   4.537902E-07   2.065499E-07
  13.800   3.901926E-07   1.766697E-07
  13.900   3.355081E-07   1.511121E-07
  14.000   2.884875E-07   1.292517E-07
  14.100   2.480567E-07   1.105538E-07
  14.200   2.132664E-07   9.456282E-08
  14.300   1.806232E-07   8.110831E-08
  14.400   1.529766E-07   6.956812E-08
  14.500   1.295616E-07   5.966988E-08
  14.600   1.097305E-07   5.117998E-08
  14.700   9.293487E-08   4.389803E-08
  14.800   7.871001E-08   3.765217E-08
  14.900   6.666244E-08   3.229497E-08
  15.000   5.645891E-08   2.770000E-08
  15.100   4.781716E-08   2.375881E-08
  15.200   4.049813E-08   2.037838E-08
  15.300   3.429938E-08   1.747892E-08
  15.400   3.008279E-08   1.540827E-08
  15.500   2.683031E-08   1.376240E-08
  15.600   2.392948E-08   1.229234E-08
  15.700   2.134229E-08   1.097930E-08
  15.800   1.903481E-08   9.806524E-09
  15.900   1.697682E-08   8.759018E-09
  16.000   1.514133E-08   7.823403E-09
  16.100   1.350428E-08   6.987727E-09
  16.200   1.204424E-08   6.241317E-09
  16.300   1.074204E-08   5.574636E-09
  16.400   9.580640E-09   4.979168E-09
  16.500   8.486711E-09   4.439331E-09
  16.600   7.312800E-09   3.929347E-09
  16.700   6.301269E-09   3.477950E-09
  16.800   5.429656E-09   3.078409E-09
  16.900   4.678607E-09   2.724766E-09
  17.000   4.031446E-09   2.411749E-09
  17.100   3.473803E-09   2.134691E-09
  17.200   2.993294E-09   1.889461E-09
  17.300   2.579252E-09   1.672403E-09
  17.400   2.222481E-09   1.480280E-09
  17.500   1.915060E-09   1.310228E-09
  17.600   1.650162E-09   1.159711E-09
  17.700   1.502059E-09   1.079938E-09
  17.800   1.436798E-09   1.052917E-09
  17.900   1.374372E-09   1.026572E-09
  18.000   1.314658E-09   1.000887E-09
  18.100   1.257539E-09   9.758438E-10
  18.200   1.202901E-09   9.514276E-10
  18.300   1.150638E-09   9.276222E-10
  18.400   1.100645E-09   9.044125E-10
  18.500   1.052824E-09   8.817835E-10
  18.600   1.007081E-09   8.597207E-10
  18.700   9.633251E-10   8.382099E-10
  18.800   9.214705E-10   8.172373E-10
  18.900   8.779088E-10   7.652182E-10
  19.000   8.340608E-10   6.964975E-10
  19.100   7.924029E-10   6.339484E-10
  19.200   7.528256E-10   5.770165E-10
  19.300   7.152250E-10   5.251974E-10
  19.400   6.795024E-10   4.780319E-10
  19.500   6.455641E-10   4.351021E-10
  19.600   6.133208E-10   3.960276E-10
  19.700   5.826879E-10   3.604623E-10
  19.800   5.535850E-10   3.280909E-10
  19.900   5.259357E-10   2.986266E-10
 Z= 110 A= 255  10 beta2= 0.34 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.381955E-02   5.777957E-02
   0.100   7.410358E-02   5.764965E-02
   0.200   7.438869E-02   5.752002E-02
   0.300   7.467491E-02   5.739068E-02
   0.400   7.501841E-02   5.723368E-02
   0.500   7.553220E-02   5.699401E-02
   0.600   7.607539E-02   5.673817E-02
   0.700   7.670416E-02   5.643002E-02
   0.800   7.733813E-02   5.612353E-02
   0.900   7.797029E-02   5.581074E-02
   1.000   7.860041E-02   5.549166E-02
   1.100   7.917227E-02   5.520229E-02
   1.200   7.968139E-02   5.494353E-02
   1.300   8.019378E-02   5.468599E-02
   1.400   8.056762E-02   5.452296E-02
   1.500   8.089397E-02   5.439262E-02
   1.600   8.108034E-02   5.439782E-02
   1.700   8.121588E-02   5.445211E-02
   1.800   8.135164E-02   5.450646E-02
   1.900   8.134807E-02   5.476103E-02
   2.000   8.134310E-02   5.501883E-02
   2.100   8.128797E-02   5.545172E-02
   2.200   8.123185E-02   5.589159E-02
   2.300   8.118336E-02   5.636239E-02
   2.400   8.115947E-02   5.692682E-02
   2.500   8.115744E-02   5.750377E-02
   2.600   8.122989E-02   5.811020E-02
   2.700   8.130241E-02   5.872302E-02
   2.800   8.143029E-02   5.932020E-02
   2.900   8.161794E-02   5.989946E-02
   3.000   8.184934E-02   6.043309E-02
   3.100   8.212983E-02   6.091389E-02
   3.200   8.241128E-02   6.139852E-02
   3.300   8.272151E-02   6.178518E-02
   3.400   8.304334E-02   6.213605E-02
   3.500   8.334028E-02   6.238593E-02
   3.600   8.362803E-02   6.259647E-02
   3.700   8.391677E-02   6.280771E-02
   3.800   8.411159E-02   6.290465E-02
   3.900   8.430444E-02   6.299880E-02
   4.000   8.436868E-02   6.303331E-02
   4.100   8.442843E-02   6.306573E-02
   4.200   8.446047E-02   6.309881E-02
   4.300   8.439475E-02   6.313414E-02
   4.400   8.431227E-02   6.318343E-02
   4.500   8.416748E-02   6.328459E-02
   4.600   8.402294E-02   6.338592E-02
   4.700   8.386521E-02   6.352744E-02
   4.800   8.369247E-02   6.371507E-02
   4.900   8.351822E-02   6.392566E-02
   5.000   8.334211E-02   6.416354E-02
   5.100   8.316637E-02   6.440231E-02
   5.200   8.297287E-02   6.462389E-02
   5.300   8.275514E-02   6.481373E-02
   5.400   8.250131E-02   6.495173E-02
   5.500   8.215147E-02   6.496408E-02
   5.600   8.174701E-02   6.490855E-02
   5.700   8.123716E-02   6.472333E-02
   5.800   8.053831E-02   6.432444E-02
   5.900   7.971964E-02   6.379289E-02
   6.000   7.861992E-02   6.296624E-02
   6.100   7.740240E-02   6.201863E-02
   6.200   7.595467E-02   6.083925E-02
   6.300   7.416053E-02   5.932765E-02
   6.400   7.218638E-02   5.764571E-02
   6.500   6.979503E-02   5.557939E-02
   6.600   6.728659E-02   5.341012E-02
   6.700   6.451013E-02   5.100385E-02
   6.800   6.135569E-02   4.826931E-02
   6.900   5.807839E-02   4.543990E-02
   7.000   5.443200E-02   4.230421E-02
   7.100   5.080440E-02   3.920486E-02
   7.200   4.704879E-02   3.601842E-02
   7.300   4.310457E-02   3.270059E-02
   7.400   3.924951E-02   2.948643E-02
   7.500   3.529805E-02   2.622581E-02
   7.600   3.159003E-02   2.320055E-02
   7.700   2.801219E-02   2.031644E-02
   7.800   2.454639E-02   1.755828E-02
   7.900   2.136965E-02   1.506589E-02
   8.000   1.837296E-02   1.274974E-02
   8.100   1.572498E-02   1.073601E-02
   8.200   1.334412E-02   8.955802E-03
   8.300   1.121084E-02   7.388138E-03
   8.400   9.371085E-03   6.060950E-03
   8.500   7.763743E-03   4.923944E-03
   8.600   6.414458E-03   3.988376E-03
   8.700   5.272553E-03   3.212714E-03
   8.800   4.312937E-03   2.574740E-03
   8.900   3.521071E-03   2.059395E-03
   9.000   2.867305E-03   1.643335E-03
   9.100   2.334126E-03   1.311089E-03
   9.200   1.898940E-03   1.045698E-03
   9.300   1.545477E-03   8.347799E-04
   9.400   1.258566E-03   6.670073E-04
   9.500   1.026388E-03   5.339652E-04
   9.600   8.375201E-04   4.277491E-04
   9.700   6.841342E-04   3.430900E-04
   9.800   5.593901E-04   2.754413E-04
   9.900   4.576053E-04   2.212206E-04
  10.000   3.744782E-04   1.776789E-04
  10.100   3.064437E-04   1.426854E-04
  10.200   2.507542E-04   1.145507E-04
  10.300   2.051353E-04   9.194499E-05
  10.400   1.678244E-04   7.381597E-05
  10.500   1.373543E-04   5.933748E-05
  10.600   1.124698E-04   4.775607E-05
  10.700   9.217958E-05   3.852481E-05
  10.800   7.571853E-05   3.123176E-05
  10.900   6.230383E-05   2.540897E-05
  11.000   5.146982E-05   2.083840E-05
  11.100   4.259422E-05   1.714775E-05
  11.200   3.536575E-05   1.420074E-05
  11.300   2.948487E-05   1.184998E-05
  11.400   2.463520E-05   9.926994E-06
  11.500   2.065034E-05   8.361803E-06
  11.600   1.732105E-05   7.050661E-06
  11.700   1.454510E-05   5.956056E-06
  11.800   1.221230E-05   5.028944E-06
  11.900   1.024810E-05   4.241656E-06
  12.000   8.581231E-06   3.564603E-06
  12.100   7.177858E-06   2.990481E-06
  12.200   5.993186E-06   2.501239E-06
  12.300   5.011883E-06   2.093341E-06
  12.400   4.191255E-06   1.751961E-06
  12.500   3.504993E-06   1.466254E-06
  12.600   2.931098E-06   1.227139E-06
  12.700   2.451170E-06   1.027019E-06
  12.800   2.049824E-06   8.595341E-07
  12.900   1.714193E-06   7.193625E-07
  13.000   1.433517E-06   6.020498E-07
  13.100   1.202027E-06   5.048370E-07
  13.200   1.034712E-06   4.313248E-07
  13.300   8.906865E-07   3.685171E-07
  13.400   7.667083E-07   3.148553E-07
  13.500   6.599871E-07   2.690074E-07
  13.600   5.681209E-07   2.298357E-07
  13.700   4.890419E-07   1.963680E-07
  13.800   4.209702E-07   1.677738E-07
  13.900   3.623737E-07   1.433433E-07
  14.000   3.119334E-07   1.224702E-07
  14.100   2.685142E-07   1.046366E-07
