 Z= 109 A= 248  Mt beta2= 0.39 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   4.900   8.313851E-02   6.435653E-02
   5.000   8.294472E-02   6.458108E-02
   5.100   8.274909E-02   6.480424E-02
   5.200   8.252955E-02   6.500508E-02
   5.300   8.227408E-02   6.515546E-02
   5.400   8.196189E-02   6.523026E-02
   5.500   8.159380E-02   6.523085E-02
   5.600   8.111334E-02   6.509250E-02
   5.700   8.053548E-02   6.483801E-02
   5.800   7.975993E-02   6.436075E-02
   5.900   7.881419E-02   6.370009E-02
   6.000   7.770971E-02   6.286989E-02
   6.100   7.635036E-02   6.178262E-02
   6.200   7.480003E-02   6.050431E-02
   6.300   7.290257E-02   5.889162E-02
   6.400   7.075507E-02   5.704533E-02
   6.500   6.839653E-02   5.500453E-02
   6.600   6.572004E-02   5.267738E-02
   6.700   6.284936E-02   5.018094E-02
   6.800   5.961382E-02   4.736821E-02
   6.900   5.618827E-02   4.440070E-02
   7.000   5.264535E-02   4.134607E-02
   7.100   4.890744E-02   3.814163E-02
   7.200   4.513720E-02   3.493193E-02
   7.300   4.120751E-02   3.161290E-02
   7.400   3.732051E-02   2.835952E-02
   7.500   3.354982E-02   2.523437E-02
   7.600   2.985863E-02   2.220745E-02
   7.700   2.637336E-02   1.938279E-02
   7.800   2.302041E-02   1.669863E-02
   7.900   1.993062E-02   1.425813E-02
   8.000   1.712737E-02   1.207547E-02
   8.100   1.458114E-02   1.012263E-02
   8.200   1.233040E-02   8.423100E-03
   8.300   1.032601E-02   6.934914E-03
   8.400   8.595746E-03   5.672746E-03
   8.500   7.117641E-03   4.613736E-03
   8.600   5.860447E-03   3.729924E-03
   8.700   4.807213E-03   3.003491E-03
   8.800   3.926025E-03   2.407729E-03
   8.900   3.200203E-03   1.926673E-03
   9.000   2.604599E-03   1.539628E-03
   9.100   2.118386E-03   1.229974E-03
   9.200   1.722588E-03   9.826761E-04
   9.300   1.401652E-03   7.860333E-04
   9.400   1.141494E-03   6.295096E-04
   9.500   9.304023E-04   5.047294E-04
   9.600   7.592150E-04   4.052512E-04
   9.700   6.199729E-04   3.256567E-04
   9.800   5.067355E-04   2.619378E-04
   9.900   4.143207E-04   2.107342E-04
  10.000   3.388292E-04   1.695540E-04
  10.100   2.770702E-04   1.364037E-04
  10.200   2.265365E-04   1.097170E-04
  10.300   1.851945E-04   8.826098E-05
  10.400   1.514250E-04   7.105628E-05
  10.500   1.238420E-04   5.725576E-05
  10.600   1.013849E-04   4.625377E-05
  10.700   8.308349E-05   3.745565E-05
  10.800   6.826135E-05   3.049735E-05
  10.900   5.622176E-05   2.495365E-05
  11.000   4.641580E-05   2.051365E-05
  11.100   3.845845E-05   1.697900E-05
  11.200   3.194953E-05   1.412300E-05
  11.300   2.664966E-05   1.183216E-05
  11.400   2.227924E-05   9.952000E-06
  11.500   1.866058E-05   8.398176E-06
  11.600   1.564921E-05   7.102114E-06
  11.700   1.313013E-05   6.010848E-06
  11.800   1.101043E-05   5.083570E-06
  11.900   9.221546E-06   4.291821E-06
  12.000   7.713212E-06   3.616536E-06
  12.100   6.437244E-06   3.037988E-06
  12.200   5.372720E-06   2.550302E-06
  12.300   4.489192E-06   2.142128E-06
  12.400   3.750958E-06   1.799282E-06
  12.500   3.134125E-06   1.511308E-06
  12.600   2.618727E-06   1.269424E-06
  12.700   2.188086E-06   1.066254E-06
  12.800   1.828262E-06   8.956007E-07
  12.900   1.527610E-06   7.522605E-07
  13.000   1.276399E-06   6.318617E-07
  13.100   1.081930E-06   5.358048E-07
  13.200   9.305742E-07   4.587632E-07
  13.300   8.003924E-07   3.927991E-07
  13.400   6.884222E-07   3.363198E-07
  13.500   5.921160E-07   2.879615E-07
  13.600   5.092825E-07   2.465564E-07
  13.700   4.380369E-07   2.111049E-07
  13.800   3.767582E-07   1.807508E-07
  13.900   3.240519E-07   1.547612E-07
  14.000   2.787190E-07   1.325086E-07
  14.100   2.397278E-07   1.134556E-07
  14.200   2.052602E-07   9.729820E-08
  14.300   1.741551E-07   8.371162E-08
  14.400   1.477636E-07   7.202226E-08
  14.500   1.253715E-07   6.196518E-08
  14.600   1.063727E-07   5.331245E-08
  14.700   9.025297E-08   4.586798E-08
  14.800   7.657603E-08   3.946305E-08
  14.900   6.497169E-08   3.395249E-08
  15.000   5.512588E-08   2.921141E-08
  15.100   4.677210E-08   2.513237E-08
  15.200   3.968425E-08   2.162293E-08
  15.300   3.370895E-08   1.861964E-08
  15.400   3.005569E-08   1.663379E-08
  15.500   2.679835E-08   1.485975E-08
  15.600   2.389404E-08   1.327491E-08
  15.700   2.130449E-08   1.185909E-08
  15.800   1.899558E-08   1.059428E-08
  15.900   1.693690E-08   9.464369E-09
  16.000   1.510134E-08   8.454964E-09
  16.100   1.346471E-08   7.553214E-09
  16.200   1.200545E-08   6.747640E-09
  16.300   1.070434E-08   6.027982E-09
  16.400   9.544240E-09   5.385078E-09
  16.500   8.358296E-09   4.795796E-09
  16.600   7.220343E-09   4.260903E-09
  16.700   6.237319E-09   3.785668E-09
  16.800   5.388130E-09   3.363438E-09
  16.900   4.654555E-09   2.988301E-09
  17.000   4.020854E-09   2.655005E-09
  17.100   3.473429E-09   2.358882E-09
  17.200   3.000534E-09   2.095787E-09
  17.300   2.592022E-09   1.862036E-09
  17.400   2.239127E-09   1.654356E-09
  17.500   1.934278E-09   1.469839E-09
  17.600   1.670933E-09   1.305902E-09
  17.700   1.578904E-09   1.255893E-09
  17.800   1.503947E-09   1.216375E-09
  17.900   1.432548E-09   1.178100E-09
  18.000   1.364538E-09   1.141030E-09
  18.100   1.299757E-09   1.105126E-09
  18.200   1.238052E-09   1.070352E-09
  18.300   1.179276E-09   1.036673E-09
  18.400   1.123291E-09   1.004053E-09
  18.500   1.069963E-09   9.724590E-10
  18.600   1.019167E-09   9.418595E-10
  18.700   9.707825E-10   9.122228E-10
  18.800   9.246776E-10   8.832493E-10
  18.900   8.774523E-10   8.048234E-10
  19.000   8.326390E-10   7.333612E-10
  19.100   7.901143E-10   6.682443E-10
  19.200   7.497615E-10   6.089092E-10
  19.300   7.114696E-10   5.548427E-10
  19.400   6.751334E-10   5.055769E-10
  19.500   6.406529E-10   4.606855E-10
  19.600   6.079334E-10   4.197801E-10
  19.700   5.768849E-10   3.825068E-10
  19.800   5.474222E-10   3.485431E-10
  19.900   5.194642E-10   3.175951E-10
 Z= 109 A= 252  Mt beta2= 0.36 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.457331E-02   5.854829E-02
   0.100   7.485628E-02   5.841587E-02
   0.200   7.514033E-02   5.828374E-02
   0.300   7.542546E-02   5.815191E-02
   0.400   7.577235E-02   5.798943E-02
   0.500   7.628507E-02   5.774445E-02
   0.600   7.683019E-02   5.748062E-02
   0.700   7.745683E-02   5.716531E-02
   0.800   7.808858E-02   5.685173E-02
   0.900   7.871676E-02   5.652941E-02
   1.000   7.934260E-02   5.620017E-02
   1.100   7.990093E-02   5.590344E-02
   1.200   8.040230E-02   5.563369E-02
   1.300   8.090682E-02   5.536525E-02
   1.400   8.125617E-02   5.519867E-02
   1.500   8.157122E-02   5.505521E-02
   1.600   8.172646E-02   5.506071E-02
   1.700   8.184591E-02   5.509955E-02
   1.800   8.195267E-02   5.515604E-02
   1.900   8.192615E-02   5.539573E-02
   2.000   8.189465E-02   5.565204E-02
   2.100   8.181214E-02   5.606990E-02
   2.200   8.172971E-02   5.649090E-02
   2.300   8.165717E-02   5.695669E-02
   2.400   8.160211E-02   5.750101E-02
   2.500   8.158105E-02   5.806182E-02
   2.600   8.161987E-02   5.864821E-02
   2.700   8.165870E-02   5.924053E-02
   2.800   8.176998E-02   5.981170E-02
   2.900   8.192368E-02   6.037245E-02
   3.000   8.213696E-02   6.087159E-02
   3.100   8.238514E-02   6.133597E-02
   3.200   8.263406E-02   6.180389E-02
   3.300   8.292262E-02   6.215170E-02
   3.400   8.321634E-02   6.248827E-02
   3.500   8.348325E-02   6.270067E-02
   3.600   8.374812E-02   6.290070E-02
   3.700   8.399777E-02   6.308113E-02
   3.800   8.417283E-02   6.316718E-02
   3.900   8.432514E-02   6.324263E-02
   4.000   8.437092E-02   6.326863E-02
   4.100   8.441671E-02   6.329464E-02
   4.200   8.440700E-02   6.332222E-02
   4.300   8.432891E-02   6.335175E-02
   4.400   8.421497E-02   6.340980E-02
   4.500   8.405734E-02   6.350278E-02
   4.600   8.390000E-02   6.359590E-02
   4.700   8.372031E-02   6.374970E-02
   4.800   8.353222E-02   6.392749E-02
   4.900   8.333919E-02   6.413992E-02
   5.000   8.314454E-02   6.436627E-02
   5.100   8.295036E-02   6.459341E-02
   5.200   8.273143E-02   6.479614E-02
   5.300   8.248079E-02   6.495470E-02
   5.400   8.217884E-02   6.504361E-02
   5.500   8.181215E-02   6.504537E-02
   5.600   8.134719E-02   6.492579E-02
   5.700   8.078391E-02   6.468661E-02
   5.800   8.002672E-02   6.422747E-02
   5.900   7.911165E-02   6.359739E-02
   6.000   7.800739E-02   6.276626E-02
   6.100   7.668356E-02   6.171206E-02
   6.200   7.516069E-02   6.045820E-02
   6.300   7.329119E-02   5.887114E-02
   6.400   7.118793E-02   5.706514E-02
   6.500   6.882212E-02   5.501719E-02
   6.600   6.618915E-02   5.272968E-02
   6.700   6.334594E-02   5.025829E-02
   6.800   6.013480E-02   4.746921E-02
   6.900   5.674749E-02   4.453849E-02
   7.000   5.317860E-02   4.146590E-02
   7.100   4.946808E-02   3.829164E-02
   7.200   4.570391E-02   3.509489E-02
   7.300   4.177224E-02   3.178311E-02
   7.400   3.789075E-02   2.854459E-02
   7.500   3.407160E-02   2.539138E-02
   7.600   3.037239E-02   2.237100E-02
   7.700   2.686312E-02   1.953979E-02
   7.800   2.348011E-02   1.684607E-02
   7.900   2.036301E-02   1.439907E-02
   8.000   1.750541E-02   1.218902E-02
   8.100   1.492791E-02   1.022717E-02
   8.200   1.264069E-02   8.514578E-03
   8.300   1.059992E-02   7.012998E-03
   8.400   8.836453E-03   5.739318E-03
   8.500   7.320512E-03   4.664922E-03
   8.600   6.035397E-03   3.772018E-03
   8.700   4.956225E-03   3.037165E-03
   8.800   4.051813E-03   2.434153E-03
   8.900   3.305633E-03   1.946955E-03
   9.000   2.691897E-03   1.554593E-03
   9.100   2.190968E-03   1.241012E-03
   9.200   1.782978E-03   9.908463E-04
   9.300   1.451796E-03   7.919986E-04
   9.400   1.182909E-03   6.336585E-04
   9.500   9.647156E-04   5.076014E-04
   9.600   7.876242E-04   4.071454E-04
   9.700   6.436600E-04   3.269261E-04
   9.800   5.265167E-04   2.627540E-04
   9.900   4.307966E-04   2.111996E-04
  10.000   3.525426E-04   1.697599E-04
  10.100   2.885144E-04   1.364347E-04
  10.200   2.361256E-04   1.096446E-04
  10.300   1.932333E-04   8.811991E-05
  10.400   1.581359E-04   7.085508E-05
  10.500   1.294367E-04   5.702277E-05
  10.600   1.060524E-04   4.599502E-05
  10.700   8.699325E-05   3.719384E-05
  10.800   7.153681E-05   3.023760E-05
  10.900   5.895190E-05   2.469120E-05
  11.000   4.871186E-05   2.027231E-05
  11.100   4.037934E-05   1.674470E-05
  11.200   3.356986E-05   1.390622E-05
  11.300   2.802171E-05   1.163375E-05
  11.400   2.343989E-05   9.769229E-06
  11.500   1.964905E-05   8.234553E-06
  11.600   1.649152E-05   6.954133E-06
  11.700   1.385180E-05   5.879532E-06
  11.800   1.162999E-05   4.967486E-06
  11.900   9.754014E-06   4.189597E-06
  12.000   8.168348E-06   3.525017E-06
  12.100   6.828341E-06   2.957604E-06
  12.200   5.706599E-06   2.478560E-06
  12.300   4.775646E-06   2.078489E-06
  12.400   3.996566E-06   1.742995E-06
  12.500   3.344582E-06   1.461653E-06
  12.600   2.798960E-06   1.225724E-06
  12.700   2.342348E-06   1.027877E-06
  12.800   1.960227E-06   8.619644E-07
  12.900   1.640443E-06   7.228325E-07
  13.000   1.372828E-06   6.061582E-07
  13.100   1.161872E-06   5.122673E-07
  13.200   1.000429E-06   4.380838E-07
  13.300   8.614185E-07   3.746430E-07
  13.400   7.417237E-07   3.203894E-07
  13.500   6.386606E-07   2.739925E-07
  13.600   5.499182E-07   2.343145E-07
  13.700   4.735067E-07   2.003824E-07
  13.800   4.077126E-07   1.713642E-07
  13.900   3.510606E-07   1.465483E-07
  14.000   3.022804E-07   1.253260E-07
  14.100   2.602783E-07   1.071770E-07
  14.200   2.234775E-07   9.173122E-08
  14.300   1.900030E-07   7.873404E-08
  14.400   1.615426E-07   6.757840E-08
  14.500   1.373453E-07   5.800338E-08
  14.600   1.167725E-07   4.978501E-08
  14.700   9.928124E-08   4.273109E-08
  14.800   8.441000E-08   3.667663E-08
  14.900   7.176631E-08   3.148000E-08
  15.000   6.101650E-08   2.701967E-08
  15.100   5.187690E-08   2.319132E-08
  15.200   4.410631E-08   1.990540E-08
  15.300   3.749967E-08   1.708505E-08
  15.400   3.328102E-08   1.519349E-08
  15.500   2.966725E-08   1.356055E-08
  15.600   2.644589E-08   1.210311E-08
  15.700   2.357430E-08   1.080232E-08
  15.800   2.101453E-08   9.641328E-09
  15.900   1.873270E-08   8.605115E-09
  16.000   1.669864E-08   7.680271E-09
  16.100   1.488545E-08   6.854825E-09
  16.200   1.326913E-08   6.118095E-09
  16.300   1.182833E-08   5.460546E-09
  16.400   1.054397E-08   4.873668E-09
  16.500   9.271599E-09   4.335083E-09
  16.600   8.014549E-09   3.839614E-09
  16.700   6.927931E-09   3.400774E-09
  16.800   5.988637E-09   3.012090E-09
  16.900   5.176693E-09   2.667830E-09
  17.000   4.474833E-09   2.362916E-09
  17.100   3.868132E-09   2.092852E-09
  17.200   3.343688E-09   1.853654E-09
  17.300   2.890349E-09   1.641795E-09
  17.400   2.498473E-09   1.454149E-09
  17.500   2.159728E-09   1.287951E-09
  17.600   1.866911E-09   1.140747E-09
  17.700   1.736968E-09   1.087443E-09
  17.800   1.648759E-09   1.057587E-09
  17.900   1.565030E-09   1.028550E-09
  18.000   1.485553E-09   1.000311E-09
  18.100   1.410111E-09   9.728475E-10
  18.200   1.338501E-09   9.461377E-10
  18.300   1.270528E-09   9.201613E-10
  18.400   1.206007E-09   8.948980E-10
  18.500   1.144762E-09   8.703284E-10
  18.600   1.086627E-09   8.464333E-10
  18.700   1.031445E-09   8.231942E-10
  18.800   9.790645E-10   8.005932E-10
  18.900   9.263545E-10   7.357579E-10
  19.000   8.760417E-10   6.702252E-10
  19.100   8.284614E-10   6.105294E-10
  19.200   7.834654E-10   5.561506E-10
  19.300   7.409133E-10   5.066152E-10
  19.400   7.006722E-10   4.614919E-10
  19.500   6.626168E-10   4.203876E-10
  19.600   6.266282E-10   3.829444E-10
  19.700   5.925943E-10   3.488362E-10
  19.800   5.604089E-10   3.177660E-10
  19.900   5.299716E-10   2.894631E-10
 Z= 109 A= 253  Mt beta2= 0.37 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.436766E-02   5.824069E-02
   0.100   7.465371E-02   5.810813E-02
   0.200   7.494087E-02   5.797588E-02
   0.300   7.522913E-02   5.784393E-02
   0.400   7.557801E-02   5.768225E-02
   0.500   7.609541E-02   5.743762E-02
   0.600   7.664444E-02   5.717483E-02
   0.700   7.727674E-02   5.685971E-02
   0.800   7.791426E-02   5.654632E-02
   0.900   7.854866E-02   5.622498E-02
   1.000   7.918066E-02   5.589686E-02
   1.100   7.974784E-02   5.560027E-02
   1.200   8.025569E-02   5.533182E-02
   1.300   8.076677E-02   5.506467E-02
   1.400   8.112718E-02   5.489775E-02
   1.500   8.144839E-02   5.475742E-02
   1.600   8.161550E-02   5.476148E-02
   1.700   8.174163E-02   5.480389E-02
   1.800   8.185996E-02   5.485743E-02
   1.900   8.184097E-02   5.510220E-02
   2.000   8.181912E-02   5.535729E-02
   2.100   8.174594E-02   5.577952E-02
   2.200   8.167283E-02   5.620498E-02
   2.300   8.160933E-02   5.667071E-02
   2.400   8.156634E-02   5.722046E-02
   2.500   8.155368E-02   5.778492E-02
   2.600   8.160631E-02   5.837538E-02
   2.700   8.165898E-02   5.897187E-02
   2.800   8.177912E-02   5.954816E-02
   2.900   8.194798E-02   6.011102E-02
   3.000   8.217137E-02   6.061758E-02
   3.100   8.243475E-02   6.108345E-02
   3.200   8.269897E-02   6.155291E-02
   3.300   8.299860E-02   6.190917E-02
   3.400   8.330568E-02   6.224596E-02
   3.500   8.358576E-02   6.246654E-02
   3.600   8.386153E-02   6.266586E-02
   3.700   8.412783E-02   6.285324E-02
   3.800   8.431000E-02   6.293811E-02
   3.900   8.447839E-02   6.301674E-02
   4.000   8.452883E-02   6.304232E-02
   4.100   8.457929E-02   6.306792E-02
   4.200   8.458311E-02   6.309514E-02
   4.300   8.450817E-02   6.312511E-02
   4.400   8.440336E-02   6.317926E-02
   4.500   8.424777E-02   6.327465E-02
   4.600   8.409246E-02   6.337019E-02
   4.700   8.391796E-02   6.352073E-02
   4.800   8.373270E-02   6.370312E-02
   4.900   8.354440E-02   6.391595E-02
   5.000   8.335454E-02   6.414683E-02
   5.100   8.316511E-02   6.437855E-02
   5.200   8.295449E-02   6.458860E-02
   5.300   8.271505E-02   6.475848E-02
   5.400   8.242944E-02   6.486446E-02
   5.500   8.206928E-02   6.487034E-02
   5.600   8.162602E-02   6.477230E-02
   5.700   8.108214E-02   6.455072E-02
   5.800   8.034603E-02   6.411184E-02
   5.900   7.946473E-02   6.351448E-02
   6.000   7.836435E-02   6.268456E-02
   6.100   7.707683E-02   6.166525E-02
   6.200   7.557872E-02   6.043523E-02
   6.300   7.373561E-02   5.887371E-02
   6.400   7.167582E-02   5.710903E-02
   6.500   6.930201E-02   5.505571E-02
   6.600   6.670860E-02   5.280751E-02
   6.700   6.388386E-02   5.035696E-02
   6.800   6.068919E-02   4.758787E-02
   6.900   5.733507E-02   4.469294E-02
   7.000   5.373726E-02   4.160346E-02
   7.100   5.004767E-02   3.845643E-02
   7.200   4.627851E-02   3.526545E-02
   7.300   4.233748E-02   3.195788E-02
   7.400   3.845736E-02   2.873350E-02
   7.500   3.458854E-02   2.555200E-02
   7.600   3.087762E-02   2.253611E-02
   7.700   2.733588E-02   1.969398E-02
   7.800   2.391819E-02   1.698816E-02
   7.900   2.077361E-02   1.453425E-02
   8.000   1.786311E-02   1.229837E-02
   8.100   1.525424E-02   1.032666E-02
   8.200   1.292814E-02   8.598518E-03
   8.300   1.085066E-02   7.083142E-03
   8.400   9.055880E-03   5.798894E-03
   8.500   7.504787E-03   4.710754E-03
   8.600   6.192952E-03   3.809180E-03
   8.700   5.088006E-03   3.065589E-03
   8.800   4.161741E-03   2.455791E-03
   8.900   3.397096E-03   1.963260E-03
   9.000   2.767340E-03   1.566551E-03
   9.100   2.252991E-03   1.249568E-03
   9.200   1.833581E-03   9.966738E-04
   9.300   1.493286E-03   7.959286E-04
   9.400   1.216883E-03   6.361862E-04
   9.500   9.927347E-04   5.092690E-04
   9.600   8.105079E-04   4.080476E-04
   9.700   6.623548E-04   3.272922E-04
   9.800   5.418980E-04   2.628055E-04
   9.900   4.434701E-04   2.110560E-04
  10.000   3.630224E-04   1.695027E-04
  10.100   2.971347E-04   1.360871E-04
  10.200   2.431946E-04   1.092363E-04
  10.300   1.990488E-04   8.769435E-05
  10.400   1.629146E-04   7.042291E-05
  10.500   1.333800E-04   5.661367E-05
  10.600   1.092729E-04   4.559207E-05
  10.700   8.961449E-05   3.680446E-05
  10.800   7.368038E-05   2.987145E-05
  10.900   6.069749E-05   2.434420E-05
  11.000   5.015939E-05   1.996632E-05
  11.100   4.155736E-05   1.645849E-05
  11.200   3.453353E-05   1.364432E-05
  11.300   2.881759E-05   1.139715E-05
  11.400   2.409772E-05   9.556054E-06
  11.500   2.020176E-05   8.047288E-06
  11.600   1.695052E-05   6.786644E-06
  11.700   1.423444E-05   5.730871E-06
  11.800   1.195152E-05   4.836489E-06
  11.900   1.002494E-05   4.075052E-06
  12.000   8.394782E-06   3.423761E-06
  12.100   7.017960E-06   2.869060E-06
  12.200   5.861697E-06   2.399771E-06
  12.300   4.903205E-06   2.009078E-06
  12.400   4.101443E-06   1.681992E-06
  12.500   3.430784E-06   1.408156E-06
  12.600   2.869789E-06   1.178903E-06
  12.700   2.400527E-06   9.869722E-07
  12.800   2.007998E-06   8.262890E-07
  12.900   1.679655E-06   6.917656E-07
  13.000   1.405001E-06   5.791433E-07
  13.100   1.185139E-06   4.877293E-07
  13.200   1.019983E-06   4.166134E-07
  13.300   8.778428E-07   3.558669E-07
  13.400   7.555105E-07   3.039779E-07
  13.500   6.502259E-07   2.596548E-07
  13.600   5.596133E-07   2.217945E-07
  13.700   4.816281E-07   1.894546E-07
  13.800   4.145105E-07   1.618301E-07
  13.900   3.567461E-07   1.382337E-07
  14.000   3.070316E-07   1.180778E-07
  14.100   2.642450E-07   1.008608E-07
