 Z= 109 A= 248  Mt beta2= 0.39 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   6.000   9.005950E-02   5.414970E-02
   6.100   8.950544E-02   5.408971E-02
   6.200   8.884195E-02   5.386560E-02
   6.300   8.810225E-02   5.352871E-02
   6.400   8.720514E-02   5.297547E-02
   6.500   8.616498E-02   5.224186E-02
   6.600   8.502608E-02   5.138455E-02
   6.700   8.365631E-02   5.026745E-02
   6.800   8.214026E-02   4.899571E-02
   6.900   8.033498E-02   4.743926E-02
   7.000   7.829972E-02   4.567864E-02
   7.100   7.612377E-02   4.380605E-02
   7.200   7.361758E-02   4.166883E-02
   7.300   7.094195E-02   3.942403E-02
   7.400   6.792226E-02   3.694215E-02
   7.500   6.468628E-02   3.434841E-02
   7.600   6.136653E-02   3.175700E-02
   7.700   5.777380E-02   2.903900E-02
   7.800   5.412417E-02   2.636483E-02
   7.900   5.026971E-02   2.364197E-02
   8.000   4.637945E-02   2.099721E-02
   8.100   4.258482E-02   1.851898E-02
   8.200   3.875244E-02   1.612202E-02
   8.300   3.506965E-02   1.392004E-02
   8.400   3.144505E-02   1.185505E-02
   8.500   2.800718E-02   9.995021E-03
   8.600   2.482618E-02   8.365982E-03
   8.700   2.182737E-02   6.913445E-03
   8.800   1.909705E-02   5.669234E-03
   8.900   1.658316E-02   4.592879E-03
   9.000   1.433031E-02   3.690699E-03
   9.100   1.234118E-02   2.948693E-03
   9.200   1.057388E-02   2.334913E-03
   9.300   9.034414E-03   1.839795E-03
   9.400   7.691123E-03   1.439893E-03
   9.500   6.535958E-03   1.122973E-03
   9.600   5.547695E-03   8.737390E-04
   9.700   4.703971E-03   6.781181E-04
   9.800   3.987213E-03   5.257405E-04
   9.900   3.380512E-03   4.073990E-04
  10.000   2.868033E-03   3.157577E-04
  10.100   2.434486E-03   2.447721E-04
  10.200   2.069152E-03   1.898200E-04
  10.300   1.760066E-03   1.472120E-04
  10.400   1.499399E-03   1.141262E-04
  10.500   1.278683E-03   8.838980E-05
  10.600   1.091263E-03   6.840336E-05
  10.700   9.323351E-04   5.281078E-05
  10.800   7.970409E-04   4.070273E-05
  10.900   6.820875E-04   3.128386E-05
  11.000   5.841387E-04   2.400769E-05
  11.100   5.005123E-04   1.840460E-05
  11.200   4.293089E-04   1.410850E-05
  11.300   3.684807E-04   1.082435E-05
  11.400   3.167243E-04   8.337322E-06
  11.500   2.725778E-04   6.456179E-06
  11.600   2.347972E-04   5.019913E-06
  11.700   2.026412E-04   3.942041E-06
  11.800   1.750924E-04   3.115858E-06
  11.900   1.516104E-04   2.490188E-06
  12.000   1.314716E-04   2.003392E-06
  12.100   1.141261E-04   1.619108E-06
  12.200   9.923387E-05   1.313741E-06
  12.300   8.635660E-05   1.066352E-06
  12.400   7.523396E-05   8.624412E-07
  12.500   6.557230E-05   6.928559E-07
  12.600   5.716646E-05   5.537086E-07
  12.700   4.983872E-05   4.366244E-07
  12.800   4.341555E-05   3.395381E-07
  12.900   3.779385E-05   2.614512E-07
  13.000   3.290008E-05   2.013226E-07
  13.100   2.863998E-05   1.550225E-07
  13.200   2.493151E-05   1.193704E-07
  13.300   2.170323E-05   9.191763E-08
  13.400   1.889297E-05   7.077842E-08
  13.500   1.644659E-05   5.450080E-08
  13.600   1.431699E-05   4.196671E-08
  13.700   1.247278E-05   3.306886E-08
  13.800   1.089150E-05   2.793388E-08
  13.900   9.510695E-06   2.359626E-08
  14.000   8.304943E-06   1.993219E-08
  14.100   7.252055E-06   1.683709E-08
  14.200   6.332651E-06   1.422260E-08
  14.300   5.529807E-06   1.201409E-08
  14.400   4.828747E-06   1.014852E-08
  14.500   4.216566E-06   8.572643E-09
  14.600   3.681996E-06   7.241469E-09
  14.700   3.215198E-06   6.117002E-09
  14.800   2.807580E-06   5.167144E-09
  14.900   2.440371E-06   4.131700E-09
  15.000   2.115604E-06   3.201594E-09
  15.100   1.834058E-06   2.480869E-09
  15.200   1.589980E-06   1.922389E-09
  15.300   1.378384E-06   1.489632E-09
  15.400   1.194948E-06   1.154294E-09
  15.500   1.035923E-06   8.944457E-10
  15.600   8.980614E-07   6.930930E-10
  15.700   7.785466E-07   5.370677E-10
  15.800   6.749370E-07   4.161660E-10
  15.900   5.851158E-07   3.224810E-10
  16.000   5.072481E-07   2.498858E-10
  16.100   4.564936E-07   2.446196E-10
  16.200   4.130781E-07   2.478231E-10
  16.300   3.737917E-07   2.510685E-10
  16.400   3.382417E-07   2.543565E-10
  16.500   3.060727E-07   2.576875E-10
  16.600   2.769632E-07   2.610621E-10
  16.700   2.506222E-07   2.644809E-10
  16.800   2.267864E-07   2.679445E-10
  16.900   2.052175E-07   2.714534E-10
  17.000   1.857000E-07   2.750083E-10
  17.100   1.680387E-07   2.786098E-10
  17.200   1.520572E-07   2.822584E-10
  17.300   1.478717E-07   2.745747E-10
  17.400   1.442789E-07   2.666014E-10
  17.500   1.407734E-07   2.588597E-10
  17.600   1.373531E-07   2.513428E-10
  17.700   1.340159E-07   2.440442E-10
  17.800   1.307597E-07   2.369575E-10
  17.900   1.275827E-07   2.300765E-10
  18.000   1.244829E-07   2.233954E-10
  18.100   1.214584E-07   2.169084E-10
  18.200   1.185073E-07   2.106096E-10
  18.300   1.156280E-07   2.044938E-10
  18.400   1.128186E-07   1.985556E-10
  18.500   1.123822E-07   1.997546E-10
  18.600   1.123967E-07   2.023443E-10
  18.700   1.124112E-07   2.049676E-10
  18.800   1.124257E-07   2.076249E-10
  18.900   1.124402E-07   2.103166E-10
  19.000   1.124548E-07   2.130433E-10
  19.100   1.124693E-07   2.158053E-10
  19.200   1.124838E-07   2.186030E-10
  19.300   1.124983E-07   2.214371E-10
  19.400   1.125129E-07   2.243079E-10
  19.500   1.125274E-07   2.272159E-10
  19.600   1.125419E-07   2.301617E-10
  19.700   1.123567E-07   2.311828E-10
  19.800   1.119246E-07   2.297826E-10
  19.900   1.114942E-07   2.283910E-10
 Z= 109 A= 319  Mt beta2= 0.26 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.190500E-02   4.764144E-02
   0.100   9.163247E-02   4.751603E-02
   0.200   9.136075E-02   4.739094E-02
   0.300   9.108983E-02   4.726619E-02
   0.400   9.081972E-02   4.714176E-02
   0.500   9.038403E-02   4.692766E-02
   0.600   8.992102E-02   4.669861E-02
   0.700   8.942598E-02   4.642898E-02
   0.800   8.891314E-02   4.613605E-02
   0.900   8.840324E-02   4.584497E-02
   1.000   8.794779E-02   4.554697E-02
   1.100   8.753093E-02   4.524476E-02
   1.200   8.719191E-02   4.496469E-02
   1.300   8.698759E-02   4.472164E-02
   1.400   8.678374E-02   4.447991E-02
   1.500   8.666052E-02   4.427754E-02
   1.600   8.670547E-02   4.415559E-02
   1.700   8.677043E-02   4.405094E-02
   1.800   8.701756E-02   4.410091E-02
   1.900   8.726539E-02   4.415093E-02
   2.000   8.752011E-02   4.421211E-02
   2.100   8.787275E-02   4.444793E-02
   2.200   8.822680E-02   4.468500E-02
   2.300   8.856743E-02   4.505418E-02
   2.400   8.890644E-02   4.545235E-02
   2.500   8.924676E-02   4.585403E-02
   2.600   8.951485E-02   4.633568E-02
   2.700   8.976498E-02   4.684208E-02
   2.800   8.995236E-02   4.736035E-02
   2.900   9.009276E-02   4.788913E-02
   3.000   9.023339E-02   4.842380E-02
   3.100   9.033378E-02   4.893275E-02
   3.200   9.039894E-02   4.941911E-02
   3.300   9.046229E-02   4.987507E-02
   3.400   9.052151E-02   5.025582E-02
   3.500   9.058077E-02   5.063947E-02
   3.600   9.065344E-02   5.098864E-02
   3.700   9.076216E-02   5.123900E-02
   3.800   9.087436E-02   5.148460E-02
   3.900   9.105637E-02   5.160644E-02
   4.000   9.123873E-02   5.172856E-02
   4.100   9.142184E-02   5.185021E-02
   4.200   9.165250E-02   5.187672E-02
   4.300   9.188374E-02   5.190324E-02
   4.400   9.210058E-02   5.190745E-02
   4.500   9.231376E-02   5.190548E-02
   4.600   9.252743E-02   5.190350E-02
   4.700   9.267599E-02   5.193145E-02
   4.800   9.280231E-02   5.196965E-02
   4.900   9.285838E-02   5.205676E-02
   5.000   9.284949E-02   5.218924E-02
   5.100   9.284060E-02   5.232207E-02
   5.200   9.276267E-02   5.249977E-02
   5.300   9.261073E-02   5.272616E-02
   5.400   9.242562E-02   5.295904E-02
   5.500   9.214452E-02   5.320896E-02
   5.600   9.186428E-02   5.346007E-02
   5.700   9.156133E-02   5.369771E-02
   5.800   9.117569E-02   5.388401E-02
   5.900   9.073360E-02   5.399712E-02
   6.000   9.022819E-02   5.401835E-02
   6.100   8.966974E-02   5.395777E-02
   6.200   8.901381E-02   5.374939E-02
   6.300   8.828099E-02   5.342496E-02
   6.400   8.739468E-02   5.288649E-02
   6.500   8.637486E-02   5.217706E-02
   6.600   8.523648E-02   5.131917E-02
   6.700   8.389123E-02   5.022737E-02
   6.800   8.239497E-02   4.897469E-02
   6.900   8.061177E-02   4.743741E-02
   7.000   7.861130E-02   4.570677E-02
   7.100   7.643323E-02   4.383009E-02
   7.200   7.396047E-02   4.172056E-02
   7.300   7.130714E-02   3.949263E-02
   7.400   6.830814E-02   3.702682E-02
   7.500   6.510488E-02   3.445822E-02
   7.600   6.176955E-02   3.185480E-02
   7.700   5.820117E-02   2.915387E-02
   7.800   5.455969E-02   2.648636E-02
   7.900   5.070810E-02   2.376693E-02
   8.000   4.682880E-02   2.113030E-02
   8.100   4.300222E-02   1.863229E-02
   8.200   3.916896E-02   1.623604E-02
   8.300   3.547141E-02   1.402867E-02
   8.400   3.182759E-02   1.195619E-02
   8.500   2.837509E-02   1.009061E-02
   8.600   2.515547E-02   8.443231E-03
   8.700   2.213462E-02   6.983080E-03
   8.800   1.937781E-02   5.729358E-03
   8.900   1.683639E-02   4.643759E-03
   9.000   1.455848E-02   3.734090E-03
   9.100   1.253788E-02   2.982286E-03
   9.200   1.074699E-02   2.362351E-03
   9.300   9.185175E-03   1.861640E-03
   9.400   7.821165E-03   1.457072E-03
   9.500   6.647410E-03   1.136352E-03
   9.600   5.641747E-03   8.837263E-04
   9.700   4.783192E-03   6.856133E-04
   9.800   4.054068E-03   5.313841E-04
   9.900   3.436652E-03   4.116129E-04
  10.000   2.914788E-03   3.188612E-04
  10.100   2.473600E-03   2.470606E-04
  10.200   2.101373E-03   1.914703E-04
  10.300   1.786931E-03   1.484340E-04
  10.400   1.521768E-03   1.150353E-04
  10.500   1.297101E-03   8.906165E-05
  10.600   1.106489E-03   6.888522E-05
  10.700   9.448062E-04   5.315860E-05
  10.800   8.073645E-04   4.095855E-05
  10.900   6.905898E-04   3.146904E-05
  11.000   5.910764E-04   2.413839E-05
  11.100   5.061988E-04   1.849204E-05
  11.200   4.338710E-04   1.416289E-05
  11.300   3.721725E-04   1.085756E-05
  11.400   3.196923E-04   8.355137E-06
  11.500   2.749234E-04   6.460731E-06
  11.600   2.366748E-04   5.020027E-06
  11.700   2.040715E-04   3.935322E-06
  11.800   1.761965E-04   3.106727E-06
  11.900   1.524551E-04   2.480306E-06
  12.000   1.320991E-04   1.993104E-06
  12.100   1.146046E-04   1.610262E-06
  12.200   9.956793E-05   1.305493E-06
  12.300   8.659398E-05   1.059513E-06
  12.400   7.539835E-05   8.569882E-07
  12.500   6.567743E-05   6.888309E-07
  12.600   5.722801E-05   5.502131E-07
  12.700   4.986331E-05   4.340773E-07
  12.800   4.342089E-05   3.377484E-07
  12.900   3.778485E-05   2.597054E-07
  13.000   3.288037E-05   1.996956E-07
  13.100   2.861249E-05   1.535522E-07
  13.200   2.489858E-05   1.180711E-07
  13.300   2.166674E-05   9.078861E-08
  13.400   1.885439E-05   6.981021E-08
  13.500   1.640708E-05   5.367927E-08
  13.600   1.427744E-05   4.127567E-08
  13.700   1.243228E-05   3.223247E-08
  13.800   1.086166E-05   2.724947E-08
  13.900   9.489470E-06   2.303682E-08
  14.000   8.290631E-06   1.947543E-08
  14.100   7.243246E-06   1.646461E-08
  14.200   6.328181E-06   1.391925E-08
  14.300   5.528719E-06   1.176740E-08
  14.400   4.830256E-06   9.948209E-09
  14.500   4.220032E-06   8.410259E-09
  14.600   3.686900E-06   7.110070E-09
  14.700   3.221121E-06   6.010884E-09
  14.800   2.814185E-06   5.081627E-09
  14.900   2.448857E-06   4.098286E-09
  15.000   2.123832E-06   3.177219E-09
  15.100   1.841946E-06   2.463157E-09
  15.200   1.597473E-06   1.909577E-09
  15.300   1.385448E-06   1.480410E-09
  15.400   1.201564E-06   1.147696E-09
  15.500   1.042086E-06   8.897580E-10
  15.600   9.037750E-07   6.897899E-10
  15.700   7.838212E-07   5.347635E-10
  15.800   6.797883E-07   4.145785E-10
  15.900   5.895632E-07   3.214043E-10
  16.000   5.113133E-07   2.491705E-10
  16.100   4.563836E-07   2.379615E-10
  16.200   4.107891E-07   2.415244E-10
  16.300   3.697497E-07   2.451406E-10
  16.400   3.328102E-07   2.488110E-10
  16.500   2.995612E-07   2.525363E-10
  16.600   2.696339E-07   2.563174E-10
  16.700   2.426964E-07   2.601551E-10
  16.800   2.184501E-07   2.640503E-10
  16.900   1.966260E-07   2.680038E-10
  17.000   1.769823E-07   2.720165E-10
  17.100   1.593011E-07   2.760892E-10
  17.200   1.433863E-07   2.802230E-10
  17.300   1.371419E-07   2.741101E-10
  17.400   1.325605E-07   2.664165E-10
  17.500   1.281322E-07   2.589389E-10
  17.600   1.238518E-07   2.516712E-10
  17.700   1.197143E-07   2.446074E-10
  17.800   1.157151E-07   2.377419E-10
  17.900   1.118495E-07   2.310691E-10
  18.000   1.081130E-07   2.245836E-10
  18.100   1.045014E-07   2.182802E-10
  18.200   1.010104E-07   2.121536E-10
  18.300   9.763600E-08   2.061990E-10
  18.400   9.437434E-08   2.004116E-10
  18.500   9.350622E-08   2.006664E-10
  18.600   9.351066E-08   2.031779E-10
  18.700   9.351509E-08   2.057209E-10
  18.800   9.351953E-08   2.082957E-10
  18.900   9.352396E-08   2.109027E-10
  19.000   9.352840E-08   2.135424E-10
  19.100   9.353284E-08   2.162151E-10
  19.200   9.353727E-08   2.189212E-10
  19.300   9.354171E-08   2.216612E-10
  19.400   9.354614E-08   2.244355E-10
  19.500   9.355058E-08   2.272445E-10
  19.600   9.355502E-08   2.300887E-10
  19.700   9.348557E-08   2.315842E-10
  19.800   9.326510E-08   2.302607E-10
  19.900   9.304514E-08   2.289448E-10
 Z= 109 A= 320  Mt beta2= 0.26 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.151360E-02   4.737688E-02
   0.100   9.124641E-02   4.725130E-02
   0.200   9.098000E-02   4.712604E-02
   0.300   9.071437E-02   4.700112E-02
   0.400   9.044951E-02   4.687653E-02
   0.500   9.002320E-02   4.666291E-02
   0.600   8.956886E-02   4.643371E-02
   0.700   8.908437E-02   4.616444E-02
   0.800   8.858241E-02   4.587121E-02
   0.900   8.808327E-02   4.557985E-02
   1.000   8.763710E-02   4.528248E-02
   1.100   8.723038E-02   4.498123E-02
   1.200   8.689734E-02   4.470106E-02
   1.300   8.670151E-02   4.445863E-02
   1.400   8.650612E-02   4.421752E-02
   1.500   8.638532E-02   4.401342E-02
   1.600   8.643605E-02   4.389253E-02
   1.700   8.650180E-02   4.378479E-02
   1.800   8.675283E-02   4.383534E-02
   1.900   8.700460E-02   4.388595E-02
   2.000   8.726034E-02   4.394254E-02
   2.100   8.761542E-02   4.417878E-02
   2.200   8.797195E-02   4.441630E-02
   2.300   8.831621E-02   4.478095E-02
   2.400   8.865846E-02   4.517958E-02
   2.500   8.900203E-02   4.558176E-02
   2.600   8.927752E-02   4.606002E-02
   2.700   8.953211E-02   4.656622E-02
   2.800   8.972893E-02   4.708397E-02
   2.900   8.987505E-02   4.761277E-02
   3.000   9.002141E-02   4.814751E-02
   3.100   9.013147E-02   4.865915E-02
   3.200   9.020376E-02   4.914576E-02
   3.300   9.027433E-02   4.960726E-02
   3.400   9.034002E-02   4.998886E-02
   3.500   9.040576E-02   5.037340E-02
   3.600   9.048246E-02   5.073067E-02
   3.700   9.059775E-02   5.098331E-02
   3.800   9.071319E-02   5.123722E-02
   3.900   9.090059E-02   5.136302E-02
   4.000   9.108888E-02   5.148822E-02
   4.100   9.127756E-02   5.161372E-02
   4.200   9.151229E-02   5.164900E-02
   4.300   9.175004E-02   5.167954E-02
   4.400   9.197498E-02   5.168990E-02
   4.500   9.219533E-02   5.169253E-02
   4.600   9.241621E-02   5.169516E-02
   4.700   9.257937E-02   5.172528E-02
   4.800   9.271538E-02   5.176837E-02
   4.900   9.279104E-02   5.185402E-02
   5.000   9.279334E-02   5.199151E-02
   5.100   9.279564E-02   5.212936E-02
   5.200   9.273980E-02   5.230520E-02
   5.300   9.260011E-02   5.253625E-02
   5.400   9.243717E-02   5.277204E-02
   5.500   9.216935E-02   5.302569E-02
   5.600   9.190231E-02   5.328057E-02
   5.700   9.162101E-02   5.352720E-02
   5.800   9.124784E-02   5.371605E-02
   5.900   9.082418E-02   5.384045E-02
   6.000   9.033858E-02   5.387715E-02
   6.100   8.979043E-02   5.381891E-02
   6.200   8.915552E-02   5.362931E-02
   6.300   8.844106E-02   5.331966E-02
   6.400   8.757297E-02   5.279742E-02
   6.500   8.657966E-02   5.211452E-02
   6.600   8.544769E-02   5.125901E-02
   6.700   8.413212E-02   5.019663E-02
   6.800   8.265854E-02   4.896457E-02
   6.900   8.089792E-02   4.744874E-02
   7.000   7.893351E-02   4.575130E-02
   7.100   7.675575E-02   4.387353E-02
   7.200   7.432157E-02   4.179650E-02
   7.300   7.169205E-02   3.958760E-02
   7.400   6.871545E-02   3.713848E-02
   7.500   6.554933E-02   3.459699E-02
   7.600   6.220326E-02   3.198399E-02
   7.700   5.866757E-02   2.930632E-02
   7.800   5.503765E-02   2.664572E-02
   7.900   5.119273E-02   2.392885E-02
   8.000   4.733011E-02   2.130140E-02
   8.100   4.347579E-02   1.878424E-02
   8.200   3.965034E-02   1.639176E-02
   8.300   3.594121E-02   1.417578E-02
   8.400   3.227983E-02   1.209128E-02
   8.500   2.881476E-02   1.021804E-02
   8.600   2.555649E-02   8.550616E-03
   8.700   2.251744E-02   7.081812E-03
   8.800   1.973183E-02   5.814985E-03
   8.900   1.716044E-02   4.716394E-03
   9.000   1.485644E-02   3.796341E-03
   9.100   1.280240E-02   3.031946E-03
   9.200   1.098646E-02   2.403981E-03
   9.300   9.397487E-03   1.895161E-03
   9.400   8.008155E-03   1.483609E-03
   9.500   6.812159E-03   1.157383E-03
   9.600   5.785295E-03   8.999292E-04
   9.700   4.909038E-03   6.983092E-04
   9.800   4.163405E-03   5.411095E-04
   9.900   3.531433E-03   4.189941E-04
  10.000   2.996965E-03   3.244729E-04
  10.100   2.545064E-03   2.513316E-04
  10.200   2.163561E-03   1.947411E-04
  10.300   1.840848E-03   1.509093E-04
  10.400   1.568569E-03   1.169025E-04
  10.500   1.337874E-03   9.048792E-05
  10.600   1.142213E-03   6.996505E-05
  10.700   9.760479E-04   5.399286E-05
  10.800   8.346437E-04   4.159147E-05
  10.900   7.144540E-04   3.194528E-05
  11.000   6.119856E-04   2.449789E-05
  11.100   5.245697E-04   1.875875E-05
  11.200   4.500180E-04   1.436274E-05
  11.300   3.863388E-04   1.100208E-05
  11.400   3.321128E-04   8.457591E-06
  11.500   2.858110E-04   6.531215E-06
  11.600   2.462573E-04   5.071299E-06
  11.700   2.124960E-04   3.969504E-06
  11.800   1.835925E-04   3.129168E-06
  11.900   1.589451E-04   2.494679E-06
  12.000   1.377979E-04   2.001879E-06
  12.100   1.196321E-04   1.616516E-06
  12.200   1.039935E-04   1.309642E-06
  12.300   9.048665E-05   1.062459E-06
  12.400   7.882298E-05   8.593210E-07
  12.500   6.869456E-05   6.911650E-07
  12.600   5.988850E-05   5.519320E-07
  12.700   5.221159E-05   4.359313E-07
  12.800   4.549113E-05   3.396135E-07
  12.900   3.959489E-05   2.608310E-07
  13.000   3.446289E-05   2.003242E-07
  13.100   2.999606E-05   1.538536E-07
  13.200   2.610819E-05   1.181631E-07
  13.300   2.272423E-05   9.075201E-08
  13.400   1.977888E-05   6.969963E-08
  13.500   1.721528E-05   5.353093E-08
  13.600   1.498396E-05   4.111299E-08
  13.700   1.304506E-05   3.181112E-08
  13.800   1.139063E-05   2.690573E-08
  13.900   9.946018E-06   2.275677E-08
  14.000   8.684619E-06   1.924759E-08
  14.100   7.583197E-06   1.627954E-08
  14.200   6.621462E-06   1.376918E-08
  14.300   5.781698E-06   1.164592E-08
  14.400   5.048437E-06   9.850077E-09
  14.500   4.408172E-06   8.331159E-09
  14.600   3.849108E-06   7.046464E-09
  14.700   3.360947E-06   5.959874E-09
  14.800   2.934696E-06   5.040839E-09
  14.900   2.556174E-06   4.097843E-09
  15.000   2.219808E-06   3.174961E-09
  15.100   1.927704E-06   2.459923E-09
  15.200   1.674038E-06   1.905919E-09
  15.300   1.453751E-06   1.476684E-09
  15.400   1.262452E-06   1.144118E-09
  15.500   1.096327E-06   8.864491E-10
  15.600   9.520612E-07   6.868104E-10
  15.700   8.267797E-07   5.321327E-10
  15.800   7.179839E-07   4.122902E-10
  15.900   6.235045E-07   3.194377E-10
  16.000   5.414577E-07   2.474966E-10
  16.100   4.833637E-07   2.303710E-10
  16.200   4.372743E-07   2.342334E-10
  16.300   3.955795E-07   2.381605E-10
  16.400   3.578604E-07   2.421535E-10
  16.500   3.237379E-07   2.462134E-10
  16.600   2.928690E-07   2.503414E-10
  16.700   2.649435E-07   2.545386E-10
  16.800   2.396808E-07   2.588062E-10
  16.900   2.168268E-07   2.631453E-10
  17.000   1.961521E-07   2.675571E-10
  17.100   1.774487E-07   2.720429E-10
  17.200   1.605287E-07   2.766040E-10
  17.300   1.528169E-07   2.720066E-10
  17.400   1.480090E-07   2.644780E-10
  17.500   1.433524E-07   2.571577E-10
  17.600   1.388422E-07   2.500400E-10
  17.700   1.344740E-07   2.431194E-10
  17.800   1.302432E-07   2.363903E-10
  17.900   1.261455E-07   2.298474E-10
  18.000   1.221768E-07   2.234857E-10
  18.100   1.183329E-07   2.173000E-10
  18.200   1.146099E-07   2.112855E-10
  18.300   1.110041E-07   2.054375E-10
  18.400   1.075117E-07   1.997514E-10
  18.500   1.063572E-07   1.990788E-10
  18.600   1.066128E-07   2.014865E-10
  18.700   1.068690E-07   2.039233E-10
  18.800   1.071259E-07   2.063896E-10
  18.900   1.073833E-07   2.088857E-10
  19.000   1.076414E-07   2.114120E-10
  19.100   1.079001E-07   2.139688E-10
  19.200   1.081594E-07   2.165566E-10
  19.300   1.084194E-07   2.191757E-10
  19.400   1.086799E-07   2.218264E-10
  19.500   1.089411E-07   2.245093E-10
  19.600   1.092030E-07   2.272245E-10
  19.700   1.094401E-07   2.291231E-10
  19.800   1.095831E-07   2.278624E-10
  19.900   1.097263E-07   2.266086E-10
 Z= 109 A= 321  Mt beta2= 0.26 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.148803E-02   4.717220E-02
   0.100   9.121621E-02   4.704644E-02
   0.200   9.094519E-02   4.692102E-02
   0.300   9.067498E-02   4.679593E-02
   0.400   9.040557E-02   4.667118E-02
   0.500   8.997297E-02   4.645727E-02
   0.600   8.951093E-02   4.622713E-02
   0.700   8.901845E-02   4.595771E-02
   0.800   8.850755E-02   4.566385E-02
   0.900   8.799958E-02   4.537188E-02
   1.000   8.754440E-02   4.507412E-02
   1.100   8.713058E-02   4.477235E-02
   1.200   8.678793E-02   4.449083E-02
   1.300   8.658741E-02   4.424803E-02
   1.400   8.638735E-02   4.400656E-02
   1.500   8.625828E-02   4.380016E-02
   1.600   8.630892E-02   4.368037E-02
   1.700   8.636998E-02   4.356966E-02
   1.800   8.662491E-02   4.362178E-02
   1.900   8.688059E-02   4.367396E-02
   2.000   8.713745E-02   4.372696E-02
   2.100   8.749959E-02   4.396640E-02
   2.200   8.786324E-02   4.420716E-02
   2.300   8.821648E-02   4.457011E-02
   2.400   8.856762E-02   4.497189E-02
   2.500   8.892016E-02   4.537728E-02
   2.600   8.920865E-02   4.585609E-02
   2.700   8.947331E-02   4.636657E-02
   2.800   8.968461E-02   4.688792E-02
   2.900   8.984129E-02   4.742048E-02
   3.000   8.999824E-02   4.795908E-02
   3.100   9.012274E-02   4.847701E-02
   3.200   9.020703E-02   4.896721E-02
   3.300   9.029015E-02   4.943743E-02
   3.400   9.036886E-02   4.982195E-02
   3.500   9.044764E-02   5.020947E-02
   3.600   9.053497E-02   5.057646E-02
   3.700   9.066353E-02   5.083138E-02
   3.800   9.079227E-02   5.108759E-02
   3.900   9.098928E-02   5.122116E-02
   4.000   9.119109E-02   5.134716E-02
   4.100   9.139333E-02   5.147347E-02
   4.200   9.163635E-02   5.151461E-02
   4.300   9.188485E-02   5.154554E-02
   4.400   9.211912E-02   5.155774E-02
   4.500   9.234636E-02   5.156036E-02
   4.600   9.257415E-02   5.156299E-02
   4.700   9.274708E-02   5.159072E-02
   4.800   9.288558E-02   5.163420E-02
   4.900   9.297163E-02   5.171387E-02
   5.000   9.297327E-02   5.185180E-02
   5.100   9.297491E-02   5.199010E-02
   5.200   9.292805E-02   5.215992E-02
   5.300   9.278590E-02   5.239181E-02
   5.400   9.263032E-02   5.262694E-02
   5.500   9.236015E-02   5.288180E-02
   5.600   9.209077E-02   5.313789E-02
   5.700   9.181586E-02   5.339119E-02
   5.800   9.144145E-02   5.358123E-02
   5.900   9.102342E-02   5.371386E-02
   6.000   9.054665E-02   5.376304E-02
   6.100   9.000000E-02   5.370539E-02
   6.200   8.937767E-02   5.353177E-02
   6.300   8.867375E-02   5.323499E-02
   6.400   8.781831E-02   5.272751E-02
   6.500   8.684689E-02   5.206843E-02
   6.600   8.571666E-02   5.121177E-02
   6.700   8.442606E-02   5.017492E-02
   6.800   8.297049E-02   4.896068E-02
   6.900   8.122874E-02   4.746226E-02
   7.000   7.929626E-02   4.579320E-02
   7.100   7.711239E-02   4.391021E-02
   7.200   7.470883E-02   4.186069E-02
   7.300   7.209646E-02   3.966678E-02
   7.400   6.913376E-02   3.723080E-02
   7.500   6.599516E-02   3.471240E-02
   7.600   6.262838E-02   3.208506E-02
   7.700   5.911377E-02   2.942510E-02
   7.800   5.548674E-02   2.676844E-02
   7.900   5.163871E-02   2.405200E-02
   8.000   4.778276E-02   2.143204E-02
   8.100   4.389179E-02   1.889441E-02
   8.200   4.006380E-02   1.650362E-02
   8.300   3.633603E-02   1.427998E-02
   8.400   3.265171E-02   1.218666E-02
   8.500   2.917016E-02   1.030843E-02
   8.600   2.587060E-02   8.622851E-03
   8.700   2.281111E-02   7.147633E-03
   8.800   1.999763E-02   5.871238E-03
   8.900   1.739774E-02   4.763358E-03
   9.000   1.506941E-02   3.836281E-03
   9.100   1.298394E-02   3.062399E-03
   9.200   1.114626E-02   2.429052E-03
   9.300   9.535411E-03   1.914871E-03
   9.400   8.125688E-03   1.498814E-03
   9.500   6.912072E-03   1.169134E-03
   9.600   5.868795E-03   9.085615E-04
   9.700   4.979147E-03   7.048010E-04
   9.800   4.221756E-03   5.458988E-04
   9.900   3.579638E-03   4.224834E-04
  10.000   3.036601E-03   3.269952E-04
  10.100   2.577844E-03   2.531554E-04
  10.200   2.190303E-03   1.960470E-04
  10.300   1.862705E-03   1.518439E-04
  10.400   1.586369E-03   1.175694E-04
  10.500   1.352239E-03   9.097074E-05
  10.600   1.153874E-03   7.029939E-05
  10.700   9.854003E-04   5.423204E-05
  10.800   8.421507E-04   4.175815E-05
  10.900   7.204080E-04   3.205716E-05
  11.000   6.166546E-04   2.457128E-05
  11.100   5.282393E-04   1.880105E-05
  11.200   4.528175E-04   1.438411E-05
  11.300   3.884426E-04   1.100883E-05
  11.400   3.336501E-04   8.453786E-06
