 Z= 105 A= 232  Db beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  18.300   1.463376E-07   1.743387E-10
  18.400   1.472141E-07   1.772223E-10
  18.500   1.480958E-07   1.801535E-10
  18.600   1.489828E-07   1.831333E-10
  18.700   1.498751E-07   1.861623E-10
  18.800   1.507728E-07   1.892415E-10
  18.900   1.516758E-07   1.923715E-10
  19.000   1.525843E-07   1.955534E-10
  19.100   1.534981E-07   1.987879E-10
  19.200   1.544175E-07   2.020758E-10
  19.300   1.553424E-07   2.054182E-10
  19.400   1.562728E-07   2.088158E-10
  19.500   1.549175E-07   2.075795E-10
  19.600   1.531859E-07   2.055575E-10
  19.700   1.514737E-07   2.035552E-10
  19.800   1.497806E-07   2.015724E-10
  19.900   1.481065E-07   1.996089E-10
 Z= 105 A= 299  Db beta2= 0.38 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.602759E-02   5.172732E-02
   0.100   9.576220E-02   5.159553E-02
   0.200   9.549754E-02   5.146408E-02
   0.300   9.523361E-02   5.133296E-02
   0.400   9.497041E-02   5.120218E-02
   0.500   9.452156E-02   5.096070E-02
   0.600   9.406870E-02   5.071671E-02
   0.700   9.357138E-02   5.041226E-02
   0.800   9.306568E-02   5.009509E-02
   0.900   9.256270E-02   4.977991E-02
   1.000   9.212824E-02   4.944501E-02
   1.100   9.170675E-02   4.910876E-02
   1.200   9.141911E-02   4.880686E-02
   1.300   9.118988E-02   4.852072E-02
   1.400   9.096122E-02   4.823627E-02
   1.500   9.089990E-02   4.803647E-02
   1.600   9.089573E-02   4.786581E-02
   1.700   9.099470E-02   4.779243E-02
   1.800   9.116740E-02   4.778802E-02
   1.900   9.134042E-02   4.778362E-02
   2.000   9.156564E-02   4.789300E-02
   2.100   9.182158E-02   4.806888E-02
   2.200   9.206257E-02   4.831601E-02
   2.300   9.228662E-02   4.864393E-02
   2.400   9.251122E-02   4.897407E-02
   2.500   9.268065E-02   4.935420E-02
   2.600   9.279911E-02   4.978155E-02
   2.700   9.287256E-02   5.021691E-02
   2.800   9.286578E-02   5.066380E-02
   2.900   9.285901E-02   5.111466E-02
   3.000   9.281520E-02   5.154736E-02
   3.100   9.271796E-02   5.195145E-02
   3.200   9.261627E-02   5.233307E-02
   3.300   9.250099E-02   5.263969E-02
   3.400   9.238586E-02   5.294810E-02
   3.500   9.228450E-02   5.322192E-02
   3.600   9.221550E-02   5.341061E-02
   3.700   9.215795E-02   5.358442E-02
   3.800   9.217217E-02   5.366055E-02
   3.900   9.218640E-02   5.373679E-02
   4.000   9.221374E-02   5.379883E-02
   4.100   9.229890E-02   5.379790E-02
   4.200   9.238448E-02   5.379663E-02
   4.300   9.248367E-02   5.378171E-02
   4.400   9.258296E-02   5.376680E-02
   4.500   9.267825E-02   5.375553E-02
   4.600   9.272220E-02   5.378976E-02
   4.700   9.276617E-02   5.382402E-02
   4.800   9.270405E-02   5.394274E-02
   4.900   9.263187E-02   5.406980E-02
   5.000   9.255974E-02   5.419715E-02
   5.100   9.235149E-02   5.440585E-02
   5.200   9.213836E-02   5.461857E-02
   5.300   9.180707E-02   5.483883E-02
   5.400   9.144762E-02   5.506164E-02
   5.500   9.108958E-02   5.528536E-02
   5.600   9.062286E-02   5.544390E-02
   5.700   9.010039E-02   5.554778E-02
   5.800   8.951405E-02   5.557318E-02
   5.900   8.882831E-02   5.545717E-02
   6.000   8.808733E-02   5.525492E-02
   6.100   8.725659E-02   5.491580E-02
   6.200   8.627756E-02   5.436160E-02
   6.300   8.520233E-02   5.367328E-02
   6.400   8.393015E-02   5.272712E-02
   6.500   8.255560E-02   5.165593E-02
   6.600   8.101327E-02   5.038720E-02
   6.700   7.920331E-02   4.883287E-02
   6.800   7.724186E-02   4.713220E-02
   6.900   7.496803E-02   4.514043E-02
   7.000   7.256980E-02   4.305744E-02
   7.100   6.995512E-02   4.080729E-02
   7.200   6.701213E-02   3.831399E-02
   7.300   6.393892E-02   3.576346E-02
   7.400   6.055500E-02   3.302577E-02
   7.500   5.713231E-02   3.033116E-02
   7.600   5.358046E-02   2.761728E-02
   7.700   4.982456E-02   2.484356E-02
   7.800   4.609420E-02   2.218373E-02
   7.900   4.225264E-02   1.954918E-02
   8.000   3.856002E-02   1.711729E-02
   8.100   3.494679E-02   1.483799E-02
   8.200   3.138333E-02   1.269079E-02
   8.300   2.803445E-02   1.076855E-02
   8.400   2.481774E-02   9.013211E-03
   8.500   2.188269E-02   7.497492E-03
   8.600   1.917574E-02   6.176972E-03
   8.700   1.667899E-02   5.028725E-03
   8.800   1.444904E-02   4.066868E-03
   8.900   1.243836E-02   3.254196E-03
   9.000   1.068174E-02   2.593021E-03
   9.100   9.139697E-03   2.052976E-03
   9.200   7.792517E-03   1.614590E-03
   9.300   6.632732E-03   1.265626E-03
   9.400   5.634015E-03   9.878590E-04
   9.500   4.783949E-03   7.702330E-04
   9.600   4.060206E-03   5.996268E-04
   9.700   3.446938E-03   4.665007E-04
   9.800   2.927161E-03   3.628648E-04
   9.900   2.488246E-03   2.822958E-04
  10.000   2.116635E-03   2.196656E-04
  10.100   1.802565E-03   1.709852E-04
  10.200   1.537520E-03   1.330626E-04
  10.300   1.312347E-03   1.034873E-04
  10.400   1.121639E-03   8.035702E-05
  10.500   9.592155E-04   6.233489E-05
  10.600   8.210821E-04   4.827948E-05
  10.700   7.036468E-04   3.731012E-05
  10.800   6.033056E-04   2.879673E-05
  10.900   5.177892E-04   2.219517E-05
  11.000   4.446689E-04   1.711424E-05
  11.100   3.822518E-04   1.320809E-05
  11.200   3.290813E-04   1.023209E-05
  11.300   2.835503E-04   7.951276E-06
  11.400   2.447448E-04   6.225469E-06
  11.500   2.114604E-04   4.896885E-06
  11.600   1.829897E-04   3.880112E-06
  11.700   1.586859E-04   3.104646E-06
  11.800   1.377628E-04   2.496188E-06
  11.900   1.198170E-04   2.020409E-06
  12.000   1.042911E-04   1.637457E-06
  12.100   9.088780E-05   1.329312E-06
  12.200   7.930172E-05   1.076088E-06
  12.300   6.921808E-05   8.678491E-07
  12.400   6.044118E-05   6.934469E-07
  12.500   5.278048E-05   5.509666E-07
  12.600   4.609175E-05   4.339091E-07
  12.700   4.023106E-05   3.390842E-07
  12.800   3.511558E-05   2.649819E-07
  12.900   3.065054E-05   2.070737E-07
  13.000   2.675324E-05   1.618206E-07
  13.100   2.335150E-05   1.264569E-07
  13.200   2.038229E-05   9.882146E-08
  13.300   1.779063E-05   7.722537E-08
  13.400   1.552851E-05   6.034882E-08
  13.500   1.355402E-05   4.716040E-08
  13.600   1.186564E-05   3.914556E-08
  13.700   1.039018E-05   3.265906E-08
  13.800   9.098187E-06   2.724738E-08
  13.900   7.966852E-06   2.273243E-08
  14.000   6.976195E-06   1.896562E-08
  14.100   6.108724E-06   1.582298E-08
  14.200   5.349120E-06   1.320108E-08
  14.300   4.683971E-06   1.101363E-08
  14.400   4.101532E-06   9.188650E-09
  14.500   3.591517E-06   7.666071E-09
  14.600   3.144922E-06   6.395787E-09
  14.700   2.740742E-06   5.207825E-09
  14.800   2.373314E-06   4.104946E-09
  14.900   2.055144E-06   3.235628E-09
  15.000   1.779628E-06   2.550408E-09
  15.100   1.541049E-06   2.010300E-09
  15.200   1.334454E-06   1.584572E-09
  15.300   1.155555E-06   1.249002E-09
  15.400   1.000639E-06   9.844964E-10
  15.500   8.664922E-07   7.760062E-10
  15.600   7.503290E-07   6.116688E-10
  15.700   6.497388E-07   4.821336E-10
  15.800   5.626339E-07   3.800306E-10
  15.900   5.011575E-07   3.536292E-10
  16.000   4.498841E-07   3.444579E-10
  16.100   4.038564E-07   3.355244E-10
  16.200   3.625379E-07   3.268226E-10
  16.300   3.254467E-07   3.183464E-10
  16.400   2.921502E-07   3.100901E-10
  16.500   2.622603E-07   3.020480E-10
  16.600   2.354285E-07   2.942144E-10
  16.700   2.113418E-07   2.865839E-10
  16.800   1.897194E-07   2.791514E-10
  16.900   1.703093E-07   2.719116E-10
  17.000   1.528849E-07   2.648596E-10
  17.100   1.502191E-07   2.556115E-10
  17.200   1.477345E-07   2.466632E-10
  17.300   1.452911E-07   2.380282E-10
  17.400   1.428880E-07   2.296955E-10
  17.500   1.405247E-07   2.216544E-10
  17.600   1.382004E-07   2.138949E-10
  17.700   1.359146E-07   2.064070E-10
  17.800   1.336667E-07   1.991813E-10
  17.900   1.314559E-07   1.922085E-10
  18.000   1.292816E-07   1.854798E-10
  18.100   1.271433E-07   1.789866E-10
  18.200   1.250404E-07   1.727208E-10
  18.300   1.248624E-07   1.754292E-10
  18.400   1.246942E-07   1.782259E-10
  18.500   1.245263E-07   1.810672E-10
  18.600   1.243585E-07   1.839538E-10
  18.700   1.241910E-07   1.868865E-10
  18.800   1.240237E-07   1.898659E-10
  18.900   1.238567E-07   1.928928E-10
  19.000   1.236899E-07   1.959679E-10
  19.100   1.235232E-07   1.990921E-10
  19.200   1.233569E-07   2.022660E-10
  19.300   1.231907E-07   2.054906E-10
  19.400   1.230248E-07   2.087666E-10
  19.500   1.217030E-07   2.082334E-10
  19.600   1.199751E-07   2.062948E-10
  19.700   1.182717E-07   2.043744E-10
  19.800   1.165926E-07   2.024717E-10
  19.900   1.149373E-07   2.005868E-10
 Z= 105 A= 300  Db beta2= 0.41 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.552804E-02   5.140576E-02
   0.100   9.526642E-02   5.127381E-02
   0.200   9.500552E-02   5.114219E-02
   0.300   9.474532E-02   5.101091E-02
   0.400   9.448585E-02   5.087997E-02
   0.500   9.404470E-02   5.063904E-02
   0.600   9.359844E-02   5.039493E-02
   0.700   9.311018E-02   5.009072E-02
   0.800   9.261343E-02   4.977304E-02
   0.900   9.211933E-02   4.945738E-02
   1.000   9.169309E-02   4.912312E-02
   1.100   9.128092E-02   4.878731E-02
   1.200   9.099859E-02   4.848529E-02
   1.300   9.077752E-02   4.819994E-02
   1.400   9.055699E-02   4.791628E-02
   1.500   9.049734E-02   4.771507E-02
   1.600   9.049918E-02   4.754556E-02
   1.700   9.059965E-02   4.746949E-02
   1.800   9.077818E-02   4.746678E-02
   1.900   9.095706E-02   4.746407E-02
   2.000   9.118590E-02   4.757042E-02
   2.100   9.144793E-02   4.774881E-02
   2.200   9.169649E-02   4.799420E-02
   2.300   9.192757E-02   4.832585E-02
   2.400   9.215923E-02   4.865979E-02
   2.500   9.234110E-02   4.904036E-02
   2.600   9.246955E-02   4.947160E-02
   2.700   9.255884E-02   4.991056E-02
   2.800   9.256459E-02   5.036186E-02
   2.900   9.257034E-02   5.081724E-02
   3.000   9.254368E-02   5.125704E-02
   3.100   9.246045E-02   5.166594E-02
   3.200   9.237357E-02   5.205738E-02
   3.300   9.227199E-02   5.236885E-02
   3.400   9.217053E-02   5.268219E-02
   3.500   9.207995E-02   5.296716E-02
   3.600   9.202264E-02   5.316008E-02
   3.700   9.197186E-02   5.334443E-02
   3.800   9.199486E-02   5.342382E-02
   3.900   9.201787E-02   5.350333E-02
   4.000   9.204943E-02   5.357323E-02
   4.100   9.214088E-02   5.357508E-02
   4.200   9.223243E-02   5.357693E-02
   4.300   9.233540E-02   5.356431E-02
   4.400   9.243895E-02   5.355112E-02
   4.500   9.254230E-02   5.353821E-02
   4.600   9.259219E-02   5.357332E-02
   4.700   9.264211E-02   5.360845E-02
   4.800   9.259784E-02   5.372140E-02
   4.900   9.253592E-02   5.384923E-02
   5.000   9.247405E-02   5.397737E-02
   5.100   9.229194E-02   5.418027E-02
   5.200   9.209474E-02   5.439356E-02
   5.300   9.179589E-02   5.461449E-02
   5.400   9.145886E-02   5.483896E-02
   5.500   9.112306E-02   5.506435E-02
   5.600   9.069202E-02   5.523114E-02
   5.700   9.020317E-02   5.534604E-02
   5.800   8.965284E-02   5.538806E-02
   5.900   8.899367E-02   5.527564E-02
   6.000   8.829100E-02   5.509478E-02
   6.100   8.749503E-02   5.477385E-02
   6.200   8.654843E-02   5.424102E-02
   6.300   8.551369E-02   5.358280E-02
   6.400   8.425728E-02   5.264289E-02
   6.500   8.292101E-02   5.160665E-02
   6.600   8.140706E-02   5.036423E-02
   6.700   7.962284E-02   4.883663E-02
   6.800   7.769812E-02   4.717387E-02
   6.900   7.542236E-02   4.518621E-02
   7.000   7.305865E-02   4.314152E-02
   7.100   7.046221E-02   4.091472E-02
   7.200   6.753473E-02   3.844337E-02
   7.300   6.448751E-02   3.592393E-02
   7.400   6.108418E-02   3.317916E-02
   7.500   5.768437E-02   3.051003E-02
   7.600   5.413415E-02   2.780440E-02
   7.700   5.037482E-02   2.503410E-02
   7.800   4.664909E-02   2.238289E-02
   7.900   4.277147E-02   1.972850E-02
   8.000   3.907750E-02   1.729939E-02
   8.100   3.544449E-02   1.500992E-02
   8.200   3.185635E-02   1.284977E-02
   8.300   2.848557E-02   1.091686E-02
   8.400   2.522559E-02   9.138798E-03
   8.500   2.226744E-02   7.612306E-03
   8.600   1.952827E-02   6.276520E-03
   8.700   1.699781E-02   5.113250E-03
   8.800   1.473668E-02   4.138585E-03
   8.900   1.269008E-02   3.311648E-03
   9.000   1.090657E-02   2.640923E-03
   9.100   9.336918E-03   2.091478E-03
   9.200   7.963934E-03   1.645004E-03
   9.300   6.780732E-03   1.289459E-03
   9.400   5.761482E-03   1.006253E-03
   9.500   4.893840E-03   7.845330E-04
   9.600   4.154181E-03   6.105505E-04
   9.700   3.527048E-03   4.747854E-04
   9.800   2.995048E-03   3.690686E-04
   9.900   2.546593E-03   2.870361E-04
  10.000   2.166442E-03   2.232630E-04
  10.100   1.845069E-03   1.736997E-04
  10.200   1.573769E-03   1.351150E-04
  10.300   1.343209E-03   1.050345E-04
  10.400   1.148293E-03   8.152769E-05
  10.500   9.821280E-04   6.322907E-05
  10.600   8.408248E-04   4.895401E-05
  10.700   7.206408E-04   3.781474E-05
  10.800   6.178819E-04   2.916746E-05
  10.900   5.304562E-04   2.246979E-05
  11.000   4.556126E-04   1.731440E-05
  11.100   3.917051E-04   1.334947E-05
  11.200   3.372453E-04   1.032901E-05
  11.300   2.905623E-04   8.012685E-06
  11.400   2.508671E-04   6.269115E-06
  11.500   2.167589E-04   4.922921E-06
  11.600   1.875801E-04   3.894958E-06
  11.700   1.626684E-04   3.112321E-06
  11.800   1.411999E-04   2.498704E-06
  11.900   1.228384E-04   2.021662E-06
  12.000   1.069280E-04   1.637392E-06
  12.100   9.319122E-05   1.328844E-06
  12.200   8.131707E-05   1.075652E-06
  12.300   7.097786E-05   8.678699E-07
  12.400   6.199035E-05   6.932653E-07
  12.500   5.414216E-05   5.512364E-07
  12.600   4.728847E-05   4.341695E-07
  12.700   4.126777E-05   3.387795E-07
  12.800   3.601362E-05   2.643474E-07
  12.900   3.142842E-05   2.062684E-07
  13.000   2.742700E-05   1.609499E-07
  13.100   2.393503E-05   1.255881E-07
  13.200   2.088766E-05   9.799553E-08
  13.300   1.822827E-05   7.646525E-08
  13.400   1.590747E-05   5.966531E-08
  13.500   1.388216E-05   4.655644E-08
  13.600   1.213615E-05   3.842845E-08
  13.700   1.061350E-05   3.207900E-08
  13.800   9.281891E-06   2.677866E-08
  13.900   8.117350E-06   2.235408E-08
  14.000   7.098917E-06   1.866056E-08
  14.100   6.208261E-06   1.557732E-08
  14.200   5.429349E-06   1.300351E-08
  14.300   4.748163E-06   1.085497E-08
  14.400   4.152441E-06   9.061425E-09
  14.500   3.631460E-06   7.564225E-09
  14.600   3.175844E-06   6.314404E-09
  14.700   2.765374E-06   5.168606E-09
  14.800   2.387039E-06   4.066847E-09
  14.900   2.060465E-06   3.199942E-09
  15.000   1.778571E-06   2.517831E-09
  15.100   1.535242E-06   1.981121E-09
  15.200   1.325204E-06   1.558818E-09
  15.300   1.143901E-06   1.226534E-09
  15.400   9.874023E-07   9.650817E-10
  15.500   8.523145E-07   7.593613E-10
  15.600   7.357083E-07   5.974931E-10
  15.700   6.350551E-07   4.701292E-10
  15.800   5.481724E-07   3.699147E-10
  15.900   4.874624E-07   3.374111E-10
  16.000   4.395581E-07   3.298205E-10
  16.100   3.963615E-07   3.224007E-10
  16.200   3.574100E-07   3.151478E-10
  16.300   3.222863E-07   3.080580E-10
  16.400   2.906144E-07   3.011278E-10
  16.500   2.620549E-07   2.943534E-10
  16.600   2.363020E-07   2.877315E-10
  16.700   2.130800E-07   2.812585E-10
  16.800   1.921400E-07   2.749312E-10
  16.900   1.732579E-07   2.687462E-10
  17.000   1.562314E-07   2.627003E-10
  17.100   1.539011E-07   2.540848E-10
  17.200   1.534270E-07   2.454005E-10
  17.300   1.529543E-07   2.370131E-10
  17.400   1.524832E-07   2.289123E-10
  17.500   1.520134E-07   2.210883E-10
  17.600   1.515451E-07   2.135318E-10
  17.700   1.510783E-07   2.062336E-10
  17.800   1.506129E-07   1.991847E-10
  17.900   1.501489E-07   1.923769E-10
  18.000   1.496864E-07   1.858017E-10
  18.100   1.492252E-07   1.794512E-10
  18.200   1.487655E-07   1.733178E-10
  18.300   1.488439E-07   1.749462E-10
  18.400   1.489963E-07   1.776658E-10
  18.500   1.491489E-07   1.804277E-10
  18.600   1.493017E-07   1.832326E-10
  18.700   1.494546E-07   1.860810E-10
  18.800   1.496077E-07   1.889738E-10
  18.900   1.497609E-07   1.919115E-10
  19.000   1.499143E-07   1.948949E-10
  19.100   1.500678E-07   1.979246E-10
  19.200   1.502216E-07   2.010015E-10
  19.300   1.503754E-07   2.041262E-10
  19.400   1.505294E-07   2.072994E-10
  19.500   1.493349E-07   2.074233E-10
  19.600   1.472900E-07   2.055640E-10
  19.700   1.452731E-07   2.037215E-10
  19.800   1.432838E-07   2.018954E-10
  19.900   1.413218E-07   2.000858E-10
 Z= 105 A= 301  Db beta2= 0.36 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.560774E-02   5.122820E-02
   0.100   9.534134E-02   5.109608E-02
   0.200   9.507569E-02   5.096430E-02
   0.300   9.481078E-02   5.083286E-02
   0.400   9.454661E-02   5.070176E-02
   0.500   9.409918E-02   5.046105E-02
   0.600   9.364546E-02   5.021646E-02
   0.700   9.314834E-02   4.991270E-02
   0.800   9.264173E-02   4.959475E-02
   0.900   9.213788E-02   4.927882E-02
   1.000   9.170127E-02   4.894483E-02
   1.100   9.127996E-02   4.860899E-02
   1.200   9.098728E-02   4.830618E-02
   1.300   9.076007E-02   4.802085E-02
   1.400   9.053343E-02   4.773720E-02
   1.500   9.046600E-02   4.753413E-02
   1.600   9.046600E-02   4.736530E-02
   1.700   9.056207E-02   4.728574E-02
   1.800   9.074192E-02   4.728337E-02
   1.900   9.092212E-02   4.728101E-02
   2.000   9.115148E-02   4.738247E-02
   2.100   9.141774E-02   4.756151E-02
   2.200   9.167221E-02   4.780238E-02
   2.300   9.190902E-02   4.813417E-02
   2.400   9.214644E-02   4.846825E-02
   2.500   9.233816E-02   4.884562E-02
   2.600   9.247288E-02   4.927703E-02
   2.700   9.257350E-02   4.971542E-02
   2.800   9.258600E-02   5.016593E-02
   2.900   9.259850E-02   5.062052E-02
   3.000   9.258276E-02   5.106188E-02
   3.100   9.250707E-02   5.146988E-02
   3.200   9.242902E-02   5.186531E-02
   3.300   9.233773E-02   5.217560E-02
   3.400   9.224653E-02   5.248774E-02
   3.500   9.216436E-02   5.277792E-02
   3.600   9.211959E-02   5.296962E-02
   3.700   9.207697E-02   5.315906E-02
   3.800   9.211410E-02   5.323831E-02
   3.900   9.215125E-02   5.331768E-02
   4.000   9.219280E-02   5.339209E-02
   4.100   9.229749E-02   5.339347E-02
   4.200   9.240230E-02   5.339486E-02
   4.300   9.251450E-02   5.338408E-02
   4.400   9.262767E-02   5.337191E-02
   4.500   9.274097E-02   5.335975E-02
   4.600   9.279819E-02   5.339318E-02
   4.700   9.285173E-02   5.342965E-02
   4.800   9.281265E-02   5.353828E-02
   4.900   9.274608E-02   5.366861E-02
   5.000   9.267957E-02   5.379927E-02
   5.100   9.249683E-02   5.399830E-02
   5.200   9.228743E-02   5.421400E-02
   5.300   9.198405E-02   5.443667E-02
   5.400   9.162965E-02   5.466364E-02
   5.500   9.127663E-02   5.489155E-02
   5.600   9.083766E-02   5.506706E-02
   5.700   9.033782E-02   5.519242E-02
   5.800   8.977409E-02   5.524154E-02
   5.900   8.910490E-02   5.513886E-02
   6.000   8.839957E-02   5.497710E-02
   6.100   8.759447E-02   5.466262E-02
   6.200   8.665661E-02   5.415428E-02
   6.300   8.562334E-02   5.350811E-02
   6.400   8.437622E-02   5.258439E-02
   6.500   8.306354E-02   5.157756E-02
   6.600   8.155898E-02   5.034262E-02
   6.700   7.980997E-02   4.884679E-02
   6.800   7.790600E-02   4.719796E-02
   6.900   7.565761E-02   4.522608E-02
   7.000   7.333918E-02   4.321244E-02
   7.100   7.075823E-02   4.098862E-02
   7.200   6.787858E-02   3.854697E-02
   7.300   6.485366E-02   3.603425E-02
   7.400   6.147408E-02   3.329757E-02
   7.500   5.811439E-02   3.064962E-02
   7.600   5.456590E-02   2.793688E-02
   7.700   5.083602E-02   2.518065E-02
   7.800   4.711187E-02   2.252421E-02
   7.900   4.323231E-02   1.986399E-02
   8.000   3.954719E-02   1.743773E-02
   8.100   3.589105E-02   1.513230E-02
   8.200   3.229793E-02   1.296862E-02
   8.300   2.890401E-02   1.102322E-02
   8.400   2.561853E-02   9.232698E-03
   8.500   2.264079E-02   7.698322E-03
   8.600   1.986618E-02   6.347671E-03
   8.700   1.730980E-02   5.175441E-03
   8.800   1.501826E-02   4.190114E-03
   8.900   1.294178E-02   3.353818E-03
   9.000   1.113238E-02   2.675982E-03
   9.100   9.534668E-03   2.118854E-03
   9.200   8.137394E-03   1.666775E-03
   9.300   6.932140E-03   1.306512E-03
   9.400   5.892636E-03   1.019404E-03
   9.500   5.007211E-03   7.946499E-04
   9.600   4.251697E-03   6.181734E-04
   9.700   3.610245E-03   4.804452E-04
   9.800   3.066718E-03   3.733773E-04
   9.900   2.608010E-03   2.902465E-04
  10.000   2.218919E-03   2.256476E-04
  10.100   1.890099E-03   1.754733E-04
  10.200   1.612004E-03   1.364057E-04
  10.300   1.376238E-03   1.060079E-04
  10.400   1.176616E-03   8.225086E-05
  10.500   1.006369E-03   6.377157E-05
  10.600   8.616414E-04   4.934905E-05
  10.700   7.384094E-04   3.809922E-05
  10.800   6.332363E-04   2.937546E-05
  10.900   5.436615E-04   2.261654E-05
  11.000   4.669420E-04   1.741454E-05
  11.100   4.014524E-04   1.341620E-05
  11.200   3.455741E-04   1.036685E-05
  11.300   2.977685E-04   8.035501E-06
  11.400   2.570653E-04   6.279940E-06
  11.500   2.220730E-04   4.923563E-06
  11.600   1.921675E-04   3.892093E-06
  11.700   1.665964E-04   3.104719E-06
  11.800   1.446098E-04   2.491077E-06
  11.900   1.257837E-04   2.013811E-06
  12.000   1.094690E-04   1.629903E-06
  12.100   9.539714E-05   1.322277E-06
  12.200   8.321931E-05   1.070181E-06
  12.300   7.263918E-05   8.634667E-07
  12.400   6.343577E-05   6.896712E-07
  12.500   5.540080E-05   5.486382E-07
  12.600   4.838595E-05   4.318826E-07
  12.700   4.223194E-05   3.367601E-07
  12.800   3.685930E-05   2.624489E-07
  12.900   3.217015E-05   2.045356E-07
  13.000   2.807754E-05   1.594017E-07
  13.100   2.450559E-05   1.242273E-07
  13.200   2.138805E-05   9.681468E-08
  13.300   1.866712E-05   7.545105E-08
  13.400   1.629233E-05   5.880164E-08
  13.500   1.421966E-05   4.582617E-08
  13.600   1.243942E-05   3.759378E-08
  13.700   1.089076E-05   3.139239E-08
  13.800   9.534909E-06   2.621398E-08
  13.900   8.347854E-06   2.188978E-08
  14.000   7.308581E-06   1.827889E-08
  14.100   6.398694E-06   1.526364E-08
  14.200   5.602084E-06   1.274579E-08
  14.300   4.904648E-06   1.064327E-08
  14.400   4.294040E-06   8.887581E-09
  14.500   3.759451E-06   7.421506E-09
  14.600   3.291415E-06   6.197271E-09
  14.700   2.875276E-06   5.102424E-09
  14.800   2.493814E-06   4.013289E-09
  14.900   2.162961E-06   3.156635E-09
  15.000   1.876002E-06   2.482837E-09
  15.100   1.627114E-06   1.952865E-09
  15.200   1.411246E-06   1.536017E-09
  15.300   1.224016E-06   1.208148E-09
  15.400   1.061627E-06   9.502632E-10
  15.500   9.207811E-07   7.474254E-10
  15.600   7.986215E-07   5.878842E-10
  15.700   6.926688E-07   4.623977E-10
  15.800   6.007728E-07   3.636969E-10
  15.900   5.322735E-07   3.249042E-10
  16.000   4.789366E-07   3.184011E-10
  16.100   4.309443E-07   3.120282E-10
  16.200   3.877611E-07   3.057829E-10
  16.300   3.489052E-07   2.996626E-10
  16.400   3.139428E-07   2.936647E-10
  16.500   2.824839E-07   2.877870E-10
  16.600   2.541774E-07   2.820268E-10
  16.700   2.287073E-07   2.763820E-10
  16.800   2.057895E-07   2.708501E-10
  16.900   1.851681E-07   2.654290E-10
  17.000   1.666132E-07   2.601163E-10
  17.100   1.597317E-07   2.523147E-10
  17.200   1.560292E-07   2.440085E-10
  17.300   1.524126E-07   2.359757E-10
  17.400   1.488798E-07   2.282074E-10
  17.500   1.454288E-07   2.206948E-10
  17.600   1.420579E-07   2.134295E-10
  17.700   1.387651E-07   2.064034E-10
  17.800   1.355486E-07   1.996086E-10
  17.900   1.324067E-07   1.930375E-10
  18.000   1.293376E-07   1.866827E-10
  18.100   1.263396E-07   1.805371E-10
  18.200   1.234112E-07   1.745938E-10
  18.300   1.221932E-07   1.752089E-10
  18.400   1.214940E-07   1.778468E-10
  18.500   1.207989E-07   1.805244E-10
  18.600   1.201078E-07   1.832423E-10
  18.700   1.194206E-07   1.860011E-10
  18.800   1.187374E-07   1.888014E-10
  18.900   1.180580E-07   1.916440E-10
  19.000   1.173826E-07   1.945293E-10
  19.100   1.167110E-07   1.974580E-10
  19.200   1.160432E-07   2.004309E-10
  19.300   1.153793E-07   2.034485E-10
  19.400   1.147191E-07   2.065115E-10
  19.500   1.135359E-07   2.072465E-10
  19.600   1.118117E-07   2.054736E-10
  19.700   1.101136E-07   2.037159E-10
  19.800   1.084413E-07   2.019733E-10
  19.900   1.067945E-07   2.002455E-10
 Z= 105 A= 302  Db beta2= 0.30 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.512345E-02   5.091584E-02
   0.100   9.486125E-02   5.078325E-02
   0.200   9.459978E-02   5.065101E-02
   0.300   9.433902E-02   5.051912E-02
   0.400   9.407898E-02   5.038757E-02
   0.500   9.363923E-02   5.014696E-02
   0.600   9.319208E-02   4.990178E-02
   0.700   9.270369E-02   4.959844E-02
   0.800   9.220568E-02   4.928033E-02
   0.900   9.171034E-02   4.896425E-02
   1.000   9.128145E-02   4.862978E-02
   1.100   9.086898E-02   4.829300E-02
   1.200   9.058098E-02   4.798935E-02
   1.300   9.036124E-02   4.770446E-02
   1.400   9.014203E-02   4.742127E-02
   1.500   9.007576E-02   4.721600E-02
   1.600   9.008129E-02   4.704740E-02
   1.700   9.017785E-02   4.696414E-02
   1.800   9.036216E-02   4.696245E-02
   1.900   9.054684E-02   4.696077E-02
   2.000   9.077782E-02   4.705765E-02
   2.100   9.104783E-02   4.723734E-02
   2.200   9.130737E-02   4.747408E-02
   2.300   9.154881E-02   4.780656E-02
   2.400   9.179088E-02   4.814137E-02
   2.500   9.199211E-02   4.851641E-02
   2.600   9.213401E-02   4.894937E-02
   2.700   9.224742E-02   4.938877E-02
   2.800   9.227001E-02   4.984033E-02
   2.900   9.229261E-02   5.029602E-02
   3.000   9.229175E-02   5.074118E-02
   3.100   9.222907E-02   5.115121E-02
   3.200   9.216488E-02   5.155372E-02
   3.300   9.208759E-02   5.186639E-02
   3.400   9.201036E-02   5.218095E-02
