 Z= 105 A= 232  Db beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   3.500   9.193981E-02   5.248012E-02
   3.600   9.190985E-02   5.267427E-02
   3.700   9.187990E-02   5.286914E-02
   3.800   9.192837E-02   5.295470E-02
   3.900   9.197930E-02   5.303699E-02
   4.000   9.203058E-02   5.311903E-02
   4.100   9.214755E-02   5.312409E-02
   4.200   9.226466E-02   5.312916E-02
   4.300   9.238749E-02   5.312296E-02
   4.400   9.251158E-02   5.311453E-02
   4.500   9.263583E-02   5.310610E-02
   4.600   9.270650E-02   5.314106E-02
   4.700   9.276919E-02   5.318255E-02
   4.800   9.274830E-02   5.328920E-02
   4.900   9.269161E-02   5.342405E-02
   5.000   9.263495E-02   5.355925E-02
   5.100   9.247366E-02   5.375691E-02
   5.200   9.227520E-02   5.397768E-02
   5.300   9.199523E-02   5.420467E-02
   5.400   9.165327E-02   5.443671E-02
   5.500   9.131258E-02   5.466974E-02
   5.600   9.089793E-02   5.485725E-02
   5.700   9.042062E-02   5.499728E-02
   5.800   8.987271E-02   5.505254E-02
   5.900   8.922839E-02   5.496936E-02
   6.000   8.854993E-02   5.483115E-02
   6.100   8.775971E-02   5.452395E-02
   6.200   8.685776E-02   5.405187E-02
   6.300   8.583954E-02   5.341271E-02
   6.400   8.462642E-02   5.252125E-02
   6.500   8.335058E-02   5.154918E-02
   6.600   8.185482E-02   5.031921E-02
   6.700   8.015693E-02   4.887303E-02
   6.800   7.826055E-02   4.722782E-02
   6.900   7.605180E-02   4.529349E-02
   7.000   7.377474E-02   4.331711E-02
   7.100   7.119087E-02   4.109005E-02
   7.200   6.836798E-02   3.869597E-02
   7.300   6.533589E-02   3.617723E-02
   7.400   6.198993E-02   3.346753E-02
   7.500   5.866094E-02   3.084272E-02
   7.600   5.508998E-02   2.811269E-02
   7.700   5.139826E-02   2.538353E-02
   7.800   4.764610E-02   2.270791E-02
   7.900   4.377433E-02   2.005296E-02
   8.000   4.009078E-02   1.762756E-02
   8.100   3.639326E-02   1.529639E-02
   8.200   3.280221E-02   1.313429E-02
   8.300   2.936460E-02   1.116336E-02
   8.400   2.605791E-02   9.362450E-03
   8.500   2.305533E-02   7.816239E-03
   8.600   2.023546E-02   6.443638E-03
   8.700   1.765670E-02   5.262320E-03
   8.800   1.532431E-02   4.259912E-03
   8.900   1.321779E-02   3.412690E-03
   9.000   1.137880E-02   2.724802E-03
   9.100   9.747830E-03   2.156601E-03
   9.200   8.326848E-03   1.697899E-03
   9.300   7.095718E-03   1.330486E-03
   9.400   6.034590E-03   1.038145E-03
   9.500   5.129604E-03   8.091042E-04
   9.600   4.356245E-03   6.290347E-04
   9.700   3.700334E-03   4.888188E-04
   9.800   3.144088E-03   3.797003E-04
   9.900   2.674189E-03   2.950144E-04
  10.000   2.275415E-03   2.292311E-04
  10.100   1.938405E-03   1.781390E-04
  10.200   1.653643E-03   1.384569E-04
  10.300   1.412085E-03   1.075462E-04
  10.400   1.207464E-03   8.341200E-05
  10.500   1.032924E-03   6.464920E-05
  10.600   8.845173E-04   4.999135E-05
  10.700   7.582425E-04   3.859348E-05
  10.800   6.504468E-04   2.973822E-05
  10.900   5.585618E-04   2.288318E-05
  11.000   4.798326E-04   1.760579E-05
  11.100   4.126229E-04   1.355041E-05
  11.200   3.552807E-04   1.045912E-05
  11.300   3.062308E-04   8.100221E-06
  11.400   2.644088E-04   6.320501E-06
  11.500   2.284399E-04   4.946427E-06
  11.600   1.977142E-04   3.906316E-06
  11.700   1.714233E-04   3.110512E-06
  11.800   1.488414E-04   2.494070E-06
  11.900   1.294711E-04   2.013827E-06
  12.000   1.126848E-04   1.628651E-06
  12.100   9.821137E-05   1.320504E-06
  12.200   8.569080E-05   1.069074E-06
  12.300   7.481084E-05   8.622295E-07
  12.400   6.534098E-05   6.889867E-07
  12.500   5.707315E-05   5.484512E-07
  12.600   4.984876E-05   4.313612E-07
  12.700   4.350659E-05   3.361692E-07
  12.800   3.796685E-05   2.616026E-07
  12.900   3.313249E-05   2.035758E-07
  13.000   2.891370E-05   1.584200E-07
  13.100   2.523209E-05   1.232804E-07
  13.200   2.201926E-05   9.593526E-08
  13.300   1.921553E-05   7.465558E-08
  13.400   1.676880E-05   5.809602E-08
  13.500   1.463361E-05   4.520957E-08
  13.600   1.278815E-05   3.685560E-08
  13.700   1.118368E-05   3.079339E-08
  13.800   9.780521E-06   2.572833E-08
  13.900   8.553407E-06   2.149640E-08
  14.000   7.480254E-06   1.796056E-08
  14.100   6.541743E-06   1.500631E-08
  14.200   5.720983E-06   1.253799E-08
  14.300   5.003199E-06   1.047568E-08
  14.400   4.375473E-06   8.752583E-09
  14.500   3.826504E-06   7.312912E-09
  14.600   3.346411E-06   6.110046E-09
  14.700   2.922459E-06   5.061133E-09
  14.800   2.530361E-06   3.975668E-09
  14.900   2.190870E-06   3.123004E-09
  15.000   1.896927E-06   2.453211E-09
  15.100   1.642422E-06   1.927069E-09
  15.200   1.422063E-06   1.513769E-09
  15.300   1.231269E-06   1.189110E-09
  15.400   1.066073E-06   9.340807E-10
  15.500   9.230412E-07   7.337477E-10
  15.600   7.991994E-07   5.763803E-10
  15.700   6.919732E-07   4.527636E-10
  15.800   5.991331E-07   3.556591E-10
  15.900   5.296210E-07   3.108771E-10
  16.000   4.789863E-07   3.056430E-10
  16.100   4.331927E-07   3.004970E-10
  16.200   3.917771E-07   2.954376E-10
  16.300   3.543211E-07   2.904634E-10
  16.400   3.204461E-07   2.855729E-10
  16.500   2.898097E-07   2.807648E-10
  16.600   2.621023E-07   2.760377E-10
  16.700   2.370439E-07   2.713901E-10
  16.800   2.143812E-07   2.668208E-10
  16.900   1.938852E-07   2.623284E-10
  17.000   1.753488E-07   2.579116E-10
  17.100   1.679558E-07   2.509687E-10
  17.200   1.656385E-07   2.429364E-10
  17.300   1.633532E-07   2.351611E-10
  17.400   1.610994E-07   2.276347E-10
  17.500   1.588767E-07   2.203492E-10
  17.600   1.566847E-07   2.132968E-10
  17.700   1.545229E-07   2.064702E-10
  17.800   1.523909E-07   1.998620E-10
  17.900   1.502884E-07   1.934654E-10
  18.000   1.482149E-07   1.872734E-10
  18.100   1.461700E-07   1.812797E-10
  18.200   1.441532E-07   1.754778E-10
  18.300   1.430454E-07   1.751133E-10
  18.400   1.424232E-07   1.776640E-10
  18.500   1.418038E-07   1.802520E-10
  18.600   1.411871E-07   1.828776E-10
  18.700   1.405730E-07   1.855414E-10
  18.800   1.399616E-07   1.882440E-10
  18.900   1.393529E-07   1.909861E-10
  19.000   1.387468E-07   1.937680E-10
  19.100   1.381433E-07   1.965905E-10
  19.200   1.375425E-07   1.994541E-10
  19.300   1.369443E-07   2.023594E-10
  19.400   1.363486E-07   2.053070E-10
  19.500   1.352399E-07   2.065894E-10
  19.600   1.332435E-07   2.048848E-10
  19.700   1.312765E-07   2.031943E-10
  19.800   1.293386E-07   2.015177E-10
  19.900   1.274293E-07   1.998549E-10
 Z= 105 A= 303  Db beta2= 0.36 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.518615E-02   5.073528E-02
   0.100   9.491919E-02   5.060253E-02
   0.200   9.465298E-02   5.047013E-02
   0.300   9.438752E-02   5.033808E-02
   0.400   9.412280E-02   5.020637E-02
   0.500   9.367707E-02   4.996632E-02
   0.600   9.322273E-02   4.972101E-02
   0.700   9.272634E-02   4.941811E-02
   0.800   9.221952E-02   4.909973E-02
   0.900   9.171547E-02   4.878339E-02
   1.000   9.127738E-02   4.845004E-02
   1.100   9.085692E-02   4.811430E-02
   1.200   9.055951E-02   4.781044E-02
   1.300   9.033465E-02   4.752591E-02
   1.400   9.011036E-02   4.724306E-02
   1.500   9.003673E-02   4.703636E-02
   1.600   9.004087E-02   4.686897E-02
   1.700   9.013359E-02   4.678316E-02
   1.800   9.032067E-02   4.678350E-02
   1.900   9.050813E-02   4.678384E-02
   2.000   9.074112E-02   4.687750E-02
   2.100   9.101717E-02   4.705922E-02
   2.200   9.128441E-02   4.729335E-02
   2.300   9.153389E-02   4.762830E-02
   2.400   9.178405E-02   4.796562E-02
   2.500   9.199717E-02   4.833977E-02
   2.600   9.214753E-02   4.877500E-02
   2.700   9.227419E-02   4.921632E-02
   2.800   9.230517E-02   4.967042E-02
   2.900   9.233616E-02   5.012870E-02
   3.000   9.234756E-02   5.057867E-02
   3.100   9.229373E-02   5.099054E-02
   3.200   9.223910E-02   5.139983E-02
   3.300   9.217068E-02   5.171364E-02
   3.400   9.210231E-02   5.202937E-02
   3.500   9.203818E-02   5.233614E-02
   3.600   9.201747E-02   5.253136E-02
   3.700   9.199676E-02   5.272731E-02
   3.800   9.204920E-02   5.281908E-02
   3.900   9.210848E-02   5.290125E-02
   4.000   9.216780E-02   5.298355E-02
   4.100   9.228796E-02   5.299235E-02
   4.200   9.241175E-02   5.299695E-02
   4.300   9.253840E-02   5.299072E-02
   4.400   9.266601E-02   5.298129E-02
   4.500   9.279380E-02   5.297186E-02
   4.600   9.286960E-02   5.300213E-02
   4.700   9.293266E-02   5.304218E-02
   4.800   9.291821E-02   5.314096E-02
   4.900   9.285827E-02   5.327452E-02
   5.000   9.279836E-02   5.340840E-02
   5.100   9.264261E-02   5.359873E-02
   5.200   9.243786E-02   5.381877E-02
   5.300   9.216276E-02   5.404409E-02
   5.400   9.181418E-02   5.427499E-02
   5.500   9.146691E-02   5.450688E-02
   5.600   9.105596E-02   5.469945E-02
   5.700   9.057928E-02   5.484645E-02
   5.800   9.002495E-02   5.489940E-02
   5.900   8.938586E-02   5.482869E-02
   6.000   8.871549E-02   5.470692E-02
   6.100   8.792298E-02   5.439828E-02
   6.200   8.703877E-02   5.395291E-02
   6.300   8.601878E-02   5.331310E-02
   6.400   8.482484E-02   5.244641E-02
   6.500   8.357275E-02   5.150206E-02
   6.600   8.207816E-02   5.027205E-02
   6.700   8.041850E-02   4.886494E-02
   6.800   7.852062E-02   4.721652E-02
   6.900   7.634546E-02   4.531269E-02
   7.000   7.410550E-02   4.336811E-02
   7.100   7.151970E-02   4.113743E-02
   7.200   6.874521E-02   3.878275E-02
   7.300   6.570388E-02   3.625434E-02
   7.400   6.239121E-02   3.356992E-02
   7.500   5.909455E-02   3.096853E-02
   7.600   5.550818E-02   2.822609E-02
   7.700   5.185155E-02   2.552074E-02
   7.800   4.807469E-02   2.282690E-02
   7.900   4.421509E-02   2.018063E-02
   8.000   4.053892E-02   1.776067E-02
   8.100   3.681011E-02   1.541094E-02
   8.200   3.322138E-02   1.325160E-02
   8.300   2.974784E-02   1.126130E-02
   8.400   2.642718E-02   9.455100E-03
   8.500   2.340700E-02   7.902179E-03
   8.600   2.055115E-02   6.514052E-03
   8.700   1.795241E-02   5.325906E-03
   8.800   1.558438E-02   4.310353E-03
   8.900   1.345442E-02   3.455643E-03
   9.000   1.159214E-02   2.760784E-03
   9.100   9.933966E-03   2.184881E-03
   9.200   8.490596E-03   1.720645E-03
   9.300   7.237012E-03   1.347881E-03
   9.400   6.157356E-03   1.051800E-03
   9.500   5.235667E-03   8.196813E-04
   9.600   4.447674E-03   6.371362E-04
   9.700   3.778093E-03   4.948504E-04
   9.800   3.210622E-03   3.842310E-04
   9.900   2.730865E-03   2.984063E-04
  10.000   2.323680E-03   2.317720E-04
  10.100   1.980016E-03   1.800637E-04
  10.200   1.688762E-03   1.398651E-04
  10.300   1.442197E-03   1.085945E-04
  10.400   1.233095E-03   8.419808E-05
  10.500   1.054778E-03   6.524320E-05
  10.600   9.033762E-04   5.043464E-05
  10.700   7.742135E-04   3.891858E-05
  10.800   6.641523E-04   2.997149E-05
  10.900   5.702647E-04   2.305195E-05
  11.000   4.898291E-04   1.772450E-05
  11.100   4.212514E-04   1.363615E-05
  11.200   3.625841E-04   1.050935E-05
  11.300   3.124996E-04   8.133857E-06
  11.400   2.697534E-04   6.337918E-06
  11.500   2.329974E-04   4.952322E-06
  11.600   2.016549E-04   3.909346E-06
  11.700   1.747525E-04   3.106595E-06
  11.800   1.517150E-04   2.489716E-06
  11.900   1.319301E-04   2.008094E-06
  12.000   1.147943E-04   1.622964E-06
  12.100   1.000469E-04   1.315613E-06
  12.200   8.725814E-05   1.064957E-06
  12.300   7.616968E-05   8.585996E-07
  12.400   6.651715E-05   6.863602E-07
  12.500   5.809470E-05   5.467263E-07
  12.600   5.074173E-05   4.297717E-07
  12.700   4.429357E-05   3.348748E-07
  12.800   3.865840E-05   2.602772E-07
  12.900   3.374016E-05   2.022971E-07
  13.000   2.944762E-05   1.572329E-07
  13.100   2.570120E-05   1.222072E-07
  13.200   2.243141E-05   9.498403E-08
  13.300   1.957762E-05   7.382513E-08
  13.400   1.708689E-05   5.737964E-08
  13.500   1.491304E-05   4.459760E-08
  13.600   1.303914E-05   3.611394E-08
  13.700   1.141654E-05   3.018604E-08
  13.800   9.995862E-06   2.523117E-08
  13.900   8.751971E-06   2.108961E-08
  14.000   7.662870E-06   1.762787E-08
  14.100   6.709298E-06   1.473435E-08
  14.200   5.874389E-06   1.231579E-08
  14.300   5.143376E-06   1.029422E-08
  14.400   4.503331E-06   8.604479E-09
  14.500   3.942934E-06   7.192101E-09
  14.600   3.452273E-06   6.011558E-09
  14.700   3.021696E-06   5.010663E-09
  14.800   2.626788E-06   3.934118E-09
  14.900   2.283491E-06   3.088870E-09
  15.000   1.985060E-06   2.425224E-09
  15.100   1.725631E-06   1.904163E-09
  15.200   1.500107E-06   1.495052E-09
  15.300   1.304057E-06   1.173839E-09
  15.400   1.133629E-06   9.216388E-10
  15.500   9.854742E-07   7.236241E-10
  15.600   8.566818E-07   5.681529E-10
  15.700   7.447215E-07   4.460848E-10
  15.800   6.473933E-07   3.502432E-10
  15.900   5.703203E-07   2.994058E-10
  16.000   5.137335E-07   2.951060E-10
  16.100   4.627612E-07   2.908680E-10
  16.200   4.168463E-07   2.866908E-10
  16.300   3.754871E-07   2.825736E-10
  16.400   3.382315E-07   2.785156E-10
  16.500   3.046724E-07   2.745158E-10
  16.600   2.744430E-07   2.705734E-10
  16.700   2.472129E-07   2.666877E-10
  16.800   2.226846E-07   2.628578E-10
  16.900   2.005900E-07   2.590829E-10
  17.000   1.806876E-07   2.553622E-10
  17.100   1.693494E-07   2.493320E-10
  17.200   1.638760E-07   2.416025E-10
  17.300   1.585795E-07   2.341127E-10
  17.400   1.534542E-07   2.268551E-10
  17.500   1.484945E-07   2.198224E-10
  17.600   1.436951E-07   2.130078E-10
  17.700   1.390509E-07   2.064045E-10
  17.800   1.345567E-07   2.000058E-10
  17.900   1.302078E-07   1.938055E-10
  18.000   1.259995E-07   1.877974E-10
  18.100   1.219271E-07   1.819756E-10
  18.200   1.179864E-07   1.763343E-10
  18.300   1.156282E-07   1.750691E-10
  18.400   1.145813E-07   1.775519E-10
  18.500   1.135440E-07   1.800698E-10
  18.600   1.125161E-07   1.826235E-10
  18.700   1.114974E-07   1.852134E-10
  18.800   1.104880E-07   1.878400E-10
  18.900   1.094878E-07   1.905039E-10
  19.000   1.084966E-07   1.932055E-10
  19.100   1.075143E-07   1.959455E-10
  19.200   1.065410E-07   1.987243E-10
  19.300   1.055764E-07   2.015425E-10
  19.400   1.046206E-07   2.044007E-10
  19.500   1.035636E-07   2.062088E-10
  19.600   1.021734E-07   2.045870E-10
  19.700   1.008019E-07   2.029779E-10
  19.800   9.944884E-08   2.013814E-10
  19.900   9.811392E-08   1.997975E-10
 Z= 105 A= 304  Db beta2= 0.31 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.475423E-02   5.043955E-02
   0.100   9.449112E-02   5.030668E-02
   0.200   9.422874E-02   5.017416E-02
   0.300   9.396708E-02   5.004198E-02
   0.400   9.370615E-02   4.991016E-02
   0.500   9.326779E-02   4.967121E-02
   0.600   9.281976E-02   4.942634E-02
   0.700   9.233163E-02   4.912437E-02
   0.800   9.183288E-02   4.880604E-02
   0.900   9.133682E-02   4.848978E-02
   1.000   9.090593E-02   4.815675E-02
   1.100   9.049381E-02   4.782098E-02
   1.200   9.020086E-02   4.751694E-02
   1.300   8.998337E-02   4.723342E-02
   1.400   8.976641E-02   4.695160E-02
   1.500   8.969503E-02   4.674391E-02
   1.600   8.970606E-02   4.657812E-02
   1.700   8.980058E-02   4.648993E-02
   1.800   8.999303E-02   4.649195E-02
   1.900   9.018590E-02   4.649396E-02
   2.000   9.042183E-02   4.658422E-02
   2.100   9.070345E-02   4.676797E-02
   2.200   9.097759E-02   4.699941E-02
   2.300   9.123400E-02   4.733671E-02
   2.400   9.149113E-02   4.767642E-02
   2.500   9.171594E-02   4.804945E-02
   2.600   9.187618E-02   4.848667E-02
   2.700   9.201788E-02   4.892972E-02
   2.800   9.206092E-02   4.938666E-02
   2.900   9.210398E-02   4.984787E-02
   3.000   9.213170E-02   5.030327E-02
   3.100   9.209264E-02   5.071852E-02
   3.200   9.205348E-02   5.113616E-02
   3.300   9.200167E-02   5.145300E-02
   3.400   9.194989E-02   5.177180E-02
   3.500   9.189983E-02   5.208812E-02
   3.600   9.189524E-02   5.228623E-02
   3.700   9.189064E-02   5.248510E-02
   3.800   9.195328E-02   5.258632E-02
   3.900   9.202691E-02   5.267171E-02
   4.000   9.210060E-02   5.275724E-02
   4.100   9.222895E-02   5.277351E-02
   4.200   9.236451E-02   5.278086E-02
   4.300   9.250042E-02   5.277823E-02
   4.400   9.263659E-02   5.277150E-02
   4.500   9.277296E-02   5.276478E-02
   4.600   9.285968E-02   5.279409E-02
   4.700   9.292859E-02   5.283635E-02
   4.800   9.292777E-02   5.293091E-02
   4.900   9.287191E-02   5.306699E-02
   5.000   9.281610E-02   5.320342E-02
   5.100   9.267517E-02   5.338958E-02
   5.200   9.247443E-02   5.361145E-02
   5.300   9.221505E-02   5.383805E-02
   5.400   9.187134E-02   5.407116E-02
   5.500   9.152891E-02   5.430528E-02
   5.600   9.113360E-02   5.450671E-02
   5.700   9.067000E-02   5.466500E-02
   5.800   9.012230E-02   5.472178E-02
   5.900   8.950023E-02   5.466718E-02
   6.000   8.884895E-02   5.456431E-02
   6.100   8.806472E-02   5.426074E-02
   6.200   8.721000E-02   5.384800E-02
   6.300   8.619824E-02   5.321217E-02
   6.400   8.503253E-02   5.237451E-02
   6.500   8.381164E-02   5.146072E-02
   6.600   8.232568E-02   5.023539E-02
   6.700   8.071200E-02   4.887300E-02
   6.800   7.882037E-02   4.722677E-02
   6.900   7.668438E-02   4.535800E-02
   7.000   7.448450E-02   4.344761E-02
   7.100   7.190015E-02   4.121604E-02
   7.200   6.918000E-02   3.890600E-02
   7.300   6.613415E-02   3.637178E-02
   7.400   6.285771E-02   3.371471E-02
   7.500   5.959353E-02   3.113643E-02
   7.600   5.599310E-02   2.838158E-02
   7.700   5.237600E-02   2.570400E-02
   7.800   4.857524E-02   2.299184E-02
   7.900   4.472774E-02   2.035257E-02
   8.000   4.105655E-02   1.793480E-02
   8.100   3.729500E-02   1.556322E-02
   8.200   3.371100E-02   1.340700E-02
   8.300   3.019668E-02   1.139323E-02
   8.400   2.685916E-02   9.578195E-03
   8.500   2.381759E-02   8.014684E-03
   8.600   2.092104E-02   6.606887E-03
   8.700   1.830000E-02   5.409900E-03
   8.800   1.589284E-02   4.378109E-03
   8.900   1.373468E-02   3.513199E-03
   9.000   1.184426E-02   2.808785E-03
   9.100   1.015446E-02   2.222559E-03
   9.200   8.686700E-03   1.751500E-03
   9.300   7.407140E-03   1.371714E-03
   9.400   6.305790E-03   1.070549E-03
   9.500   5.364401E-03   8.342440E-04
   9.600   4.558837E-03   6.482388E-04
   9.700   3.873800E-03   5.033500E-04
   9.800   3.293203E-03   3.906746E-04
   9.900   2.801812E-03   3.032765E-04
  10.000   2.384553E-03   2.354487E-04
  10.100   2.032629E-03   1.828440E-04
  10.200   1.733800E-03   1.419700E-04
  10.300   1.481209E-03   1.101768E-04
  10.400   1.266783E-03   8.540075E-05
  10.500   1.083907E-03   6.616164E-05
  10.600   9.286716E-04   5.112137E-05
  10.700   7.960900E-04   3.944100E-05
  10.800   6.831957E-04   3.035855E-05
  10.900   5.867959E-04   2.333964E-05
  11.000   5.041795E-04   1.793417E-05
  11.100   4.337720E-04   1.378783E-05
  11.200   3.734400E-04   1.061400E-05
  11.300   3.219839E-04   8.208300E-06
  11.400   2.779988E-04   6.386312E-06
  11.500   2.401654E-04   4.981811E-06
  11.600   2.079385E-04   3.929553E-06
  11.700   1.802100E-04   3.116500E-06
  11.800   1.564987E-04   2.496155E-06
  11.900   1.361030E-04   2.010838E-06
  12.000   1.184394E-04   1.623941E-06
  12.100   1.032519E-04   1.315837E-06
  12.200   9.006300E-05   1.065300E-06
  12.300   7.863540E-05   8.585453E-07
  12.400   6.868137E-05   6.866771E-07
