 Z= 104 A= 230  Rf beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   8.900   7.683987E-03   2.307922E-03
   9.000   6.454647E-03   1.820048E-03
   9.100   5.411957E-03   1.430984E-03
   9.200   4.528586E-03   1.121082E-03
   9.300   3.788380E-03   8.777598E-04
   9.400   3.167625E-03   6.863915E-04
   9.500   2.649567E-03   5.366656E-04
   9.600   2.217627E-03   4.197684E-04
   9.700   1.858961E-03   3.286429E-04
   9.800   1.559172E-03   2.573641E-04
   9.900   1.309604E-03   2.016669E-04
  10.000   1.101466E-03   1.580058E-04
  10.100   9.272833E-04   1.237813E-04
  10.200   7.817049E-04   9.683247E-05
  10.300   6.592161E-04   7.570495E-05
  10.400   5.563951E-04   5.909271E-05
  10.500   4.699332E-04   4.604391E-05
  10.600   3.971405E-04   3.584663E-05
  10.700   3.359749E-04   2.789848E-05
  10.800   2.843503E-04   2.172355E-05
  10.900   2.409259E-04   1.694207E-05
  11.000   2.044376E-04   1.326628E-05
  11.100   1.737052E-04   1.042677E-05
  11.200   1.479732E-04   8.268349E-06
  11.300   1.261702E-04   6.577506E-06
  11.400   1.078372E-04   5.275035E-06
  11.500   9.238825E-05   4.265187E-06
  11.600   7.929179E-05   3.465995E-06
  11.700   6.822753E-05   2.832579E-06
  11.800   5.874531E-05   2.316376E-06
  11.900   5.065895E-05   1.896065E-06
  12.000   4.372532E-05   1.547153E-06
  12.100   3.775704E-05   1.258059E-06
  12.200   3.260295E-05   1.013575E-06
  12.300   2.814819E-05   8.138504E-07
  12.400   2.429110E-05   6.478188E-07
  12.500   2.095855E-05   5.166796E-07
  12.600   1.808301E-05   4.121347E-07
  12.700   1.560199E-05   3.287433E-07
  12.800   1.346138E-05   2.622254E-07
  12.900   1.161446E-05   2.091667E-07
  13.000   1.002094E-05   1.668439E-07
  13.100   8.646049E-06   1.330847E-07
  13.200   7.459798E-06   1.061564E-07
  13.300   6.436303E-06   8.467669E-08
  13.400   5.615324E-06   7.005773E-08
  13.500   4.908163E-06   5.831725E-08
  13.600   4.290057E-06   4.854428E-08
  13.700   3.749792E-06   4.040909E-08
  13.800   3.277565E-06   3.363722E-08
  13.900   2.864807E-06   2.800019E-08
  14.000   2.504030E-06   2.330784E-08
  14.100   2.188687E-06   1.940185E-08
  14.200   1.913056E-06   1.615043E-08
  14.300   1.672137E-06   1.344389E-08
  14.400   1.461558E-06   1.119093E-08
  14.500   1.279045E-06   9.194478E-09
  14.600   1.120670E-06   7.456815E-09
  14.700   9.819043E-07   6.047553E-09
  14.800   8.603215E-07   4.904627E-09
  14.900   7.537935E-07   3.977702E-09
  15.000   6.604562E-07   3.225957E-09
  15.100   5.786762E-07   2.616284E-09
  15.200   5.070225E-07   2.121833E-09
  15.300   4.442412E-07   1.720828E-09
  15.400   3.892337E-07   1.395609E-09
  15.500   3.410374E-07   1.131853E-09
  15.600   2.988090E-07   9.179445E-10
  15.700   2.748260E-07   8.526263E-10
  15.800   2.527926E-07   7.921713E-10
  15.900   2.325256E-07   7.360028E-10
  16.000   2.138834E-07   6.838170E-10
  16.100   1.967359E-07   6.353313E-10
  16.200   1.809631E-07   5.902835E-10
  16.300   1.664548E-07   5.484298E-10
  16.400   1.531097E-07   5.095436E-10
  16.500   1.408346E-07   4.734147E-10
  16.600   1.295435E-07   4.398475E-10
  16.700   1.191577E-07   4.086604E-10
  16.800   1.111360E-07   3.825645E-10
  16.900   1.064090E-07   3.632871E-10
  17.000   1.018830E-07   3.449810E-10
  17.100   9.754950E-08   3.275974E-10
  17.200   9.340034E-08   3.110898E-10
  17.300   8.942766E-08   2.954139E-10
  17.400   8.562395E-08   2.805280E-10
  17.500   8.198204E-08   2.663922E-10
  17.600   7.849502E-08   2.529687E-10
  17.700   7.515632E-08   2.402216E-10
  17.800   7.195963E-08   2.281168E-10
  17.900   6.889891E-08   2.166220E-10
  18.000   6.629868E-08   2.130238E-10
  18.100   6.412119E-08   2.170595E-10
  18.200   6.201521E-08   2.211717E-10
  18.300   5.997840E-08   2.253618E-10
  18.400   5.800848E-08   2.296312E-10
  18.500   5.610327E-08   2.339816E-10
  18.600   5.426063E-08   2.384143E-10
  18.700   5.247851E-08   2.429311E-10
  18.800   5.075492E-08   2.475334E-10
  18.900   4.908794E-08   2.522229E-10
  19.000   4.747571E-08   2.570012E-10
  19.100   4.591643E-08   2.618701E-10
  19.200   4.432852E-08   2.630894E-10
  19.300   4.266952E-08   2.582683E-10
  19.400   4.107260E-08   2.535356E-10
  19.500   3.953546E-08   2.488896E-10
  19.600   3.805584E-08   2.443288E-10
  19.700   3.663159E-08   2.398515E-10
  19.800   3.526065E-08   2.354562E-10
  19.900   3.394102E-08   2.311415E-10
 Z= 104 A= 279  Rf beta2=-0.15 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.216619E-02   5.315217E-02
   0.100   8.226247E-02   5.301828E-02
   0.200   8.235887E-02   5.288474E-02
   0.300   8.245537E-02   5.275153E-02
   0.400   8.256046E-02   5.260775E-02
   0.500   8.274842E-02   5.235841E-02
   0.600   8.293681E-02   5.211025E-02
   0.700   8.320168E-02   5.178395E-02
   0.800   8.346747E-02   5.145962E-02
   0.900   8.374153E-02   5.113366E-02
   1.000   8.406257E-02   5.078727E-02
   1.100   8.438559E-02   5.044541E-02
   1.200   8.472529E-02   5.015089E-02
   1.300   8.506636E-02   4.985808E-02
   1.400   8.540474E-02   4.958883E-02
   1.500   8.572665E-02   4.941621E-02
   1.600   8.604438E-02   4.926019E-02
   1.700   8.630977E-02   4.926229E-02
   1.800   8.657599E-02   4.926439E-02
   1.900   8.682589E-02   4.931082E-02
   2.000   8.701964E-02   4.950447E-02
   2.100   8.720482E-02   4.972136E-02
   2.200   8.733404E-02   5.008049E-02
   2.300   8.746345E-02   5.044221E-02
   2.400   8.758286E-02   5.083520E-02
   2.500   8.767596E-02   5.130633E-02
   2.600   8.777050E-02   5.178583E-02
   2.700   8.787111E-02   5.228779E-02
   2.800   8.797184E-02   5.279461E-02
   2.900   8.808637E-02   5.329145E-02
   3.000   8.822966E-02   5.376162E-02
   3.100   8.838741E-02   5.421312E-02
   3.200   8.859295E-02   5.459191E-02
   3.300   8.879896E-02   5.497333E-02
   3.400   8.902563E-02   5.531236E-02
   3.500   8.928732E-02   5.557635E-02
   3.600   8.955417E-02   5.580960E-02
   3.700   8.983332E-02   5.596003E-02
   3.800   9.011334E-02   5.611087E-02
   3.900   9.037932E-02   5.622745E-02
   4.000   9.062518E-02   5.629573E-02
   4.100   9.084136E-02   5.635678E-02
   4.200   9.099435E-02   5.640256E-02
   4.300   9.114760E-02   5.644838E-02
   4.400   9.124172E-02   5.651187E-02
   4.500   9.126703E-02   5.659591E-02
   4.600   9.124372E-02   5.671083E-02
   4.700   9.113736E-02   5.687873E-02
   4.800   9.103112E-02   5.704713E-02
   4.900   9.086868E-02   5.725572E-02
   5.000   9.065233E-02   5.750353E-02
   5.100   9.039880E-02   5.775594E-02
   5.200   9.009302E-02   5.801443E-02
   5.300   8.978828E-02   5.827408E-02
   5.400   8.943842E-02   5.849258E-02
   5.500   8.904146E-02   5.866122E-02
   5.600   8.858603E-02   5.874340E-02
   5.700   8.803967E-02   5.868371E-02
   5.800   8.745795E-02   5.856688E-02
   5.900   8.675654E-02   5.827142E-02
   6.000   8.592994E-02   5.780321E-02
   6.100   8.496692E-02   5.715659E-02
   6.200   8.378170E-02   5.624313E-02
   6.300   8.252268E-02   5.524310E-02
   6.400   8.100871E-02   5.396552E-02
   6.500   7.926536E-02   5.245730E-02
   6.600   7.729047E-02   5.072906E-02
   6.700   7.497024E-02   4.869162E-02
   6.800   7.257587E-02   4.660627E-02
   6.900   6.984385E-02   4.424590E-02
   7.000   6.685545E-02   4.170192E-02
   7.100   6.364067E-02   3.901205E-02
   7.200   6.010301E-02   3.611455E-02
   7.300   5.659816E-02   3.330454E-02
   7.400   5.285079E-02   3.037329E-02
   7.500   4.899704E-02   2.743837E-02
   7.600   4.509553E-02   2.455091E-02
   7.700   4.110178E-02   2.168637E-02
   7.800   3.733273E-02   1.906851E-02
   7.900   3.357945E-02   1.654926E-02
   8.000   2.996907E-02   1.421282E-02
   8.100   2.654075E-02   1.207892E-02
   8.200   2.328265E-02   1.013160E-02
   8.300   2.035860E-02   8.460089E-03
   8.400   1.764478E-02   6.977343E-03
   8.500   1.519572E-02   5.701657E-03
   8.600   1.300712E-02   4.618395E-03
   8.700   1.106177E-02   3.704794E-03
   8.800   9.388183E-03   2.962701E-03
   8.900   7.926714E-03   2.350370E-03
   9.000   6.672727E-03   1.855603E-03
   9.100   5.602507E-03   1.458762E-03
   9.200   4.695968E-03   1.143211E-03
   9.300   3.934617E-03   8.952088E-04
   9.400   3.294919E-03   6.999733E-04
   9.500   2.760500E-03   5.473130E-04
   9.600   2.313691E-03   4.279321E-04
   9.700   1.942129E-03   3.349094E-04
   9.800   1.631135E-03   2.621804E-04
   9.900   1.372142E-03   2.053762E-04
  10.000   1.155801E-03   1.609050E-04
  10.100   9.744595E-04   1.259821E-04
  10.200   8.227055E-04   9.853521E-05
  10.300   6.948734E-04   7.702819E-05
  10.400   5.874912E-04   6.010613E-05
  10.500   4.970930E-04   4.683823E-05
  10.600   4.207917E-04   3.644477E-05
  10.700   3.565957E-04   2.835259E-05
  10.800   3.023209E-04   2.206349E-05
  10.900   2.566338E-04   1.719804E-05
  11.000   2.181551E-04   1.345238E-05
  11.100   1.856820E-04   1.056487E-05
  11.200   1.584246E-04   8.364371E-06
  11.300   1.352883E-04   6.642349E-06
  11.400   1.158312E-04   5.322865E-06
  11.500   9.938912E-05   4.296205E-06
  11.600   8.543334E-05   3.488003E-06
  11.700   7.361628E-05   2.847048E-06
  11.800   6.348017E-05   2.326448E-06
  11.900   5.483580E-05   1.903330E-06
  12.000   4.741363E-05   1.553453E-06
  12.100   4.101131E-05   1.262484E-06
  12.200   3.548012E-05   1.017618E-06
  12.300   3.069362E-05   8.176272E-07
  12.400   2.654260E-05   6.505549E-07
  12.500   2.295191E-05   5.182647E-07
  12.600   1.984682E-05   4.129620E-07
  12.700   1.716180E-05   3.290550E-07
  12.800   1.484003E-05   2.621965E-07
  12.900   1.283237E-05   2.089226E-07
  13.000   1.109632E-05   1.664730E-07
  13.100   9.595129E-06   1.326485E-07
  13.200   8.297033E-06   1.056965E-07
  13.300   7.174553E-06   8.422074E-08
  13.400   6.261186E-06   6.937766E-08
  13.500   5.479711E-06   5.774392E-08
  13.600   4.795774E-06   4.806101E-08
  13.700   4.197202E-06   4.000179E-08
  13.800   3.673338E-06   3.329401E-08
  13.900   3.214859E-06   2.771103E-08
  14.000   2.813604E-06   2.306425E-08
  14.100   2.462431E-06   1.919667E-08
  14.200   2.155089E-06   1.597764E-08
  14.300   1.886107E-06   1.329839E-08
  14.400   1.650697E-06   1.106842E-08
  14.500   1.444267E-06   9.110615E-09
  14.600   1.263124E-06   7.375183E-09
  14.700   1.104701E-06   5.970324E-09
  14.800   9.661478E-07   4.833069E-09
  14.900   8.449719E-07   3.912443E-09
  15.000   7.389941E-07   3.167183E-09
  15.100   6.463082E-07   2.563883E-09
  15.200   5.652471E-07   2.075503E-09
  15.300   4.943529E-07   1.680151E-09
  15.400   4.323503E-07   1.360108E-09
  15.500   3.781242E-07   1.101028E-09
  15.600   3.306992E-07   8.912994E-10
  15.700   3.000229E-07   8.170758E-10
  15.800   2.734284E-07   7.606361E-10
  15.900   2.491913E-07   7.080949E-10
  16.000   2.271026E-07   6.591831E-10
  16.100   2.069719E-07   6.136498E-10
  16.200   1.886256E-07   5.712618E-10
  16.300   1.719055E-07   5.318017E-10
  16.400   1.566675E-07   4.950674E-10
  16.500   1.427803E-07   4.608705E-10
  16.600   1.301240E-07   4.290357E-10
  16.700   1.185896E-07   3.993999E-10
  16.800   1.091473E-07   3.735697E-10
  16.900   1.038048E-07   3.549413E-10
  17.000   9.872378E-08   3.372418E-10
  17.100   9.389147E-08   3.204250E-10
  17.200   8.929570E-08   3.044467E-10
  17.300   8.492488E-08   2.892652E-10
  17.400   8.076800E-08   2.748407E-10
  17.500   7.681460E-08   2.611356E-10
  17.600   7.305470E-08   2.481138E-10
  17.700   6.947884E-08   2.357414E-10
  17.800   6.607801E-08   2.239860E-10
  17.900   6.284364E-08   2.128167E-10
  18.000   6.018377E-08   2.075695E-10
  18.100   5.830983E-08   2.115230E-10
  18.200   5.649423E-08   2.155517E-10
  18.300   5.473516E-08   2.196572E-10
  18.400   5.303087E-08   2.238409E-10
  18.500   5.137964E-08   2.281042E-10
  18.600   4.977983E-08   2.324488E-10
  18.700   4.822983E-08   2.368761E-10
  18.800   4.672810E-08   2.413877E-10
  18.900   4.527312E-08   2.459853E-10
  19.000   4.386345E-08   2.506704E-10
  19.100   4.249767E-08   2.554448E-10
  19.200   4.114674E-08   2.579343E-10
  19.300   3.975807E-08   2.533444E-10
  19.400   3.841626E-08   2.488362E-10
  19.500   3.711973E-08   2.444083E-10
  19.600   3.586697E-08   2.400591E-10
  19.700   3.465648E-08   2.357873E-10
  19.800   3.348685E-08   2.315916E-10
  19.900   3.235669E-08   2.274705E-10
 Z= 104 A= 280  Rf beta2=-0.13 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.277040E-02   5.329265E-02
   0.100   8.287106E-02   5.316142E-02
   0.200   8.297185E-02   5.303052E-02
   0.300   8.307276E-02   5.289994E-02
   0.400   8.318209E-02   5.275962E-02
   0.500   8.337883E-02   5.251446E-02
   0.600   8.357603E-02   5.227043E-02
   0.700   8.385495E-02   5.195034E-02
   0.800   8.413563E-02   5.163144E-02
   0.900   8.442457E-02   5.131104E-02
   1.000   8.476590E-02   5.096863E-02
   1.100   8.510915E-02   5.062979E-02
   1.200   8.547249E-02   5.033752E-02
   1.300   8.583739E-02   5.004693E-02
   1.400   8.620006E-02   4.977645E-02
   1.500   8.654478E-02   4.960168E-02
   1.600   8.688651E-02   4.943877E-02
   1.700   8.716739E-02   4.943528E-02
   1.800   8.744919E-02   4.943179E-02
   1.900   8.771431E-02   4.946587E-02
   2.000   8.791015E-02   4.964970E-02
   2.100   8.809789E-02   4.985081E-02
   2.200   8.821225E-02   5.019647E-02
   2.300   8.832676E-02   5.054452E-02
   2.400   8.842881E-02   5.091940E-02
   2.500   8.849079E-02   5.137545E-02
   2.600   8.855192E-02   5.183871E-02
   2.700   8.860774E-02   5.232514E-02
   2.800   8.866360E-02   5.281614E-02
   2.900   8.872960E-02   5.329944E-02
   3.000   8.882209E-02   5.375475E-02
   3.100   8.892615E-02   5.419665E-02
   3.200   8.908272E-02   5.456280E-02
   3.300   8.923956E-02   5.493143E-02
   3.400   8.941677E-02   5.526514E-02
   3.500   8.963791E-02   5.551952E-02
   3.600   8.986629E-02   5.575031E-02
   3.700   9.011918E-02   5.589350E-02
   3.800   9.037279E-02   5.603706E-02
   3.900   9.061970E-02   5.615243E-02
   4.000   9.085373E-02   5.621584E-02
   4.100   9.106685E-02   5.627402E-02
   4.200   9.121816E-02   5.631693E-02
   4.300   9.136973E-02   5.635987E-02
   4.400   9.147359E-02   5.641830E-02
   4.500   9.150315E-02   5.650078E-02
   4.600   9.149348E-02   5.660783E-02
   4.700   9.139009E-02   5.677366E-02
   4.800   9.128681E-02   5.693998E-02
   4.900   9.113328E-02   5.714002E-02
   5.000   9.091338E-02   5.738501E-02
   5.100   9.066111E-02   5.763303E-02
   5.200   9.034387E-02   5.788612E-02
   5.300   9.002773E-02   5.814031E-02
   5.400   8.967039E-02   5.835908E-02
   5.500   8.926115E-02   5.852943E-02
   5.600   8.878513E-02   5.860387E-02
   5.700   8.822576E-02   5.854984E-02
   5.800   8.763403E-02   5.844255E-02
   5.900   8.690905E-02   5.813697E-02
   6.000   8.608378E-02   5.769076E-02
   6.100   8.510055E-02   5.703400E-02
   6.200   8.391968E-02   5.613891E-02
   6.300   8.267080E-02   5.516070E-02
   6.400   8.114048E-02   5.387275E-02
   6.500   7.942902E-02   5.240086E-02
   6.600   7.744277E-02   5.066340E-02
   6.700   7.515384E-02   4.865397E-02
   6.800   7.279508E-02   4.659832E-02
   6.900   7.005294E-02   4.422696E-02
   7.000   6.711955E-02   4.172574E-02
   7.100   6.389784E-02   3.902584E-02
   7.200   6.040190E-02   3.615691E-02
   7.300   5.693692E-02   3.337345E-02
   7.400   5.317517E-02   3.042806E-02
   7.500   4.936717E-02   2.752533E-02
   7.600   4.545005E-02   2.462468E-02
   7.700   4.148028E-02   2.177503E-02
   7.800   3.772814E-02   1.916766E-02
   7.900   3.394792E-02   1.663191E-02
   8.000   3.034800E-02   1.430404E-02
   8.100   2.689241E-02   1.215561E-02
   8.200   2.362789E-02   1.020816E-02
   8.300   2.069167E-02   8.533594E-03
   8.400   1.794476E-02   7.036549E-03
   8.500   1.547926E-02   5.757057E-03
   8.600   1.326139E-02   4.663217E-03
   8.700   1.129475E-02   3.743969E-03
   8.800   9.598798E-03   2.996012E-03
   8.900   8.111355E-03   2.376390E-03
   9.000   6.836310E-03   1.876940E-03
   9.100   5.745653E-03   1.475541E-03
   9.200   4.821236E-03   1.156521E-03
   9.300   4.043417E-03   9.055542E-04
   9.400   3.388988E-03   7.078850E-04
   9.500   2.841050E-03   5.532284E-04
   9.600   2.383541E-03   4.325079E-04
   9.700   2.002195E-03   3.383628E-04
   9.800   1.682701E-03   2.647789E-04
   9.900   1.416595E-03   2.073428E-04
  10.000   1.193716E-03   1.623525E-04
  10.100   1.007351E-03   1.270986E-04
  10.200   8.510250E-04   9.938128E-05
  10.300   7.192564E-04   7.766916E-05
  10.400   6.085613E-04   6.057992E-05
  10.500   5.151577E-04   4.718777E-05
  10.600   4.364586E-04   3.670650E-05
  10.700   3.701051E-04   2.854411E-05
  10.800   3.139530E-04   2.219772E-05
  10.900   2.666799E-04   1.729416E-05
  11.000   2.267473E-04   1.350820E-05
  11.100   1.931201E-04   1.060421E-05
  11.200   1.648160E-04   8.384177E-06
  11.300   1.407753E-04   6.648072E-06
  11.400   1.205741E-04   5.324434E-06
  11.500   1.034441E-04   4.289226E-06
  11.600   8.895366E-05   3.481009E-06
  11.700   7.664896E-05   2.838406E-06
  11.800   6.609594E-05   2.317912E-06
  11.900   5.710391E-05   1.895332E-06
  12.000   4.936824E-05   1.546765E-06
  12.100   4.271142E-05   1.256628E-06
  12.200   3.695462E-05   1.013196E-06
  12.300   3.197328E-05   8.144043E-07
  12.400   2.765106E-05   6.475440E-07
  12.500   2.390498E-05   5.153749E-07
  12.600   2.066426E-05   4.103044E-07
  12.700   1.786288E-05   3.266549E-07
  12.800   1.544127E-05   2.600591E-07
  12.900   1.334795E-05   2.070403E-07
  13.000   1.153842E-05   1.648306E-07
  13.100   9.974192E-06   1.312263E-07
  13.200   8.622025E-06   1.044729E-07
  13.300   7.453167E-06   8.317383E-08
  13.400   6.489290E-06   6.820421E-08
  13.500   5.670215E-06   5.675306E-08
  13.600   4.954523E-06   4.722450E-08
  13.700   4.329165E-06   3.929574E-08
  13.800   3.782740E-06   3.269818E-08
  13.900   3.305284E-06   2.720832E-08
  14.000   2.888093E-06   2.264017E-08
  14.100   2.523559E-06   1.883900E-08
  14.200   2.205037E-06   1.567602E-08
  14.300   1.926718E-06   1.304410E-08
  14.400   1.683528E-06   1.085406E-08
  14.500   1.468994E-06   8.955500E-09
  14.600   1.277656E-06   7.244359E-09
  14.700   1.111239E-06   5.860168E-09
  14.800   9.664985E-07   4.740457E-09
  14.900   8.406106E-07   3.834691E-09
  15.000   7.311198E-07   3.101991E-09
  15.100   6.358903E-07   2.509289E-09
  15.200   5.530646E-07   2.029835E-09
  15.300   4.810271E-07   1.641992E-09
  15.400   4.183726E-07   1.328254E-09
  15.500   3.638789E-07   1.074462E-09
  15.600   3.164831E-07   8.691632E-10
  15.700   2.835755E-07   7.857365E-10
  15.800   2.562064E-07   7.326686E-10
  15.900   2.314788E-07   6.831849E-10
  16.000   2.091377E-07   6.370433E-10
  16.100   1.889529E-07   5.940180E-10
  16.200   1.707162E-07   5.538986E-10
  16.300   1.542397E-07   5.164888E-10
  16.400   1.393533E-07   4.816056E-10
  16.500   1.259037E-07   4.490785E-10
  16.600   1.137522E-07   4.187481E-10
  16.700   1.027734E-07   3.904663E-10
  16.800   9.335768E-08   3.649474E-10
  16.900   8.837142E-08   3.472321E-10
  17.000   8.365147E-08   3.303767E-10
  17.100   7.918362E-08   3.143395E-10
  17.200   7.495440E-08   2.990808E-10
  17.300   7.095106E-08   2.845628E-10
  17.400   6.716155E-08   2.707495E-10
  17.500   6.357443E-08   2.576068E-10
  17.600   6.017890E-08   2.451020E-10
  17.700   5.696473E-08   2.332042E-10
  17.800   5.392222E-08   2.218840E-10
  17.900   5.104222E-08   2.111133E-10
  18.000   4.863660E-08   2.043583E-10
  18.100   4.726298E-08   2.082057E-10
  18.200   4.592816E-08   2.121256E-10
  18.300   4.463104E-08   2.161193E-10
  18.400   4.337055E-08   2.201882E-10
  18.500   4.214566E-08   2.243336E-10
  18.600   4.095536E-08   2.285572E-10
  18.700   3.979868E-08   2.328602E-10
  18.800   3.867467E-08   2.372442E-10
  18.900   3.758240E-08   2.417108E-10
  19.000   3.652099E-08   2.462615E-10
  19.100   3.548954E-08   2.508979E-10
  19.200   3.447321E-08   2.545213E-10
  19.300   3.338626E-08   2.501579E-10
  19.400   3.233358E-08   2.458693E-10
  19.500   3.131409E-08   2.416543E-10
  19.600   3.032675E-08   2.375115E-10
  19.700   2.937054E-08   2.334397E-10
  19.800   2.844448E-08   2.294377E-10
  19.900   2.754761E-08   2.255044E-10
 Z= 104 A= 281  Rf beta2=-0.13 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.464471E-02   5.319882E-02
   0.100   8.468022E-02   5.306470E-02
   0.200   8.471575E-02   5.293092E-02
   0.300   8.475129E-02   5.279747E-02
   0.400   8.479039E-02   5.265502E-02
   0.500   8.487036E-02   5.240589E-02
   0.600   8.495040E-02   5.215795E-02
   0.700   8.508667E-02   5.183286E-02
   0.800   8.522431E-02   5.150822E-02
   0.900   8.536890E-02   5.118266E-02
   1.000   8.556822E-02   5.083543E-02
   1.100   8.576849E-02   5.049104E-02
   1.200   8.601738E-02   5.019561E-02
   1.300   8.626700E-02   4.990191E-02
   1.400   8.652014E-02   4.962628E-02
   1.500   8.679109E-02   4.945135E-02
   1.600   8.706205E-02   4.928396E-02
   1.700   8.731375E-02   4.928291E-02
   1.800   8.756618E-02   4.928187E-02
   1.900   8.781076E-02   4.931319E-02
   2.000   8.801429E-02   4.950188E-02
   2.100   8.821393E-02   4.970252E-02
   2.200   8.835594E-02   5.005415E-02
   2.300   8.849819E-02   5.040826E-02
   2.400   8.863092E-02   5.078529E-02
   2.500   8.872513E-02   5.124693E-02
   2.600   8.881790E-02   5.171485E-02
   2.700   8.889697E-02   5.220589E-02
   2.800   8.897610E-02   5.270160E-02
   2.900   8.906006E-02   5.319114E-02
   3.000   8.915998E-02   5.364871E-02
   3.100   8.926639E-02   5.409741E-02
   3.200   8.941572E-02   5.446348E-02
   3.300   8.956530E-02   5.483204E-02
   3.400   8.972906E-02   5.517156E-02
   3.500   8.993264E-02   5.542349E-02
   3.600   9.014101E-02   5.565818E-02
   3.700   9.037269E-02   5.579698E-02
   3.800   9.060496E-02   5.593613E-02
   3.900   9.083233E-02   5.605188E-02
   4.000   9.104686E-02   5.610993E-02
   4.100   9.124724E-02   5.616401E-02
   4.200   9.138546E-02   5.620094E-02
   4.300   9.152389E-02   5.623790E-02
   4.400   9.162472E-02   5.628743E-02
   4.500   9.164568E-02   5.636359E-02
   4.600   9.163763E-02   5.645829E-02
   4.700   9.152743E-02   5.661824E-02
   4.800   9.141736E-02   5.677865E-02
   4.900   9.126560E-02   5.696643E-02
   5.000   9.103691E-02   5.720481E-02
   5.100   9.078287E-02   5.744583E-02
   5.200   9.045243E-02   5.769284E-02
   5.300   9.012320E-02   5.794091E-02
   5.400   8.975953E-02   5.816036E-02
   5.500   8.933970E-02   5.833225E-02
   5.600   8.884699E-02   5.840144E-02
   5.700   8.827998E-02   5.835645E-02
   5.800   8.768133E-02   5.825885E-02
   5.900   8.694248E-02   5.795182E-02
   6.000   8.612367E-02   5.752861E-02
   6.100   8.512947E-02   5.687035E-02
   6.200   8.396237E-02   5.599988E-02
   6.300   8.272729E-02   5.504302E-02
   6.400   8.119749E-02   5.375913E-02
   6.500   7.952474E-02   5.232691E-02
   6.600   7.754231E-02   5.059168E-02
   6.700   7.529633E-02   4.861934E-02
   6.800   7.297540E-02   4.659366E-02
   6.900   7.024745E-02   4.422759E-02
   7.000   6.737773E-02   4.177365E-02
   7.100   6.416659E-02   3.907354E-02
   7.200   6.072499E-02   3.624064E-02
   7.300   5.730115E-02   3.348232E-02
   7.400   5.354844E-02   3.053583E-02
   7.500   4.979565E-02   2.766598E-02
   7.600   4.587515E-02   2.475635E-02
   7.700   4.193640E-02   2.192372E-02
   7.800   3.819869E-02   1.932232E-02
   7.900   3.440565E-02   1.677264E-02
   8.000   3.082142E-02   1.445217E-02
   8.100   2.733970E-02   1.228587E-02
   8.200   2.406783E-02   1.033381E-02
   8.300   2.111347E-02   8.649392E-03
   8.400   1.833539E-02   7.135715E-03
   8.500   1.585042E-02   5.847974E-03
   8.600   1.359740E-02   4.738544E-03
   8.700   1.160402E-02   3.809099E-03
   8.800   9.879160E-03   3.050741E-03
   8.900   8.360872E-03   2.420611E-03
   9.000   7.059894E-03   1.913534E-03
   9.100   5.942477E-03   1.504444E-03
   9.200   4.994683E-03   1.179607E-03
   9.300   4.195280E-03   9.237611E-04
   9.400   3.521612E-03   7.220772E-04
   9.500   2.956460E-03   5.642435E-04
   9.600   2.484082E-03   4.410332E-04
   9.700   2.089478E-03   3.449271E-04
   9.800   1.758453E-03   2.698358E-04
   9.900   1.482638E-03   2.112336E-04
  10.000   1.251087E-03   1.653566E-04
  10.100   1.057427E-03   1.294048E-04
  10.200   8.946701E-04   1.011654E-04
  10.300   7.573244E-04   7.905062E-05
  10.400   6.418598E-04   6.163911E-05
  10.500   5.442527E-04   4.800701E-05
  10.600   4.619486E-04   3.733137E-05
  10.700   3.924126E-04   2.901899E-05
  10.800   3.334697E-04   2.255375E-05
  10.900   2.837999E-04   1.756200E-05
  11.000   2.417185E-04   1.370112E-05
  11.100   2.062732E-04   1.074822E-05
  11.200   1.763407E-04   8.485028E-06
  11.300   1.508764E-04   6.717941E-06
  11.400   1.294638E-04   5.375029E-06
  11.500   1.112386E-04   4.321996E-06
  11.600   9.583345E-05   3.504602E-06
  11.700   8.271089E-05   2.854120E-06
  11.800   7.144450E-05   2.328980E-06
  11.900   6.183781E-05   1.903340E-06
  12.000   5.355682E-05   1.553358E-06
  12.100   4.642635E-05   1.261465E-06
  12.200   4.025111E-05   1.017591E-06
  12.300   3.489947E-05   8.183215E-07
  12.400   3.024932E-05   6.505279E-07
  12.500   2.621144E-05   5.172409E-07
  12.600   2.270962E-05   4.113451E-07
  12.700   1.967564E-05   3.271295E-07
  12.800   1.704699E-05   2.601556E-07
  12.900   1.476953E-05   2.068934E-07
  13.000   1.279633E-05   1.645356E-07
  13.100   1.108676E-05   1.308499E-07
  13.200   9.605575E-06   1.040607E-07
  13.300   8.322280E-06   8.275615E-08
  13.400   7.247868E-06   6.754521E-08
  13.500   6.336370E-06   5.619878E-08
  13.600   5.539502E-06   4.675836E-08
  13.700   4.842850E-06   3.890376E-08
  13.800   4.233809E-06   3.236860E-08
  13.900   3.701362E-06   2.693123E-08
  14.000   3.235875E-06   2.240725E-08
  14.100   2.828929E-06   1.864322E-08
  14.200   2.473160E-06   1.551148E-08
  14.300   2.162134E-06   1.290582E-08
