 Z= 104 A= 230  Rf beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  17.400   9.795701E-07   1.667732E-10
  17.500   9.158675E-07   1.668391E-10
  17.600   8.726532E-07   1.640378E-10
  17.700   8.314780E-07   1.612835E-10
  17.800   7.922456E-07   1.585754E-10
  17.900   7.548644E-07   1.559128E-10
  18.000   7.192469E-07   1.532949E-10
  18.100   6.853100E-07   1.507209E-10
  18.200   6.529744E-07   1.481902E-10
  18.300   6.221645E-07   1.457020E-10
  18.400   5.928083E-07   1.432555E-10
  18.500   5.648373E-07   1.408502E-10
  18.600   5.381860E-07   1.384852E-10
  18.700   5.206859E-07   1.370621E-10
  18.800   5.185127E-07   1.373577E-10
  18.900   5.163485E-07   1.376540E-10
  19.000   5.141934E-07   1.379509E-10
  19.100   5.120473E-07   1.382484E-10
  19.200   5.099101E-07   1.385466E-10
  19.300   5.077818E-07   1.388454E-10
  19.400   5.056624E-07   1.391448E-10
  19.500   5.035519E-07   1.394449E-10
  19.600   5.014502E-07   1.397457E-10
  19.700   4.993572E-07   1.400471E-10
  19.800   4.972730E-07   1.403491E-10
  19.900   4.951975E-07   1.406518E-10
 Z= 104 A= 342  Rf beta2= 0.19 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.023373E-02   4.391753E-02
   0.100   9.008486E-02   4.378103E-02
   0.200   8.993624E-02   4.364495E-02
   0.300   8.978786E-02   4.350929E-02
   0.400   8.963973E-02   4.337406E-02
   0.500   8.941551E-02   4.315718E-02
   0.600   8.916197E-02   4.290935E-02
   0.700   8.889957E-02   4.263395E-02
   0.800   8.862494E-02   4.232105E-02
   0.900   8.835115E-02   4.201045E-02
   1.000   8.809717E-02   4.169849E-02
   1.100   8.789046E-02   4.137997E-02
   1.200   8.768424E-02   4.106389E-02
   1.300   8.762430E-02   4.080857E-02
   1.400   8.756529E-02   4.055519E-02
   1.500   8.750631E-02   4.030338E-02
   1.600   8.759975E-02   4.015427E-02
   1.700   8.771836E-02   4.002228E-02
   1.800   8.792294E-02   3.998246E-02
   1.900   8.819429E-02   4.001339E-02
   2.000   8.846648E-02   4.004435E-02
   2.100   8.877581E-02   4.014742E-02
   2.200   8.913453E-02   4.034677E-02
   2.300   8.949400E-02   4.056472E-02
   2.400   8.985037E-02   4.089752E-02
   2.500   9.020815E-02   4.123305E-02
   2.600   9.056729E-02   4.157141E-02
   2.700   9.085906E-02   4.198444E-02
   2.800   9.115176E-02   4.240158E-02
   2.900   9.137797E-02   4.282127E-02
   3.000   9.157661E-02   4.324444E-02
   3.100   9.177567E-02   4.367180E-02
   3.200   9.193046E-02   4.407001E-02
   3.300   9.205201E-02   4.444667E-02
   3.400   9.216559E-02   4.480032E-02
   3.500   9.225802E-02   4.508785E-02
   3.600   9.235054E-02   4.537723E-02
   3.700   9.244632E-02   4.565381E-02
   3.800   9.256133E-02   4.584304E-02
   3.900   9.267648E-02   4.603305E-02
   4.000   9.284057E-02   4.615103E-02
   4.100   9.301370E-02   4.625624E-02
   4.200   9.318716E-02   4.636169E-02
   4.300   9.340041E-02   4.643359E-02
   4.400   9.363007E-02   4.649198E-02
   4.500   9.386514E-02   4.655568E-02
   4.600   9.410756E-02   4.662677E-02
   4.700   9.435060E-02   4.669796E-02
   4.800   9.458069E-02   4.678737E-02
   4.900   9.477706E-02   4.692274E-02
   5.000   9.497383E-02   4.705850E-02
   5.100   9.506204E-02   4.728315E-02
   5.200   9.514911E-02   4.750986E-02
   5.300   9.523627E-02   4.773765E-02
   5.400   9.520021E-02   4.801860E-02
   5.500   9.514311E-02   4.831015E-02
   5.600   9.499420E-02   4.858658E-02
   5.700   9.477352E-02   4.885124E-02
   5.800   9.455336E-02   4.911734E-02
   5.900   9.426889E-02   4.933571E-02
   6.000   9.389791E-02   4.948830E-02
   6.100   9.342944E-02   4.953114E-02
   6.200   9.287303E-02   4.945965E-02
   6.300   9.227118E-02   4.932564E-02
   6.400   9.152968E-02   4.900223E-02
   6.500   9.070835E-02   4.856924E-02
   6.600   8.971967E-02   4.792274E-02
   6.700   8.858029E-02   4.709389E-02
   6.800   8.736673E-02   4.617543E-02
   6.900   8.590892E-02   4.498844E-02
   7.000   8.432252E-02   4.367424E-02
   7.100   8.246620E-02   4.210295E-02
   7.200   8.038824E-02   4.034480E-02
   7.300   7.822078E-02   3.853138E-02
   7.400   7.571803E-02   3.646171E-02
   7.500   7.307906E-02   3.432608E-02
   7.600   7.012674E-02   3.199907E-02
   7.700   6.696588E-02   2.958608E-02
   7.800   6.377480E-02   2.723114E-02
   7.900   6.029348E-02   2.476015E-02
   8.000   5.677464E-02   2.236409E-02
   8.100   5.306138E-02   1.994985E-02
   8.200   4.929668E-02   1.761951E-02
   8.300   4.564897E-02   1.547587E-02
   8.400   4.191949E-02   1.340137E-02
   8.500   3.832752E-02   1.151848E-02
   8.600   3.477051E-02   9.764703E-03
   8.700   3.136242E-02   8.192439E-03
   8.800   2.819905E-02   6.834217E-03
   8.900   2.516790E-02   5.621970E-03
   9.000   2.238187E-02   4.592488E-03
   9.100   1.978156E-02   3.705471E-03
   9.200   1.741459E-02   2.964437E-03
   9.300   1.529807E-02   2.360597E-03
   9.400   1.337864E-02   1.860663E-03
   9.500   1.167923E-02   1.459816E-03
   9.600   1.016563E-02   1.136753E-03
   9.700   8.837048E-03   8.815191E-04
   9.800   7.677086E-03   6.820715E-04
   9.900   6.664441E-03   5.257412E-04
  10.000   5.785478E-03   4.047481E-04
  10.100   5.023483E-03   3.110050E-04
  10.200   4.365322E-03   2.388576E-04
  10.300   3.795154E-03   1.834054E-04
  10.400   3.304302E-03   1.407522E-04
  10.500   2.879601E-03   1.079950E-04
  10.600   2.513052E-03   8.274217E-05
  10.700   2.196093E-03   6.330225E-05
  10.800   1.920550E-03   4.839088E-05
  10.900   1.682405E-03   3.687743E-05
  11.000   1.475163E-03   2.805554E-05
  11.100   1.295097E-03   2.126383E-05
  11.200   1.138356E-03   1.608283E-05
  11.300   1.001249E-03   1.215081E-05
  11.400   8.819507E-04   9.170003E-06
  11.500   7.775250E-04   6.924520E-06
  11.600   6.863296E-04   5.242303E-06
  11.700   6.065307E-04   3.989037E-06
  11.800   5.363573E-04   3.044271E-06
  11.900   4.750482E-04   2.347392E-06
  12.000   4.211053E-04   1.821538E-06
  12.100   3.737691E-04   1.429148E-06
  12.200   3.321011E-04   1.129767E-06
  12.300   2.952498E-04   8.967886E-07
  12.400   2.628212E-04   7.158663E-07
  12.500   2.341033E-04   5.718358E-07
  12.600   2.086753E-04   4.551507E-07
  12.700   1.861074E-04   3.595442E-07
  12.800   1.660291E-04   2.827969E-07
  12.900   1.481840E-04   2.187496E-07
  13.000   1.322654E-04   1.652159E-07
  13.100   1.180589E-04   1.231042E-07
  13.200   1.053783E-04   9.172633E-08
  13.300   9.405974E-05   6.834632E-08
  13.400   8.395689E-05   5.092561E-08
  13.500   7.493917E-05   3.794524E-08
  13.600   6.689003E-05   2.827342E-08
  13.700   5.970545E-05   2.106685E-08
  13.800   5.329255E-05   1.569714E-08
  13.900   4.756992E-05   1.206193E-08
  14.000   4.246619E-05   1.027523E-08
  14.100   3.791003E-05   8.753179E-09
  14.200   3.384269E-05   7.456589E-09
  14.300   3.021174E-05   6.352061E-09
  14.400   2.697035E-05   5.411143E-09
  14.500   2.407672E-05   4.609602E-09
  14.600   2.149355E-05   3.926792E-09
  14.700   1.918753E-05   3.345125E-09
  14.800   1.712892E-05   2.849618E-09
  14.900   1.529117E-05   2.427511E-09
  15.000   1.365059E-05   2.067929E-09
  15.100   1.220006E-05   1.704076E-09
  15.200   1.091754E-05   1.353641E-09
  15.300   9.769844E-06   1.075271E-09
  15.400   8.742797E-06   8.541469E-10
  15.500   7.823717E-06   6.784957E-10
  15.600   7.001256E-06   5.389663E-10
  15.700   6.265254E-06   4.281305E-10
  15.800   5.606625E-06   3.400875E-10
  15.900   5.017233E-06   2.701501E-10
  16.000   4.489800E-06   2.145951E-10
  16.100   4.017814E-06   1.704646E-10
  16.200   3.595444E-06   1.354094E-10
  16.300   3.250494E-06   1.244578E-10
  16.400   2.961545E-06   1.278156E-10
  16.500   2.698282E-06   1.312640E-10
  16.600   2.458422E-06   1.348054E-10
  16.700   2.239884E-06   1.384423E-10
  16.800   2.040772E-06   1.421774E-10
  16.900   1.859360E-06   1.460133E-10
  17.000   1.694075E-06   1.499526E-10
  17.100   1.543482E-06   1.539982E-10
  17.200   1.406276E-06   1.581530E-10
  17.300   1.281267E-06   1.624199E-10
  17.400   1.167371E-06   1.668019E-10
  17.500   1.086378E-06   1.676061E-10
  17.600   1.032138E-06   1.648659E-10
  17.700   9.806055E-07   1.621705E-10
  17.800   9.316463E-07   1.595191E-10
  17.900   8.851315E-07   1.569111E-10
  18.000   8.409391E-07   1.543457E-10
  18.100   7.989531E-07   1.518223E-10
  18.200   7.590634E-07   1.493401E-10
  18.300   7.211653E-07   1.468985E-10
  18.400   6.851593E-07   1.444968E-10
  18.500   6.509510E-07   1.421344E-10
  18.600   6.184506E-07   1.398106E-10
  18.700   5.927861E-07   1.381326E-10
  18.800   5.843041E-07   1.383937E-10
  18.900   5.759435E-07   1.386554E-10
  19.000   5.677026E-07   1.389175E-10
  19.100   5.595795E-07   1.391801E-10
  19.200   5.515727E-07   1.394433E-10
  19.300   5.436805E-07   1.397069E-10
  19.400   5.359012E-07   1.399710E-10
  19.500   5.282332E-07   1.402356E-10
  19.600   5.206749E-07   1.405007E-10
  19.700   5.132247E-07   1.407664E-10
  19.800   5.058812E-07   1.410325E-10
  19.900   4.986427E-07   1.412991E-10
 Z= 104 A= 343  Rf beta2=-0.16 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.051771E-02   4.407883E-02
   0.100   9.039436E-02   4.394056E-02
   0.200   9.027119E-02   4.380273E-02
   0.300   9.014818E-02   4.366533E-02
   0.400   9.002535E-02   4.352837E-02
   0.500   8.983876E-02   4.330932E-02
   0.600   8.962678E-02   4.305822E-02
   0.700   8.940681E-02   4.277979E-02
   0.800   8.917545E-02   4.246287E-02
   0.900   8.894470E-02   4.214829E-02
   1.000   8.872926E-02   4.183267E-02
   1.100   8.855289E-02   4.151060E-02
   1.200   8.837687E-02   4.119100E-02
   1.300   8.832341E-02   4.093172E-02
   1.400   8.827274E-02   4.067536E-02
   1.500   8.822210E-02   4.042061E-02
   1.600   8.830165E-02   4.026714E-02
   1.700   8.840612E-02   4.013320E-02
   1.800   8.858459E-02   4.008787E-02
   1.900   8.882604E-02   4.011717E-02
   2.000   8.906815E-02   4.014649E-02
   2.100   8.934326E-02   4.024311E-02
   2.200   8.966731E-02   4.044009E-02
   2.300   8.999256E-02   4.065182E-02
   2.400   9.031922E-02   4.098183E-02
   2.500   9.064708E-02   4.131451E-02
   2.600   9.097612E-02   4.164989E-02
   2.700   9.125074E-02   4.205608E-02
   2.800   9.152428E-02   4.246857E-02
   2.900   9.174131E-02   4.288259E-02
   3.000   9.193045E-02   4.329938E-02
   3.100   9.211998E-02   4.372022E-02
   3.200   9.226971E-02   4.411374E-02
   3.300   9.238414E-02   4.448282E-02
   3.400   9.249113E-02   4.483288E-02
   3.500   9.257326E-02   4.511240E-02
   3.600   9.265546E-02   4.539366E-02
   3.700   9.273903E-02   4.566695E-02
   3.800   9.283519E-02   4.584766E-02
   3.900   9.293145E-02   4.602908E-02
   4.000   9.306707E-02   4.614350E-02
   4.100   9.321292E-02   4.624093E-02
   4.200   9.335899E-02   4.633856E-02
   4.300   9.353934E-02   4.640547E-02
   4.400   9.373778E-02   4.645639E-02
   4.500   9.394208E-02   4.651224E-02
   4.600   9.415652E-02   4.657687E-02
   4.700   9.437145E-02   4.664159E-02
   4.800   9.457786E-02   4.672071E-02
   4.900   9.475309E-02   4.685023E-02
   5.000   9.492864E-02   4.698011E-02
   5.100   9.501200E-02   4.719236E-02
   5.200   9.508781E-02   4.741234E-02
   5.300   9.516368E-02   4.763335E-02
   5.400   9.513076E-02   4.790249E-02
   5.500   9.506808E-02   4.818613E-02
   5.600   9.492605E-02   4.845658E-02
   5.700   9.470115E-02   4.871288E-02
   5.800   9.447678E-02   4.897054E-02
   5.900   9.419865E-02   4.918931E-02
   6.000   9.382047E-02   4.933373E-02
   6.100   9.335078E-02   4.937726E-02
   6.200   9.279395E-02   4.931058E-02
   6.300   9.218064E-02   4.916831E-02
   6.400   9.143608E-02   4.885363E-02
   6.500   9.060729E-02   4.842587E-02
   6.600   8.961365E-02   4.778629E-02
   6.700   8.847742E-02   4.697395E-02
   6.800   8.724794E-02   4.605001E-02
   6.900   8.579714E-02   4.488330E-02
   7.000   8.421338E-02   4.358163E-02
   7.100   8.236553E-02   4.202513E-02
   7.200   8.031108E-02   4.029269E-02
   7.300   7.813787E-02   3.847630E-02
   7.400   7.566730E-02   3.643402E-02
   7.500   7.304991E-02   3.431425E-02
   7.600   7.012901E-02   3.200595E-02
   7.700   6.701521E-02   2.961986E-02
   7.800   6.383223E-02   2.726122E-02
   7.900   6.039971E-02   2.481339E-02
   8.000   5.691461E-02   2.242744E-02
   8.100   5.324040E-02   2.002448E-02
   8.200   4.952378E-02   1.770917E-02
   8.300   4.588611E-02   1.555739E-02
   8.400   4.219598E-02   1.349138E-02
   8.500   3.862574E-02   1.160757E-02
   8.600   3.509032E-02   9.852821E-03
   8.700   3.170555E-02   8.280303E-03
   8.800   2.853979E-02   6.910797E-03
   8.900   2.551902E-02   5.694808E-03
   9.000   2.273060E-02   4.657474E-03
   9.100   2.012818E-02   3.763429E-03
   9.200   1.775648E-02   3.016102E-03
   9.300   1.562399E-02   2.403568E-03
   9.400   1.369330E-02   1.897568E-03
   9.500   1.197649E-02   1.490400E-03
   9.600   1.044710E-02   1.162064E-03
   9.700   9.101732E-03   9.023043E-04
   9.800   7.923292E-03   6.986677E-04
   9.900   6.893043E-03   5.390743E-04
  10.000   5.995956E-03   4.152405E-04
  10.100   5.217822E-03   3.193168E-04
  10.200   4.543901E-03   2.453918E-04
  10.300   3.959079E-03   1.885020E-04
  10.400   3.454166E-03   1.447245E-04
  10.500   3.016200E-03   1.110637E-04
  10.600   2.638092E-03   8.513628E-05
  10.700   2.310239E-03   6.516907E-05
  10.800   2.024854E-03   4.983279E-05
  10.900   1.777476E-03   3.799911E-05
  11.000   1.561633E-03   2.891799E-05
  11.100   1.374146E-03   2.193450E-05
  11.200   1.210443E-03   1.660310E-05
  11.300   1.066998E-03   1.254995E-05
  11.400   9.418466E-04   9.476269E-06
  11.500   8.320231E-04   7.156642E-06
  11.600   7.360317E-04   5.419553E-06
  11.700   6.517910E-04   4.122541E-06
  11.800   5.776048E-04   3.146381E-06
  11.900   5.125531E-04   2.423578E-06
  12.000   4.551760E-04   1.878365E-06
  12.100   4.047739E-04   1.472139E-06
  12.200   3.602850E-04   1.162052E-06
  12.300   3.208861E-04   9.217058E-07
  12.400   2.860988E-04   7.348531E-07
  12.500   2.552268E-04   5.864777E-07
  12.600   2.278741E-04   4.667884E-07
  12.700   2.035445E-04   3.690311E-07
  12.800   1.818663E-04   2.902581E-07
  12.900   1.625619E-04   2.249334E-07
  13.000   1.453049E-04   1.704800E-07
  13.100   1.298708E-04   1.271287E-07
  13.200   1.160761E-04   9.480128E-08
  13.300   1.037467E-04   7.069434E-08
  13.400   9.272690E-05   5.271754E-08
  13.500   8.287759E-05   3.931204E-08
  13.600   7.407446E-05   2.931541E-08
  13.700   6.620639E-05   2.186082E-08
  13.800   5.917405E-05   1.630185E-08
  13.900   5.288617E-05   1.239510E-08
  14.000   4.725356E-05   1.054063E-08
  14.100   4.222084E-05   8.963611E-09
  14.200   3.772414E-05   7.622534E-09
  14.300   3.370635E-05   6.482101E-09
  14.400   3.011647E-05   5.512292E-09
  14.500   2.690894E-05   4.687580E-09
  14.600   2.404302E-05   3.986255E-09
  14.700   2.148233E-05   3.389858E-09
  14.800   1.919437E-05   2.882690E-09
  14.900   1.715008E-05   2.451401E-09
  15.000   1.532352E-05   2.084638E-09
  15.100   1.370958E-05   1.724335E-09
  15.200   1.229118E-05   1.365352E-09
  15.300   1.101953E-05   1.081104E-09
  15.400   9.879446E-06   8.560325E-10
  15.500   8.857315E-06   6.778180E-10
  15.600   7.940934E-06   5.367054E-10
  15.700   7.119363E-06   4.249705E-10
  15.800   6.382791E-06   3.364974E-10
  15.900   5.722425E-06   2.664431E-10
  16.000   5.130381E-06   2.109733E-10
  16.100   4.599590E-06   1.670515E-10
  16.200   4.123715E-06   1.322736E-10
  16.300   3.732564E-06   1.185235E-10
  16.400   3.414523E-06   1.218251E-10
  16.500   3.123582E-06   1.252186E-10
  16.600   2.857431E-06   1.287067E-10
  16.700   2.613958E-06   1.322919E-10
  16.800   2.391231E-06   1.359770E-10
  16.900   2.187481E-06   1.397647E-10
  17.000   2.001092E-06   1.436580E-10
  17.100   1.830585E-06   1.476597E-10
  17.200   1.674607E-06   1.517729E-10
  17.300   1.531919E-06   1.560006E-10
  17.400   1.401389E-06   1.603461E-10
  17.500   1.302353E-06   1.618607E-10
  17.600   1.238442E-06   1.591430E-10
  17.700   1.177667E-06   1.564709E-10
  17.800   1.119874E-06   1.538437E-10
  17.900   1.064917E-06   1.512606E-10
  18.000   1.012658E-06   1.487209E-10
  18.100   9.629627E-07   1.462239E-10
  18.200   9.157065E-07   1.437687E-10
  18.300   8.707692E-07   1.413548E-10
  18.400   8.280372E-07   1.389814E-10
  18.500   7.874022E-07   1.366479E-10
  18.600   7.487614E-07   1.343535E-10
  18.700   7.151441E-07   1.324369E-10
  18.800   7.024886E-07   1.327101E-10
  18.900   6.900571E-07   1.329840E-10
  19.000   6.778456E-07   1.332584E-10
  19.100   6.658501E-07   1.335334E-10
  19.200   6.540670E-07   1.338090E-10
  19.300   6.424923E-07   1.340851E-10
  19.400   6.311225E-07   1.343618E-10
  19.500   6.199539E-07   1.346390E-10
  19.600   6.089830E-07   1.349169E-10
  19.700   5.982061E-07   1.351953E-10
  19.800   5.876200E-07   1.354743E-10
  19.900   5.772213E-07   1.357538E-10
 Z= 104 A= 344  Rf beta2= 0.16 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   9.047754E-02   4.391740E-02
   0.100   9.034923E-02   4.377963E-02
   0.200   9.022111E-02   4.364229E-02
   0.300   9.009316E-02   4.350538E-02
   0.400   8.996540E-02   4.336891E-02
   0.500   8.977253E-02   4.315182E-02
   0.600   8.955309E-02   4.290245E-02
   0.700   8.932599E-02   4.262629E-02
   0.800   8.908750E-02   4.231093E-02
   0.900   8.884965E-02   4.199791E-02
   1.000   8.862752E-02   4.168424E-02
   1.100   8.844789E-02   4.136474E-02
   1.200   8.826863E-02   4.104768E-02
   1.300   8.821571E-02   4.078983E-02
   1.400   8.816766E-02   4.053576E-02
   1.500   8.811964E-02   4.028328E-02
   1.600   8.820357E-02   4.012976E-02
   1.700   8.831659E-02   3.999815E-02
   1.800   8.850216E-02   3.995084E-02
   1.900   8.875542E-02   3.998138E-02
   2.000   8.900940E-02   4.001195E-02
   2.100   8.929436E-02   4.010536E-02
   2.200   8.963039E-02   4.030327E-02
   2.300   8.996758E-02   4.051193E-02
   2.400   9.030485E-02   4.084142E-02
   2.500   9.064338E-02   4.117359E-02
   2.600   9.098319E-02   4.150847E-02
   2.700   9.126629E-02   4.191178E-02
   2.800   9.154610E-02   4.232378E-02
   2.900   9.177013E-02   4.273704E-02
   3.000   9.196181E-02   4.315269E-02
   3.100   9.215389E-02   4.357239E-02
   3.200   9.230879E-02   4.396722E-02
   3.300   9.242481E-02   4.433526E-02
   3.400   9.253491E-02   4.468855E-02
   3.500   9.261916E-02   4.496763E-02
   3.600   9.270348E-02   4.524846E-02
   3.700   9.278865E-02   4.552634E-02
   3.800   9.288989E-02   4.570808E-02
   3.900   9.299124E-02   4.589054E-02
   4.000   9.313236E-02   4.601134E-02
   4.100   9.328722E-02   4.611117E-02
   4.200   9.344235E-02   4.621122E-02
   4.300   9.363033E-02   4.628399E-02
   4.400   9.384022E-02   4.633874E-02
   4.500   9.405511E-02   4.639781E-02
   4.600   9.428098E-02   4.646680E-02
   4.700   9.450739E-02   4.653589E-02
   4.800   9.472756E-02   4.661549E-02
   4.900   9.491252E-02   4.675002E-02
   5.000   9.509784E-02   4.688494E-02
   5.100   9.519335E-02   4.709591E-02
   5.200   9.527415E-02   4.732031E-02
   5.300   9.535502E-02   4.754577E-02
   5.400   9.533377E-02   4.781449E-02
   5.500   9.527204E-02   4.810156E-02
   5.600   9.514105E-02   4.837631E-02
   5.700   9.491321E-02   4.863281E-02
   5.800   9.468591E-02   4.889067E-02
   5.900   9.441613E-02   4.911811E-02
   6.000   9.403299E-02   4.926165E-02
