 Z= 102 A= 226  No beta2= 0.07 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   4.100   8.428748E-02   6.589294E-02
   4.200   8.412862E-02   6.593276E-02
   4.300   8.391504E-02   6.601085E-02
   4.400   8.370200E-02   6.608903E-02
   4.500   8.344812E-02   6.621826E-02
   4.600   8.317992E-02   6.636644E-02
   4.700   8.287835E-02   6.653761E-02
   4.800   8.257044E-02   6.671418E-02
   4.900   8.225256E-02   6.688266E-02
   5.000   8.189424E-02   6.701928E-02
   5.100   8.148055E-02   6.708489E-02
   5.200   8.099588E-02   6.705573E-02
   5.300   8.047028E-02   6.696929E-02
   5.400   7.980449E-02   6.670110E-02
   5.500   7.904797E-02   6.631580E-02
   5.600   7.809519E-02   6.569514E-02
   5.700   7.695722E-02   6.486341E-02
   5.800   7.571883E-02   6.391346E-02
   5.900   7.417868E-02   6.264130E-02
   6.000   7.247703E-02   6.119750E-02
   6.100   7.043974E-02   5.941722E-02
   6.200   6.813646E-02   5.737893E-02
   6.300   6.572130E-02   5.523185E-02
   6.400   6.291854E-02   5.272497E-02
   6.500   5.997032E-02   5.008940E-02
   6.600   5.668008E-02   4.715075E-02
   6.700   5.318815E-02   4.404333E-02
   6.800   4.969778E-02   4.095118E-02
   6.900   4.594325E-02   3.764347E-02
   7.000   4.221647E-02   3.438064E-02
   7.100   3.836062E-02   3.102995E-02
   7.200   3.454692E-02   2.774039E-02
   7.300   3.094719E-02   2.465916E-02
   7.400   2.737728E-02   2.163070E-02
   7.500   2.405559E-02   1.883910E-02
   7.600   2.088539E-02   1.620028E-02
   7.700   1.797177E-02   1.380044E-02
   7.800   1.538299E-02   1.169072E-02
   7.900   1.301625E-02   9.784449E-03
   8.000   1.095057E-02   8.139939E-03
   8.100   9.125181E-03   6.704815E-03
   8.200   7.556587E-03   5.487304E-03
   8.300   6.234733E-03   4.474029E-03
   8.400   5.109036E-03   3.623055E-03
   8.500   4.174890E-03   2.926020E-03
   8.600   3.397697E-03   2.354311E-03
   8.700   2.760238E-03   1.891659E-03
   8.800   2.240151E-03   1.518776E-03
   8.900   1.816475E-03   1.219118E-03
   9.000   1.473284E-03   9.792319E-04
   9.100   1.195665E-03   7.875852E-04
   9.200   9.711408E-04   6.342660E-04
   9.300   7.891737E-04   5.111972E-04
   9.400   6.419720E-04   4.126422E-04
   9.500   5.225865E-04   3.333921E-04
   9.600   4.256369E-04   2.696173E-04
   9.700   3.466877E-04   2.181141E-04
   9.800   2.823869E-04   1.764821E-04
   9.900   2.299004E-04   1.428247E-04
  10.000   1.871653E-04   1.156448E-04
  10.100   1.523389E-04   9.371981E-05
  10.200   1.240084E-04   7.606692E-05
  10.300   1.009567E-04   6.179823E-05
  10.400   8.227621E-05   5.038542E-05
  10.500   6.713528E-05   4.119620E-05
  10.600   5.491841E-05   3.387237E-05
  10.700   4.504043E-05   2.799287E-05
  10.800   3.699714E-05   2.320512E-05
  10.900   3.050981E-05   1.937410E-05
  11.000   2.521883E-05   1.624015E-05
  11.100   2.091663E-05   1.369270E-05
  11.200   1.737949E-05   1.158245E-05
  11.300   1.445540E-05   9.815910E-06
  11.400   1.203130E-05   8.336481E-06
  11.500   1.001294E-05   7.084444E-06
  11.600   8.321018E-06   6.018563E-06
  11.700   6.900732E-06   5.107525E-06
  11.800   5.715656E-06   4.331490E-06
  11.900   4.717268E-06   3.666278E-06
  12.000   3.892784E-06   3.110440E-06
  12.100   3.212940E-06   2.643282E-06
  12.200   2.651825E-06   2.246287E-06
  12.300   2.188705E-06   1.908917E-06
  12.400   1.806465E-06   1.622217E-06
  12.500   1.490980E-06   1.378576E-06
  12.600   1.230592E-06   1.171527E-06
  12.700   1.015679E-06   9.955755E-07
  12.800   8.382982E-07   8.460499E-07
  12.900   7.074784E-07   7.250077E-07
  13.000   6.005760E-07   6.226460E-07
  13.100   5.098270E-07   5.347365E-07
  13.200   4.327904E-07   4.592387E-07
  13.300   3.673944E-07   3.944002E-07
  13.400   3.118798E-07   3.387160E-07
  13.500   2.647538E-07   2.908937E-07
  13.600   2.247486E-07   2.498233E-07
  13.700   1.907883E-07   2.145515E-07
  13.800   1.619596E-07   1.842596E-07
  13.900   1.374869E-07   1.582446E-07
  14.000   1.137748E-07   1.376146E-07
  14.100   9.354295E-08   1.200563E-07
  14.200   7.690880E-08   1.047382E-07
  14.300   6.323259E-08   9.137460E-08
  14.400   5.198834E-08   7.971607E-08
  14.500   4.274358E-08   6.954505E-08
  14.600   3.514276E-08   6.067176E-08
  14.700   2.889355E-08   5.293062E-08
  14.800   2.375559E-08   4.617717E-08
  14.900   1.953129E-08   4.028540E-08
  15.000   1.605816E-08   3.514536E-08
  15.100   1.397143E-08   3.095643E-08
  15.200   1.251713E-08   2.740234E-08
  15.300   1.121422E-08   2.425630E-08
  15.400   1.004692E-08   2.147144E-08
  15.500   9.001131E-09   1.900632E-08
  15.600   8.064197E-09   1.682422E-08
  15.700   7.224789E-09   1.489264E-08
  15.800   6.472756E-09   1.318282E-08
  15.900   5.799002E-09   1.166931E-08
  16.000   5.195380E-09   1.032956E-08
  16.100   4.654590E-09   9.143631E-09
  16.200   4.038268E-09   8.128164E-09
  16.300   3.323179E-09   7.275939E-09
  16.400   2.734716E-09   6.513068E-09
  16.500   2.250457E-09   5.830183E-09
  16.600   1.851950E-09   5.218897E-09
  16.700   1.524010E-09   4.671704E-09
  16.800   1.254141E-09   4.181883E-09
  16.900   1.032060E-09   3.743419E-09
  17.000   8.493042E-10   3.350927E-09
  17.100   6.989109E-10   2.999588E-09
  17.200   5.751489E-10   2.685086E-09
  17.300   4.733025E-10   2.403559E-09
  17.400   4.736129E-10   2.232216E-09
  17.500   4.837524E-10   2.081114E-09
  17.600   4.941090E-10   1.940240E-09
  17.700   5.046873E-10   1.808902E-09
  17.800   5.154920E-10   1.686454E-09
  17.900   5.265281E-10   1.572296E-09
  18.000   5.378004E-10   1.465864E-09
  18.100   5.493141E-10   1.366638E-09
  18.200   5.610742E-10   1.274128E-09
  18.300   5.730862E-10   1.187880E-09
  18.400   5.853553E-10   1.107470E-09
  18.500   5.924500E-10   1.026510E-09
  18.600   5.740084E-10   9.253537E-10
  18.700   5.561409E-10   8.341656E-10
  18.800   5.388296E-10   7.519635E-10
  18.900   5.220571E-10   6.778620E-10
  19.000   5.058067E-10   6.110627E-10
  19.100   4.900621E-10   5.508461E-10
  19.200   4.748076E-10   4.965635E-10
  19.300   4.600280E-10   4.476302E-10
  19.400   4.457084E-10   4.035189E-10
  19.500   4.318345E-10   3.637545E-10
  19.600   4.183925E-10   3.279086E-10
  19.700   4.104730E-10   3.010356E-10
  19.800   4.556352E-10   3.308682E-10
  19.900   5.057664E-10   3.636571E-10
 Z= 102 A= 230  No beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.005813E-02   6.446237E-02
   0.100   8.035134E-02   6.429185E-02
   0.200   8.064562E-02   6.412178E-02
   0.300   8.094098E-02   6.395216E-02
   0.400   8.133548E-02   6.371924E-02
   0.500   8.186487E-02   6.340170E-02
   0.600   8.245107E-02   6.303319E-02
   0.700   8.309293E-02   6.261685E-02
   0.800   8.373979E-02   6.220327E-02
   0.900   8.436642E-02   6.175773E-02
   1.000   8.499475E-02   6.131134E-02
   1.100   8.547440E-02   6.091411E-02
   1.200   8.595345E-02   6.052044E-02
   1.300   8.635191E-02   6.017476E-02
   1.400   8.660563E-02   5.991042E-02
   1.500   8.675199E-02   5.973209E-02
   1.600   8.676536E-02   5.965869E-02
   1.700   8.677874E-02   5.958538E-02
   1.800   8.662895E-02   5.968482E-02
   1.900   8.644632E-02   5.981966E-02
   2.000   8.616553E-02   6.012033E-02
   2.100   8.587664E-02   6.043778E-02
   2.200   8.558388E-02   6.079307E-02
   2.300   8.528084E-02   6.123538E-02
   2.400   8.500424E-02   6.169465E-02
   2.500   8.476897E-02   6.217946E-02
   2.600   8.453434E-02   6.266809E-02
   2.700   8.438487E-02   6.313385E-02
   2.800   8.426117E-02   6.359494E-02
   2.900   8.423615E-02   6.398155E-02
   3.000   8.422812E-02   6.435703E-02
   3.100   8.424018E-02   6.470655E-02
   3.200   8.431693E-02   6.496689E-02
   3.300   8.440119E-02   6.519002E-02
   3.400   8.450125E-02   6.533317E-02
   3.500   8.460143E-02   6.547662E-02
   3.600   8.467369E-02   6.555359E-02
   3.700   8.473427E-02   6.560269E-02
   3.800   8.472344E-02   6.561723E-02
   3.900   8.469362E-02   6.562258E-02
   4.000   8.464534E-02   6.562973E-02
   4.100   8.450951E-02   6.564539E-02
   4.200   8.435132E-02   6.567657E-02
   4.300   8.412899E-02   6.575218E-02
   4.400   8.390724E-02   6.582788E-02
   4.500   8.364893E-02   6.594907E-02
   4.600   8.337078E-02   6.609587E-02
   4.700   8.306350E-02   6.626379E-02
   4.800   8.274613E-02   6.643998E-02
   4.900   8.242415E-02   6.661212E-02
   5.000   8.205703E-02   6.674851E-02
   5.100   8.164349E-02   6.682324E-02
   5.200   8.116566E-02   6.680977E-02
   5.300   8.063678E-02   6.672390E-02
   5.400   7.998521E-02   6.647812E-02
   5.500   7.924142E-02   6.611179E-02
   5.600   7.830632E-02   6.551221E-02
   5.700   7.720114E-02   6.471592E-02
   5.800   7.596599E-02   6.376808E-02
   5.900   7.446683E-02   6.253613E-02
   6.000   7.279489E-02   6.112095E-02
   6.100   7.079125E-02   5.937075E-02
   6.200   6.854027E-02   5.737937E-02
   6.300   6.612557E-02   5.522986E-02
   6.400   6.337780E-02   5.277139E-02
   6.500   6.046221E-02   5.016314E-02
   6.600   5.720236E-02   4.725065E-02
   6.700   5.375748E-02   4.418552E-02
   6.800   5.025043E-02   4.108047E-02
   6.900   4.653418E-02   3.780945E-02
   7.000   4.281528E-02   3.455802E-02
   7.100   3.896105E-02   3.121452E-02
   7.200   3.515750E-02   2.794213E-02
   7.300   3.151481E-02   2.483508E-02
   7.400   2.794057E-02   2.181560E-02
   7.500   2.459117E-02   1.901402E-02
   7.600   2.138766E-02   1.636352E-02
   7.700   1.844531E-02   1.395634E-02
   7.800   1.580307E-02   1.181966E-02
   7.900   1.340366E-02   9.904194E-03
   8.000   1.129681E-02   8.243203E-03
   8.100   9.430733E-03   6.792317E-03
   8.200   7.826002E-03   5.562111E-03
   8.300   6.464825E-03   4.533147E-03
   8.400   5.309013E-03   3.672488E-03
   8.500   4.345118E-03   2.965196E-03
   8.600   3.541917E-03   2.385010E-03
   8.700   2.882171E-03   1.915537E-03
   8.800   2.342454E-03   1.536947E-03
   8.900   1.902561E-03   1.233102E-03
   9.000   1.545119E-03   9.895859E-04
   9.100   1.255704E-03   7.951871E-04
   9.200   1.021373E-03   6.397683E-04
   9.300   8.313494E-04   5.152318E-04
   9.400   6.774061E-04   4.155358E-04
   9.500   5.522736E-04   3.353900E-04
   9.600   4.505891E-04   2.709611E-04
   9.700   3.676960E-04   2.189922E-04
   9.800   3.000761E-04   1.770345E-04
   9.900   2.448571E-04   1.431450E-04
  10.000   1.997607E-04   1.157672E-04
  10.100   1.629616E-04   9.370703E-05
  10.200   1.329738E-04   7.595279E-05
  10.300   1.085275E-04   6.163395E-05
  10.400   8.868573E-05   5.017780E-05
  10.500   7.254749E-05   4.095799E-05
  10.600   5.950100E-05   3.361818E-05
  10.700   4.892262E-05   2.772706E-05
  10.800   4.030631E-05   2.295709E-05
  10.900   3.332842E-05   1.913098E-05
  11.000   2.762197E-05   1.600761E-05
  11.100   2.297463E-05   1.347514E-05
  11.200   1.914560E-05   1.138018E-05
  11.300   1.597650E-05   9.633665E-06
  11.400   1.334364E-05   8.171086E-06
  11.500   1.114497E-05   6.934766E-06
  11.600   9.299126E-06   5.883970E-06
  11.700   7.747417E-06   4.987365E-06
  11.800   6.446388E-06   4.223568E-06
  11.900   5.350671E-06   3.570589E-06
  12.000   4.443851E-06   3.023591E-06
  12.100   3.695150E-06   2.565739E-06
  12.200   3.072590E-06   2.177218E-06
  12.300   2.554919E-06   1.847530E-06
  12.400   2.124466E-06   1.567765E-06
  12.500   1.766536E-06   1.330364E-06
  12.600   1.468909E-06   1.128912E-06
  12.700   1.221427E-06   9.579645E-07
  12.800   1.015641E-06   8.129033E-07
  12.900   8.609944E-07   6.949890E-07
  13.000   7.364367E-07   5.962360E-07
  13.100   6.298984E-07   5.115151E-07
  13.200   5.387727E-07   4.388324E-07
  13.300   4.608300E-07   3.764774E-07
  13.400   3.941630E-07   3.229827E-07
  13.500   3.371405E-07   2.770891E-07
  13.600   2.883673E-07   2.377167E-07
  13.700   2.466500E-07   2.039389E-07
  13.800   2.109678E-07   1.749606E-07
  13.900   1.804477E-07   1.500999E-07
  14.000   1.527462E-07   1.301643E-07
  14.100   1.286719E-07   1.134438E-07
  14.200   1.083920E-07   9.887125E-08
  14.300   9.130840E-08   8.617061E-08
  14.400   7.691732E-08   7.510144E-08
  14.500   6.479442E-08   6.545419E-08
  14.600   5.458220E-08   5.704618E-08
  14.700   4.597952E-08   4.971824E-08
  14.800   3.873271E-08   4.333161E-08
  14.900   3.262806E-08   3.776539E-08
  15.000   2.748557E-08   3.291419E-08
  15.100   2.392232E-08   2.894211E-08
  15.200   2.141812E-08   2.564583E-08
  15.300   1.917606E-08   2.272498E-08
  15.400   1.716871E-08   2.013678E-08
  15.500   1.537148E-08   1.784337E-08
  15.600   1.376239E-08   1.581115E-08
  15.700   1.232174E-08   1.401039E-08
  15.800   1.103189E-08   1.241472E-08
  15.900   9.877071E-09   1.100078E-08
  16.000   8.843136E-09   9.747878E-09
  16.100   7.917433E-09   8.637673E-09
  16.200   7.022608E-09   7.680617E-09
  16.300   6.052794E-09   6.902906E-09
  16.400   5.216910E-09   6.203943E-09
  16.500   4.496460E-09   5.575754E-09
  16.600   3.875504E-09   5.011174E-09
  16.700   3.340301E-09   4.503760E-09
  16.800   2.879010E-09   4.047726E-09
  16.900   2.481422E-09   3.637868E-09
  17.000   2.138740E-09   3.269511E-09
  17.100   1.843382E-09   2.938452E-09
  17.200   1.588813E-09   2.640915E-09
  17.300   1.369400E-09   2.373506E-09
  17.400   1.284342E-09   2.206331E-09
  17.500   1.236241E-09   2.072285E-09
  17.600   1.189941E-09   1.946384E-09
  17.700   1.145374E-09   1.828132E-09
  17.800   1.102477E-09   1.717064E-09
  17.900   1.061187E-09   1.612744E-09
  18.000   1.021443E-09   1.514762E-09
  18.100   9.831875E-10   1.422733E-09
  18.200   9.463647E-10   1.336295E-09
  18.300   9.109211E-10   1.255108E-09
  18.400   8.768049E-10   1.178854E-09
  18.500   8.437631E-10   1.106550E-09
  18.600   8.040473E-10   1.012952E-09
  18.700   7.662009E-10   9.272716E-10
  18.800   7.301359E-10   8.488380E-10
  18.900   6.957685E-10   7.770388E-10
  19.000   6.630188E-10   7.113127E-10
  19.100   6.318106E-10   6.511461E-10
  19.200   6.020713E-10   5.960687E-10
  19.300   5.737319E-10   5.456500E-10
  19.400   5.467264E-10   4.994960E-10
  19.500   5.209921E-10   4.572460E-10
  19.600   4.964691E-10   4.185697E-10
  19.700   4.731003E-10   3.831648E-10
  19.800   5.144357E-10   4.100101E-10
  19.900   5.645384E-10   4.435231E-10
 Z= 102 A= 231  No beta2=-0.11 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.974770E-02   6.404514E-02
   0.100   8.003657E-02   6.387417E-02
   0.200   8.032649E-02   6.370366E-02
   0.300   8.061746E-02   6.353360E-02
   0.400   8.100451E-02   6.330131E-02
   0.500   8.152600E-02   6.298337E-02
   0.600   8.210236E-02   6.261528E-02
   0.700   8.273471E-02   6.219794E-02
   0.800   8.337192E-02   6.178339E-02
   0.900   8.398965E-02   6.133710E-02
   1.000   8.460853E-02   6.088929E-02
   1.100   8.508363E-02   6.048965E-02
   1.200   8.555503E-02   6.009454E-02
   1.300   8.595310E-02   5.974412E-02
   1.400   8.620314E-02   5.947821E-02
   1.500   8.635490E-02   5.929254E-02
   1.600   8.636902E-02   5.921734E-02
   1.700   8.638313E-02   5.914223E-02
   1.800   8.624380E-02   5.923360E-02
   1.900   8.606570E-02   5.936763E-02
   2.000   8.579819E-02   5.966032E-02
   2.100   8.551907E-02   5.997660E-02
   2.200   8.523735E-02   6.032531E-02
   2.300   8.494637E-02   6.076603E-02
   2.400   8.467936E-02   6.122215E-02
   2.500   8.445826E-02   6.170584E-02
   2.600   8.423774E-02   6.219335E-02
   2.700   8.409632E-02   6.265981E-02
   2.800   8.398641E-02   6.311976E-02
   2.900   8.396825E-02   6.351052E-02
   3.000   8.397359E-02   6.388501E-02
   3.100   8.399349E-02   6.424109E-02
   3.200   8.408257E-02   6.450082E-02
   3.300   8.417727E-02   6.473168E-02
   3.400   8.428821E-02   6.487572E-02
   3.500   8.439930E-02   6.502008E-02
   3.600   8.448524E-02   6.510569E-02
   3.700   8.455664E-02   6.515729E-02
   3.800   8.456445E-02   6.517882E-02
   3.900   8.454691E-02   6.518835E-02
   4.000   8.451989E-02   6.519918E-02
   4.100   8.440049E-02   6.522263E-02
   4.200   8.426706E-02   6.525697E-02
   4.300   8.406653E-02   6.534309E-02
   4.400   8.386647E-02   6.542933E-02
   4.500   8.363836E-02   6.555587E-02
   4.600   8.338777E-02   6.571537E-02
   4.700   8.311473E-02   6.589489E-02
   4.800   8.282917E-02   6.608632E-02
   4.900   8.254400E-02   6.627783E-02
   5.000   8.221098E-02   6.643081E-02
   5.100   8.183721E-02   6.652901E-02
   5.200   8.140339E-02   6.654631E-02
   5.300   8.090649E-02   6.647749E-02
   5.400   8.030156E-02   6.626821E-02
   5.500   7.959994E-02   6.593435E-02
   5.600   7.870647E-02   6.536913E-02
   5.700   7.765324E-02   6.462069E-02
   5.800   7.643603E-02   6.368671E-02
   5.900   7.498687E-02   6.250465E-02
   6.000   7.335227E-02   6.112733E-02
   6.100   7.138300E-02   5.941472E-02
   6.200   6.918162E-02   5.747674E-02
   6.300   6.676165E-02   5.533007E-02
   6.400   6.405648E-02   5.292146E-02
   6.500   6.116187E-02   5.034358E-02
   6.600   5.791708E-02   4.745718E-02
   6.700   5.450232E-02   4.443212E-02
   6.800   5.095952E-02   4.130940E-02
   6.900   4.725876E-02   3.806635E-02
   7.000   4.353021E-02   3.482177E-02
   7.100   3.965692E-02   3.147820E-02
   7.200   3.584422E-02   2.821465E-02
   7.300   3.213996E-02   2.507276E-02
   7.400   2.854309E-02   2.205149E-02
   7.500   2.515267E-02   1.923356E-02
   7.600   2.190299E-02   1.656256E-02
   7.700   1.892147E-02   1.414061E-02
   7.800   1.621660E-02   1.197075E-02
   7.900   1.377630E-02   1.003860E-02
   8.000   1.162347E-02   8.356869E-03
   8.100   9.713652E-03   6.886373E-03
   8.200   8.071056E-03   5.640394E-03
   8.300   6.669438E-03   4.593270E-03
   8.400   5.482893E-03   3.720792E-03
   8.500   4.490640E-03   3.002614E-03
   8.600   3.662654E-03   2.413289E-03
   8.700   2.982100E-03   1.936651E-03
   8.800   2.424451E-03   1.552246E-03
   8.900   1.969994E-03   1.244000E-03
   9.000   1.600417E-03   9.971625E-04
   9.100   1.301002E-03   8.002758E-04
   9.200   1.058449E-03   6.429969E-04
   9.300   8.618336E-04   5.172324E-04
   9.400   7.024227E-04   4.165871E-04
   9.500   5.728771E-04   3.358065E-04
   9.600   4.675839E-04   2.709456E-04
   9.700   3.817382E-04   2.186891E-04
   9.800   3.116920E-04   1.765498E-04
   9.900   2.544705E-04   1.425517E-04
  10.000   2.077224E-04   1.151195E-04
  10.100   1.695523E-04   9.303089E-05
  10.200   1.384288E-04   7.526646E-05
  10.300   1.130509E-04   6.097714E-05
  10.400   9.242814E-05   4.953977E-05
  10.500   7.564889E-05   4.035318E-05
  10.600   6.207480E-05   3.305065E-05
  10.700   5.105563E-05   2.719244E-05
  10.800   4.209548E-05   2.247709E-05
  10.900   3.481952E-05   1.868663E-05
  11.000   2.887369E-05   1.560416E-05
  11.100   2.402991E-05   1.311026E-05
  11.200   2.003690E-05   1.105026E-05
  11.300   1.673529E-05   9.340062E-06
  11.400   1.398905E-05   7.907551E-06
  11.500   1.169619E-05   6.699884E-06
  11.600   9.770976E-06   5.674615E-06
  11.700   8.152218E-06   4.801357E-06
  11.800   6.791515E-06   4.057512E-06
  11.900   5.646362E-06   3.423246E-06
  12.000   4.695702E-06   2.891145E-06
  12.100   3.911975E-06   2.448180E-06
  12.200   3.259054E-06   2.073083E-06
  12.300   2.715108E-06   1.755457E-06
  12.400   2.261948E-06   1.486496E-06
  12.500   1.884422E-06   1.258743E-06
  12.600   1.569906E-06   1.065885E-06
  12.700   1.307884E-06   9.025764E-07
  12.800   1.089594E-06   7.642887E-07
  12.900   9.226510E-07   6.513753E-07
  13.000   7.906758E-07   5.577737E-07
  13.100   6.775783E-07   4.776225E-07
  13.200   5.806581E-07   4.089889E-07
  13.300   4.976013E-07   3.502179E-07
  13.400   4.264248E-07   2.998921E-07
  13.500   3.654294E-07   2.567981E-07
  13.600   3.131587E-07   2.198966E-07
  13.700   2.683647E-07   1.882978E-07
  13.800   2.299781E-07   1.612397E-07
  13.900   1.970822E-07   1.380699E-07
  14.000   1.677166E-07   1.192370E-07
  14.100   1.419676E-07   1.036424E-07
