 Z= 102 A= 226  No beta2= 0.07 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   2.500   8.786398E-02   5.119467E-02
   2.600   8.792847E-02   5.164429E-02
   2.700   8.800397E-02   5.211426E-02
   2.800   8.807954E-02   5.258851E-02
   2.900   8.818042E-02   5.304756E-02
   3.000   8.831051E-02   5.348799E-02
   3.100   8.846876E-02   5.389661E-02
   3.200   8.867265E-02   5.425058E-02
   3.300   8.887702E-02   5.460688E-02
   3.400   8.911544E-02   5.490423E-02
   3.500   8.938367E-02   5.514990E-02
   3.600   8.966231E-02   5.534865E-02
   3.700   8.995350E-02   5.548973E-02
   3.800   9.024564E-02   5.563117E-02
   3.900   9.051806E-02   5.572856E-02
   4.000   9.077783E-02   5.579722E-02
   4.100   9.098910E-02   5.585900E-02
   4.200   9.115588E-02   5.591450E-02
   4.300   9.132297E-02   5.597005E-02
   4.400   9.140429E-02   5.605649E-02
   4.500   9.144462E-02   5.615781E-02
   4.600   9.140772E-02   5.631066E-02
   4.700   9.131809E-02   5.649914E-02
   4.800   9.122855E-02   5.668824E-02
   4.900   9.105791E-02   5.693530E-02
   5.000   9.086030E-02   5.720283E-02
   5.100   9.060366E-02   5.747427E-02
   5.200   9.031777E-02   5.774835E-02
   5.300   9.003277E-02   5.802374E-02
   5.400   8.968089E-02   5.823403E-02
   5.500   8.928426E-02   5.838450E-02
   5.600   8.883407E-02   5.845283E-02
   5.700   8.828888E-02   5.837217E-02
   5.800   8.768271E-02   5.819889E-02
   5.900   8.697928E-02   5.788124E-02
   6.000   8.610543E-02   5.733442E-02
   6.100   8.511834E-02   5.664233E-02
   6.200   8.390079E-02   5.567809E-02
   6.300   8.255822E-02   5.457739E-02
   6.400   8.101814E-02   5.326595E-02
   6.500   7.916720E-02   5.164685E-02
   6.600   7.713877E-02   4.986838E-02
   6.700   7.475860E-02   4.777934E-02
   6.800   7.223471E-02   4.558664E-02
   6.900   6.947072E-02   4.321298E-02
   7.000   6.634729E-02   4.057483E-02
   7.100   6.308494E-02   3.787131E-02
   7.200   5.949777E-02   3.496678E-02
   7.300   5.587609E-02   3.210214E-02
   7.400   5.213065E-02   2.921497E-02
   7.500   4.818624E-02   2.626203E-02
   7.600   4.428836E-02   2.342976E-02
   7.700   4.030089E-02   2.062645E-02
   7.800   3.649236E-02   1.803846E-02
   7.900   3.279514E-02   1.561541E-02
   8.000   2.917902E-02   1.333528E-02
   8.100   2.581070E-02   1.129663E-02
   8.200   2.260919E-02   9.440712E-03
   8.300   1.971737E-02   7.840302E-03
   8.400   1.708041E-02   6.449270E-03
   8.500   1.467736E-02   5.243136E-03
   8.600   1.255691E-02   4.235035E-03
   8.700   1.067134E-02   3.386163E-03
   8.800   9.045770E-03   2.696653E-03
   8.900   7.638770E-03   2.134781E-03
   9.000   6.427268E-03   1.679873E-03
   9.100   5.398989E-03   1.318216E-03
   9.200   4.526740E-03   1.030833E-03
   9.300   3.794595E-03   8.055560E-04
   9.400   3.180120E-03   6.289386E-04
   9.500   2.666822E-03   4.910655E-04
   9.600   2.237550E-03   3.834742E-04
   9.700   1.879863E-03   2.996458E-04
   9.800   1.580669E-03   2.342234E-04
   9.900   1.330804E-03   1.831762E-04
  10.000   1.122284E-03   1.432445E-04
  10.100   9.471543E-04   1.119466E-04
  10.200   8.002693E-04   8.735840E-05
  10.300   6.765402E-04   6.810967E-05
  10.400   5.724278E-04   5.302971E-05
  10.500   4.847990E-04   4.121670E-05
  10.600   4.107632E-04   3.200807E-05
  10.700   3.483647E-04   2.484642E-05
  10.800   2.956508E-04   1.930579E-05
  10.900   2.511909E-04   1.502641E-05
  11.000   2.138025E-04   1.175289E-05
  11.100   1.821819E-04   9.226924E-06
  11.200   1.555897E-04   7.302570E-06
  11.300   1.330536E-04   5.806581E-06
  11.400   1.140124E-04   4.650210E-06
  11.500   9.795773E-05   3.757042E-06
  11.600   8.428004E-05   3.047567E-06
  11.700   7.266855E-05   2.484022E-06
  11.800   6.271138E-05   2.025562E-06
  11.900   5.418813E-05   1.652212E-06
  12.000   4.686797E-05   1.342133E-06
  12.100   4.054329E-05   1.085727E-06
  12.200   3.506964E-05   8.703501E-07
  12.300   3.032839E-05   6.942071E-07
  12.400   2.621900E-05   5.502774E-07
  12.500   2.265728E-05   4.377574E-07
  12.600   1.957941E-05   3.482454E-07
  12.700   1.691965E-05   2.770366E-07
  12.800   1.462120E-05   2.203886E-07
  12.900   1.263498E-05   1.753238E-07
  13.000   1.091859E-05   1.394738E-07
  13.100   9.435353E-06   1.109544E-07
  13.200   8.153609E-06   8.826661E-08
  13.300   7.049277E-06   7.035698E-08
  13.400   6.152548E-06   5.837601E-08
  13.500   5.369891E-06   4.843526E-08
  13.600   4.686794E-06   4.018730E-08
  13.700   4.090593E-06   3.334387E-08
  13.800   3.570234E-06   2.766580E-08
  13.900   3.116070E-06   2.295464E-08
  14.000   2.719678E-06   1.904573E-08
  14.100   2.373712E-06   1.580247E-08
  14.200   2.071755E-06   1.311149E-08
  14.300   1.808210E-06   1.087876E-08
  14.400   1.578190E-06   9.026233E-09
  14.500   1.373221E-06   7.384047E-09
  14.600   1.193342E-06   6.005006E-09
  14.700   1.037026E-06   4.883514E-09
  14.800   9.011861E-07   3.971472E-09
  14.900   7.831396E-07   3.229762E-09
  15.000   6.805561E-07   2.626573E-09
  15.100   5.914100E-07   2.136036E-09
  15.200   5.139411E-07   1.737111E-09
  15.300   4.466199E-07   1.412689E-09
  15.400   3.881171E-07   1.148856E-09
  15.500   3.372776E-07   9.342961E-10
  15.600   2.959175E-07   7.821104E-10
  15.700   2.688666E-07   7.276570E-10
  15.800   2.442885E-07   6.769949E-10
  15.900   2.219571E-07   6.298601E-10
  16.000   2.016672E-07   5.860069E-10
  16.100   1.832320E-07   5.452070E-10
  16.200   1.664821E-07   5.072477E-10
  16.300   1.512633E-07   4.719313E-10
  16.400   1.374357E-07   4.390738E-10
  16.500   1.248722E-07   4.085039E-10
  16.600   1.134572E-07   3.800623E-10
  16.700   1.030856E-07   3.536010E-10
  16.800   9.663600E-08   3.344630E-10
  16.900   9.268970E-08   3.202162E-10
  17.000   8.890455E-08   3.065763E-10
  17.100   8.527398E-08   2.935174E-10
  17.200   8.179167E-08   2.810147E-10
  17.300   7.845156E-08   2.690447E-10
  17.400   7.524786E-08   2.575844E-10
  17.500   7.217498E-08   2.466124E-10
  17.600   6.922759E-08   2.361077E-10
  17.700   6.640056E-08   2.260505E-10
  17.800   6.368898E-08   2.164216E-10
  17.900   6.108813E-08   2.072029E-10
  18.000   5.931197E-08   2.071397E-10
  18.100   5.783330E-08   2.102288E-10
  18.200   5.639149E-08   2.133639E-10
  18.300   5.498563E-08   2.165459E-10
  18.400   5.361481E-08   2.197752E-10
  18.500   5.227817E-08   2.230527E-10
  18.600   5.097485E-08   2.263791E-10
  18.700   4.970403E-08   2.297551E-10
  18.800   4.846489E-08   2.331815E-10
  18.900   4.725664E-08   2.366590E-10
  19.000   4.607851E-08   2.401883E-10
  19.100   4.492975E-08   2.437702E-10
  19.200   4.368159E-08   2.426011E-10
  19.300   4.239762E-08   2.387659E-10
  19.400   4.115140E-08   2.349914E-10
  19.500   3.994180E-08   2.312766E-10
  19.600   3.876777E-08   2.276204E-10
  19.700   3.762824E-08   2.240221E-10
  19.800   3.652220E-08   2.204807E-10
  19.900   3.544868E-08   2.169952E-10
 Z= 102 A= 277  No beta2=-0.12 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.325901E-02   5.344335E-02
   0.100   8.334337E-02   5.330303E-02
   0.200   8.342782E-02   5.316307E-02
   0.300   8.351235E-02   5.302348E-02
   0.400   8.360554E-02   5.287118E-02
   0.500   8.377118E-02   5.260948E-02
   0.600   8.393849E-02   5.234743E-02
   0.700   8.417499E-02   5.200269E-02
   0.800   8.441216E-02   5.166022E-02
   0.900   8.465862E-02   5.131475E-02
   1.000   8.494862E-02   5.094576E-02
   1.100   8.524103E-02   5.058302E-02
   1.200   8.555060E-02   5.026343E-02
   1.300   8.586130E-02   4.994585E-02
   1.400   8.616897E-02   4.965678E-02
   1.500   8.646381E-02   4.945720E-02
   1.600   8.675202E-02   4.928341E-02
   1.700   8.699561E-02   4.925850E-02
   1.800   8.723988E-02   4.923360E-02
   1.900   8.746429E-02   4.926457E-02
   2.000   8.763957E-02   4.943070E-02
   2.100   8.780238E-02   4.963057E-02
   2.200   8.791596E-02   4.995987E-02
   2.300   8.802968E-02   5.029136E-02
   2.400   8.813078E-02   5.066176E-02
   2.500   8.820887E-02   5.110187E-02
   2.600   8.828881E-02   5.155179E-02
   2.700   8.837363E-02   5.202214E-02
   2.800   8.845854E-02   5.249677E-02
   2.900   8.856081E-02   5.295760E-02
   3.000   8.868729E-02   5.339700E-02
   3.100   8.883455E-02   5.380888E-02
   3.200   8.902378E-02   5.416050E-02
   3.300   8.921342E-02   5.451441E-02
   3.400   8.943066E-02   5.481521E-02
   3.500   8.967786E-02   5.505759E-02
   3.600   8.993416E-02   5.525887E-02
   3.700   9.020416E-02   5.539584E-02
   3.800   9.047497E-02   5.553314E-02
   3.900   9.073064E-02   5.563031E-02
   4.000   9.097357E-02   5.569356E-02
   4.100   9.117690E-02   5.575086E-02
   4.200   9.133256E-02   5.580101E-02
   4.300   9.148849E-02   5.585121E-02
   4.400   9.157003E-02   5.592900E-02
   4.500   9.160309E-02   5.602484E-02
   4.600   9.156869E-02   5.616530E-02
   4.700   9.147184E-02   5.634746E-02
   4.800   9.137510E-02   5.653020E-02
   4.900   9.120354E-02   5.676487E-02
   5.000   9.099517E-02   5.702616E-02
   5.100   9.073249E-02   5.729047E-02
   5.200   9.043120E-02   5.755731E-02
   5.300   9.013091E-02   5.782540E-02
   5.400   8.976758E-02   5.803493E-02
   5.500   8.935710E-02   5.818690E-02
   5.600   8.889597E-02   5.826275E-02
   5.700   8.832955E-02   5.817506E-02
   5.800   8.771661E-02   5.801432E-02
   5.900   8.700579E-02   5.770494E-02
   6.000   8.612864E-02   5.716887E-02
   6.100   8.515122E-02   5.649986E-02
   6.200   8.392332E-02   5.553171E-02
   6.300   8.260206E-02   5.445948E-02
   6.400   8.107835E-02   5.316707E-02
   6.500   7.924840E-02   5.156879E-02
   6.600   7.726264E-02   4.982692E-02
   6.700   7.488616E-02   4.773642E-02
   6.800   7.241241E-02   4.558256E-02
   6.900   6.968508E-02   4.323296E-02
   7.000   6.659856E-02   4.061722E-02
   7.100   6.339345E-02   3.795182E-02
   7.200   5.981215E-02   3.504208E-02
   7.300   5.624474E-02   3.221095E-02
   7.400   5.253067E-02   2.933960E-02
   7.500   4.861010E-02   2.639540E-02
   7.600   4.474972E-02   2.358271E-02
   7.700   4.075044E-02   2.076496E-02
   7.800   3.696541E-02   1.818840E-02
   7.900   3.326915E-02   1.576258E-02
   8.000   2.964419E-02   1.347359E-02
   8.100   2.627304E-02   1.143198E-02
   8.200   2.304001E-02   9.557048E-03
   8.300   2.013465E-02   7.949866E-03
   8.400   1.747181E-02   6.546282E-03
   8.500   1.503815E-02   5.326347E-03
   8.600   1.289185E-02   4.307755E-03
   8.700   1.097184E-02   3.445521E-03
   8.800   9.318939E-03   2.747017E-03
   8.900   7.882792E-03   2.175914E-03
   9.000   6.642781E-03   1.712724E-03
   9.100   5.589477E-03   1.344617E-03
   9.200   4.694072E-03   1.051626E-03
   9.300   3.941307E-03   8.219793E-04
   9.400   3.307963E-03   6.417064E-04
   9.500   2.777735E-03   5.008376E-04
   9.600   2.333853E-03   3.910136E-04
   9.700   1.963995E-03   3.055083E-04
   9.800   1.653784E-03   2.387521E-04
   9.900   1.394343E-03   1.866606E-04
  10.000   1.177463E-03   1.459001E-04
  10.100   9.951424E-04   1.140083E-04
  10.200   8.423252E-04   8.895159E-05
  10.300   7.132730E-04   6.934966E-05
  10.400   6.045027E-04   5.398426E-05
  10.500   5.127846E-04   4.193965E-05
  10.600   4.352407E-04   3.256010E-05
  10.700   3.698578E-04   2.526786E-05
  10.800   3.144588E-04   1.962236E-05
  10.900   2.676402E-04   1.526051E-05
  11.000   2.281905E-04   1.192174E-05
  11.100   1.947738E-04   9.345763E-06
  11.200   1.666695E-04   7.392267E-06
  11.300   1.427646E-04   5.868291E-06
  11.400   1.225395E-04   4.692874E-06
  11.500   1.054451E-04   3.785878E-06
  11.600   9.086771E-05   3.067150E-06
  11.700   7.849862E-05   2.498708E-06
  11.800   6.785861E-05   2.036263E-06
  11.900   5.873967E-05   1.660304E-06
  12.000   5.089600E-05   1.348458E-06
  12.100   4.411621E-05   1.091426E-06
  12.200   3.824375E-05   8.747464E-07
  12.300   3.314860E-05   6.982709E-07
  12.400   2.872444E-05   5.530712E-07
  12.500   2.488284E-05   4.395064E-07
  12.600   2.155502E-05   3.492605E-07
  12.700   1.867226E-05   2.775451E-07
  12.800   1.617504E-05   2.205555E-07
  12.900   1.401179E-05   1.752678E-07
  13.000   1.213786E-05   1.392792E-07
  13.100   1.051454E-05   1.106803E-07
  13.200   9.108333E-06   8.795381E-08
  13.300   7.890187E-06   6.989383E-08
  13.400   6.892860E-06   5.786560E-08
  13.500   6.024157E-06   4.800643E-08
  13.600   5.264937E-06   3.982707E-08
  13.700   4.601400E-06   3.304131E-08
  13.800   4.021489E-06   2.741172E-08
  13.900   3.514663E-06   2.274129E-08
  14.000   3.071713E-06   1.886662E-08
  14.100   2.684587E-06   1.565212E-08
  14.200   2.346250E-06   1.298530E-08
  14.300   2.050554E-06   1.077286E-08
  14.400   1.792124E-06   8.937373E-09
  14.500   1.557504E-06   7.317806E-09
  14.600   1.348612E-06   5.940103E-09
  14.700   1.167736E-06   4.821776E-09
  14.800   1.011120E-06   3.913994E-09
  14.900   8.755085E-07   3.177117E-09
  15.000   7.580854E-07   2.578970E-09
  15.100   6.564111E-07   2.093434E-09
  15.200   5.683733E-07   1.699309E-09
  15.300   4.921432E-07   1.379385E-09
  15.400   4.261370E-07   1.119692E-09
  15.500   3.689835E-07   9.088905E-10
  15.600   3.205874E-07   7.486838E-10
  15.700   2.866699E-07   6.979784E-10
  15.800   2.563408E-07   6.507071E-10
  15.900   2.292204E-07   6.066372E-10
  16.000   2.049694E-07   5.655521E-10
  16.100   1.832840E-07   5.272495E-10
  16.200   1.638929E-07   4.915409E-10
  16.300   1.465534E-07   4.582508E-10
  16.400   1.310483E-07   4.272153E-10
  16.500   1.171837E-07   3.982817E-10
  16.600   1.047859E-07   3.713076E-10
  16.700   9.369973E-08   3.461604E-10
  16.800   8.632929E-08   3.267614E-10
  16.900   8.236810E-08   3.129746E-10
  17.000   7.858867E-08   2.997696E-10
  17.100   7.498266E-08   2.871216E-10
  17.200   7.154211E-08   2.750074E-10
  17.300   6.825943E-08   2.634042E-10
  17.400   6.512737E-08   2.522907E-10
  17.500   6.213903E-08   2.416460E-10
  17.600   5.928780E-08   2.314504E-10
  17.700   5.656740E-08   2.216850E-10
  17.800   5.397183E-08   2.123317E-10
  17.900   5.149535E-08   2.033730E-10
  18.000   5.014373E-08   2.019221E-10
  18.100   4.944371E-08   2.049671E-10
  18.200   4.875347E-08   2.080581E-10
  18.300   4.807286E-08   2.111956E-10
  18.400   4.740175E-08   2.143804E-10
  18.500   4.674001E-08   2.176133E-10
  18.600   4.608751E-08   2.208949E-10
  18.700   4.544411E-08   2.242260E-10
  18.800   4.480970E-08   2.276074E-10
  18.900   4.418415E-08   2.310397E-10
  19.000   4.356733E-08   2.345238E-10
  19.100   4.295912E-08   2.380605E-10
  19.200   4.226293E-08   2.379400E-10
  19.300   4.148633E-08   2.342822E-10
  19.400   4.072399E-08   2.306806E-10
  19.500   3.997567E-08   2.271344E-10
  19.600   3.924109E-08   2.236427E-10
  19.700   3.852001E-08   2.202046E-10
  19.800   3.781218E-08   2.168195E-10
  19.900   3.711736E-08   2.134863E-10
 Z= 102 A= 278  No beta2=-0.14 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.384953E-02   5.358315E-02
   0.100   8.393897E-02   5.344520E-02
   0.200   8.402852E-02   5.330760E-02
   0.300   8.411815E-02   5.317036E-02
   0.400   8.421644E-02   5.302144E-02
   0.500   8.439283E-02   5.276394E-02
   0.600   8.457028E-02   5.250693E-02
   0.700   8.482352E-02   5.216727E-02
   0.800   8.507752E-02   5.182979E-02
   0.900   8.534102E-02   5.148961E-02
   1.000   8.565349E-02   5.112497E-02
   1.100   8.596840E-02   5.076561E-02
   1.200   8.630340E-02   5.044807E-02
   1.300   8.663971E-02   5.013252E-02
   1.400   8.697325E-02   4.984204E-02
   1.500   8.729247E-02   4.964081E-02
   1.600   8.760553E-02   4.946040E-02
   1.700   8.786472E-02   4.942993E-02
   1.800   8.812466E-02   4.939947E-02
   1.900   8.836355E-02   4.941775E-02
   2.000   8.854144E-02   4.957359E-02
   2.100   8.870590E-02   4.975724E-02
   2.200   8.880425E-02   5.007375E-02
   2.300   8.890270E-02   5.039228E-02
   2.400   8.898440E-02   5.074484E-02
   2.500   8.902985E-02   5.116939E-02
   2.600   8.907382E-02   5.160269E-02
   2.700   8.911267E-02   5.205750E-02
   2.800   8.915154E-02   5.251633E-02
   2.900   8.920332E-02   5.296373E-02
   3.000   8.927699E-02   5.338849E-02
   3.100   8.936888E-02   5.379086E-02
   3.200   8.950740E-02   5.412981E-02
   3.300   8.964613E-02   5.447090E-02
   3.400   8.981348E-02   5.476648E-02
   3.500   9.001964E-02   5.499890E-02
   3.600   9.023804E-02   5.519740E-02
   3.700   9.048039E-02   5.532717E-02
   3.800   9.072338E-02   5.545724E-02
   3.900   9.096024E-02   5.555345E-02
   4.000   9.119035E-02   5.561278E-02
   4.100   9.139110E-02   5.566742E-02
   4.200   9.154537E-02   5.571466E-02
   4.300   9.169990E-02   5.576195E-02
   4.400   9.179218E-02   5.583401E-02
   4.500   9.182998E-02   5.592779E-02
   4.600   9.180975E-02   5.605991E-02
   4.700   9.171692E-02   5.624030E-02
   4.800   9.162418E-02   5.642127E-02
   4.900   9.146171E-02   5.664740E-02
   5.000   9.125073E-02   5.690583E-02
   5.100   9.098930E-02   5.716577E-02
   5.200   9.067746E-02   5.742726E-02
   5.300   9.036669E-02   5.768993E-02
   5.400   8.999643E-02   5.790027E-02
   5.500   8.957465E-02   5.805448E-02
   5.600   8.909678E-02   5.812817E-02
   5.700   8.851464E-02   5.803993E-02
   5.800   8.789301E-02   5.788912E-02
   5.900   8.716298E-02   5.757616E-02
   6.000   8.628400E-02   5.705637E-02
   6.100   8.529511E-02   5.638947E-02
   6.200   8.406197E-02   5.542771E-02
   6.300   8.275158E-02   5.437724E-02
   6.400   8.121944E-02   5.308327E-02
   6.500   7.941462E-02   5.151280E-02
   6.600   7.743270E-02   4.977666E-02
   6.700   7.506967E-02   4.769842E-02
   6.800   7.263091E-02   4.557469E-02
   6.900   6.990587E-02   4.322468E-02
   7.000   6.686354E-02   4.064156E-02
   7.100   6.366984E-02   3.798146E-02
   7.200   6.010747E-02   3.508236E-02
   7.300   5.657900E-02   3.227709E-02
   7.400   5.286409E-02   2.940055E-02
   7.500   4.897832E-02   2.648047E-02
   7.600   4.511819E-02   2.366589E-02
   7.700   4.112263E-02   2.084924E-02
   7.800   3.735316E-02   1.828260E-02
   7.900   3.363920E-02   1.584521E-02
   8.000   3.002018E-02   1.356232E-02
   8.100   2.662945E-02   1.151171E-02
   8.200   2.337916E-02   9.629100E-03
   8.300   2.046170E-02   8.018507E-03
   8.400   1.777030E-02   6.603634E-03
   8.500   1.531909E-02   5.378811E-03
   8.600   1.314520E-02   4.351207E-03
   8.700   1.120091E-02   3.481775E-03
   8.800   9.526371E-03   2.777815E-03
   8.900   8.065795E-03   2.200324E-03
   9.000   6.805303E-03   1.732678E-03
   9.100   5.731646E-03   1.360212E-03
   9.200   4.818146E-03   1.063809E-03
   9.300   4.049210E-03   8.314470E-04
   9.400   3.401456E-03   6.489452E-04
   9.500   2.858410E-03   5.063485E-04
   9.600   2.403564E-03   3.951908E-04
   9.700   2.024063E-03   3.086594E-04
   9.800   1.705418E-03   2.411212E-04
   9.900   1.438982E-03   1.884474E-04
  10.000   1.215801E-03   1.472528E-04
  10.100   1.028317E-03   1.150278E-04
  10.200   8.709440E-04   8.971550E-05
  10.300   7.379424E-04   6.992864E-05
  10.400   6.258457E-04   5.441457E-05
  10.500   5.312030E-04   4.226338E-05
  10.600   4.511651E-04   3.279665E-05
  10.700   3.836200E-04   2.543984E-05
  10.800   3.263304E-04   1.974260E-05
  10.900   2.779140E-04   1.534424E-05
  11.000   2.370271E-04   1.197369E-05
  11.100   2.024051E-04   9.378099E-06
  11.200   1.732554E-04   7.410076E-06
  11.300   1.484310E-04   5.873509E-06
  11.400   1.274441E-04   4.693345E-06
  11.500   1.096618E-04   3.780691E-06
  11.600   9.451666E-05   3.060642E-06
  11.700   8.165585E-05   2.491336E-06
  11.800   7.058791E-05   2.029045E-06
  11.900   6.110875E-05   1.653796E-06
  12.000   5.294883E-05   1.343215E-06
  12.100   4.589973E-05   1.086997E-06
  12.200   3.979347E-05   8.711254E-07
  12.300   3.449614E-05   6.956739E-07
  12.400   2.989448E-05   5.505587E-07
  12.500   2.589211E-05   4.370668E-07
  12.600   2.242486E-05   3.470326E-07
  12.700   1.942192E-05   2.755452E-07
  12.800   1.682110E-05   2.187839E-07
  12.900   1.456856E-05   1.737152E-07
  13.000   1.261766E-05   1.379305E-07
  13.100   1.092801E-05   1.095173E-07
  13.200   9.464627E-06   8.695716E-08
  13.300   8.197205E-06   6.904430E-08
  13.400   7.147928E-06   5.690951E-08
  13.500   6.240037E-06   4.720095E-08
  13.600   5.447461E-06   3.914863E-08
  13.700   4.755554E-06   3.247002E-08
  13.800   4.151529E-06   2.693075E-08
  13.900   3.624224E-06   2.233646E-08
  14.000   3.163895E-06   1.852594E-08
  14.100   2.762034E-06   1.536548E-08
  14.200   2.411215E-06   1.274418E-08
  14.300   2.104956E-06   1.057007E-08
  14.400   1.837596E-06   8.766853E-09
  14.500   1.594318E-06   7.190915E-09
  14.600   1.374799E-06   5.833613E-09
  14.700   1.185505E-06   4.732504E-09
  14.800   1.022275E-06   3.839233E-09
  14.900   8.815193E-07   3.114569E-09
  15.000   7.601443E-07   2.526686E-09
  15.100   6.554812E-07   2.049768E-09
  15.200   5.652291E-07   1.662870E-09
  15.300   4.874036E-07   1.348999E-09
  15.400   4.202938E-07   1.094372E-09
  15.500   3.624242E-07   8.878069E-10
  15.600   3.125226E-07   7.202313E-10
  15.700   2.767656E-07   6.723455E-10
  15.800   2.451129E-07   6.278201E-10
  15.900   2.170802E-07   5.862434E-10
  16.000   1.922534E-07   5.474200E-10
  16.100   1.702660E-07   5.111677E-10
  16.200   1.507933E-07   4.773161E-10
  16.300   1.335476E-07   4.457063E-10
  16.400   1.182742E-07   4.161899E-10
  16.500   1.047476E-07   3.886281E-10
  16.600   9.276793E-08   3.628916E-10
  16.700   8.215838E-08   3.388595E-10
  16.800   7.449816E-08   3.193486E-10
  16.900   7.063079E-08   3.062498E-10
  17.000   6.696419E-08   2.936883E-10
  17.100   6.348793E-08   2.816421E-10
  17.200   6.019213E-08   2.700899E-10
  17.300   5.706743E-08   2.590116E-10
  17.400   5.410493E-08   2.483877E-10
  17.500   5.129622E-08   2.381995E-10
  17.600   4.863332E-08   2.284293E-10
  17.700   4.610866E-08   2.190598E-10
  17.800   4.371506E-08   2.100746E-10
  17.900   4.144571E-08   2.014579E-10
  18.000   4.015184E-08   1.987056E-10
  18.100   3.976124E-08   2.016730E-10
  18.200   3.937444E-08   2.046847E-10
  18.300   3.899140E-08   2.077414E-10
  18.400   3.861209E-08   2.108438E-10
  18.500   3.823647E-08   2.139925E-10
  18.600   3.786450E-08   2.171882E-10
  18.700   3.749615E-08   2.204316E-10
  18.800   3.713138E-08   2.237235E-10
  18.900   3.677016E-08   2.270645E-10
  19.000   3.641246E-08   2.304554E-10
  19.100   3.605824E-08   2.338970E-10
  19.200   3.562020E-08   2.347274E-10
  19.300   3.504670E-08   2.312475E-10
  19.400   3.448243E-08   2.278191E-10
  19.500   3.392725E-08   2.244415E-10
  19.600   3.338101E-08   2.211140E-10
  19.700   3.284356E-08   2.178358E-10
  19.800   3.231477E-08   2.146063E-10
  19.900   3.179449E-08   2.114246E-10
 Z= 102 A= 279  No beta2=-0.12 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.568775E-02   5.346282E-02
   0.100   8.571187E-02   5.332258E-02
   0.200   8.573599E-02   5.318271E-02
   0.300   8.576011E-02   5.304321E-02
   0.400   8.578746E-02   5.289254E-02
   0.500   8.584618E-02   5.263025E-02
   0.600   8.590494E-02   5.236926E-02
   0.700   8.601420E-02   5.202458E-02
   0.800   8.612365E-02   5.168208E-02
   0.900   8.624140E-02   5.133737E-02
   1.000   8.640992E-02   5.096743E-02
   1.100   8.658100E-02   5.060222E-02
   1.200   8.679870E-02   5.028190E-02
   1.300   8.701694E-02   4.996360E-02
   1.400   8.724009E-02   4.966855E-02
   1.500   8.748292E-02   4.946768E-02
   1.600   8.772499E-02   4.928346E-02
   1.700   8.795352E-02   4.925582E-02
   1.800   8.818263E-02   4.922820E-02
   1.900   8.840190E-02   4.924455E-02
   2.000   8.858707E-02   4.940675E-02
   2.100   8.876453E-02   4.959148E-02
   2.200   8.889166E-02   4.991498E-02
   2.300   8.901897E-02   5.024059E-02
   2.400   8.913355E-02   5.059649E-02
   2.500   8.921472E-02   5.102863E-02
   2.600   8.929328E-02   5.146836E-02
   2.700   8.936002E-02   5.192926E-02
   2.800   8.942682E-02   5.239429E-02
   2.900   8.950015E-02   5.284933E-02
   3.000   8.958709E-02   5.327855E-02
   3.100   8.968559E-02   5.368931E-02
   3.200   8.982246E-02   5.402964E-02
   3.300   8.995953E-02   5.437212E-02
   3.400   9.011711E-02   5.467425E-02
   3.500   9.030959E-02   5.490533E-02
   3.600   9.051108E-02   5.510796E-02
   3.700   9.073554E-02   5.523434E-02
   3.800   9.096056E-02   5.536102E-02
   3.900   9.118044E-02   5.545748E-02
   4.000   9.139289E-02   5.551144E-02
   4.100   9.158254E-02   5.556143E-02
   4.200   9.172366E-02   5.560302E-02
   4.300   9.186501E-02   5.564464E-02
   4.400   9.195404E-02   5.570763E-02
   4.500   9.198222E-02   5.579549E-02
   4.600   9.196266E-02   5.591526E-02
   4.700   9.186155E-02   5.608978E-02
   4.800   9.176055E-02   5.626484E-02
   4.900   9.159824E-02   5.647865E-02
   5.000   9.137711E-02   5.673028E-02
   5.100   9.111246E-02   5.698349E-02
   5.200   9.078669E-02   5.723850E-02
   5.300   9.046208E-02   5.749465E-02
   5.400   9.008424E-02   5.770523E-02
   5.500   8.965199E-02   5.786175E-02
   5.600   8.915663E-02   5.792857E-02
   5.700   8.856607E-02   5.784900E-02
   5.800   8.793969E-02   5.771108E-02
   5.900   8.719300E-02   5.739183E-02
   6.000   8.632443E-02   5.690007E-02
   6.100   8.532148E-02   5.622811E-02
   6.200   8.410208E-02   5.529052E-02
   6.300   8.281183E-02   5.426779E-02
   6.400   8.127407E-02   5.297027E-02
   6.500   7.951485E-02   5.144614E-02
   6.600   7.753075E-02   4.970563E-02
   6.700   7.521088E-02   4.766333E-02
   6.800   7.281969E-02   4.557717E-02
   6.900   7.009840E-02   4.322373E-02
   7.000   6.712844E-02   4.069536E-02
   7.100   6.393666E-02   3.802779E-02
   7.200   6.042785E-02   3.516318E-02
   7.300   5.695045E-02   3.238994E-02
   7.400   5.323295E-02   2.950474E-02
   7.500   4.941060E-02   2.662292E-02
   7.600   4.553893E-02   2.379304E-02
   7.700   4.157369E-02   2.099160E-02
   7.800   3.782654E-02   1.843533E-02
   7.900   3.409156E-02   1.598048E-02
