Level_Number,Level_Energy,Protons,Neutrons,Atomic_Mass_Micro,Element_w_A,Level_Energy_SQRT,Level_Number_SQRT
10,1.4548,28,33,60931054.945,61Ni,1.2061509026651682,3.1622776601683795
11,1.609661,28,33,60931054.945,61Ni,1.268724162298488,3.3166247903554
12,1.729481,28,33,60931054.945,61Ni,1.3150973348007364,3.4641016151377544
13,1.8077,28,33,60931054.945,61Ni,1.3445073447177596,3.605551275463989
14,1.978,28,33,60931054.945,61Ni,1.4064138793399332,3.7416573867739413
15,1.9879900000000001,28,33,60931054.945,61Ni,1.4099609923682286,3.872983346207417
16,1.9976,28,33,60931054.945,61Ni,1.4133647795243802,4.0
17,2.0181,28,33,60931054.945,61Ni,1.4205984654363104,4.123105625617661
18,2.03,28,33,60931054.945,61Ni,1.4247806848775006,4.242640687119285
19,2.1216,28,33,60931054.945,61Ni,1.45657131648265,4.358898943540674
20,2.1239779999999997,28,33,60931054.945,61Ni,1.4573873884455018,4.47213595499958
21,2.1291900000000004,28,33,60931054.945,61Ni,1.459174424117967,4.58257569495584
22,2.4097,28,33,60931054.945,61Ni,1.5523208431248998,4.69041575982343
23,2.414,28,33,60931054.945,61Ni,1.5537052487521563,4.795831523312719
24,2.469,28,33,60931054.945,61Ni,1.5713051899615174,4.898979485566356
25,2.529,28,33,60931054.945,61Ni,1.5902829936838285,5.0
26,2.593,28,33,60931054.945,61Ni,1.6102794788483148,5.0990195135927845
27,2.63971,28,33,60931054.945,61Ni,1.6247184371453411,5.196152422706632
28,2.697,28,33,60931054.945,61Ni,1.6422545478700918,5.291502622129181
29,2.709,28,33,60931054.945,61Ni,1.6459040069214244,5.385164807134504
30,2.734,28,33,60931054.945,61Ni,1.6534811761855652,5.477225575051661
31,2.7651,28,33,60931054.945,61Ni,1.6628589837986865,5.5677643628300215
32,2.786,28,33,60931054.945,61Ni,1.669131510696506,5.656854249492381
33,2.801,28,33,60931054.945,61Ni,1.6736188335460378,5.744562646538029
34,2.853,28,33,60931054.945,61Ni,1.6890825912311098,5.830951894845301
35,2.86348,28,33,60931054.945,61Ni,1.6921820233060036,5.916079783099616
36,2.905,28,33,60931054.945,61Ni,1.704406054905931,6.0
1,0.0,28,34,61928344.87100001,62Ni,0.0,1.0
2,1.17298,28,34,61928344.87100001,62Ni,1.0830420121121802,1.4142135623730951
3,2.04868,28,34,61928344.87100001,62Ni,1.4313210681045676,1.7320508075688772
4,2.3018400000000003,28,34,61928344.87100001,62Ni,1.5171815975683334,2.0
5,2.33652,28,34,61928344.87100001,62Ni,1.528567957272427,2.23606797749979
6,2.89063,28,34,61928344.87100001,62Ni,1.7001852840205387,2.449489742783178
7,3.05876,28,34,61928344.87100001,62Ni,1.74893110213067,2.6457513110645907
8,3.1579599999999997,28,34,61928344.87100001,62Ni,1.777064995997614,2.8284271247461903
9,3.1767,28,34,61928344.87100001,62Ni,1.782329935786301,3.0
10,3.25762,28,34,61928344.87100001,62Ni,1.8048878081476423,3.1622776601683795
11,3.262,28,34,61928344.87100001,62Ni,1.8061007723823164,3.3166247903554
12,3.2699700000000003,28,34,61928344.87100001,62Ni,1.808305836964533,3.4641016151377544
13,3.27769,28,34,61928344.87100001,62Ni,1.8104391732394658,3.605551275463989
14,3.3699800000000004,28,34,61928344.87100001,62Ni,1.835750527713393,3.7416573867739413
15,3.378,28,34,61928344.87100001,62Ni,1.8379336223052236,3.872983346207417
16,3.462,28,34,61928344.87100001,62Ni,1.8606450494385005,4.0
17,3.486,28,34,61928344.87100001,62Ni,1.8670832868407343,4.123105625617661
18,3.5182300000000004,28,34,61928344.87100001,62Ni,1.8756945380311796,4.242640687119285
19,3.5225400000000002,28,34,61928344.87100001,62Ni,1.8768430941344032,4.358898943540674
20,3.5244,28,34,61928344.87100001,62Ni,1.877338541659442,4.47213595499958
21,3.7565,28,34,61928344.87100001,62Ni,1.9381692392564691,4.58257569495584
22,3.8494,28,34,61928344.87100001,62Ni,1.9619887869200476,4.69041575982343
23,3.8596,28,34,61928344.87100001,62Ni,1.9645864704817653,4.795831523312719
24,3.967,28,34,61928344.87100001,62Ni,1.9917329138215294,4.898979485566356
25,3.9729,28,34,61928344.87100001,62Ni,1.9932134858062747,5.0
26,4.0005,28,34,61928344.87100001,62Ni,2.000124996093994,5.0990195135927845
27,4.011,28,34,61928344.87100001,62Ni,2.00274811197015,5.196152422706632
28,4.01888,28,34,61928344.87100001,62Ni,2.004714443505608,5.291502622129181
29,4.035,28,34,61928344.87100001,62Ni,2.008730942660067,5.385164807134504
30,4.0553,28,34,61928344.87100001,62Ni,2.0137775448147197,5.477225575051661
31,4.0624,28,34,61928344.87100001,62Ni,2.0155396299750596,5.5677643628300215
32,4.146,28,34,61928344.87100001,62Ni,2.0361728806759016,5.656854249492381
33,4.1514,28,34,61928344.87100001,62Ni,2.0374984662570914,5.744562646538029
34,4.1542,28,34,61928344.87100001,62Ni,2.038185467517615,5.830951894845301
35,4.1612599999999995,28,34,61928344.87100001,62Ni,2.0399166649645273,5.916079783099616
36,4.179,28,34,61928344.87100001,62Ni,2.044260257403641,6.0
37,4.201,28,34,61928344.87100001,62Ni,2.049634113689563,6.082762530298219
38,4.2088,28,34,61928344.87100001,62Ni,2.0515360099203717,6.164414002968976
39,4.23,28,34,61928344.87100001,62Ni,2.0566963801203135,6.244997998398398
40,4.3172,28,34,61928344.87100001,62Ni,2.077787284589065,6.324555320336759
41,4.393,28,34,61928344.87100001,62Ni,2.095948472649077,6.4031242374328485
42,4.407,28,34,61928344.87100001,62Ni,2.099285592767216,6.48074069840786
43,4.4159,28,34,61928344.87100001,62Ni,2.101404292372127,6.557438524302
44,4.424,28,34,61928344.87100001,62Ni,2.103330692021585,6.6332495807108
45,4.437,28,34,61928344.87100001,62Ni,2.106418761785035,6.708203932499369
46,4.455,28,34,61928344.87100001,62Ni,2.110687091920543,6.782329983125268
47,4.503,28,34,61928344.87100001,62Ni,2.1220273325289662,6.855654600401044
1,0.0,28,35,62929669.139,63Ni,0.0,1.0
2,0.08715,28,35,62929669.139,63Ni,0.2952117883825102,1.4142135623730951
3,0.15555,28,35,62929669.139,63Ni,0.39439827585830034,1.7320508075688772
4,0.51755,28,35,62929669.139,63Ni,0.7194094800598613,2.0
5,1.0011,28,35,62929669.139,63Ni,1.0005498488331304,2.23606797749979
6,1.0689899999999999,28,35,62929669.139,63Ni,1.0339197260909572,2.449489742783178
7,1.2511,28,35,62929669.139,63Ni,1.1185258155268478,2.6457513110645907
8,1.29183,28,35,62929669.139,63Ni,1.136586996230381,2.8284271247461903
9,1.3240399999999999,28,35,62929669.139,63Ni,1.1506693704101103,3.0
10,1.4517,28,35,62929669.139,63Ni,1.2048651376813921,3.1622776601683795
11,1.657,28,35,62929669.139,63Ni,1.287245120402482,3.3166247903554
12,1.677,28,35,62929669.139,63Ni,1.2949903474543738,3.4641016151377544
13,1.787,28,35,62929669.139,63Ni,1.3367871932360813,3.605551275463989
14,1.899,28,35,62929669.139,63Ni,1.3780420893427021,3.7416573867739413
15,2.149,28,35,62929669.139,63Ni,1.4659467930317254,3.872983346207417
16,2.1835,28,35,62929669.139,63Ni,1.4776670802315386,4.0
17,2.2617,28,35,62929669.139,63Ni,1.5038949431393138,4.123105625617661
18,2.297,28,35,62929669.139,63Ni,1.515585695366646,4.242640687119285
19,2.3531,28,35,62929669.139,63Ni,1.5339817469578965,4.358898943540674
20,2.519,28,35,62929669.139,63Ni,1.5871357849913157,4.47213595499958
21,2.573,28,35,62929669.139,63Ni,1.6040573555830229,4.58257569495584
22,2.675,28,35,62929669.139,63Ni,1.6355427233796125,4.69041575982343
23,2.6966,28,35,62929669.139,63Ni,1.6421327595538675,4.795831523312719
1,0.0,28,36,63927966.34100001,64Ni,0.0,1.0
2,1.34575,28,36,63927966.34100001,64Ni,1.1600646533706644,1.4142135623730951
3,2.27656,28,36,63927966.34100001,64Ni,1.508827359242932,1.7320508075688772
4,2.485,28,36,63927966.34100001,64Ni,1.5763882770434445,2.0
5,2.6101,28,36,63927966.34100001,64Ni,1.615580391066938,2.23606797749979
6,2.8673,28,36,63927966.34100001,64Ni,1.6933103672983285,2.449489742783178
7,2.97208,28,36,63927966.34100001,64Ni,1.7239721575477953,2.6457513110645907
8,3.02583,28,36,63927966.34100001,64Ni,1.7394913049509617,2.8284271247461903
9,3.1661,28,36,63927966.34100001,64Ni,1.7793538152936308,3.0
10,3.27598,28,36,63927966.34100001,64Ni,1.8099668505251691,3.1622776601683795
11,3.3957,28,36,63927966.34100001,64Ni,1.8427425213523456,3.3166247903554
12,3.4636099999999996,28,36,63927966.34100001,64Ni,1.8610776448069004,3.4641016151377544
13,3.482,28,36,63927966.34100001,64Ni,1.8660117898877275,3.605551275463989
14,3.5604,28,36,63927966.34100001,64Ni,1.8869022232219665,3.7416573867739413
15,3.6479800000000004,28,36,63927966.34100001,64Ni,1.9099685861291018,3.872983346207417
16,3.749,28,36,63927966.34100001,64Ni,1.9362334569984065,4.0
17,3.7494,28,36,63927966.34100001,64Ni,1.936336747572591,4.123105625617661
18,3.797,28,36,63927966.34100001,64Ni,1.9485892332659545,4.242640687119285
19,3.808,28,36,63927966.34100001,64Ni,1.9514097468240748,4.358898943540674
20,3.8489,28,36,63927966.34100001,64Ni,1.961861361054853,4.47213595499958
21,3.965,28,36,63927966.34100001,64Ni,1.9912307751739877,4.58257569495584
22,4.0852,28,36,63927966.34100001,64Ni,2.0211877696047935,4.69041575982343
23,4.137,28,36,63927966.34100001,64Ni,2.0339616515558987,4.795831523312719
24,4.1723,28,36,63927966.34100001,64Ni,2.0426208654569256,4.898979485566356
25,4.174,28,36,63927966.34100001,64Ni,2.043036955123426,5.0
26,4.216,28,36,63927966.34100001,64Ni,2.0532900428336958,5.0990195135927845
27,4.244,28,36,63927966.34100001,64Ni,2.060097085090894,5.196152422706632
28,4.263,28,36,63927966.34100001,64Ni,2.0647033685253677,5.291502622129181
29,4.285,28,36,63927966.34100001,64Ni,2.0700241544484452,5.385164807134504
30,4.348,28,36,63927966.34100001,64Ni,2.0851858430365384,5.477225575051661
31,4.369,28,36,63927966.34100001,64Ni,2.090215299915298,5.5677643628300215
32,4.398,28,36,63927966.34100001,64Ni,2.0971409108593537,5.656854249492381
33,4.412,28,36,63927966.34100001,64Ni,2.1004761364985796,5.744562646538029
34,4.455,28,36,63927966.34100001,64Ni,2.110687091920543,5.830951894845301
35,4.475,28,36,63927966.34100001,64Ni,2.115419580130618,5.916079783099616
36,4.493,28,36,63927966.34100001,64Ni,2.1196697856034086,6.0
37,4.521,28,36,63927966.34100001,64Ni,2.126264329757709,6.082762530298219
38,4.5317,28,36,63927966.34100001,64Ni,2.128778992756176,6.164414002968976
39,4.548,28,36,63927966.34100001,64Ni,2.132604042010612,6.244997998398398
40,4.57314,28,36,63927966.34100001,64Ni,2.1384901215577314,6.324555320336759
41,4.584,28,36,63927966.34100001,64Ni,2.1410277905716217,6.4031242374328485
42,4.6156,28,36,63927966.34100001,64Ni,2.148394749574668,6.48074069840786
43,4.64067,28,36,63927966.34100001,64Ni,2.154221437085798,6.557438524302
44,4.67,28,36,63927966.34100001,64Ni,2.1610182784974308,6.6332495807108
45,4.692,28,36,63927966.34100001,64Ni,2.166102490649969,6.708203932499369
46,4.70408,28,36,63927966.34100001,64Ni,2.16888911657558,6.782329983125268
47,4.721,28,36,63927966.34100001,64Ni,2.1727862297059968,6.855654600401044
48,4.741,28,36,63927966.34100001,64Ni,2.177383751202346,6.928203230275509
49,4.762,28,36,63927966.34100001,64Ni,2.1822007240398396,7.0
1,0.0,28,37,64930084.697,65Ni,0.0,1.0
2,0.06337000000000001,28,37,64930084.697,65Ni,0.2517339865810733,1.4142135623730951
3,0.31008,28,37,64930084.697,65Ni,0.5568482737694354,1.7320508075688772
4,0.69323,28,37,64930084.697,65Ni,0.8326043478147349,2.0
5,1.01701,28,37,64930084.697,65Ni,1.0084691368604197,2.23606797749979
6,1.1417,28,37,64930084.697,65Ni,1.0685036265731622,2.449489742783178
7,1.2741,28,37,64930084.697,65Ni,1.1287603820120549,2.6457513110645907
8,1.4176,28,37,64930084.697,65Ni,1.1906300852909772,2.8284271247461903
9,1.556,28,37,64930084.697,65Ni,1.247397290361014,3.0
10,1.594,28,37,64930084.697,65Ni,1.2625371281669304,3.1622776601683795
11,1.772,28,37,64930084.697,65Ni,1.331164903383499,3.3166247903554
12,1.9204,28,37,64930084.697,65Ni,1.3857849761056007,3.4641016151377544
13,2.096,28,37,64930084.697,65Ni,1.4477568856683087,3.605551275463989
14,2.1468,28,37,64930084.697,65Ni,1.465196232591389,3.7416573867739413
15,2.163,28,37,64930084.697,65Ni,1.4707141122597551,3.872983346207417
16,2.18574,28,37,64930084.697,65Ni,1.4784248374537003,4.0
17,2.302,28,37,64930084.697,65Ni,1.5172343260024141,4.123105625617661
18,2.3247,28,37,64930084.697,65Ni,1.5246966911487674,4.242640687119285
19,2.336,28,37,64930084.697,65Ni,1.528397853963424,4.358898943540674
20,2.51,28,37,64930084.697,65Ni,1.5842979517754858,4.47213595499958
21,2.51934,28,37,64930084.697,65Ni,1.587242892565596,4.58257569495584
22,2.52,28,37,64930084.697,65Ni,1.5874507866387544,4.69041575982343
23,2.574,28,37,64930084.697,65Ni,1.6043690348545125,4.795831523312719
24,2.698,28,37,64930084.697,65Ni,1.6425589791541733,4.898979485566356
25,2.7115,28,37,64930084.697,65Ni,1.646663292844047,5.0
26,2.793,28,37,64930084.697,65Ni,1.6712270940838652,5.0990195135927845
27,2.829,28,37,64930084.697,65Ni,1.6819631387161849,5.196152422706632
28,2.902,28,37,64930084.697,65Ni,1.7035257556021863,5.291502622129181
29,2.90636,28,37,64930084.697,65Ni,1.704804974183264,5.385164807134504
30,3.0098,28,37,64930084.697,65Ni,1.7348775172904858,5.477225575051661
31,3.044,28,37,64930084.697,65Ni,1.744706279005151,5.5677643628300215
1,0.0,29,34,62929597.236,63Cu,0.0,1.0
2,0.66993,29,34,62929597.236,63Cu,0.8184925167648144,1.4142135623730951
3,0.9620200000000001,29,34,62929597.236,63Cu,0.9808261823585258,1.7320508075688772
4,1.32676,29,34,62929597.236,63Cu,1.1518506847677783,2.0
5,1.41216,29,34,62929597.236,63Cu,1.1883433847167242,2.23606797749979
6,1.547,29,34,62929597.236,63Cu,1.243784547258889,2.449489742783178
7,1.86063,29,34,62929597.236,63Cu,1.3640491193501794,2.6457513110645907
8,1.95203,29,34,62929597.236,63Cu,1.3971506719033562,2.8284271247461903
9,2.0129200000000003,29,34,62929597.236,63Cu,1.4187741187377223,3.0
10,2.06245,29,34,62929597.236,63Cu,1.4361232537634088,3.1622776601683795
11,2.0813200000000003,29,34,62929597.236,63Cu,1.4426780652661217,3.3166247903554
12,2.09213,29,34,62929597.236,63Cu,1.4464197177859544,3.4641016151377544
13,2.20784,29,34,62929597.236,63Cu,1.4858802105149662,3.605551275463989
14,2.3365400000000003,29,34,62929597.236,63Cu,1.5285744993293588,3.7416573867739413
15,2.3374,29,34,62929597.236,63Cu,1.5288557812952797,3.872983346207417
16,2.40466,29,34,62929597.236,63Cu,1.5506966176528534,4.0
17,2.43037,29,34,62929597.236,63Cu,1.5589643998501055,4.123105625617661
18,2.4971900000000002,29,34,62929597.236,63Cu,1.580249980224648,4.242640687119285
19,2.5035,29,34,62929597.236,63Cu,1.5822452401571634,4.358898943540674
20,2.50508,29,34,62929597.236,63Cu,1.5827444518936087,4.47213595499958
21,2.51106,29,34,62929597.236,63Cu,1.584632449497359,4.58257569495584
22,2.53583,29,34,62929597.236,63Cu,1.592428962308837,4.69041575982343
23,2.5472799999999998,29,34,62929597.236,63Cu,1.5960200499993726,4.795831523312719
24,2.61795,29,34,62929597.236,63Cu,1.6180080345906815,4.898979485566356
25,2.63065,29,34,62929597.236,63Cu,1.6219278652270575,5.0
26,2.67293,29,34,62929597.236,63Cu,1.6349097834437227,5.0990195135927845
27,2.6768400000000003,29,34,62929597.236,63Cu,1.6361051310964099,5.196152422706632
28,2.67843,29,34,62929597.236,63Cu,1.6365909690573268,5.291502622129181
29,2.68227,29,34,62929597.236,63Cu,1.6377637192220371,5.385164807134504
30,2.69666,29,34,62929597.236,63Cu,1.6421510283771101,5.477225575051661
31,2.71647,29,34,62929597.236,63Cu,1.6481717143550305,5.5677643628300215
32,2.76409,29,34,62929597.236,63Cu,1.662555262239424,5.656854249492381
33,2.77636,29,34,62929597.236,63Cu,1.6662412790469452,5.744562646538029
34,2.78023,29,34,62929597.236,63Cu,1.6674021710433269,5.830951894845301
35,2.8081,29,34,62929597.236,63Cu,1.6757386431063765,5.916079783099616
36,2.81,29,34,62929597.236,63Cu,1.676305461424021,6.0
37,2.81887,29,34,62929597.236,63Cu,1.6789490760591876,6.082762530298219
38,2.83237,29,34,62929597.236,63Cu,1.6829646460933159,6.164414002968976
39,2.83675,29,34,62929597.236,63Cu,1.6842654185133648,6.244997998398398
40,2.847,29,34,62929597.236,63Cu,1.687305544351704,6.324555320336759
41,2.8579,29,34,62929597.236,63Cu,1.6905324604987624,6.4031242374328485
42,2.86548,29,34,62929597.236,63Cu,1.6927728731285836,6.48074069840786
43,2.8889,29,34,62929597.236,63Cu,1.6996764397967044,6.557438524302
44,2.91108,29,34,62929597.236,63Cu,1.7061887351638447,6.6332495807108
45,2.95729,29,34,62929597.236,63Cu,1.7196772953086286,6.708203932499369
46,2.9774700000000003,29,34,62929597.236,63Cu,1.7255346997380263,6.782329983125268
47,3.0327,29,34,62929597.236,63Cu,1.7414649005937501,6.855654600401044
48,3.04259,29,34,62929597.236,63Cu,1.7443021527246936,6.928203230275509
49,3.09524,29,34,62929597.236,63Cu,1.7593294177043706,7.0
50,3.1014,29,34,62929597.236,63Cu,1.7610792145727006,7.0710678118654755
51,3.1281,29,34,62929597.236,63Cu,1.7686435480333509,7.14142842854285
52,3.183,29,34,62929597.236,63Cu,1.7840964099509868,7.211102550927978
53,3.208,29,34,62929597.236,63Cu,1.791089054179049,7.280109889280518
54,3.21,29,34,62929597.236,63Cu,1.7916472867168918,7.3484692283495345
55,3.2101,29,34,62929597.236,63Cu,1.791675193778158,7.416198487095663
56,3.2255,29,34,62929597.236,63Cu,1.7959677057230177,7.483314773547883
57,3.248,29,34,62929597.236,63Cu,1.8022208521710097,7.54983443527075
58,3.2637,29,34,62929597.236,63Cu,1.8065713381984116,7.615773105863909
59,3.28,29,34,62929597.236,63Cu,1.8110770276274832,7.681145747868608
60,3.291,29,34,62929597.236,63Cu,1.8141113527013715,7.745966692414834
61,3.2926,29,34,62929597.236,63Cu,1.8145522863781027,7.810249675906654
62,3.29483,29,34,62929597.236,63Cu,1.815166659015089,7.874007874011811
63,3.2976900000000002,29,34,62929597.236,63Cu,1.815954294579024,7.937253933193772
64,3.3075,29,34,62929597.236,63Cu,1.8186533479473213,8.0
65,3.3097,29,34,62929597.236,63Cu,1.8192580905413063,8.06225774829855
66,3.37,29,34,62929597.236,63Cu,1.835755975068582,8.12403840463596
67,3.389,29,34,62929597.236,63Cu,1.8409236811991962,8.18535277187245
68,3.4064,29,34,62929597.236,63Cu,1.8456435192094924,8.246211251235321
69,3.4181,29,34,62929597.236,63Cu,1.848810428356569,8.306623862918075
70,3.426,29,34,62929597.236,63Cu,1.8509457042279767,8.366600265340756
71,3.4299,29,34,62929597.236,63Cu,1.8519989200860782,8.426149773176359
72,3.4601,29,34,62929597.236,63Cu,1.860134403746138,8.48528137423857
73,3.4611699999999996,29,34,62929597.236,63Cu,1.8604219951398122,8.54400374531753
74,3.4651,29,34,62929597.236,63Cu,1.8614779074702983,8.602325267042627
75,3.4761,29,34,62929597.236,63Cu,1.864430207865127,8.660254037844387
76,3.5,29,34,62929597.236,63Cu,1.8708286933869707,8.717797887081348
77,3.5376,29,34,62929597.236,63Cu,1.8808508712813996,8.774964387392123
78,3.5401,29,34,62929597.236,63Cu,1.8815153467351786,8.831760866327848
79,3.5411,29,34,62929597.236,63Cu,1.8817810712194976,8.888194417315589
80,3.5654,29,34,62929597.236,63Cu,1.8882266813070934,8.94427190999916
81,3.5701,29,34,62929597.236,63Cu,1.8894708253900085,9.0
82,3.575,29,34,62929597.236,63Cu,1.8907670401189038,9.055385138137417
83,3.5811,29,34,62929597.236,63Cu,1.8923794545492192,9.1104335791443
84,3.5833,29,34,62929597.236,63Cu,1.8929606440705522,9.16515138991168
85,3.607,29,34,62929597.236,63Cu,1.8992103622295242,9.219544457292887
86,3.6492,29,34,62929597.236,63Cu,1.9102879364116814,9.273618495495704
87,3.6579,29,34,62929597.236,63Cu,1.9125637244285483,9.327379053088816
88,3.6809,29,34,62929597.236,63Cu,1.9185671737002068,9.38083151964686
89,3.683,29,34,62929597.236,63Cu,1.9191143790821847,9.433981132056603
90,3.708,29,34,62929597.236,63Cu,1.9256167843057455,9.486832980505138
91,3.7191,29,34,62929597.236,63Cu,1.9284968239538276,9.539392014169456
92,3.73,29,34,62929597.236,63Cu,1.9313207915827966,9.591663046625438
93,3.7401,29,34,62929597.236,63Cu,1.9339338147930503,9.643650760992955
94,3.7746,29,34,62929597.236,63Cu,1.9428329830430613,9.695359714832659
95,3.779,29,34,62929597.236,63Cu,1.9439650202614243,9.746794344808963
96,3.7867,29,34,62929597.236,63Cu,1.945944500750214,9.797958971132712
1,0.0,29,35,63546000.00000001,64Cu,0.0,1.0
2,0.159282,29,35,63546000.00000001,64Cu,0.3991014908516379,1.4142135623730951
3,0.27825700000000003,29,35,63546000.00000001,64Cu,0.527500710899995,1.7320508075688772
4,0.343898,29,35,63546000.00000001,64Cu,0.5864281712196303,2.0
5,0.36223099999999997,29,35,63546000.00000001,64Cu,0.6018562951402934,2.23606797749979
6,0.574629,29,35,63546000.00000001,64Cu,0.7580428747768823,2.449489742783178
7,0.608784,29,35,63546000.00000001,64Cu,0.7802461150175629,2.6457513110645907
8,0.663,29,35,63546000.00000001,64Cu,0.8142481194328913,2.8284271247461903
9,0.739051,29,35,63546000.00000001,64Cu,0.8596807546990918,3.0
10,0.7462449999999999,29,35,63546000.00000001,64Cu,0.8638547331583013,3.1622776601683795
11,0.8782770000000001,29,35,63546000.00000001,64Cu,0.9371643399105624,3.3166247903554
12,0.8957139999999999,29,35,63546000.00000001,64Cu,0.9464216819156247,3.4641016151377544
13,0.9270790000000001,29,35,63546000.00000001,64Cu,0.9628494170949059,3.605551275463989
14,1.241091,29,35,63546000.00000001,64Cu,1.1140426383222501,3.7416573867739413
15,1.24265,29,35,63546000.00000001,64Cu,1.1147421226454126,3.872983346207417
16,1.28715,29,35,63546000.00000001,64Cu,1.1345263328808195,4.0
17,1.2886,29,35,63546000.00000001,64Cu,1.1351651862174068,4.123105625617661
18,1.2906,29,35,63546000.00000001,64Cu,1.1360457737256893,4.242640687119285
19,1.298123,29,35,63546000.00000001,64Cu,1.1393520088190479,4.358898943540674
20,1.320329,29,35,63546000.00000001,64Cu,1.1490556992591787,4.47213595499958
21,1.35425,29,35,63546000.00000001,64Cu,1.1637224755069397,4.58257569495584
22,1.36321,29,35,63546000.00000001,64Cu,1.1675658439676968,4.69041575982343
23,1.43869,29,35,63546000.00000001,64Cu,1.1994540424709903,4.795831523312719
24,1.46135,29,35,63546000.00000001,64Cu,1.2088631022576544,4.898979485566356
25,1.49918,29,35,63546000.00000001,64Cu,1.2244100620298741,5.0
26,1.521147,29,35,63546000.00000001,64Cu,1.2333478827970639,5.0990195135927845
27,1.55054,29,35,63546000.00000001,64Cu,1.245206810132357,5.196152422706632
28,1.59423,29,35,63546000.00000001,64Cu,1.2626282113116276,5.291502622129181
29,1.59438,29,35,63546000.00000001,64Cu,1.2626876098227937,5.385164807134504
30,1.60731,29,35,63546000.00000001,64Cu,1.26779730241076,5.477225575051661
31,1.6157,29,35,63546000.00000001,64Cu,1.2711018841933954,5.5677643628300215
32,1.63,29,35,63546000.00000001,64Cu,1.2767145334803705,5.656854249492381
33,1.648,29,35,63546000.00000001,64Cu,1.283744522870497,5.744562646538029
34,1.6831200000000002,29,35,63546000.00000001,64Cu,1.2973511475309991,5.830951894845301
35,1.70065,29,35,63546000.00000001,64Cu,1.3040897208397895,5.916079783099616
36,1.7068,29,35,63546000.00000001,64Cu,1.3064455595240088,6.0
37,1.73985,29,35,63546000.00000001,64Cu,1.3190337372485967,6.082762530298219
38,1.74259,29,35,63546000.00000001,64Cu,1.320071967735093,6.164414002968976
39,1.7492,29,35,63546000.00000001,64Cu,1.3225732493892353,6.244997998398398
40,1.76899,29,35,63546000.00000001,64Cu,1.330033834156109,6.324555320336759
41,1.7795400000000001,29,35,63546000.00000001,64Cu,1.333994002985021,6.4031242374328485
42,1.85265,29,35,63546000.00000001,64Cu,1.3611208616430799,6.48074069840786
43,1.884,29,35,63546000.00000001,64Cu,1.3725887949418791,6.557438524302
44,1.90028,29,35,63546000.00000001,64Cu,1.378506438142383,6.6332495807108
45,1.905093,29,35,63546000.00000001,64Cu,1.380251064118409,6.708203932499369
46,1.918,29,35,63546000.00000001,64Cu,1.384918770181125,6.782329983125268
47,1.94,29,35,63546000.00000001,64Cu,1.3928388277184118,6.855654600401044
48,1.97,29,35,63546000.00000001,64Cu,1.40356688476182,6.928203230275509
49,1.97633,29,35,63546000.00000001,64Cu,1.4058200453827652,7.0
50,1.9793,29,35,63546000.00000001,64Cu,1.40687597178998,7.0710678118654755
51,2.0212,29,35,63546000.00000001,64Cu,1.4216891362038326,7.14142842854285
52,2.0419,29,35,63546000.00000001,64Cu,1.4289506639488994,7.211102550927978
53,2.05,29,35,63546000.00000001,64Cu,1.4317821063276353,7.280109889280518
54,2.0533,29,35,63546000.00000001,64Cu,1.4329340529138108,7.3484692283495345
55,2.06,29,35,63546000.00000001,64Cu,1.4352700094407325,7.416198487095663
56,2.065,29,35,63546000.00000001,64Cu,1.4370107863199915,7.483314773547883
57,2.0732,29,35,63546000.00000001,64Cu,1.4398611044125054,7.54983443527075
58,2.07512,29,35,63546000.00000001,64Cu,1.4405276810946746,7.615773105863909
59,2.0801,29,35,63546000.00000001,64Cu,1.442255178531178,7.681145747868608
60,2.0923,29,35,63546000.00000001,64Cu,1.4464784823840278,7.745966692414834
61,2.115,29,35,63546000.00000001,64Cu,1.4543039572248988,7.810249675906654
62,2.1397,29,35,63546000.00000001,64Cu,1.462771342349856,7.874007874011811
63,2.14453,29,35,63546000.00000001,64Cu,1.4644213874428358,7.937253933193772
64,2.1842,29,35,63546000.00000001,64Cu,1.4779039210990679,8.0
65,2.212,29,35,63546000.00000001,64Cu,1.4872793954062566,8.06225774829855
66,2.221,29,35,63546000.00000001,64Cu,1.4903019828209316,8.12403840463596
67,2.244,29,35,63546000.00000001,64Cu,1.4979986648859205,8.18535277187245
68,2.2516,29,35,63546000.00000001,64Cu,1.5005332385522154,8.246211251235321
69,2.25406,29,35,63546000.00000001,64Cu,1.5013527233798192,8.306623862918075
70,2.26701,29,35,63546000.00000001,64Cu,1.5056593240172227,8.366600265340756
71,2.27427,29,35,63546000.00000001,64Cu,1.5080683008405156,8.426149773176359
72,2.27975,29,35,63546000.00000001,64Cu,1.5098841015124307,8.48528137423857
73,2.3010900000000003,29,35,63546000.00000001,64Cu,1.5169344086017695,8.54400374531753
74,2.3094,29,35,63546000.00000001,64Cu,1.5196710170296728,8.602325267042627
75,2.31649,29,35,63546000.00000001,64Cu,1.5220019710893937,8.660254037844387
76,2.3232,29,35,63546000.00000001,64Cu,1.524204710660612,8.717797887081348
77,2.32475,29,35,63546000.00000001,64Cu,1.5247130877643833,8.774964387392123
78,2.35462,29,35,63546000.00000001,64Cu,1.5344771096370255,8.831760866327848
79,2.3604700000000003,29,35,63546000.00000001,64Cu,1.5363821139286933,8.888194417315589
80,2.37641,29,35,63546000.00000001,64Cu,1.5415608972726311,8.94427190999916
