Level_Number,Level_Energy,Protons,Neutrons,Atomic_Mass_Micro,Element_w_A,Level_Energy_SQRT,Level_Number_SQRT
24,0.6538,94,149,243062002.11900002,243Pu,0.808579000469342,4.898979485566356
25,0.6772,94,149,243062002.11900002,243Pu,0.8229216244576394,5.0
26,0.7039,94,149,243062002.11900002,243Pu,0.8389874850079707,5.0990195135927845
27,0.7341,94,149,243062002.11900002,243Pu,0.8567963585356791,5.196152422706632
28,0.7418,94,149,243062002.11900002,243Pu,0.861278120005379,5.291502622129181
29,0.784,94,149,243062002.11900002,243Pu,0.8854377448471462,5.385164807134504
30,0.7907,94,149,243062002.11900002,243Pu,0.8892131353055914,5.477225575051661
31,0.8095,94,149,243062002.11900002,243Pu,0.8997221793420456,5.5677643628300215
32,0.8138,94,149,243062002.11900002,243Pu,0.9021086409075129,5.656854249492381
1,0.0,94,150,244064204.415,244Pu,0.0,1.0
2,0.0442,94,150,244064204.415,244Pu,0.2102379604162864,1.4142135623730951
3,0.155,94,150,244064204.415,244Pu,0.39370039370059057,1.7320508075688772
4,0.3179,94,150,244064204.415,244Pu,0.563826214360418,2.0
5,0.535,94,150,244064204.415,244Pu,0.7314369419163897,2.23606797749979
6,0.708,94,150,244064204.415,244Pu,0.8414273587185052,2.449489742783178
7,0.8024,94,150,244064204.415,244Pu,0.8957678270623477,2.6457513110645907
8,0.957,94,150,244064204.415,244Pu,0.9782637681116478,2.8284271247461903
9,1.015,94,150,244064204.415,244Pu,1.0074720839804943,3.0
10,1.068,94,150,244064204.415,244Pu,1.0334408546211051,3.1622776601683795
11,1.0681,94,150,244064204.415,244Pu,1.0334892355511014,3.3166247903554
12,1.108,94,150,244064204.415,244Pu,1.0526157893552615,3.4641016151377544
13,1.1159,94,150,244064204.415,244Pu,1.0563616804863758,3.605551275463989
14,1.194,94,150,244064204.415,244Pu,1.0927030703718188,3.7416573867739413
15,1.2063,94,150,244064204.415,244Pu,1.0983168941612433,3.872983346207417
16,1.21,94,150,244064204.415,244Pu,1.1,4.0
17,1.216,94,150,244064204.415,244Pu,1.1027239001672178,4.123105625617661
18,1.353,94,150,244064204.415,244Pu,1.1631852818876278,4.242640687119285
19,1.378,94,150,244064204.415,244Pu,1.173882447266335,4.358898943540674
20,1.3953,94,150,244064204.415,244Pu,1.181228174401542,4.47213595499958
21,1.434,94,150,244064204.415,244Pu,1.1974973903938162,4.58257569495584
22,1.471,94,150,244064204.415,244Pu,1.2128478882366083,4.69041575982343
1,0.0,94,151,245067824.568,245Pu,0.0,1.0
2,0.1941,94,151,245067824.568,245Pu,0.4405678154382138,1.4142135623730951
3,0.222,94,151,245067824.568,245Pu,0.47116875957558985,1.7320508075688772
4,0.251,94,151,245067824.568,245Pu,0.5009990019950139,2.0
5,0.2645,94,151,245067824.568,245Pu,0.5142956348249517,2.23606797749979
6,0.2691,94,151,245067824.568,245Pu,0.5187484939737175,2.449489742783178
7,0.311,94,151,245067824.568,245Pu,0.5576737397439474,2.6457513110645907
8,0.3312,94,151,245067824.568,245Pu,0.5754997827975263,2.8284271247461903
9,0.36,94,151,245067824.568,245Pu,0.6,3.0
10,0.428,94,151,245067824.568,245Pu,0.6542170893518451,3.1622776601683795
11,0.464,94,151,245067824.568,245Pu,0.6811754546370561,3.3166247903554
1,0.0,95,143,238051982.607,238Am,0.0,1.0
1,0.0,95,144,239053022.803,239Am,0.0,1.0
1,0.0,95,145,240055298.444,240Am,0.0,1.0
2,0.040999999999999995,95,145,240055298.444,240Am,0.20248456731316586,1.4142135623730951
3,0.053,95,145,240055298.444,240Am,0.23021728866442676,1.7320508075688772
4,0.087,95,145,240055298.444,240Am,0.2949576240750525,2.0
5,0.096,95,145,240055298.444,240Am,0.30983866769659335,2.23606797749979
6,0.13,95,145,240055298.444,240Am,0.36055512754639896,2.449489742783178
7,0.158,95,145,240055298.444,240Am,0.39749213828703583,2.6457513110645907
8,0.18600000000000003,95,145,240055298.444,240Am,0.4312771730569565,2.8284271247461903
9,0.213,95,145,240055298.444,240Am,0.46151923036857306,3.0
10,0.233,95,145,240055298.444,240Am,0.4827007354458868,3.1622776601683795
11,0.252,95,145,240055298.444,240Am,0.5019960159204453,3.3166247903554
12,0.281,95,145,240055298.444,240Am,0.5300943312279429,3.4641016151377544
13,0.316,95,145,240055298.444,240Am,0.5621387729022078,3.605551275463989
14,0.32899999999999996,95,145,240055298.444,240Am,0.5735852159879994,3.7416573867739413
15,0.34600000000000003,95,145,240055298.444,240Am,0.5882176467941097,3.872983346207417
16,0.39799999999999996,95,145,240055298.444,240Am,0.6308724118235002,4.0
17,0.423,95,145,240055298.444,240Am,0.650384501660364,4.123105625617661
18,0.45799999999999996,95,145,240055298.444,240Am,0.6767569726275452,4.242640687119285
19,0.474,95,145,240055298.444,240Am,0.6884765791223402,4.358898943540674
20,0.498,95,145,240055298.444,240Am,0.705691150575094,4.47213595499958
21,0.534,95,145,240055298.444,240Am,0.7307530362578044,4.58257569495584
22,0.551,95,145,240055298.444,240Am,0.7422937423958255,4.69041575982343
23,0.616,95,145,240055298.444,240Am,0.7848566748139434,4.795831523312719
24,0.64,95,145,240055298.444,240Am,0.8,4.898979485566356
25,0.66,95,145,240055298.444,240Am,0.812403840463596,5.0
1,0.0,95,146,241056827.413,241Am,0.0,1.0
2,0.041176,95,146,241056827.413,241Am,0.20291870293297262,1.4142135623730951
3,0.0937,95,146,241056827.413,241Am,0.30610455730027936,1.7320508075688772
4,0.1575,95,146,241056827.413,241Am,0.3968626966596886,2.0
5,0.205884,95,146,241056827.413,241Am,0.4537444214533111,2.23606797749979
6,0.23368000000000003,95,146,241056827.413,241Am,0.48340459244818934,2.449489742783178
7,0.2352,95,146,241056827.413,241Am,0.48497422611928565,2.6457513110645907
8,0.239,95,146,241056827.413,241Am,0.48887626246321264,2.8284271247461903
9,0.273,95,146,241056827.413,241Am,0.5224940191045253,3.0
10,0.2732,95,146,241056827.413,241Am,0.5226853738148792,3.1622776601683795
11,0.3198,95,146,241056827.413,241Am,0.5655086206239477,3.3166247903554
12,0.31982,95,146,241056827.413,241Am,0.5655263035438758,3.4641016151377544
13,0.3811,95,146,241056827.413,241Am,0.6173329733620261,3.605551275463989
14,0.41818,95,146,241056827.413,241Am,0.6466683848774424,3.7416573867739413
15,0.4531,95,146,241056827.413,241Am,0.6731270311018568,3.872983346207417
16,0.459,95,146,241056827.413,241Am,0.677495387438173,4.0
17,0.471812,95,146,241056827.413,241Am,0.6868857255759505,4.123105625617661
18,0.495,95,146,241056827.413,241Am,0.7035623639735145,4.242640687119285
19,0.504451,95,146,241056827.413,241Am,0.7102471400857592,4.358898943540674
20,0.52567,95,146,241056827.413,241Am,0.7250310338185532,4.47213595499958
21,0.5309,95,146,241056827.413,241Am,0.7286288492778749,4.58257569495584
22,0.543,95,146,241056827.413,241Am,0.7368853370776216,4.69041575982343
23,0.5504,95,146,241056827.413,241Am,0.7418894796396563,4.795831523312719
24,0.6231,95,146,241056827.413,241Am,0.7893668348746354,4.898979485566356
25,0.6252,95,146,241056827.413,241Am,0.7906958960308318,5.0
26,0.6298,95,146,241056827.413,241Am,0.7935993951610598,5.0990195135927845
27,0.636864,95,146,241056827.413,241Am,0.798037593099473,5.196152422706632
28,0.645,95,146,241056827.413,241Am,0.8031189202104505,5.291502622129181
29,0.652092,95,146,241056827.413,241Am,0.8075221359195053,5.385164807134504
30,0.65323,95,146,241056827.413,241Am,0.8082264534151304,5.477225575051661
31,0.67024,95,146,241056827.413,241Am,0.8186818673941667,5.5677643628300215
32,0.6821,95,146,241056827.413,241Am,0.8258934555982388,5.656854249492381
33,0.7239,95,146,241056827.413,241Am,0.8508231308562315,5.744562646538029
34,0.732,95,146,241056827.413,241Am,0.8555699854482975,5.830951894845301
35,0.7738,95,146,241056827.413,241Am,0.8796590248499699,5.916079783099616
36,0.7872,95,146,241056827.413,241Am,0.8872429205127533,6.0
1,0.0,95,147,242059547.428,242Am,0.0,1.0
2,0.044092,95,147,242059547.428,242Am,0.2099809515170364,1.4142135623730951
3,0.0486,95,147,242059547.428,242Am,0.220454076850486,1.7320508075688772
4,0.0527,95,147,242059547.428,242Am,0.22956480566497992,2.0
5,0.07582,95,147,242059547.428,242Am,0.27535431719876846,2.23606797749979
6,0.099,95,147,242059547.428,242Am,0.31464265445104544,2.449489742783178
7,0.114,95,147,242059547.428,242Am,0.33763886032268264,2.6457513110645907
8,0.148,95,147,242059547.428,242Am,0.3847076812334269,2.8284271247461903
9,0.14969000000000002,95,147,242059547.428,242Am,0.38689791935341294,3.0
10,0.171,95,147,242059547.428,242Am,0.41352146256270667,3.1622776601683795
11,0.19,95,147,242059547.428,242Am,0.43588989435406733,3.3166247903554
12,0.1977,95,147,242059547.428,242Am,0.4446346815083142,3.4641016151377544
13,0.23053,95,147,242059547.428,242Am,0.4801353975703104,3.605551275463989
14,0.24436,95,147,242059547.428,242Am,0.49432782644718676,3.7416573867739413
15,0.263,95,147,242059547.428,242Am,0.5128352561983234,3.872983346207417
16,0.2699,95,147,242059547.428,242Am,0.5195190083144215,4.0
17,0.27433,95,147,242059547.428,242Am,0.5237652145761496,4.123105625617661
18,0.2835,95,147,242059547.428,242Am,0.5324471804789654,4.242640687119285
19,0.28901,95,147,242059547.428,242Am,0.5375965029648165,4.358898943540674
20,0.29284,95,147,242059547.428,242Am,0.5411469301400499,4.47213595499958
21,0.29641,95,147,242059547.428,242Am,0.5444354874546662,4.58257569495584
22,0.307,95,147,242059547.428,242Am,0.5540758070878027,4.69041575982343
23,0.32784,95,147,242059547.428,242Am,0.5725731394328588,4.795831523312719
24,0.33071,95,147,242059547.428,242Am,0.575073908293534,4.898979485566356
25,0.34158,95,147,242059547.428,242Am,0.5844484579498863,5.0
26,0.342,95,147,242059547.428,242Am,0.5848076606885378,5.0990195135927845
27,0.35569,95,147,242059547.428,242Am,0.5963975184388346,5.196152422706632
28,0.3647,95,147,242059547.428,242Am,0.60390396587537,5.291502622129181
29,0.3704,95,147,242059547.428,242Am,0.6086049621881175,5.385164807134504
30,0.37246999999999997,95,147,242059547.428,242Am,0.6103032033342115,5.477225575051661
31,0.37374,95,147,242059547.428,242Am,0.6113427843689659,5.5677643628300215
32,0.37693000000000004,95,147,242059547.428,242Am,0.613946251719155,5.656854249492381
33,0.38818,95,147,242059547.428,242Am,0.6230409296346429,5.744562646538029
34,0.40053,95,147,242059547.428,242Am,0.6328743951211804,5.830951894845301
35,0.40591,95,147,242059547.428,242Am,0.6371106654263449,5.916079783099616
36,0.409,95,147,242059547.428,242Am,0.6395310782127792,6.0
37,0.41777,95,147,242059547.428,242Am,0.6463512976702375,6.082762530298219
38,0.41807,95,147,242059547.428,242Am,0.6465833279632255,6.164414002968976
39,0.41913999999999996,95,147,242059547.428,242Am,0.6474102254367009,6.244997998398398
40,0.4288,95,147,242059547.428,242Am,0.654828221749796,6.324555320336759
41,0.434,95,147,242059547.428,242Am,0.6587867636800242,6.4031242374328485
42,0.44238999999999995,95,147,242059547.428,242Am,0.6651240485804133,6.48074069840786
43,0.44668,95,147,242059547.428,242Am,0.6683412302110353,6.557438524302
44,0.45715,95,147,242059547.428,242Am,0.6761286859762718,6.6332495807108
45,0.46437,95,147,242059547.428,242Am,0.681446989867884,6.708203932499369
46,0.48367,95,147,242059547.428,242Am,0.695463873971898,6.782329983125268
47,0.486,95,147,242059547.428,242Am,0.697137002317335,6.855654600401044
48,0.5,95,147,242059547.428,242Am,0.7071067811865476,6.928203230275509
49,0.5028,95,147,242059547.428,242Am,0.7090839160494334,7.0
50,0.5285,95,147,242059547.428,242Am,0.7269800547470336,7.0710678118654755
51,0.56822,95,147,242059547.428,242Am,0.753803687971875,7.14142842854285
52,0.581,95,147,242059547.428,242Am,0.7622335600063802,7.211102550927978
53,0.5836,95,147,242059547.428,242Am,0.7639371701913712,7.280109889280518
54,0.608,95,147,242059547.428,242Am,0.7797435475847171,7.3484692283495345
55,0.6127600000000001,95,147,242059547.428,242Am,0.782789882407789,7.416198487095663
56,0.6205,95,147,242059547.428,242Am,0.7877182237323191,7.483314773547883
57,0.626,95,147,242059547.428,242Am,0.7912016177940993,7.54983443527075
58,0.6298,95,147,242059547.428,242Am,0.7935993951610598,7.615773105863909
59,0.6404,95,147,242059547.428,242Am,0.8002499609497022,7.681145747868608
60,0.6445,95,147,242059547.428,242Am,0.802807573457052,7.745966692414834
61,0.6515,95,147,242059547.428,242Am,0.8071554992688831,7.810249675906654
62,0.658,95,147,242059547.428,242Am,0.8111719916269299,7.874007874011811
63,0.6608,95,147,242059547.428,242Am,0.8128960573160631,7.937253933193772
64,0.6642,95,147,242059547.428,242Am,0.8149846624323676,8.0
65,0.6702,95,147,242059547.428,242Am,0.8186574375158391,8.06225774829855
66,0.677,95,147,242059547.428,242Am,0.8228000972289685,8.12403840463596
67,0.6825,95,147,242059547.428,242Am,0.8261355820929153,8.18535277187245
68,0.6895,95,147,242059547.428,242Am,0.8303613671167511,8.246211251235321
69,0.697,95,147,242059547.428,242Am,0.8348652585896721,8.306623862918075
70,0.7004,95,147,242059547.428,242Am,0.8368990381163071,8.366600265340756
71,0.7155,95,147,242059547.428,242Am,0.8458723307923011,8.426149773176359
72,0.7215,95,147,242059547.428,242Am,0.8494115610232769,8.48528137423857
73,0.7246,95,147,242059547.428,242Am,0.8512343978012167,8.54400374531753
74,0.735,95,147,242059547.428,242Am,0.8573214099741123,8.602325267042627
75,0.7449,95,147,242059547.428,242Am,0.8630758946929291,8.660254037844387
76,0.7596,95,147,242059547.428,242Am,0.8715503427800371,8.717797887081348
77,0.7671,95,147,242059547.428,242Am,0.8758424515859002,8.774964387392123
78,0.7798,95,147,242059547.428,242Am,0.8830628516702534,8.831760866327848
79,0.79,95,147,242059547.428,242Am,0.8888194417315589,8.888194417315589
80,0.7958,95,147,242059547.428,242Am,0.8920762299265685,8.94427190999916
81,0.796,95,147,242059547.428,242Am,0.8921883209278185,9.0
82,0.8025,95,147,242059547.428,242Am,0.8958236433584459,9.055385138137417
83,0.8182,95,147,242059547.428,242Am,0.9045440840556087,9.1104335791443
84,0.821,95,147,242059547.428,242Am,0.9060905032059435,9.16515138991168
85,0.8233,95,147,242059547.428,242Am,0.9073588044428731,9.219544457292887
86,0.833,95,147,242059547.428,242Am,0.9126883367283708,9.273618495495704
87,0.846,95,147,242059547.428,242Am,0.9197825830053535,9.327379053088816
88,0.852,95,147,242059547.428,242Am,0.9230384607371461,9.38083151964686
1,0.0,95,148,243061379.94,243Am,0.0,1.0
2,0.0422,95,148,243061379.94,243Am,0.2054263858417414,1.4142135623730951
3,0.084,95,148,243061379.94,243Am,0.28982753492378877,1.7320508075688772
4,0.0964,95,148,243061379.94,243Am,0.31048349392520047,2.0
5,0.1092,95,148,243061379.94,243Am,0.33045423283716613,2.23606797749979
6,0.1435,95,148,243061379.94,243Am,0.3788139384975162,2.449489742783178
7,0.1623,95,148,243061379.94,243Am,0.4028647415696737,2.6457513110645907
8,0.1893,95,148,243061379.94,243Am,0.4350861983561418,2.8284271247461903
9,0.238,95,148,243061379.94,243Am,0.4878524367060187,3.0
10,0.244,95,148,243061379.94,243Am,0.4939635614091388,3.1622776601683795
11,0.266,95,148,243061379.94,243Am,0.5157518783291051,3.3166247903554
12,0.3,95,148,243061379.94,243Am,0.5477225575051661,3.4641016151377544
13,0.345,95,148,243061379.94,243Am,0.5873670062235365,3.605551275463989
14,0.383,95,148,243061379.94,243Am,0.618869937870632,3.7416573867739413
15,0.4071,95,148,243061379.94,243Am,0.6380438856379709,3.872983346207417
16,0.423,95,148,243061379.94,243Am,0.650384501660364,4.0
17,0.445,95,148,243061379.94,243Am,0.6670832032063166,4.123105625617661
18,0.4657,95,148,243061379.94,243Am,0.6824221567329126,4.242640687119285
19,0.466,95,148,243061379.94,243Am,0.6826419266350405,4.358898943540674
1,0.0,95,149,244064282.96400002,244Am,0.0,1.0
2,0.0861,95,149,244064282.96400002,244Am,0.2934280150224242,1.4142135623730951
3,0.0984,95,149,244064282.96400002,244Am,0.31368774282716244,1.7320508075688772
4,0.1214,95,149,244064282.96400002,244Am,0.3484250278036869,2.0
5,0.1464,95,149,244064282.96400002,244Am,0.38262252939417984,2.23606797749979
6,0.1738,95,149,244064282.96400002,244Am,0.41689327171351664,2.449489742783178
7,0.1816,95,149,244064282.96400002,244Am,0.4261455150532503,2.6457513110645907
8,0.1954,95,149,244064282.96400002,244Am,0.44204072210600687,2.8284271247461903
9,0.2,95,149,244064282.96400002,244Am,0.4472135954999579,3.0
10,0.2264,95,149,244064282.96400002,244Am,0.47581509013481277,3.1622776601683795
11,0.25,95,149,244064282.96400002,244Am,0.5,3.3166247903554
12,0.2598,95,149,244064282.96400002,244Am,0.5097057974949863,3.4641016151377544
13,0.2703,95,149,244064282.96400002,244Am,0.5199038372622383,3.605551275463989
14,0.2873,95,149,244064282.96400002,244Am,0.5360037313302959,3.7416573867739413
15,0.2948,95,149,244064282.96400002,244Am,0.5429548784199291,3.872983346207417
16,0.3209,95,149,244064282.96400002,244Am,0.5664803615307419,4.0
17,0.3337,95,149,244064282.96400002,244Am,0.5776677245614472,4.123105625617661
18,0.3408,95,149,244064282.96400002,244Am,0.583780780773057,4.242640687119285
19,0.3418,95,149,244064282.96400002,244Am,0.5846366392897386,4.358898943540674
20,0.3465,95,149,244064282.96400002,244Am,0.5886425061104574,4.47213595499958
21,0.3599,95,149,244064282.96400002,244Am,0.5999166608788258,4.58257569495584
22,0.365,95,149,244064282.96400002,244Am,0.6041522986797286,4.69041575982343
23,0.3657,95,149,244064282.96400002,244Am,0.6047313453096342,4.795831523312719
24,0.3752,95,149,244064282.96400002,244Am,0.6125357132445421,4.898979485566356
25,0.3881,95,149,244064282.96400002,244Am,0.6229767250869008,5.0
26,0.3968,95,149,244064282.96400002,244Am,0.6299206299209449,5.0990195135927845
27,0.4128,95,149,244064282.96400002,244Am,0.6424951361683604,5.196152422706632
28,0.4171,95,149,244064282.96400002,244Am,0.645832795698701,5.291502622129181
29,0.4182,95,149,244064282.96400002,244Am,0.6466838485689897,5.385164807134504
30,0.4193,95,149,244064282.96400002,244Am,0.647533782902483,5.477225575051661
31,0.4291,95,149,244064282.96400002,244Am,0.6550572494064927,5.5677643628300215
32,0.431,95,149,244064282.96400002,244Am,0.6565059024867941,5.656854249492381
33,0.4331,95,149,244064282.96400002,244Am,0.6581033353509158,5.744562646538029
34,0.4354,95,149,244064282.96400002,244Am,0.6598484674529449,5.830951894845301
35,0.4425,95,149,244064282.96400002,244Am,0.6652067347825036,5.916079783099616
36,0.447,95,149,244064282.96400002,244Am,0.6685805860178712,6.0
37,0.4521,95,149,244064282.96400002,244Am,0.6723838189605695,6.082762530298219
38,0.455,95,149,244064282.96400002,244Am,0.6745368781616021,6.164414002968976
39,0.4644,95,149,244064282.96400002,244Am,0.6814690014960328,6.244997998398398
40,0.4762,95,149,244064282.96400002,244Am,0.6900724599634447,6.324555320336759
41,0.4764,95,149,244064282.96400002,244Am,0.6902173570694959,6.4031242374328485
42,0.4829,95,149,244064282.96400002,244Am,0.6949100661236676,6.48074069840786
43,0.4935,95,149,244064282.96400002,244Am,0.7024955515873392,6.557438524302
44,0.508,95,149,244064282.96400002,244Am,0.7127411872482184,6.6332495807108
45,0.5122,95,149,244064282.96400002,244Am,0.7156814934033155,6.708203932499369
46,0.5143,95,149,244064282.96400002,244Am,0.7171471257698799,6.782329983125268
47,0.5149,95,149,244064282.96400002,244Am,0.7175653280364095,6.855654600401044
48,0.5223,95,149,244064282.96400002,244Am,0.7227032586061861,6.928203230275509
49,0.5339,95,149,244064282.96400002,244Am,0.7306846104852627,7.0
50,0.5597,95,149,244064282.96400002,244Am,0.7481310045707236,7.0710678118654755
51,0.567,95,149,244064282.96400002,244Am,0.7529940238806679,7.14142842854285
52,0.577,95,149,244064282.96400002,244Am,0.7596051605933177,7.211102550927978
53,0.5821,95,149,244064282.96400002,244Am,0.7629547824084989,7.280109889280518
54,0.6065,95,149,244064282.96400002,244Am,0.7787810988975015,7.3484692283495345
55,0.609,95,149,244064282.96400002,244Am,0.7803845206050668,7.416198487095663
56,0.6133,95,149,244064282.96400002,244Am,0.7831347265956222,7.483314773547883
57,0.618,95,149,244064282.96400002,244Am,0.7861297602813418,7.54983443527075
58,0.6412,95,149,244064282.96400002,244Am,0.8007496487667041,7.615773105863909
59,0.6483,95,149,244064282.96400002,244Am,0.8051707893360265,7.681145747868608
60,0.6689,95,149,244064282.96400002,244Am,0.8178630692236935,7.745966692414834
61,0.6787,95,149,244064282.96400002,244Am,0.8238325072488946,7.810249675906654
62,0.6949,95,149,244064282.96400002,244Am,0.8336066218546971,7.874007874011811
63,0.6979,95,149,244064282.96400002,244Am,0.8354040938372279,7.937253933193772
64,0.7086,95,149,244064282.96400002,244Am,0.8417838202293983,8.0
65,0.7293,95,149,244064282.96400002,244Am,0.8539906322671227,8.06225774829855
66,0.749,95,149,244064282.96400002,244Am,0.8654478609367522,8.12403840463596
67,0.7548,95,149,244064282.96400002,244Am,0.8687922651589389,8.18535277187245
68,0.7691,95,149,244064282.96400002,244Am,0.8769834662067467,8.246211251235321
69,0.773,95,149,244064282.96400002,244Am,0.8792041856133307,8.306623862918075
70,0.778,95,149,244064282.96400002,244Am,0.8820430828479978,8.366600265340756
71,0.7783,95,149,244064282.96400002,244Am,0.8822131261775694,8.426149773176359
72,0.781,95,149,244064282.96400002,244Am,0.8837420438114281,8.48528137423857
73,0.786,95,149,244064282.96400002,244Am,0.8865664103720601,8.54400374531753
74,0.7931,95,149,244064282.96400002,244Am,0.8905616205518853,8.602325267042627
75,0.7971,95,149,244064282.96400002,244Am,0.8928045698807775,8.660254037844387
76,0.8069,95,149,244064282.96400002,244Am,0.8982761268117949,8.717797887081348
77,0.8236,95,149,244064282.96400002,244Am,0.9075241043630742,8.774964387392123
78,0.8303,95,149,244064282.96400002,244Am,0.9112079894294167,8.831760866327848
79,0.834,95,149,244064282.96400002,244Am,0.9132360045464699,8.888194417315589
80,0.8388,95,149,244064282.96400002,244Am,0.9158602513484249,8.94427190999916
81,0.8408,95,149,244064282.96400002,244Am,0.916951470907812,9.0
1,0.0,96,144,240055528.32900003,240Cm,0.0,1.0
1,0.0,96,145,241057651.288,241Cm,0.0,1.0
1,0.0,96,146,242058834.26299998,242Cm,0.0,1.0
1,0.0,96,147,243061387.403,243Cm,0.0,1.0
2,0.042,96,147,243061387.403,243Cm,0.20493901531919198,1.4142135623730951
3,0.0874,96,147,243061387.403,243Cm,0.2956349099818897,1.7320508075688772
4,0.094,96,147,243061387.403,243Cm,0.3065941943351178,2.0
5,0.0941,96,147,243061387.403,243Cm,0.30675723300355934,2.23606797749979
6,0.13,96,147,243061387.403,243Cm,0.36055512754639896,2.449489742783178
7,0.153,96,147,243061387.403,243Cm,0.39115214431215894,2.6457513110645907
8,0.164,96,147,243061387.403,243Cm,0.4049691346263318,2.8284271247461903
9,0.187,96,147,243061387.403,243Cm,0.43243496620879307,3.0
10,0.219,96,147,243061387.403,243Cm,0.4679743582719036,3.1622776601683795
11,0.228,96,147,243061387.403,243Cm,0.4774934554525329,3.3166247903554
12,0.26,96,147,243061387.403,243Cm,0.5099019513592785,3.4641016151377544
13,0.53,96,147,243061387.403,243Cm,0.7280109889280518,3.605551275463989
14,0.729,96,147,243061387.403,243Cm,0.8538149682454624,3.7416573867739413
15,0.769,96,147,243061387.403,243Cm,0.8769264507357502,3.872983346207417
16,0.798,96,147,243061387.403,243Cm,0.8933084573650918,4.0
17,0.842,96,147,243061387.403,243Cm,0.9176055797563569,4.123105625617661
18,0.86,96,147,243061387.403,243Cm,0.9273618495495703,4.242640687119285
19,0.892,96,147,243061387.403,243Cm,0.9444575162494075,4.358898943540674
20,0.904,96,147,243061387.403,243Cm,0.950789145920377,4.47213595499958
21,0.93,96,147,243061387.403,243Cm,0.9643650760992956,4.58257569495584
22,0.973,96,147,243061387.403,243Cm,0.9864076236526155,4.69041575982343
23,1.015,96,147,243061387.403,243Cm,1.0074720839804943,4.795831523312719
24,1.023,96,147,243061387.403,243Cm,1.0114346246792225,4.898979485566356
25,1.046,96,147,243061387.403,243Cm,1.0227414140436477,5.0
26,1.136,96,147,243061387.403,243Cm,1.065833007557938,5.0990195135927845
27,1.217,96,147,243061387.403,243Cm,1.103177229641729,5.196152422706632
28,1.222,96,147,243061387.403,243Cm,1.1054410884348382,5.291502622129181
29,1.359,96,147,243061387.403,243Cm,1.1657615536635269,5.385164807134504
1,0.0,96,148,244062750.694,244Cm,0.0,1.0
1,0.0,96,149,245065491.113,245Cm,0.0,1.0
2,0.054789,96,149,245065491.113,245Cm,0.23407050219965778,1.4142135623730951
3,0.121584,96,149,245065491.113,245Cm,0.3486889731551602,1.7320508075688772
4,0.1974,96,149,245065491.113,245Cm,0.44429719783046123,2.0
5,0.25284,96,149,245065491.113,245Cm,0.5028319798899032,2.23606797749979
6,0.29570799999999997,96,149,245065491.113,245Cm,0.5437904007979545,2.449489742783178
7,0.35065999999999997,96,149,245065491.113,245Cm,0.5921655174020183,2.6457513110645907
8,0.35591999999999996,96,149,245065491.113,245Cm,0.5965903116880126,2.8284271247461903
9,0.3614,96,149,245065491.113,245Cm,0.6011655346075655,3.0
10,0.388181,96,149,245065491.113,245Cm,0.6230417321496209,3.1622776601683795
11,0.41661000000000004,96,149,245065491.113,245Cm,0.6454533290641548,3.3166247903554
12,0.4187,96,149,245065491.113,245Cm,0.6470703207534712,3.4641016151377544
13,0.431,96,149,245065491.113,245Cm,0.6565059024867941,3.605551275463989
14,0.44291800000000003,96,149,245065491.113,245Cm,0.6655208486591536,3.7416573867739413
15,0.4976,96,149,245065491.113,245Cm,0.705407683541936,3.872983346207417
16,0.5088699999999999,96,149,245065491.113,245Cm,0.7133512458810175,4.0
17,0.532,96,149,245065491.113,245Cm,0.7293833011524188,4.123105625617661
18,0.545,96,149,245065491.113,245Cm,0.73824115301167,4.242640687119285
19,0.5547,96,149,245065491.113,245Cm,0.7447818472546173,4.358898943540674
20,0.5879,96,149,245065491.113,245Cm,0.7667463726683028,4.47213595499958
21,0.5976,96,149,245065491.113,245Cm,0.7730459236035075,4.58257569495584
22,0.63364,96,149,245065491.113,245Cm,0.7960150752341315,4.69041575982343
23,0.638,96,149,245065491.113,245Cm,0.7987490219086343,4.795831523312719
24,0.64364,96,149,245065491.113,245Cm,0.8022717744006703,4.898979485566356
25,0.66,96,149,245065491.113,245Cm,0.812403840463596,5.0
26,0.6615300000000001,96,149,245065491.113,245Cm,0.8133449452722996,5.0990195135927845
27,0.672,96,149,245065491.113,245Cm,0.8197560612767679,5.196152422706632
28,0.701817,96,149,245065491.113,245Cm,0.837745187989761,5.291502622129181
29,0.722,96,149,245065491.113,245Cm,0.8497058314499201,5.385164807134504
30,0.7363,96,149,245065491.113,245Cm,0.8580792504192138,5.477225575051661
31,0.74097,96,149,245065491.113,245Cm,0.8607961431140361,5.5677643628300215
32,0.7692,96,149,245065491.113,245Cm,0.877040477971228,5.656854249492381
33,0.77186,96,149,245065491.113,245Cm,0.8785556328429065,5.744562646538029
34,0.7743,96,149,245065491.113,245Cm,0.8799431799837987,5.830951894845301
35,0.78523,96,149,245065491.113,245Cm,0.8861320443365086,5.916079783099616
36,0.791,96,149,245065491.113,245Cm,0.8893818077743664,6.0
37,0.8411,96,149,245065491.113,245Cm,0.9171150418567999,6.082762530298219
38,0.8492,96,149,245065491.113,245Cm,0.9215204826806618,6.164414002968976
39,0.85259,96,149,245065491.113,245Cm,0.9233580020772008,6.244997998398398
40,0.856,96,149,245065491.113,245Cm,0.9252026804976302,6.324555320336759
41,0.866,96,149,245065491.113,245Cm,0.9305912099305473,6.4031242374328485
1,0.0,96,150,246067222.08200002,246Cm,0.0,1.0
