Level_Number,Level_Energy,Spin,Parity,Element_w_A,Target_Protons,Target_Neutrons,Atomic_Mass_Micro
12,  1.217169 ,  0.0,  1,168Er,68,100,167932376.192
13,  1.263905 ,  6.0,  1,168Er,68,100,167932376.192
14,  1.266070 ,  7.0, -1,168Er,68,100,167932376.192
15,  1.276272 ,  2.0,  1,168Er,68,100,167932376.192
16,  1.311461 ,  6.0, -1,168Er,68,100,167932376.192
17,  1.358899 ,  1.0, -1,168Er,68,100,167932376.192
18,  1.396826 , 10.0,  1,168Er,68,100,167932376.192
19,  1.403736 ,  2.0, -1,168Er,68,100,167932376.192
20,  1.411096 ,  4.0,  1,168Er,68,100,167932376.192
21,  1.422120 ,  0.0,  1,168Er,68,100,167932376.192
22,  1.431466 ,  3.0, -1,168Er,68,100,167932376.192
23,  1.432951 ,  7.0,  1,168Er,68,100,167932376.192
24,  1.448956 ,  7.0, -1,168Er,68,100,167932376.192
25,  1.493133 ,  2.0,  1,168Er,68,100,167932376.192
26,  1.541556 ,  3.0, -1,168Er,68,100,167932376.192
27,  1.541709 ,  4.0, -1,168Er,68,100,167932376.192
28,  1.569453 ,  2.0, -1,168Er,68,100,167932376.192
29,  1.574117 ,  5.0, -1,168Er,68,100,167932376.192
30,  1.605850 ,  8.0, -1,168Er,68,100,167932376.192
31,  1.615342 ,  4.0, -1,168Er,68,100,167932376.192
32,  1.616806 ,  6.0,  1,168Er,68,100,167932376.192
33,  1.624507 ,  8.0,  1,168Er,68,100,167932376.192
34,  1.629698 ,  6.0, -1,168Er,68,100,167932376.192
35,  1.633463 ,  3.0, -1,168Er,68,100,167932376.192
36,  1.653549 ,  3.0,  1,168Er,68,100,167932376.192
37,  1.656274 ,  4.0,  1,168Er,68,100,167932376.192
38,  1.707993 ,  5.0, -1,168Er,68,100,167932376.192
39,  1.719179 ,  4.0, -1,168Er,68,100,167932376.192
40,  1.736688 ,  4.0,  1,168Er,68,100,167932376.192
41,  1.760760 ,  6.0, -1,168Er,68,100,167932376.192
42,  1.764000 ,  1.0, -1,168Er,68,100,167932376.192
43,  1.768170 ,  4.0, -1,168Er,68,100,167932376.192
44,  1.773205 ,  6.0, -1,168Er,68,100,167932376.192
45,  1.780000 ,  9.0, -1,168Er,68,100,167932376.192
46,  1.786123 ,  1.0, -1,168Er,68,100,167932376.192
47,  1.795325 ,  7.0, -1,168Er,68,100,167932376.192
48,  1.812500 ,  3.0,  1,168Er,68,100,167932376.192
49,  1.820132 ,  6.0, -1,168Er,68,100,167932376.192
50,  1.820476 ,  5.0, -1,168Er,68,100,167932376.192
51,  1.828064 ,  3.0, -1,168Er,68,100,167932376.192
52,  1.833540 ,  0.0,  1,168Er,68,100,167932376.192
53,  1.839347 ,  5.0,  1,168Er,68,100,167932376.192
54,  1.848354 ,  2.0,  1,168Er,68,100,167932376.192
55,  1.881820 ,  4.0, -1,168Er,68,100,167932376.192
56,  1.892935 ,  4.0, -1,168Er,68,100,167932376.192
57,  1.893100 ,  2.0,  1,168Er,68,100,167932376.192
58,  1.896379 ,  7.0, -1,168Er,68,100,167932376.192
59,  1.902696 ,  6.0,  1,168Er,68,100,167932376.192
60,  1.905092 ,  4.0, -1,168Er,68,100,167932376.192
61,  1.913920 ,  3.0, -1,168Er,68,100,167932376.192
62,  1.915502 ,  3.0,  1,168Er,68,100,167932376.192
63,  1.930391 ,  2.0,  1,168Er,68,100,167932376.192
64,  1.936596 ,  1.0, -1,168Er,68,100,167932376.192
65,  1.947300 , 12.0,  1,168Er,68,100,167932376.192
66,  1.949636 ,  6.0, -1,168Er,68,100,167932376.192
67,  1.950807 ,  7.0, -1,168Er,68,100,167932376.192
68,  1.952200 ,  2.0,  1,168Er,68,100,167932376.192
69,  1.961399 ,  6.0,  1,168Er,68,100,167932376.192
70,  1.972314 ,  2.0, -1,168Er,68,100,167932376.192
71,  1.975750 , 10.0, -1,168Er,68,100,167932376.192
72,  1.983040 ,  5.0, -1,168Er,68,100,167932376.192
73,  1.994821 ,  3.0,  1,168Er,68,100,167932376.192
74,  1.999224 ,  3.0, -1,168Er,68,100,167932376.192
75,  2.001953 ,  5.0, -1,168Er,68,100,167932376.192
76,  2.002465 ,  4.0,  1,168Er,68,100,167932376.192
77,  2.022358 ,  3.0, -1,168Er,68,100,167932376.192
78,  2.031097 ,  4.0,  1,168Er,68,100,167932376.192
79,  2.038660 ,  8.0, -1,168Er,68,100,167932376.192
80,  2.055914 ,  4.0,  1,168Er,68,100,167932376.192
81,  2.059975 ,  4.0, -1,168Er,68,100,167932376.192
82,  2.070000 , 10.0,  1,168Er,68,100,167932376.192
83,  2.080457 ,  4.0,  1,168Er,68,100,167932376.192
84,  2.089348 ,  4.0, -1,168Er,68,100,167932376.192
85,  2.091272 ,  6.0, -1,168Er,68,100,167932376.192
86,  2.097571 ,  4.0, -1,168Er,68,100,167932376.192
87,  2.100361 ,  7.0,  1,168Er,68,100,167932376.192
88,  2.108987 ,  5.0,  1,168Er,68,100,167932376.192
89,  2.114100 ,  0.0,  1,168Er,68,100,167932376.192
90,  2.118791 ,  6.0, -1,168Er,68,100,167932376.192
91,  2.122428 ,  5.0, -1,168Er,68,100,167932376.192
92,  2.125424 ,  4.0, -1,168Er,68,100,167932376.192
93,  2.129246 ,  5.0, -1,168Er,68,100,167932376.192
94,  2.133767 ,  1.0,  1,168Er,68,100,167932376.192
95,  2.135900 ,  1.0, -1,168Er,68,100,167932376.192
96,  2.137080 ,  2.0,  1,168Er,68,100,167932376.192
97,  2.144530 ,  6.0,  1,168Er,68,100,167932376.192
98,  2.148369 ,  5.0, -1,168Er,68,100,167932376.192
99,  2.169516 ,  5.0,  1,168Er,68,100,167932376.192
100,  2.174590 ,  1.0,  1,168Er,68,100,167932376.192
101,  2.177790 ,  2.0,  1,168Er,68,100,167932376.192
102,  2.182800 , 11.0, -1,168Er,68,100,167932376.192
103,  2.185110 ,  5.0, -1,168Er,68,100,167932376.192
104,  2.186741 ,  3.0,  1,168Er,68,100,167932376.192
105,  2.188408 ,  5.0,  1,168Er,68,100,167932376.192
106,  2.188740 ,  3.0,  1,168Er,68,100,167932376.192
107,  2.193190 ,  2.0,  1,168Er,68,100,167932376.192
108,  2.200419 ,  5.0, -1,168Er,68,100,167932376.192
109,  2.200500 ,  9.0, -1,168Er,68,100,167932376.192
110,  2.200600 ,  0.0,  1,168Er,68,100,167932376.192
1,  0.000000 ,  0.5, -1,169Er,68,101,168934596.353
2,  0.064550 ,  1.5, -1,169Er,68,101,168934596.353
3,  0.074590 ,  2.5, -1,169Er,68,101,168934596.353
4,  0.092050 ,  2.5, -1,169Er,68,101,168934596.353
5,  0.176800 ,  3.5, -1,169Er,68,101,168934596.353
6,  0.224130 ,  3.5, -1,169Er,68,101,168934596.353
7,  0.242000 ,  4.5, -1,169Er,68,101,168934596.353
8,  0.243690 ,  3.5,  1,169Er,68,101,168934596.353
9,  0.285200 ,  4.5, -1,169Er,68,101,168934596.353
10,  0.317300 ,  4.5,  1,169Er,68,101,168934596.353
11,  0.413100 ,  5.5,  1,169Er,68,101,168934596.353
12,  0.414000 ,  5.5, -1,169Er,68,101,168934596.353
13,  0.475100 ,  5.5, -1,169Er,68,101,168934596.353
14,  0.501000 ,  6.5, -1,169Er,68,101,168934596.353
15,  0.526300 ,  6.5,  1,169Er,68,101,168934596.353
16,  0.562030 ,  0.5, -1,169Er,68,101,168934596.353
17,  0.592000 ,  3.5,  1,169Er,68,101,168934596.353
18,  0.599290 ,  1.5, -1,169Er,68,101,168934596.353
19,  0.654060 ,  2.5, -1,169Er,68,101,168934596.353
20,  0.664100 ,  7.5,  1,169Er,68,101,168934596.353
21,  0.714560 ,  1.5, -1,169Er,68,101,168934596.353
22,  0.739700 ,  3.5, -1,169Er,68,101,168934596.353
23,  0.769560 ,  2.5, -1,169Er,68,101,168934596.353
24,  0.813100 ,  7.5, -1,169Er,68,101,168934596.353
25,  0.816300 ,  8.5,  1,169Er,68,101,168934596.353
26,  0.822000 ,  3.5, -1,169Er,68,101,168934596.353
27,  0.848000 ,  8.5, -1,169Er,68,101,168934596.353
28,  0.848100 ,  6.5,  1,169Er,68,101,168934596.353
29,  0.850000 ,  3.5, -1,169Er,68,101,168934596.353
30,  0.853000 ,  2.5, -1,169Er,68,101,168934596.353
31,  0.860120 ,  2.5,  1,169Er,68,101,168934596.353
1,  0.000000 ,  0.0,  1,170Er,68,102,169935470.67299998
2,  0.078599 ,  2.0,  1,170Er,68,102,169935470.67299998
3,  0.260148 ,  4.0,  1,170Er,68,102,169935470.67299998
4,  0.540720 ,  6.0,  1,170Er,68,102,169935470.67299998
5,  0.890890 ,  0.0,  1,170Er,68,102,169935470.67299998
6,  0.915020 ,  8.0,  1,170Er,68,102,169935470.67299998
7,  0.934030 ,  2.0,  1,170Er,68,102,169935470.67299998
8,  0.960000 ,  2.0,  1,170Er,68,102,169935470.67299998
9,  1.010540 ,  3.0,  1,170Er,68,102,169935470.67299998
10,  1.103360 ,  4.0,  1,170Er,68,102,169935470.67299998
11,  1.127320 ,  4.0,  1,170Er,68,102,169935470.67299998
12,  1.217500 ,  3.0,  1,170Er,68,102,169935470.67299998
13,  1.236610 ,  5.0,  1,170Er,68,102,169935470.67299998
14,  1.266640 ,  1.0, -1,170Er,68,102,169935470.67299998
15,  1.268690 ,  4.0, -1,170Er,68,102,169935470.67299998
16,  1.304000 ,  3.0, -1,170Er,68,102,169935470.67299998
17,  1.304580 ,  4.0,  1,170Er,68,102,169935470.67299998
18,  1.305250 ,  2.0, -1,170Er,68,102,169935470.67299998
19,  1.324290 ,  0.0,  1,170Er,68,102,169935470.67299998
20,  1.332000 ,  2.0,  1,170Er,68,102,169935470.67299998
21,  1.335000 ,  4.0,  1,170Er,68,102,169935470.67299998
22,  1.340210 ,  3.0, -1,170Er,68,102,169935470.67299998
23,  1.350500 ,  6.0,  1,170Er,68,102,169935470.67299998
24,  1.370600 ,  3.0, -1,170Er,68,102,169935470.67299998
25,  1.372100 ,  5.0, -1,170Er,68,102,169935470.67299998
26,  1.376600 , 10.0,  1,170Er,68,102,169935470.67299998
27,  1.385410 ,  2.0,  1,170Er,68,102,169935470.67299998
28,  1.401960 ,  6.0,  1,170Er,68,102,169935470.67299998
29,  1.413140 ,  5.0,  1,170Er,68,102,169935470.67299998
30,  1.416250 ,  2.0,  1,170Er,68,102,169935470.67299998
31,  1.422100 ,  6.0,  1,170Er,68,102,169935470.67299998
32,  1.432970 ,  4.0, -1,170Er,68,102,169935470.67299998
33,  1.483360 ,  3.0,  1,170Er,68,102,169935470.67299998
34,  1.483810 ,  5.0, -1,170Er,68,102,169935470.67299998
35,  1.487910 ,  4.0,  1,170Er,68,102,169935470.67299998
36,  1.496090 ,  6.0, -1,170Er,68,102,169935470.67299998
37,  1.500870 ,  4.0,  1,170Er,68,102,169935470.67299998
38,  1.506230 ,  2.0, -1,170Er,68,102,169935470.67299998
39,  1.526420 ,  4.0,  1,170Er,68,102,169935470.67299998
40,  1.539000 ,  1.0, -1,170Er,68,102,169935470.67299998
41,  1.543480 ,  6.0,  1,170Er,68,102,169935470.67299998
42,  1.556760 ,  7.0,  1,170Er,68,102,169935470.67299998
43,  1.572610 ,  4.0,  1,170Er,68,102,169935470.67299998
44,  1.579160 ,  3.0, -1,170Er,68,102,169935470.67299998
45,  1.590770 ,  6.0, -1,170Er,68,102,169935470.67299998
46,  1.631030 ,  6.0, -1,170Er,68,102,169935470.67299998
47,  1.640450 ,  7.0, -1,170Er,68,102,169935470.67299998
48,  1.676450 ,  4.0, -1,170Er,68,102,169935470.67299998
49,  1.677300 ,  8.0,  1,170Er,68,102,169935470.67299998
50,  1.683600 ,  5.0,  1,170Er,68,102,169935470.67299998
51,  1.689790 ,  5.0,  1,170Er,68,102,169935470.67299998
52,  1.694800 ,  7.0,  1,170Er,68,102,169935470.67299998
53,  1.699580 ,  1.0,  1,170Er,68,102,169935470.67299998
54,  1.704880 ,  7.0, -1,170Er,68,102,169935470.67299998
55,  1.708180 ,  5.0, -1,170Er,68,102,169935470.67299998
56,  1.741880 ,  2.0, -1,170Er,68,102,169935470.67299998
57,  1.745900 ,  4.0, -1,170Er,68,102,169935470.67299998
58,  1.769200 ,  3.0, -1,170Er,68,102,169935470.67299998
59,  1.773100 ,  8.0,  1,170Er,68,102,169935470.67299998
60,  1.805180 ,  3.0,  1,170Er,68,102,169935470.67299998
61,  1.819050 ,  6.0, -1,170Er,68,102,169935470.67299998
62,  1.823000 ,  6.0,  1,170Er,68,102,169935470.67299998
63,  1.824620 ,  1.0, -1,170Er,68,102,169935470.67299998
1,  0.000000 ,  2.5, -1,171Er,68,103,170938036.148
2,  0.079100 ,  3.5, -1,171Er,68,103,170938036.148
3,  0.176000 ,  4.5, -1,171Er,68,103,170938036.148
4,  0.198600 ,  0.5, -1,171Er,68,103,170938036.148
5,  0.256900 ,  1.5, -1,171Er,68,103,170938036.148
6,  0.278900 ,  2.5, -1,171Er,68,103,170938036.148
7,  0.304000 ,  5.5, -1,171Er,68,103,170938036.148
8,  0.358300 ,  3.5,  1,171Er,68,103,170938036.148
9,  0.378000 ,  2.5,  1,171Er,68,103,170938036.148
10,  0.417000 ,  4.5,  1,171Er,68,103,170938036.148
11,  0.420000 ,  3.5, -1,171Er,68,103,170938036.148
12,  0.455000 ,  4.5, -1,171Er,68,103,170938036.148
13,  0.504000 ,  5.5,  1,171Er,68,103,170938036.148
14,  0.532200 ,  3.5, -1,171Er,68,103,170938036.148
15,  0.615000 ,  6.5,  1,171Er,68,103,170938036.148
16,  0.645000 ,  4.5, -1,171Er,68,103,170938036.148
17,  0.674000 ,  5.5, -1,171Er,68,103,170938036.148
18,  0.707000 ,  0.5, -1,171Er,68,103,170938036.148
19,  0.727600 ,  0.5, -1,171Er,68,103,170938036.148
20,  0.736800 ,  1.5, -1,171Er,68,103,170938036.148
21,  0.794200 ,  2.5, -1,171Er,68,103,170938036.148
22,  0.841200 ,  1.5, -1,171Er,68,103,170938036.148
23,  0.880000 ,  3.5, -1,171Er,68,103,170938036.148
24,  0.903100 ,  2.5, -1,171Er,68,103,170938036.148
25,  0.904700 ,  1.5, -1,171Er,68,103,170938036.148
26,  0.907100 ,  2.5, -1,171Er,68,103,170938036.148
27,  0.970000 ,  6.5,  1,171Er,68,103,170938036.148
28,  0.972000 ,  2.5, -1,171Er,68,103,170938036.148
1,  0.000000 ,  0.5,  1,169Tm,69,100,168934218.35
2,  0.008410 ,  1.5,  1,169Tm,69,100,168934218.35
3,  0.118189 ,  2.5,  1,169Tm,69,100,168934218.35
4,  0.138933 ,  3.5,  1,169Tm,69,100,168934218.35
5,  0.316146 ,  3.5,  1,169Tm,69,100,168934218.35
6,  0.332116 ,  4.5,  1,169Tm,69,100,168934218.35
7,  0.341940 ,  0.5, -1,169Tm,69,100,168934218.35
8,  0.345028 ,  2.5, -1,169Tm,69,100,168934218.35
9,  0.367670 ,  5.5,  1,169Tm,69,100,168934218.35
10,  0.379267 ,  3.5, -1,169Tm,69,100,168934218.35
11,  0.430122 ,  4.5, -1,169Tm,69,100,168934218.35
12,  0.433521 ,  4.5,  1,169Tm,69,100,168934218.35
13,  0.472881 ,  4.5, -1,169Tm,69,100,168934218.35
14,  0.474968 ,  1.5, -1,169Tm,69,100,168934218.35
15,  0.570830 ,  1.5,  1,169Tm,69,100,168934218.35
16,  0.575380 ,  5.5,  1,169Tm,69,100,168934218.35
17,  0.588200 ,  5.5, -1,169Tm,69,100,168934218.35
18,  0.602820 ,  6.5, -1,169Tm,69,100,168934218.35
19,  0.633292 ,  2.5,  1,169Tm,69,100,168934218.35
20,  0.637080 ,  6.5,  1,169Tm,69,100,168934218.35
21,  0.646758 ,  3.5, -1,169Tm,69,100,168934218.35
22,  0.691240 ,  7.5,  1,169Tm,69,100,168934218.35
23,  0.718786 ,  3.5,  1,169Tm,69,100,168934218.35
24,  0.725440 ,  6.5, -1,169Tm,69,100,168934218.35
25,  0.741250 ,  6.5,  1,169Tm,69,100,168934218.35
26,  0.781796 ,  2.5,  1,169Tm,69,100,168934218.35
27,  0.832420 ,  4.5,  1,169Tm,69,100,168934218.35
28,  0.865900 ,  8.5, -1,169Tm,69,100,168934218.35
29,  0.878350 ,  3.5,  1,169Tm,69,100,168934218.35
30,  0.883750 ,  7.5, -1,169Tm,69,100,168934218.35
31,  0.884620 ,  5.5, -1,169Tm,69,100,168934218.35
32,  0.900000 ,  1.5,  1,169Tm,69,100,168934218.35
33,  0.929370 ,  7.5,  1,169Tm,69,100,168934218.35
34,  0.938000 ,  2.5,  1,169Tm,69,100,168934218.35
1,  0.000000 ,  1.0, -1,170Tm,69,101,169935806.507
2,  0.038714 ,  2.0, -1,170Tm,69,101,169935806.507
3,  0.114544 ,  3.0, -1,170Tm,69,101,169935806.507
4,  0.149718 ,  0.0, -1,170Tm,69,101,169935806.507
5,  0.183190 ,  4.0, -1,170Tm,69,101,169935806.507
6,  0.183197 ,  3.0,  1,170Tm,69,101,169935806.507
7,  0.204449 ,  2.0, -1,170Tm,69,101,169935806.507
8,  0.219706 ,  2.0, -1,170Tm,69,101,169935806.507
9,  0.237240 ,  1.0, -1,170Tm,69,101,169935806.507
10,  0.247147 ,  4.0,  1,170Tm,69,101,169935806.507
11,  0.270547 ,  3.0, -1,170Tm,69,101,169935806.507
12,  0.319326 ,  5.0, -1,170Tm,69,101,169935806.507
13,  0.327100 ,  5.0,  1,170Tm,69,101,169935806.507
14,  0.349733 ,  3.0, -1,170Tm,69,101,169935806.507
15,  0.355047 ,  4.0,  1,170Tm,69,101,169935806.507
16,  0.358116 ,  4.0, -1,170Tm,69,101,169935806.507
17,  0.381426 ,  4.0, -1,170Tm,69,101,169935806.507
18,  0.402728 ,  3.0, -1,170Tm,69,101,169935806.507
19,  0.409400 ,  6.0, -1,170Tm,69,101,169935806.507
20,  0.419200 ,  5.0, -1,170Tm,69,101,169935806.507
21,  0.426500 ,  6.0,  1,170Tm,69,101,169935806.507
22,  0.439800 ,  5.0,  1,170Tm,69,101,169935806.507
23,  0.447071 ,  3.0, -1,170Tm,69,101,169935806.507
24,  0.456800 ,  3.0, -1,170Tm,69,101,169935806.507
25,  0.467861 ,  5.0, -1,170Tm,69,101,169935806.507
26,  0.476900 ,  2.0, -1,170Tm,69,101,169935806.507
27,  0.539722 ,  4.0, -1,170Tm,69,101,169935806.507
28,  0.544050 ,  3.0,  1,170Tm,69,101,169935806.507
29,  0.550747 ,  5.0, -1,170Tm,69,101,169935806.507
30,  0.590229 ,  1.0, -1,170Tm,69,101,169935806.507
31,  0.594200 ,  2.0,  1,170Tm,69,101,169935806.507
32,  0.598800 ,  6.0, -1,170Tm,69,101,169935806.507
33,  0.603990 ,  1.0,  1,170Tm,69,101,169935806.507
34,  0.607886 ,  3.0,  1,170Tm,69,101,169935806.507
35,  0.616600 ,  7.0, -1,170Tm,69,101,169935806.507
36,  0.626800 ,  0.0, -1,170Tm,69,101,169935806.507
37,  0.637906 ,  2.0, -1,170Tm,69,101,169935806.507
38,  0.644000 ,  4.0, -1,170Tm,69,101,169935806.507
39,  0.648747 ,  1.0, -1,170Tm,69,101,169935806.507
40,  0.650374 ,  2.0,  1,170Tm,69,101,169935806.507
41,  0.655598 ,  5.0, -1,170Tm,69,101,169935806.507
42,  0.661856 ,  1.0,  1,170Tm,69,101,169935806.507
43,  0.677600 ,  1.0, -1,170Tm,69,101,169935806.507
44,  0.683569 ,  0.0, -1,170Tm,69,101,169935806.507
45,  0.687000 ,  0.0, -1,170Tm,69,101,169935806.507
46,  0.693286 ,  2.0, -1,170Tm,69,101,169935806.507
47,  0.703628 ,  2.0,  1,170Tm,69,101,169935806.507
48,  0.708370 ,  3.0, -1,170Tm,69,101,169935806.507
49,  0.709474 ,  2.0, -1,170Tm,69,101,169935806.507
50,  0.715621 ,  3.0, -1,170Tm,69,101,169935806.507
51,  0.719263 ,  1.0,  1,170Tm,69,101,169935806.507
52,  0.733813 ,  2.0, -1,170Tm,69,101,169935806.507
53,  0.742400 ,  2.0,  1,170Tm,69,101,169935806.507
54,  0.743600 ,  3.0, -1,170Tm,69,101,169935806.507
55,  0.749848 ,  3.0, -1,170Tm,69,101,169935806.507
56,  0.756215 ,  4.0, -1,170Tm,69,101,169935806.507
57,  0.758329 ,  2.0,  1,170Tm,69,101,169935806.507
58,  0.760400 ,  1.0, -1,170Tm,69,101,169935806.507
59,  0.774000 ,  3.0, -1,170Tm,69,101,169935806.507
60,  0.775230 ,  0.0,  1,170Tm,69,101,169935806.507
61,  0.782152 ,  1.0, -1,170Tm,69,101,169935806.507
62,  0.790100 ,  6.0, -1,170Tm,69,101,169935806.507
63,  0.801000 ,  4.0, -1,170Tm,69,101,169935806.507
64,  0.806427 ,  4.0, -1,170Tm,69,101,169935806.507
65,  0.818507 ,  2.0,  1,170Tm,69,101,169935806.507
66,  0.822394 ,  2.0,  1,170Tm,69,101,169935806.507
67,  0.829000 ,  5.0,  1,170Tm,69,101,169935806.507
68,  0.832600 ,  1.0, -1,170Tm,69,101,169935806.507
69,  0.835400 ,  4.0, -1,170Tm,69,101,169935806.507
70,  0.839131 ,  3.0, -1,170Tm,69,101,169935806.507
71,  0.841300 ,  2.0,  1,170Tm,69,101,169935806.507
72,  0.850200 ,  2.0,  1,170Tm,69,101,169935806.507
73,  0.854335 ,  2.0, -1,170Tm,69,101,169935806.507
74,  0.860484 ,  1.0,  1,170Tm,69,101,169935806.507
75,  0.862777 ,  3.0, -1,170Tm,69,101,169935806.507
76,  0.863364 ,  1.0, -1,170Tm,69,101,169935806.507
77,  0.867000 ,  3.0, -1,170Tm,69,101,169935806.507
78,  0.868000 ,  2.0,  1,170Tm,69,101,169935806.507
79,  0.891000 ,  5.0,  1,170Tm,69,101,169935806.507
80,  0.908448 ,  2.0, -1,170Tm,69,101,169935806.507
81,  0.921000 ,  5.0, -1,170Tm,69,101,169935806.507
82,  0.925272 ,  3.0, -1,170Tm,69,101,169935806.507
83,  0.948000 ,  6.0,  1,170Tm,69,101,169935806.507
84,  0.955800 ,  7.0, -1,170Tm,69,101,169935806.507
85,  0.959218 ,  3.0, -1,170Tm,69,101,169935806.507
86,  0.964474 ,  3.0, -1,170Tm,69,101,169935806.507
87,  0.964800 ,  1.0, -1,170Tm,69,101,169935806.507
88,  0.979929 ,  3.0, -1,170Tm,69,101,169935806.507
89,  0.984981 ,  4.0, -1,170Tm,69,101,169935806.507
90,  1.011000 ,  6.0,  1,170Tm,69,101,169935806.507
91,  1.014000 ,  4.0, -1,170Tm,69,101,169935806.507
92,  1.017500 ,  2.0,  1,170Tm,69,101,169935806.507
93,  1.025000 ,  2.0, -1,170Tm,69,101,169935806.507
1,  0.000000 ,  0.5,  1,171Tm,69,102,170936435.12600002
2,  0.005036 ,  1.5,  1,171Tm,69,102,170936435.12600002
3,  0.116657 ,  2.5,  1,171Tm,69,102,170936435.12600002
4,  0.129055 ,  3.5,  1,171Tm,69,102,170936435.12600002
5,  0.326811 ,  4.5,  1,171Tm,69,102,170936435.12600002
6,  0.347960 ,  5.5,  1,171Tm,69,102,170936435.12600002
7,  0.424956 ,  3.5, -1,171Tm,69,102,170936435.12600002
8,  0.520319 ,  4.5, -1,171Tm,69,102,170936435.12600002
9,  0.627020 ,  6.5,  1,171Tm,69,102,170936435.12600002
10,  0.635540 ,  3.5,  1,171Tm,69,102,170936435.12600002
11,  0.637140 ,  5.5, -1,171Tm,69,102,170936435.12600002
12,  0.658770 ,  7.5,  1,171Tm,69,102,170936435.12600002
13,  0.675799 ,  1.5,  1,171Tm,69,102,170936435.12600002
14,  0.737420 ,  2.5,  1,171Tm,69,102,170936435.12600002
15,  0.743768 ,  4.5,  1,171Tm,69,102,170936435.12600002
16,  0.750109 ,  2.5, -1,171Tm,69,102,170936435.12600002
17,  0.754841 ,  0.5, -1,171Tm,69,102,170936435.12600002
18,  0.775870 ,  6.5, -1,171Tm,69,102,170936435.12600002
19,  0.822429 ,  3.5,  1,171Tm,69,102,170936435.12600002
20,  0.824080 ,  4.5, -1,171Tm,69,102,170936435.12600002
21,  0.872800 ,  5.5,  1,171Tm,69,102,170936435.12600002
22,  0.884340 ,  1.5, -1,171Tm,69,102,170936435.12600002
23,  0.912946 ,  2.5,  1,171Tm,69,102,170936435.12600002
24,  0.935560 ,  7.5, -1,171Tm,69,102,170936435.12600002
25,  0.984460 ,  6.5, -1,171Tm,69,102,170936435.12600002
26,  0.998625 ,  3.5,  1,171Tm,69,102,170936435.12600002
27,  1.013150 ,  8.5,  1,171Tm,69,102,170936435.12600002
28,  1.036260 ,  3.5, -1,171Tm,69,102,170936435.12600002
29,  1.057420 ,  9.5,  1,171Tm,69,102,170936435.12600002
1,  0.000000 ,  0.0,  1,168Yb,70,98,167933889.106
2,  0.087730 ,  2.0,  1,168Yb,70,98,167933889.106
3,  0.286551 ,  4.0,  1,168Yb,70,98,167933889.106
4,  0.585250 ,  6.0,  1,168Yb,70,98,167933889.106
5,  0.970030 ,  8.0,  1,168Yb,70,98,167933889.106
6,  0.984000 ,  2.0,  1,168Yb,70,98,167933889.106
7,  1.067150 ,  3.0,  1,168Yb,70,98,167933889.106
8,  1.098000 ,  5.0, -1,168Yb,70,98,167933889.106
9,  1.155200 ,  0.0,  1,168Yb,70,98,167933889.106
10,  1.159700 ,  1.0, -1,168Yb,70,98,167933889.106
11,  1.171380 ,  4.0,  1,168Yb,70,98,167933889.106
12,  1.197000 ,  0.0,  1,168Yb,70,98,167933889.106
13,  1.231500 ,  1.0, -1,168Yb,70,98,167933889.106
14,  1.233100 ,  2.0,  1,168Yb,70,98,167933889.106
15,  1.279000 ,  2.0,  1,168Yb,70,98,167933889.106
16,  1.302300 ,  5.0,  1,168Yb,70,98,167933889.106
17,  1.340000 ,  0.0,  1,168Yb,70,98,167933889.106
18,  1.390120 ,  4.0,  1,168Yb,70,98,167933889.106
19,  1.407860 ,  2.0, -1,168Yb,70,98,167933889.106
20,  1.425450 , 10.0,  1,168Yb,70,98,167933889.106
21,  1.433000 ,  1.0, -1,168Yb,70,98,167933889.106
22,  1.445130 ,  6.0,  1,168Yb,70,98,167933889.106
23,  1.451760 ,  3.0,  1,168Yb,70,98,167933889.106
24,  1.472600 ,  4.0,  1,168Yb,70,98,167933889.106
25,  1.479990 ,  3.0, -1,168Yb,70,98,167933889.106
26,  1.480000 ,  4.0,  1,168Yb,70,98,167933889.106
27,  1.543000 ,  0.0,  1,168Yb,70,98,167933889.106
28,  1.551330 ,  4.0,  1,168Yb,70,98,167933889.106
29,  1.595000 ,  3.0, -1,168Yb,70,98,167933889.106
30,  1.597890 ,  6.0, -1,168Yb,70,98,167933889.106
31,  1.604500 ,  2.0,  1,168Yb,70,98,167933889.106
32,  1.618500 ,  7.0,  1,168Yb,70,98,167933889.106
33,  1.650660 ,  4.0, -1,168Yb,70,98,167933889.106
34,  1.674210 ,  5.0,  1,168Yb,70,98,167933889.106
1,  0.000000 ,  3.5,  1,169Yb,70,99,168935182.016
2,  0.024200 ,  0.5, -1,169Yb,70,99,168935182.016
3,  0.070882 ,  4.5,  1,169Yb,70,99,168935182.016
4,  0.086919 ,  1.5, -1,169Yb,70,99,168935182.016
5,  0.099241 ,  2.5, -1,169Yb,70,99,168935182.016
6,  0.161651 ,  5.5,  1,169Yb,70,99,168935182.016
7,  0.191214 ,  2.5, -1,169Yb,70,99,168935182.016
8,  0.243816 ,  3.5, -1,169Yb,70,99,168935182.016
9,  0.264254 ,  4.5, -1,169Yb,70,99,168935182.016
10,  0.269655 ,  6.5,  1,169Yb,70,99,168935182.016
11,  0.278598 ,  3.5, -1,169Yb,70,99,168935182.016
12,  0.389528 ,  4.5, -1,169Yb,70,99,168935182.016
