Level_Number,Level_Energy,Spin,Parity,Element_w_A,Target_Protons,Target_Neutrons,Atomic_Mass_Micro
34,  2.838850 ,  5.0,  1,132Xe,54,78,131904155.08697
35,  2.840100 ,  4.0,  1,132Xe,54,78,131904155.08697
36,  2.872700 ,  7.0, -1,132Xe,54,78,131904155.08697
37,  2.890690 ,  4.0,  1,132Xe,54,78,131904155.08697
38,  2.916850 ,  4.0,  1,132Xe,54,78,131904155.08697
39,  2.935200 ,  4.0,  1,132Xe,54,78,131904155.08697
40,  2.958760 ,  2.0,  1,132Xe,54,78,131904155.08697
41,  2.960300 ,  7.0, -1,132Xe,54,78,131904155.08697
42,  3.049600 ,  4.0, -1,132Xe,54,78,131904155.08697
43,  3.058140 ,  3.0,  1,132Xe,54,78,131904155.08697
44,  3.076430 ,  3.0,  1,132Xe,54,78,131904155.08697
45,  3.084400 ,  3.0,  1,132Xe,54,78,131904155.08697
46,  3.112080 ,  3.0,  1,132Xe,54,78,131904155.08697
47,  3.121930 ,  4.0,  1,132Xe,54,78,131904155.08697
1,  0.000000 ,  1.5,  1,133Xe,54,79,132905910.75
2,  0.233221 ,  5.5, -1,133Xe,54,79,132905910.75
3,  0.262702 ,  0.5,  1,133Xe,54,79,132905910.75
4,  0.529872 ,  2.5,  1,133Xe,54,79,132905910.75
5,  0.607870 ,  2.5,  1,133Xe,54,79,132905910.75
6,  0.680254 ,  1.5,  1,133Xe,54,79,132905910.75
7,  0.743752 ,  4.5, -1,133Xe,54,79,132905910.75
8,  0.875328 ,  3.5,  1,133Xe,54,79,132905910.75
9,  0.911450 ,  1.5,  1,133Xe,54,79,132905910.75
10,  0.928520 ,  7.5, -1,133Xe,54,79,132905910.75
11,  1.052297 ,  2.5,  1,133Xe,54,79,132905910.75
12,  1.071040 ,  3.5,  1,133Xe,54,79,132905910.75
13,  1.169520 ,  6.5, -1,133Xe,54,79,132905910.75
14,  1.236449 ,  3.5,  1,133Xe,54,79,132905910.75
15,  1.298233 ,  2.5,  1,133Xe,54,79,132905910.75
16,  1.350380 ,  2.5,  1,133Xe,54,79,132905910.75
17,  1.386153 ,  3.5,  1,133Xe,54,79,132905910.75
1,  0.000000 ,  0.0,  1,134Xe,54,80,133905393.033
2,  0.847041 ,  2.0,  1,134Xe,54,80,133905393.033
3,  1.613770 ,  2.0,  1,134Xe,54,80,133905393.033
4,  1.636200 ,  0.0,  1,134Xe,54,80,133905393.033
5,  1.731170 ,  4.0,  1,134Xe,54,80,133905393.033
6,  1.919600 ,  3.0,  1,134Xe,54,80,133905393.033
7,  1.946800 ,  2.0, -1,134Xe,54,80,133905393.033
8,  1.965500 ,  7.0, -1,134Xe,54,80,133905393.033
9,  2.082000 ,  4.0,  1,134Xe,54,80,133905393.033
10,  2.116400 ,  4.0, -1,134Xe,54,80,133905393.033
11,  2.136600 ,  2.0, -1,134Xe,54,80,133905393.033
12,  2.136610 ,  6.0,  1,134Xe,54,80,133905393.033
13,  2.207900 ,  2.0, -1,134Xe,54,80,133905393.033
14,  2.262700 ,  2.0,  1,134Xe,54,80,133905393.033
15,  2.272010 ,  5.0,  1,134Xe,54,80,133905393.033
16,  2.294200 ,  0.0, -1,134Xe,54,80,133905393.033
17,  2.302250 ,  3.0,  1,134Xe,54,80,133905393.033
18,  2.352970 ,  4.0,  1,134Xe,54,80,133905393.033
19,  2.389100 ,  1.0,  1,134Xe,54,80,133905393.033
20,  2.408500 ,  5.0,  1,134Xe,54,80,133905393.033
21,  2.417400 ,  3.0, -1,134Xe,54,80,133905393.033
22,  2.547550 ,  4.0,  1,134Xe,54,80,133905393.033
23,  2.560600 ,  2.0,  1,134Xe,54,80,133905393.033
24,  2.580400 ,  1.0,  1,134Xe,54,80,133905393.033
25,  2.588460 ,  4.0,  1,134Xe,54,80,133905393.033
26,  2.653900 ,  3.0,  1,134Xe,54,80,133905393.033
27,  2.772900 ,  4.0,  1,134Xe,54,80,133905393.033
28,  2.867380 ,  4.0,  1,134Xe,54,80,133905393.033
1,  0.000000 ,  1.5,  1,135Xe,54,81,134907231.661
2,  0.288455 ,  0.5,  1,135Xe,54,81,134907231.661
3,  0.526551 ,  5.5, -1,135Xe,54,81,134907231.661
4,  1.131512 ,  3.5,  1,135Xe,54,81,134907231.661
5,  1.260416 ,  2.5,  1,135Xe,54,81,134907231.661
6,  1.448360 ,  1.5,  1,135Xe,54,81,134907231.661
7,  1.457566 ,  2.5,  1,135Xe,54,81,134907231.661
8,  1.543700 ,  0.5,  1,135Xe,54,81,134907231.661
9,  1.565288 ,  4.5,  1,135Xe,54,81,134907231.661
10,  1.678065 ,  3.5,  1,135Xe,54,81,134907231.661
11,  1.748500 ,  7.5, -1,135Xe,54,81,134907231.661
12,  1.781390 ,  5.5,  1,135Xe,54,81,134907231.661
13,  1.791213 ,  2.5,  1,135Xe,54,81,134907231.661
14,  1.849800 ,  6.5, -1,135Xe,54,81,134907231.661
15,  1.894450 ,  3.5, -1,135Xe,54,81,134907231.661
16,  1.927294 ,  3.5,  1,135Xe,54,81,134907231.661
17,  1.968323 ,  4.5,  1,135Xe,54,81,134907231.661
18,  2.045892 ,  2.5,  1,135Xe,54,81,134907231.661
19,  2.048550 ,  7.5,  1,135Xe,54,81,134907231.661
20,  2.058400 ,  9.5, -1,135Xe,54,81,134907231.661
21,  2.092943 ,  4.5, -1,135Xe,54,81,134907231.661
22,  2.112400 ,  2.5,  1,135Xe,54,81,134907231.661
23,  2.151520 ,  3.5,  1,135Xe,54,81,134907231.661
24,  2.168900 ,  8.5, -1,135Xe,54,81,134907231.661
25,  2.233041 ,  4.5,  1,135Xe,54,81,134907231.661
26,  2.255479 ,  3.5,  1,135Xe,54,81,134907231.661
27,  2.356500 ,  8.5,  1,135Xe,54,81,134907231.661
28,  2.357240 ,  4.5,  1,135Xe,54,81,134907231.661
29,  2.371990 ,  3.5,  1,135Xe,54,81,134907231.661
30,  2.387500 ,  6.5, -1,135Xe,54,81,134907231.661
31,  2.408660 ,  2.5,  1,135Xe,54,81,134907231.661
32,  2.447300 ,  1.5,  1,135Xe,54,81,134907231.661
33,  2.466110 ,  3.5,  1,135Xe,54,81,134907231.661
34,  2.475080 ,  4.5, -1,135Xe,54,81,134907231.661
35,  2.477870 ,  2.5,  1,135Xe,54,81,134907231.661
36,  2.570700 ,  7.5, -1,135Xe,54,81,134907231.661
1,  0.000000 ,  0.0,  1,136Xe,54,82,135907214.476
2,  1.313027 ,  2.0,  1,136Xe,54,82,135907214.476
3,  1.694386 ,  4.0,  1,136Xe,54,82,135907214.476
4,  1.891703 ,  6.0,  1,136Xe,54,82,135907214.476
5,  2.125680 ,  4.0,  1,136Xe,54,82,135907214.476
6,  2.261530 ,  6.0,  1,136Xe,54,82,135907214.476
7,  2.289530 ,  2.0,  1,136Xe,54,82,135907214.476
8,  2.414740 ,  2.0,  1,136Xe,54,82,135907214.476
9,  2.444390 ,  5.0,  1,136Xe,54,82,135907214.476
10,  2.465030 ,  4.0,  1,136Xe,54,82,135907214.476
11,  2.559870 ,  4.0,  1,136Xe,54,82,135907214.476
12,  2.582400 ,  0.0,  1,136Xe,54,82,135907214.476
13,  2.608430 ,  4.0,  1,136Xe,54,82,135907214.476
14,  2.634160 ,  2.0,  1,136Xe,54,82,135907214.476
15,  2.849430 ,  2.0,  1,136Xe,54,82,135907214.476
16,  2.866700 ,  8.0,  1,136Xe,54,82,135907214.476
17,  2.869000 ,  2.0,  1,136Xe,54,82,135907214.476
1,  0.000000 ,  2.0,  1,132Cs,55,77,131906437.743
2,  0.086200 ,  3.0,  1,132Cs,55,77,131906437.743
3,  0.108300 ,  4.0,  1,132Cs,55,77,131906437.743
4,  0.136000 ,  4.0,  1,132Cs,55,77,131906437.743
5,  0.153000 ,  4.0, -1,132Cs,55,77,131906437.743
6,  0.183600 ,  4.0,  1,132Cs,55,77,131906437.743
7,  0.185900 ,  5.0,  1,132Cs,55,77,131906437.743
8,  0.213000 , 10.0, -1,132Cs,55,77,131906437.743
9,  0.240100 ,  5.0, -1,132Cs,55,77,131906437.743
10,  0.270000 ,  3.0, -1,132Cs,55,77,131906437.743
11,  0.291000 , 13.0, -1,132Cs,55,77,131906437.743
12,  0.311700 ,  7.0, -1,132Cs,55,77,131906437.743
13,  0.327000 , 13.0, -1,132Cs,55,77,131906437.743
14,  0.352000 , 13.0, -1,132Cs,55,77,131906437.743
15,  0.379300 ,  8.0, -1,132Cs,55,77,131906437.743
16,  0.400000 ,  6.0, -1,132Cs,55,77,131906437.743
17,  0.426000 , 16.0, -1,132Cs,55,77,131906437.743
18,  0.505000 ,  7.0, -1,132Cs,55,77,131906437.743
19,  0.521000 , 12.0, -1,132Cs,55,77,131906437.743
20,  0.537600 ,  8.0, -1,132Cs,55,77,131906437.743
21,  0.551000 , 13.0, -1,132Cs,55,77,131906437.743
22,  0.787800 ,  9.0, -1,132Cs,55,77,131906437.743
23,  0.980000 ,  9.0, -1,132Cs,55,77,131906437.743
24,  1.081500 , 10.0, -1,132Cs,55,77,131906437.743
25,  1.131300 ,  9.0,  1,132Cs,55,77,131906437.743
26,  1.214700 , 10.0, -1,132Cs,55,77,131906437.743
27,  1.281900 , 10.0,  1,132Cs,55,77,131906437.743
28,  1.474600 , 11.0, -1,132Cs,55,77,131906437.743
29,  1.683500 , 11.0,  1,132Cs,55,77,131906437.743
30,  1.729200 , 10.0,  1,132Cs,55,77,131906437.743
31,  1.826100 , 11.0, -1,132Cs,55,77,131906437.743
32,  1.835200 , 11.0,  1,132Cs,55,77,131906437.743
33,  1.891200 , 11.0,  1,132Cs,55,77,131906437.743
34,  1.933900 , 12.0, -1,132Cs,55,77,131906437.743
35,  1.982000 , 12.0,  1,132Cs,55,77,131906437.743
36,  1.987900 , 12.0,  1,132Cs,55,77,131906437.743
37,  2.089400 , 12.0, -1,132Cs,55,77,131906437.743
38,  2.201600 , 12.0,  1,132Cs,55,77,131906437.743
39,  2.316000 , 13.0, -1,132Cs,55,77,131906437.743
40,  2.368700 , 13.0,  1,132Cs,55,77,131906437.743
41,  2.395700 , 14.0,  1,132Cs,55,77,131906437.743
42,  2.410000 , 13.0,  1,132Cs,55,77,131906437.743
43,  2.515400 , 13.0,  1,132Cs,55,77,131906437.743
44,  2.636000 , 13.0, -1,132Cs,55,77,131906437.743
45,  2.772800 , 14.0, -1,132Cs,55,77,131906437.743
46,  2.865100 , 14.0,  1,132Cs,55,77,131906437.743
47,  2.868500 , 14.0, -1,132Cs,55,77,131906437.743
48,  2.893600 , 14.0,  1,132Cs,55,77,131906437.743
49,  2.909700 , 14.0,  1,132Cs,55,77,131906437.743
50,  2.988700 , 15.0, -1,132Cs,55,77,131906437.743
51,  3.028900 , 15.0,  1,132Cs,55,77,131906437.743
52,  3.165300 , 11.0, -1,132Cs,55,77,131906437.743
53,  3.232000 , 15.0, -1,132Cs,55,77,131906437.743
54,  3.270900 , 16.0, -1,132Cs,55,77,131906437.743
55,  3.310600 , 15.0,  1,132Cs,55,77,131906437.743
56,  3.373500 , 15.0, -1,132Cs,55,77,131906437.743
57,  3.389500 , 16.0,  1,132Cs,55,77,131906437.743
58,  3.585900 , 16.0, -1,132Cs,55,77,131906437.743
1,  0.000000 ,  3.5,  1,133Cs,55,78,132905000.0
2,  0.080998 ,  2.5,  1,133Cs,55,78,132905000.0
3,  0.160612 ,  2.5,  1,133Cs,55,78,132905000.0
4,  0.383849 ,  1.5,  1,133Cs,55,78,132905000.0
5,  0.437011 ,  0.5,  1,133Cs,55,78,132905000.0
6,  0.632560 ,  5.5,  1,133Cs,55,78,132905000.0
7,  0.640400 ,  1.5,  1,133Cs,55,78,132905000.0
8,  0.705570 ,  4.5,  1,133Cs,55,78,132905000.0
9,  0.729160 ,  1.5, -1,133Cs,55,78,132905000.0
10,  0.767680 ,  4.5,  1,133Cs,55,78,132905000.0
11,  0.788600 ,  1.5,  1,133Cs,55,78,132905000.0
12,  0.819060 ,  2.5,  1,133Cs,55,78,132905000.0
13,  0.871860 ,  3.5,  1,133Cs,55,78,132905000.0
14,  0.916090 ,  2.5,  1,133Cs,55,78,132905000.0
15,  0.941600 ,  3.5, -1,133Cs,55,78,132905000.0
16,  1.071100 ,  5.5, -1,133Cs,55,78,132905000.0
17,  1.089250 ,  2.5,  1,133Cs,55,78,132905000.0
1,  0.000000 ,  4.0,  1,134Cs,55,79,133906718.503
2,  0.011244 ,  5.0,  1,134Cs,55,79,133906718.503
3,  0.060030 ,  3.0,  1,134Cs,55,79,133906718.503
4,  0.138744 ,  8.0, -1,134Cs,55,79,133906718.503
5,  0.173794 ,  2.0,  1,134Cs,55,79,133906718.503
6,  0.176404 ,  3.0, -1,134Cs,55,79,133906718.503
7,  0.176640 ,  1.0,  1,134Cs,55,79,133906718.503
8,  0.190261 ,  3.0,  1,134Cs,55,79,133906718.503
9,  0.193616 ,  4.0, -1,134Cs,55,79,133906718.503
10,  0.197782 ,  2.0,  1,134Cs,55,79,133906718.503
11,  0.209546 ,  5.0,  1,134Cs,55,79,133906718.503
12,  0.234334 ,  3.0,  1,134Cs,55,79,133906718.503
13,  0.257108 ,  6.0, -1,134Cs,55,79,133906718.503
14,  0.267662 ,  5.0, -1,134Cs,55,79,133906718.503
15,  0.271349 ,  2.0,  1,134Cs,55,79,133906718.503
16,  0.290967 ,  2.0,  1,134Cs,55,79,133906718.503
17,  0.344359 ,  7.0, -1,134Cs,55,79,133906718.503
18,  0.377102 ,  4.0,  1,134Cs,55,79,133906718.503
19,  0.382983 ,  6.0, -1,134Cs,55,79,133906718.503
20,  0.434175 ,  6.0, -1,134Cs,55,79,133906718.503
21,  0.450238 ,  5.0, -1,134Cs,55,79,133906718.503
22,  0.451425 ,  3.0,  1,134Cs,55,79,133906718.503
23,  0.454088 ,  4.0,  1,134Cs,55,79,133906718.503
24,  0.483657 ,  4.0, -1,134Cs,55,79,133906718.503
25,  0.502841 ,  3.0,  1,134Cs,55,79,133906718.503
26,  0.519322 ,  4.0,  1,134Cs,55,79,133906718.503
27,  0.539657 ,  5.0,  1,134Cs,55,79,133906718.503
28,  0.570827 ,  4.0, -1,134Cs,55,79,133906718.503
29,  0.579131 ,  3.0,  1,134Cs,55,79,133906718.503
30,  0.584180 ,  2.0,  1,134Cs,55,79,133906718.503
31,  0.613021 ,  5.0, -1,134Cs,55,79,133906718.503
32,  0.621997 ,  2.0,  1,134Cs,55,79,133906718.503
33,  0.624007 ,  5.0, -1,134Cs,55,79,133906718.503
34,  0.640700 ,  6.0, -1,134Cs,55,79,133906718.503
35,  0.643964 ,  4.0, -1,134Cs,55,79,133906718.503
36,  0.653300 ,  7.0, -1,134Cs,55,79,133906718.503
37,  0.665000 ,  6.0, -1,134Cs,55,79,133906718.503
38,  0.676000 ,  2.0, -1,134Cs,55,79,133906718.503
39,  0.680700 ,  5.0,  1,134Cs,55,79,133906718.503
40,  0.684504 ,  2.0, -1,134Cs,55,79,133906718.503
41,  0.688626 ,  4.0,  1,134Cs,55,79,133906718.503
42,  0.693838 ,  2.0,  1,134Cs,55,79,133906718.503
43,  0.702000 ,  3.0, -1,134Cs,55,79,133906718.503
44,  0.715823 ,  3.0, -1,134Cs,55,79,133906718.503
45,  0.720400 ,  3.0, -1,134Cs,55,79,133906718.503
46,  0.741277 ,  4.0,  1,134Cs,55,79,133906718.503
47,  0.748700 ,  6.0, -1,134Cs,55,79,133906718.503
48,  0.752703 ,  4.0, -1,134Cs,55,79,133906718.503
49,  0.783800 ,  6.0, -1,134Cs,55,79,133906718.503
50,  0.801253 ,  1.0,  1,134Cs,55,79,133906718.503
51,  0.802800 ,  3.0, -1,134Cs,55,79,133906718.503
52,  0.819200 ,  7.0, -1,134Cs,55,79,133906718.503
53,  0.820700 ,  6.0,  1,134Cs,55,79,133906718.503
54,  0.821605 ,  3.0,  1,134Cs,55,79,133906718.503
55,  0.831684 ,  5.0, -1,134Cs,55,79,133906718.503
56,  0.835714 ,  5.0,  1,134Cs,55,79,133906718.503
57,  0.839813 ,  4.0, -1,134Cs,55,79,133906718.503
58,  0.841900 ,  6.0, -1,134Cs,55,79,133906718.503
59,  0.845400 ,  1.0, -1,134Cs,55,79,133906718.503
60,  0.850800 ,  6.0, -1,134Cs,55,79,133906718.503
61,  0.862000 ,  5.0, -1,134Cs,55,79,133906718.503
62,  0.880349 ,  4.0,  1,134Cs,55,79,133906718.503
63,  0.912608 ,  4.0,  1,134Cs,55,79,133906718.503
64,  0.916175 ,  3.0, -1,134Cs,55,79,133906718.503
65,  0.932410 ,  3.0, -1,134Cs,55,79,133906718.503
66,  0.937630 ,  4.0, -1,134Cs,55,79,133906718.503
67,  0.941343 ,  4.0, -1,134Cs,55,79,133906718.503
68,  0.948138 ,  2.0, -1,134Cs,55,79,133906718.503
69,  0.976310 ,  4.0, -1,134Cs,55,79,133906718.503
70,  0.982100 ,  7.0, -1,134Cs,55,79,133906718.503
71,  0.991882 ,  5.0, -1,134Cs,55,79,133906718.503
72,  1.003610 ,  3.0, -1,134Cs,55,79,133906718.503
73,  1.014540 ,  5.0, -1,134Cs,55,79,133906718.503
74,  1.028700 ,  6.0,  1,134Cs,55,79,133906718.503
75,  1.032710 ,  4.0, -1,134Cs,55,79,133906718.503
76,  1.043523 ,  4.0,  1,134Cs,55,79,133906718.503
77,  1.067600 ,  0.0, -1,134Cs,55,79,133906718.503
78,  1.088423 ,  4.0, -1,134Cs,55,79,133906718.503
79,  1.094553 ,  2.0, -1,134Cs,55,79,133906718.503
80,  1.100334 ,  3.0, -1,134Cs,55,79,133906718.503
81,  1.114800 ,  5.0, -1,134Cs,55,79,133906718.503
82,  1.120000 ,  1.0, -1,134Cs,55,79,133906718.503
83,  1.133050 ,  3.0, -1,134Cs,55,79,133906718.503
84,  1.142861 ,  2.0, -1,134Cs,55,79,133906718.503
85,  1.157540 ,  4.0, -1,134Cs,55,79,133906718.503
86,  1.162508 ,  3.0, -1,134Cs,55,79,133906718.503
87,  1.171360 ,  2.0, -1,134Cs,55,79,133906718.503
88,  1.181600 ,  6.0, -1,134Cs,55,79,133906718.503
89,  1.188300 ,  4.0, -1,134Cs,55,79,133906718.503
90,  1.210240 ,  2.0, -1,134Cs,55,79,133906718.503
91,  1.215100 ,  5.0, -1,134Cs,55,79,133906718.503
92,  1.218850 ,  5.0, -1,134Cs,55,79,133906718.503
93,  1.232830 ,  3.0, -1,134Cs,55,79,133906718.503
94,  1.238872 ,  5.0, -1,134Cs,55,79,133906718.503
95,  1.250750 ,  2.0, -1,134Cs,55,79,133906718.503
96,  1.254198 ,  3.0, -1,134Cs,55,79,133906718.503
97,  1.263200 ,  3.0, -1,134Cs,55,79,133906718.503
98,  1.266168 ,  4.0, -1,134Cs,55,79,133906718.503
99,  1.271520 ,  5.0, -1,134Cs,55,79,133906718.503
100,  1.276050 ,  5.0, -1,134Cs,55,79,133906718.503
101,  1.279600 ,  5.0, -1,134Cs,55,79,133906718.503
102,  1.288200 ,  2.0, -1,134Cs,55,79,133906718.503
103,  1.294400 ,  1.0, -1,134Cs,55,79,133906718.503
104,  1.312900 ,  2.0, -1,134Cs,55,79,133906718.503
105,  1.319310 ,  5.0, -1,134Cs,55,79,133906718.503
106,  1.323410 ,  4.0, -1,134Cs,55,79,133906718.503
107,  1.325590 ,  1.0, -1,134Cs,55,79,133906718.503
108,  1.338500 ,  7.0, -1,134Cs,55,79,133906718.503
109,  1.360700 , 10.0, -1,134Cs,55,79,133906718.503
110,  1.371300 ,  4.0, -1,134Cs,55,79,133906718.503
111,  1.381620 ,  6.0, -1,134Cs,55,79,133906718.503
112,  1.385800 ,  2.0, -1,134Cs,55,79,133906718.503
113,  1.393700 , 10.0, -1,134Cs,55,79,133906718.503
114,  1.397930 ,  2.0, -1,134Cs,55,79,133906718.503
115,  1.403900 ,  3.0, -1,134Cs,55,79,133906718.503
116,  1.406900 ,  5.0, -1,134Cs,55,79,133906718.503
117,  1.418000 ,  5.0, -1,134Cs,55,79,133906718.503
118,  1.456700 ,  7.0,  1,134Cs,55,79,133906718.503
119,  1.551700 ,  8.0,  1,134Cs,55,79,133906718.503
1,  0.000000 ,  3.5,  1,135Cs,55,80,134905977.234
1,  0.000000 ,  3.5,  1,137Cs,55,82,136907089.464
2,  0.455491 ,  2.5,  1,137Cs,55,82,136907089.464
3,  0.848880 ,  3.5, -1,137Cs,55,82,136907089.464
4,  1.184690 ,  5.5,  1,137Cs,55,82,136907089.464
5,  1.273200 ,  2.5, -1,137Cs,55,82,136907089.464
6,  1.490000 ,  0.5,  1,137Cs,55,82,136907089.464
7,  1.564110 ,  3.5, -1,137Cs,55,82,136907089.464
8,  1.569830 ,  2.5,  1,137Cs,55,82,136907089.464
9,  1.574830 ,  2.5,  1,137Cs,55,82,136907089.464
10,  1.651230 ,  3.5,  1,137Cs,55,82,136907089.464
11,  1.671690 ,  7.5,  1,137Cs,55,82,136907089.464
12,  1.783460 ,  1.5,  1,137Cs,55,82,136907089.464
13,  1.867860 ,  4.5, -1,137Cs,55,82,136907089.464
14,  1.893990 ,  8.5,  1,137Cs,55,82,136907089.464
15,  1.916270 ,  3.5, -1,137Cs,55,82,136907089.464
16,  2.068020 ,  1.5,  1,137Cs,55,82,136907089.464
17,  2.099400 ,  3.5, -1,137Cs,55,82,136907089.464
18,  2.150000 ,  0.5,  1,137Cs,55,82,136907089.464
19,  2.216780 ,  2.5, -1,137Cs,55,82,136907089.464
1,  0.000000 ,  0.0,  1,130Ba,56,74,129906320.874
2,  0.357380 ,  2.0,  1,130Ba,56,74,129906320.874
3,  0.888890 ,  1.0, -1,130Ba,56,74,129906320.874
4,  0.901850 ,  4.0,  1,130Ba,56,74,129906320.874
5,  0.908020 ,  2.0,  1,130Ba,56,74,129906320.874
6,  1.179500 ,  0.0,  1,130Ba,56,74,129906320.874
7,  1.361060 ,  3.0,  1,130Ba,56,74,129906320.874
8,  1.477530 ,  4.0,  1,130Ba,56,74,129906320.874
9,  1.544400 ,  4.0,  1,130Ba,56,74,129906320.874
10,  1.557550 ,  2.0,  1,130Ba,56,74,129906320.874
11,  1.592840 ,  6.0,  1,130Ba,56,74,129906320.874
12,  1.844650 ,  4.0,  1,130Ba,56,74,129906320.874
13,  1.882970 ,  2.0,  1,130Ba,56,74,129906320.874
14,  1.918600 ,  3.0,  1,130Ba,56,74,129906320.874
15,  1.948000 ,  3.0, -1,130Ba,56,74,129906320.874
16,  2.012570 ,  5.0,  1,130Ba,56,74,129906320.874
17,  2.053700 ,  4.0,  1,130Ba,56,74,129906320.874
18,  2.079180 ,  3.0,  1,130Ba,56,74,129906320.874
19,  2.101160 ,  6.0,  1,130Ba,56,74,129906320.874
20,  2.168390 ,  5.0, -1,130Ba,56,74,129906320.874
21,  2.182900 ,  4.0, -1,130Ba,56,74,129906320.874
22,  2.229900 ,  5.0, -1,130Ba,56,74,129906320.874
23,  2.248170 ,  4.0,  1,130Ba,56,74,129906320.874
24,  2.269200 ,  0.0,  1,130Ba,56,74,129906320.874
25,  2.279500 ,  3.0, -1,130Ba,56,74,129906320.874
1,  0.000000 ,  0.0,  1,132Ba,56,76,131905061.098
2,  0.464508 ,  2.0,  1,132Ba,56,76,131905061.098
3,  1.031672 ,  2.0,  1,132Ba,56,76,131905061.098
4,  1.127615 ,  4.0,  1,132Ba,56,76,131905061.098
5,  1.503630 ,  0.0,  1,132Ba,56,76,131905061.098
6,  1.511088 ,  3.0,  1,132Ba,56,76,131905061.098
7,  1.660300 ,  0.0,  1,132Ba,56,76,131905061.098
8,  1.685753 ,  2.0,  1,132Ba,56,76,131905061.098
9,  1.729343 ,  4.0,  1,132Ba,56,76,131905061.098
10,  1.931910 ,  6.0,  1,132Ba,56,76,131905061.098
11,  1.944290 ,  4.0,  1,132Ba,56,76,131905061.098
12,  1.998179 ,  2.0,  1,132Ba,56,76,131905061.098
13,  2.026943 ,  4.0, -1,132Ba,56,76,131905061.098
14,  2.046230 ,  2.0,  1,132Ba,56,76,131905061.098
15,  2.046480 ,  4.0,  1,132Ba,56,76,131905061.098
16,  2.068553 ,  3.0, -1,132Ba,56,76,131905061.098
17,  2.119590 ,  5.0, -1,132Ba,56,76,131905061.098
18,  2.220070 ,  3.0, -1,132Ba,56,76,131905061.098
19,  2.225820 ,  5.0,  1,132Ba,56,76,131905061.098
20,  2.240690 ,  6.0,  1,132Ba,56,76,131905061.098
21,  2.271000 ,  0.0,  1,132Ba,56,76,131905061.098
22,  2.287980 ,  3.0,  1,132Ba,56,76,131905061.098
23,  2.312490 ,  5.0, -1,132Ba,56,76,131905061.098
24,  2.357620 ,  6.0, -1,132Ba,56,76,131905061.098
25,  2.374422 ,  3.0, -1,132Ba,56,76,131905061.098
26,  2.406000 ,  0.0,  1,132Ba,56,76,131905061.098
27,  2.422730 ,  6.0, -1,132Ba,56,76,131905061.098
28,  2.438930 ,  3.0, -1,132Ba,56,76,131905061.098
29,  2.452870 ,  1.0, -1,132Ba,56,76,131905061.098
30,  2.483060 ,  7.0, -1,132Ba,56,76,131905061.098
31,  2.492350 ,  4.0,  1,132Ba,56,76,131905061.098
32,  2.505340 ,  2.0, -1,132Ba,56,76,131905061.098
33,  2.567331 ,  3.0, -1,132Ba,56,76,131905061.098
34,  2.609600 ,  5.0, -1,132Ba,56,76,131905061.098
35,  2.660000 ,  4.0,  1,132Ba,56,76,131905061.098
36,  2.693270 ,  5.0, -1,132Ba,56,76,131905061.098
37,  2.718170 ,  7.0, -1,132Ba,56,76,131905061.098
38,  2.736000 ,  0.0,  1,132Ba,56,76,131905061.098
39,  2.772400 ,  4.0, -1,132Ba,56,76,131905061.098
40,  2.791500 ,  5.0, -1,132Ba,56,76,131905061.098
41,  2.800150 ,  8.0,  1,132Ba,56,76,131905061.098
42,  2.855840 ,  2.0, -1,132Ba,56,76,131905061.098
43,  2.867020 ,  8.0,  1,132Ba,56,76,131905061.098
44,  2.876470 ,  1.0,  1,132Ba,56,76,131905061.098
45,  2.886000 ,  0.0,  1,132Ba,56,76,131905061.098
46,  2.900570 ,  8.0, -1,132Ba,56,76,131905061.098
47,  2.901690 ,  7.0, -1,132Ba,56,76,131905061.098
48,  2.927846 ,  3.0, -1,132Ba,56,76,131905061.098
49,  2.934920 ,  7.0,  1,132Ba,56,76,131905061.098
50,  2.946330 ,  5.0, -1,132Ba,56,76,131905061.098
51,  2.961020 ,  8.0, -1,132Ba,56,76,131905061.098
52,  2.980970 ,  1.0,  1,132Ba,56,76,131905061.098
53,  2.981730 ,  1.0, -1,132Ba,56,76,131905061.098
54,  3.018590 ,  6.0, -1,132Ba,56,76,131905061.098
55,  3.021350 ,  1.0,  1,132Ba,56,76,131905061.098
1,  0.000000 ,  0.5,  1,133Ba,56,77,132906007.325
2,  0.012327 ,  1.5,  1,133Ba,56,77,132906007.325
3,  0.288252 ,  5.5, -1,133Ba,56,77,132906007.325
4,  0.291188 ,  2.5,  1,133Ba,56,77,132906007.325
5,  0.302395 ,  1.5,  1,133Ba,56,77,132906007.325
6,  0.539799 ,  0.5,  1,133Ba,56,77,132906007.325
7,  0.577555 ,  3.5,  1,133Ba,56,77,132906007.325
8,  0.630568 ,  2.5,  1,133Ba,56,77,132906007.325
9,  0.676488 ,  1.5,  1,133Ba,56,77,132906007.325
10,  0.791100 ,  3.5, -1,133Ba,56,77,132906007.325
11,  0.858499 ,  1.5,  1,133Ba,56,77,132906007.325
12,  0.862800 ,  3.5,  1,133Ba,56,77,132906007.325
13,  0.883390 ,  4.5,  1,133Ba,56,77,132906007.325
14,  0.887135 ,  2.5,  1,133Ba,56,77,132906007.325
15,  0.901800 ,  6.5, -1,133Ba,56,77,132906007.325
16,  0.923957 ,  2.5,  1,133Ba,56,77,132906007.325
17,  0.968970 ,  7.5, -1,133Ba,56,77,132906007.325
