#Constant Temperature fit results; RIPL II discrete level library; February 2005 by T. Belgya 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]       
#-------------------------------------------------------------------------------------------------------------------------
  69 147 Tm   0.42116   0.02151   0.00000   1.00000   6   1   1   2  0.00000  0.06800                  0             0.000
  55 148 Cs   0.39647   0.02035   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 148 Ba   0.39647   0.02035   0.00000   1.00000  16   1   1   4  0.00000  0.68720                  0             0.000
  57 148 La   0.39647   0.02035  -0.71147   0.04865  26  18   7   1  0.40115  0.00000  2.503E-01   F   0             0.000
  58 148 Ce   0.39647   0.02035   0.09850   0.04207  50   9   7   2  0.98990  0.15847  7.041E-02   F   0             0.000
  59 148 Pr   0.39647   0.02035   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  60 148 Nd   0.39647   0.02035   0.42796   0.05524 114  27   7  10  1.72900  1.27969  1.184E-02 *     0             2.387
  61 148 Pm   0.39647   0.02035  -0.70558   0.06692  44  37  19   1  0.72630  0.00000  1.309E-02 *     0             4.435
  62 148 Sm   0.39647   0.02035   0.80888   0.06363 290  49   7   5  2.44229  1.42446  2.283E-02 *     0             2.809
  63 148 Eu   0.39647   0.02035  -0.02872   0.04089  61   8   7  15  0.81140  1.84110  6.048E-02   F   0             0.000
  64 148 Gd   0.39647   0.02035   1.09027   0.04094 161   8   7   5  1.91298  1.81089  4.421E-03       0             0.000
  65 148 Tb   0.39647   0.02035  -0.51074   0.04515  83  12   7   1  0.42580  0.00000  1.859E-01   F   0             4.047
  66 148 Dy   0.39647   0.02035   1.98550   0.04218  57   9   7   8  2.85390  2.83220  3.130E-02       0             0.000
  67 148 Ho   0.39647   0.02035   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  68 148 Er   0.39647   0.02035   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  69 148 Tm   0.39647   0.02035   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  55 149 Cs   0.37642   0.01950   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 149 Ba   0.37642   0.01950   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  57 149 La   0.37642   0.01950   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  58 149 Ce   0.37642   0.01950  -0.57592   0.05059  44  27   7   1  0.66170  0.00000  1.038E-01   F   0             2.874
  59 149 Pr   0.37642   0.01950  -0.32049   0.05211  23  15  14   1  0.71280  0.00000  6.083E-02   F   0             0.000
  60 149 Nd   0.37642   0.01950  -0.59866   0.05212  88  28   7   3  0.64700  0.13845  2.282E-01   F   0             2.695
  61 149 Pm   0.37642   0.01950  -0.52763   0.06229  91  36  16  13  0.80864  0.46219  1.350E-02 *     0             3.035
  62 149 Sm   0.37642   0.01950  -0.26024   0.05394 193  26   9   5  0.99460  0.35004  1.306E-02 *     0             2.881
  63 149 Eu   0.37642   0.01950  -0.20708   0.05977 131  31  14   3  1.09758  0.45800  1.177E-02 *     0             2.873
  64 149 Gd   0.37642   0.01950   0.15625   0.03919 183   8   7   7  0.95581  0.87335  6.324E-02   F   0             0.000
  65 149 Tb   0.37642   0.01950  -0.13517   0.05214 105  15  14   2  0.87256  0.03578  4.671E-02       0             3.152
  66 149 Dy   0.37642   0.01950   0.79223   0.04599  81  15   7   1  1.78220  0.00000  4.974E-02       0             2.855
  67 149 Ho   0.37642   0.01950   0.61888   0.05213  82  15  14   1  1.64890  0.00000  3.099E-02       0             4.131
  68 149 Er   0.37642   0.01950   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  69 149 Tm   0.37642   0.01950   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  70 149 Yb   0.37642   0.01950   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  55 150 Cs   0.36070   0.01883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 150 Ba   0.36070   0.01883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  57 150 La   0.36070   0.01883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  58 150 Ce   0.36070   0.01883   0.00000   1.00000   5   1   1   2  0.00000  0.09710                  0             0.000
  59 150 Pr   0.36070   0.01883   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  60 150 Nd   0.36070   0.01883   0.16715   0.03784 134   8   7  12  0.93486  1.13780  6.999E-02   F   0             0.000
  61 150 Pm   0.36070   0.01883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 150 Sm   0.36070   0.01883   0.57976   0.05265 180  31   7  15  1.88330  1.64252  3.477E-02 *     0             2.772
  63 150 Eu   0.36070   0.01883  -0.62234   0.06155  85  36  19   1  0.68300  0.00000  1.022E-02 *     0             3.291
  64 150 Gd   0.36070   0.01883   0.82911   0.03787 135   8   7   5  1.59243  1.28842  4.071E-02       0             0.000
  65 150 Tb   0.36070   0.01883   0.73377   0.03780  63   8   7   1  1.58650  0.00000  3.074E-01   F   0             0.000
  66 150 Dy   0.36070   0.01883   1.76407   0.03785  86   8   7   2  2.58290  0.80300  1.648E-01   F   0             0.000
  67 150 Ho   0.36070   0.01883   0.00000   1.00000  17   1   1   1  0.00000  0.00000                  0             0.000
  68 150 Er   0.36070   0.01883   1.95709   0.03788  29   8   7   1  2.73380  0.00000  6.263E-02   F   0             0.000
  69 150 Tm   0.36070   0.01883   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  70 150 Yb   0.36070   0.01883   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 150 Lu   0.36070   0.01883   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  55 151 Cs   0.34913   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 151 Ba   0.34913   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  57 151 La   0.34913   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  58 151 Ce   0.34913   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 151 Pr   0.34913   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 151 Nd   0.34913   0.01826  -0.52390   0.03854  87  10   7   1  0.25890  0.00000  1.234E-01   F   0             2.646
  61 151 Pm   0.34913   0.01826  -0.42834   0.05904 132  39  16   6  0.87471  0.25569  2.394E-02 *     0             3.354
  62 151 Sm   0.34913   0.01826  -0.74452   0.06144 232  41  20   4  0.53181  0.06970  1.510E-02 *     0             2.905
  63 151 Eu   0.34913   0.01826  -0.54456   0.05452 169  30  13   3  0.65440  0.19624  2.268E-02 *     0             2.916
  64 151 Gd   0.34913   0.01826  -0.17907   0.04828 108  25   7   6  0.93877  0.57562  1.055E-01   F   0             2.834
  65 151 Tb   0.34913   0.01826  -0.08859   0.05052 129  18  14   1  0.91778  0.00000  2.636E-02       0             2.948
  66 151 Dy   0.34913   0.01826   0.74237   0.03777  45   9   7   1  1.54952  0.00000  1.595E-01   F   0             0.000
  67 151 Ho   0.34913   0.01826   0.23136   0.04881  66  15  14   1  1.20210  0.00000  9.195E-02   F   0             2.844
  68 151 Er   0.34913   0.01826   0.82742   0.03674  57   8   7   1  1.54860  0.00000  1.559E-02       0             0.000
  69 151 Tm   0.34913   0.01826   0.00000   1.00000  16   1   1   1  0.00000  0.00000                  0             0.000
  70 151 Yb   0.34913   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  71 151 Lu   0.34913   0.01826   0.00000   1.00000   4   1   1   2  0.00000  0.07700                  0             0.000
  72 151 Hf   0.34913   0.01826   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  57 152 La   0.34166   0.01775   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  58 152 Ce   0.34166   0.01775   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  59 152 Pr   0.34166   0.01775   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 152 Nd   0.34166   0.01775   0.44844   0.03868  44  11   7   4  1.25090  0.48395  4.448E-02       0             3.657
  61 152 Pm   0.34166   0.01775   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  62 152 Sm   0.34166   0.01775   0.42006   0.05244 153  40   7  13  1.82119  1.22148  4.438E-02 *     0             3.144
  63 152 Eu   0.34166   0.01775  -1.05552   0.07089 196 151  14   8  0.65830  0.10811  5.167E-02 * F   0             3.345
  64 152 Gd   0.34166   0.01775   0.62839   0.05051 101  34   7  13  2.01163  1.43402  5.452E-02 * F   0             2.825
  65 152 Tb   0.34166   0.01775  -0.13901   0.03563  72   8   7   9  0.60030  0.80610  1.476E-01   F   0             0.000
  66 152 Dy   0.34166   0.01775   0.97251   0.03939 168  12   7   4  1.94462  1.26120  2.392E-01   F   0             2.514
  67 152 Ho   0.34166   0.01775   0.50065   0.03644  32   9   7   3  1.50344  0.17940  7.216E-01   F   0             0.000
  68 152 Er   0.34166   0.01775   1.82429   0.03556  54   8   7   3  2.94770  1.48088  9.288E-01   F   0             0.000
  69 152 Tm   0.34166   0.01775   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  70 152 Yb   0.34166   0.01775   0.00000   1.00000   7   1   1   2  0.00000  1.53140                  0             0.000
  71 152 Lu   0.34166   0.01775   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  57 153 La   0.33823   0.01728   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  58 153 Ce   0.33823   0.01728   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 153 Pr   0.33823   0.01728   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 153 Nd   0.33823   0.01728   0.00000   1.00000  18   1   1   1  0.00000  0.00000                  0             0.000
  61 153 Pm   0.33823   0.01728  -0.24421   0.04673  71  16  14   5  0.70582  0.15089  6.710E-02   F   0             3.089
  62 153 Sm   0.33823   0.01728  -0.73556   0.05710 297  37  20   7  0.48109  0.09837  1.938E-02 *     0             3.052
  63 153 Eu   0.33823   0.01728  -0.47010   0.05347 169  47   9   7  0.82742  0.19307  9.730E-03 *     0             3.247
  64 153 Gd   0.33823   0.01728  -0.71420   0.05750 219  42  18   4  0.55109  0.09517  1.973E-02 *     0             2.784
  65 153 Tb   0.33823   0.01728  -0.46709   0.04951 141  22  14   2  0.57195  0.08072  9.859E-02   F   0             3.207
  66 153 Dy   0.33823   0.01728  -0.10931   0.03477 134   8   7   1  0.57689  0.00000  9.381E-02   F   0             0.000
  67 153 Ho   0.33823   0.01728   0.37493   0.04617  53  15  14   2  1.35900  0.06870  2.375E-01   F   0             4.336
  68 153 Er   0.33823   0.01728   0.44118   0.03477  43   8   7   1  1.13270  0.00000  4.612E-02       0             0.000
  69 153 Tm   0.33823   0.01728   0.08606   0.04619  64  15  14   1  1.02020  0.00000  7.428E-02   F   0             2.823
  70 153 Yb   0.33823   0.01728   0.00000   1.00000  14   1   1  14  0.00000  2.57820                  0             0.000
  71 153 Lu   0.33823   0.01728   0.00000   1.00000  10   1   1  10  0.00000  2.63290                  0             0.000
  72 153 Hf   0.33823   0.01728   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  58 154 Ce   0.33829   0.01686   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 154 Pr   0.33829   0.01686   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 154 Nd   0.33829   0.01686   0.33460   0.03392  24   8   7   5  1.02760  0.81010  4.288E-02       0             0.000
  61 154 Pm   0.33829   0.01686   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 154 Sm   0.33829   0.01686   0.38381   0.04531 111  26   7   8  1.53926  1.09933  1.726E-02 *     0             3.318
  63 154 Eu   0.33829   0.01686  -1.00674   0.06777 160 130  19   4  0.63580  0.08066  3.763E-02 *     0             3.254
  64 154 Gd   0.33829   0.01686   0.33996   0.04543 227  26   7   9  1.43259  1.12778  1.072E-02 *     0             2.712
  65 154 Tb   0.33829   0.01686   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 154 Dy   0.33829   0.01686   0.46214   0.03580 127  10   7  20  1.25186  1.74782  1.270E-01   F   0             2.340
  67 154 Ho   0.33829   0.01686   0.00000   1.00000   2   1   1   2  0.00000  0.02690                  0             0.000
  68 154 Er   0.33829   0.01686   1.84048   0.03391  55   8   7  15  2.58360  4.49900  1.019E-01   F   0             0.000
  69 154 Tm   0.33829   0.01686   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  70 154 Yb   0.33829   0.01686   2.76729   0.03386  29   8   7   1  3.69640  0.00000  4.749E-01   F   0             0.000
  71 154 Lu   0.33829   0.01686   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  72 154 Hf   0.33829   0.01686   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  58 155 Ce   0.34145   0.01652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  59 155 Pr   0.34145   0.01652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 155 Nd   0.34145   0.01652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  61 155 Pm   0.34145   0.01652   0.06655   0.04416  37  15  14   1  0.99984  0.00000  3.539E-02       0             2.837
  62 155 Sm   0.34145   0.01652  -0.45113   0.03319 143   8   7   8  0.25050  0.25050  6.732E-02   F   0             0.000
  63 155 Eu   0.34145   0.01652  -0.25888   0.05172  82  64   7  20  1.38014  0.78522  5.082E-02 * F   0             3.927
  64 155 Gd   0.34145   0.01652  -0.64959   0.05232 223  39  14  29  0.61485  0.46383  1.809E-02 *     0             3.118
  65 155 Tb   0.34145   0.01652  -0.41087   0.04824 163  30  11  14  0.80953  0.49864  2.263E-02 *     0             3.278
  66 155 Dy   0.34145   0.01652  -0.58504   0.04560 171  33   7  13  0.59400  0.32100  2.680E-01   F   0             2.815
  67 155 Ho   0.34145   0.01652  -0.38095   0.04520  68  17  14   3  0.58280  0.14197  2.653E-02       0             3.269
  68 155 Er   0.34145   0.01652  -0.20388   0.03666  99  12   7   1  0.60675  0.00000  9.120E-02   F   0             0.000
  69 155 Tm   0.34145   0.01652   0.00000   1.00000   7   1   1   2  0.00000  0.04100                  0             0.000
  70 155 Yb   0.34145   0.01652   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  71 155 Lu   0.34145   0.01652   0.00000   1.00000  15   1   1   2  0.00000  0.02000                  0             0.000
  72 155 Hf   0.34145   0.01652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  73 155 Ta   0.34145   0.01652   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 156 Nd   0.34740   0.01632   0.00000   1.00000  10   1   1  10  0.00000  2.73700                  0             0.000
  61 156 Pm   0.34740   0.01632   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
