Z,A,Element,Temperature_MeV,Temperature_U,Black_Shift,Black_Shift_U,N_Lev_ENSDF,N_Max_Lev_Complete,Min_Lev_Complete,Num_Lev_Unique_Spin,E_Max_N_Max,E_Num_Lev_U_Spin,Chi,Fit,Flag,Nox,Xm_Ex,Sigma,Element_w_A
32,82,Ge,0.87008,0.06521,0.0,1.0,17,1,1,2,0.0,1.34751,           ,  ,  ,0,            ,0.0,82Ge
33,82,As,0.87008,0.06521,0.0,1.0,13,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,82As
34,82,Se,0.87008,0.06521,1.08752,0.16448,39,20,7,5,3.6889,1.73512,  3.568E-02,  ,  ,0,            ,2.7969999999999997,82Se
35,82,Br,0.87008,0.06521,-1.8151099999999998,0.21691999999999997,68,50,14,2,1.548,0.04595,  2.095E-02, *,  ,0,            ,2.698,82Br
36,82,Kr,0.87008,0.06521,0.25351999999999997,0.17975,72,29,7,5,3.18692,1.82053,  9.292E-03, *,  ,0,            ,2.72,82Kr
37,82,Rb,0.87008,0.06521,-1.9779200000000001,0.19039,58,25,14,2,0.7349,0.069,  2.475E-02, *,  ,0,            ,3.883,82Rb
38,82,Sr,0.87008,0.06521,0.17906,0.1311,86,8,7,16,1.9960200000000001,2.83626,  8.678E-03,  ,  ,0,            ,0.0,82Sr
39,82,Y,0.87008,0.06521,-1.52052,0.15712,62,18,7,8,0.95691,0.40576,  1.881E-01,  , F,0,            ,3.9,82Y
40,82,Zr,0.87008,0.06521,0.36513,0.13112000000000001,56,8,7,3,2.1754,1.04084,  1.071E-03,  ,  ,0,            ,0.0,82Zr
41,82,Nb,0.87008,0.06521,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,82Nb
30,83,Zn,0.90986,0.07265,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,83Zn
31,83,Ga,0.90986,0.07265,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,83Ga
32,83,Ge,0.90986,0.07265,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,83Ge
33,83,As,0.90986,0.07265,0.38709,0.19587000000000002,28,16,14,1,3.5226,0.0,  4.041E-01,  , F,0,            ,1.79,83As
34,83,Se,0.90986,0.07265,-0.95109,0.15375999999999998,52,10,7,2,1.1,0.2285,  3.157E-02,  ,  ,0,            ,1.661,83Se
35,83,Br,0.90986,0.07265,-0.91963,0.19699,89,27,8,2,2.24,0.35668,  1.541E-02, *,  ,0,            ,2.509,83Br
36,83,Kr,0.90986,0.07265,-1.13016,0.17486,78,17,7,4,1.2779,0.56196,  3.786E-02, *,  ,0,            ,2.5980000000000003,83Kr
37,83,Rb,0.90986,0.07265,-1.4800200000000001,0.23476,114,50,12,3,2.2066,0.04211,  1.805E-02, *,  ,0,            ,3.135,83Rb
38,83,Sr,0.90986,0.07265,-1.50617,0.21370999999999998,104,32,11,3,1.7526,0.25915,  1.423E-02, *,  ,0,            ,3.2969999999999997,83Sr
39,83,Y,0.90986,0.07265,-1.8206,0.20415999999999998,107,20,14,2,0.8825,0.06197999999999999,  2.059E-02,  ,  ,0,            ,2.501,83Y
40,83,Zr,0.90986,0.07265,-1.50252,0.16810999999999998,94,16,7,1,1.0134,0.0,  7.977E-02,  , F,0,            ,2.94,83Zr
41,83,Nb,0.90986,0.07265,0.0,1.0,9,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,83Nb
42,83,Mo,0.90986,0.07265,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,83Mo
30,84,Zn,0.94776,0.08158,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,84Zn
31,84,Ga,0.94776,0.08158,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,84Ga
32,84,Ge,0.94776,0.08158,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,84Ge
33,84,As,0.94776,0.08158,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,84As
34,84,Se,0.94776,0.08158,0.59148,0.21506,70,24,7,1,3.5483,0.0,  2.970E-02,  ,  ,0,            ,2.248,84Se
35,84,Br,0.94776,0.08158,0.0,1.0,10,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,84Br
36,84,Kr,0.94776,0.08158,0.44875,0.24098000000000003,73,38,7,6,3.8788,2.3454599999999997,  9.818E-03, *,  ,0,            ,3.017,84Kr
37,84,Rb,0.94776,0.08158,-1.8673,0.2421,66,27,14,4,1.218,0.46663999999999994,  1.348E-02, *,  ,0,            ,3.532,84Rb
38,84,Sr,0.94776,0.08158,0.29791,0.21641999999999997,64,25,7,5,3.3319099999999997,1.7676900000000002,  6.536E-03, *,  ,0,            ,3.1060000000000003,84Sr
39,84,Y,0.94776,0.08158,-1.9225,0.18388,60,14,7,1,0.5647,0.0,  3.512E-01,  , F,0,            ,3.8569999999999998,84Y
40,84,Zr,0.94776,0.08158,0.02021,0.16409,87,8,7,3,1.9666,1.11931,  2.572E-02,  ,  ,0,            ,0.0,84Zr
41,84,Nb,0.94776,0.08158,-1.7204400000000002,0.19394,60,18,7,1,0.9239,0.0,  1.532E-01,  , F,0,            ,3.9539999999999997,84Nb
42,84,Mo,0.94776,0.08158,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,84Mo
30,85,Zn,0.98008,0.09065,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Zn
31,85,Ga,0.98008,0.09065,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Ga
32,85,Ge,0.98008,0.09065,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Ge
33,85,As,0.98008,0.09065,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85As
34,85,Se,0.98008,0.09065,0.0,1.0,7,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Se
35,85,Br,0.98008,0.09065,0.8492799999999999,0.24229,26,15,14,4,3.5396,1.1913,  2.749E-02,  ,  ,0,            ,1.754,85Br
36,85,Kr,0.98008,0.09065,-0.77445,0.28828000000000004,74,33,17,2,2.6367,0.30487,  7.867E-03, *,  ,0,            ,2.931,85Kr
37,85,Rb,0.98008,0.09065,-1.28315,0.26591,98,33,10,7,2.0876,0.88582,  6.919E-03, *,  ,0,            ,2.295,85Rb
38,85,Sr,0.98008,0.09065,-1.4555799999999999,0.31212,107,52,17,5,2.406,0.76727,  7.476E-03, *,  ,0,            ,2.9010000000000002,85Sr
39,85,Y,0.98008,0.09065,-1.61617,0.2832,93,36,14,1,1.896,0.0,  8.317E-03, *,  ,0,            ,2.7430000000000003,85Y
40,85,Zr,0.98008,0.09065,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Zr
41,85,Nb,0.98008,0.09065,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Nb
42,85,Mo,0.98008,0.09065,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Mo
43,85,Tc,0.98008,0.09065,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,85Tc
31,86,Ga,1.00237,0.09777999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,86Ga
32,86,Ge,1.00237,0.09777999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,86Ge
33,86,As,1.00237,0.09777999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,86As
34,86,Se,1.00237,0.09777999999999999,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,86Se
35,86,Br,1.00237,0.09777999999999999,-1.65085,0.19557,22,8,7,1,0.43565,0.0,  4.196E-03,  ,  ,0,            ,0.0,86Br
36,86,Kr,1.00237,0.09777999999999999,1.07092,0.25494,64,23,7,5,4.194,2.724,  1.095E-02, *,  ,0,            ,2.645,86Kr
37,86,Rb,1.00237,0.09777999999999999,-1.58847,0.32243,95,36,20,3,2.0249,0.55605,  3.707E-03, *,  ,0,            ,3.1710000000000003,86Rb
38,86,Sr,1.00237,0.09777999999999999,0.22196999999999997,0.2862,76,37,7,6,3.83106,2.22974,  7.712E-03, *,  ,0,            ,2.985,86Sr
39,86,Y,1.00237,0.09777999999999999,-1.79077,0.28591,30,25,14,1,1.455,0.0,  5.420E-03, *,  ,0,            ,3.977,86Y
40,86,Zr,1.00237,0.09777999999999999,0.5410699999999999,0.24015,78,18,7,2,3.42332,0.75175,  3.939E-02,  ,  ,0,            ,3.6239999999999997,86Zr
41,86,Nb,1.00237,0.09777999999999999,-0.9869100000000001,0.20126,76,9,7,1,1.2838,0.0,  7.501E-02,  , F,0,            ,0.0,86Nb
42,86,Mo,1.00237,0.09777999999999999,1.08473,0.20234000000000002,31,9,7,1,3.3066,0.0,  4.052E-02,  ,  ,0,            ,0.0,86Mo
43,86,Tc,1.00237,0.09777999999999999,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,86Tc
31,87,Ga,1.00993,0.10062,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,87Ga
32,87,Ge,1.00993,0.10062,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,87Ge
33,87,As,1.00993,0.10062,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,87As
34,87,Se,1.00993,0.10062,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,87Se
35,87,Br,1.00993,0.10062,0.0,1.0,9,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,87Br
36,87,Kr,1.00993,0.10062,-0.62771,0.34148,170,49,16,2,3.3619,0.53201,  6.990E-03, *,  ,0,            ,1.786,87Kr
37,87,Rb,1.00993,0.10062,-0.38449,0.27157,106,28,7,2,3.099,0.40259,  1.354E-02, *,  ,0,            ,1.954,87Rb
38,87,Sr,1.00993,0.10062,-0.67729,0.38155,203,99,12,6,3.96,1.74,  7.819E-03, *,  ,0,            ,2.92,87Sr
39,87,Y,1.00993,0.10062,-1.46564,0.37335,148,109,7,5,3.2626,1.1527100000000001,  1.752E-02, *,  ,0,            ,3.532,87Y
40,87,Zr,1.00993,0.10062,-1.3068600000000001,0.28836,63,28,11,1,2.125,0.0,  1.685E-02, *,  ,0,            ,3.728,87Zr
41,87,Nb,1.00993,0.10062,-0.82449,0.27502,64,17,14,1,2.1143,0.0,  5.724E-02,  , F,0,            ,4.095,87Nb
42,87,Mo,1.00993,0.10062,0.0875,0.20202,28,8,7,6,2.2837,1.8635700000000002,  8.594E-02,  , F,0,            ,0.0,87Mo
43,87,Tc,1.00993,0.10062,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,87Tc
44,87,Ru,1.00993,0.10062,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,87Ru
32,88,Ge,0.9998299999999999,0.09772,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,88Ge
33,88,As,0.9998299999999999,0.09772,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,88As
34,88,Se,0.9998299999999999,0.09772,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,88Se
35,88,Br,0.9998299999999999,0.09772,0.0,1.0,9,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,88Br
36,88,Kr,0.9998299999999999,0.09772,0.06626,0.27629000000000004,74,32,7,4,3.519,1.6438700000000002,  6.213E-02,  , F,0,            ,2.3369999999999997,88Kr
37,88,Rb,0.9998299999999999,0.09772,-1.49888,0.29191999999999996,62,28,14,1,1.964,0.0,  1.572E-02, *,  ,0,            ,2.247,88Rb
38,88,Sr,0.9998299999999999,0.09772,1.2304700000000002,0.31939,243,57,7,7,5.258,3.48656,  8.535E-03, *,  ,0,            ,2.5669999999999997,88Sr
39,88,Y,0.9998299999999999,0.09772,-1.6472,0.31790999999999997,87,35,19,1,1.971,0.0,  8.334E-03, *,  ,0,            ,3.2969999999999997,88Y
40,88,Zr,0.9998299999999999,0.09772,0.27005999999999997,0.27225,81,30,7,3,3.6377599999999997,1.5214,  1.010E-02, *,  ,0,            ,3.467,88Zr
41,88,Nb,0.9998299999999999,0.09772,-0.39736,0.19643,47,8,7,1,1.6757099999999998,0.0,  6.455E-03,  ,  ,0,            ,0.0,88Nb
42,88,Mo,0.9998299999999999,0.09772,0.92151,0.19660999999999998,49,8,7,3,2.9630099999999997,1.65483,  3.073E-02,  ,  ,0,            ,0.0,88Mo
43,88,Tc,0.9998299999999999,0.09772,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,88Tc
44,88,Ru,0.9998299999999999,0.09772,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,88Ru
32,89,Ge,0.97405,0.0901,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,89Ge
33,89,As,0.97405,0.0901,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,89As
34,89,Se,0.97405,0.0901,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,89Se
35,89,Br,0.97405,0.0901,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,89Br
36,89,Kr,0.97405,0.0901,-0.69414,0.23886,50,26,7,1,2.4682,0.0,  4.825E-02,  ,  ,0,            ,2.494,89Kr
37,89,Rb,0.97405,0.0901,-0.86292,0.23539000000000002,66,26,7,2,2.512,0.22095,  1.991E-02, *,  ,0,            ,2.334,89Rb
38,89,Sr,0.97405,0.0901,0.18950999999999998,0.30563,140,71,7,2,4.33558,1.032,  3.235E-03, *,  ,0,            ,2.91,89Sr
39,89,Y,0.97405,0.0901,0.50538,0.28398,444,39,12,8,4.06,2.6221,  3.508E-03, *,  ,0,            ,2.725,89Y
40,89,Zr,0.97405,0.0901,-0.7307899999999999,0.32098000000000004,146,56,20,4,3.181,1.45123,  2.404E-03, *,  ,0,            ,3.608,89Zr
41,89,Nb,0.97405,0.0901,-0.74144,0.21416,47,17,7,1,2.15156,0.0,  2.852E-02, *,  ,0,            ,4.024,89Nb
42,89,Mo,0.97405,0.0901,-0.21214,0.1954,35,11,7,1,2.11,0.0,  4.951E-02,  ,  ,0,            ,0.0,89Mo
43,89,Tc,0.97405,0.0901,-0.21145999999999998,0.24369000000000002,40,16,14,1,2.5305,0.0,  2.635E-02,  ,  ,0,            ,4.883,89Tc
44,89,Ru,0.97405,0.0901,0.0,1.0,14,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,89Ru
45,89,Rh,0.97405,0.0901,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,89Rh
32,90,Ge,0.93652,0.07991000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,90Ge
33,90,As,0.93652,0.07991000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,90As
34,90,Se,0.93652,0.07991000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,90Se
35,90,Br,0.93652,0.07991000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,90Br
36,90,Kr,0.93652,0.07991000000000001,0.17629,0.20406,35,21,7,1,2.98731,0.0,  5.384E-02,  , F,0,            ,1.421,90Kr
37,90,Rb,0.93652,0.07991000000000001,-1.44987,0.18308,32,14,7,4,0.9330799999999999,0.22783,  1.494E-01,  , F,0,            ,1.624,90Rb
38,90,Sr,0.93652,0.07991000000000001,0.5828,0.21694000000000002,84,27,7,5,3.62701,2.20702,  7.482E-03, *,  ,0,            ,2.334,90Sr
39,90,Y,0.93652,0.07991000000000001,-0.78117,0.27786,169,61,14,4,3.0482,0.7766,  3.175E-03, *,  ,0,            ,2.739,90Y
40,90,Zr,0.93652,0.07991000000000001,1.41646,0.24229,243,42,7,4,4.875,2.319,  7.921E-03, *,  ,0,            ,3.074,90Zr
41,90,Nb,0.93652,0.07991000000000001,-1.54023,0.25324,70,39,14,6,1.88021,0.328,  8.562E-03, *,  ,0,            ,3.7739999999999996,90Nb
42,90,Mo,0.93652,0.07991000000000001,0.41446000000000005,0.22108000000000003,86,29,7,7,3.5399,2.45,  5.290E-02,  , F,0,            ,3.464,90Mo
43,90,Tc,0.93652,0.07991000000000001,-1.07453,0.16409,50,9,7,1,1.0238399999999999,0.0,  1.373E-01,  , F,0,            ,0.0,90Tc
44,90,Ru,0.93652,0.07991000000000001,0.0,1.0,10,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,90Ru
45,90,Rh,0.93652,0.07991000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,90Rh
33,91,As,0.89149,0.06939,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,91As
34,91,Se,0.89149,0.06939,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,91Se
35,91,Br,0.89149,0.06939,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,91Br
36,91,Kr,0.89149,0.06939,-0.88694,0.15865,23,14,7,1,1.422,0.0,  3.224E-02,  ,  ,0,            ,2.74,91Kr
37,91,Rb,0.89149,0.06939,-1.02063,0.18545,72,15,14,1,1.40183,0.0,  1.091E-02,  ,  ,0,            ,2.214,91Rb
38,91,Sr,0.89149,0.06939,0.5212100000000001,0.20938,53,50,7,1,5.0033,0.0,  5.679E-02, *, F,0,            ,3.3280000000000003,91Sr
39,91,Y,0.89149,0.06939,-0.28583000000000003,0.1908,66,28,8,4,2.822,0.92574,  2.006E-02, *,  ,0,            ,2.8930000000000002,91Y
40,91,Zr,0.89149,0.06939,-0.025330000000000002,0.2271,334,59,7,5,3.597,2.04235,  1.239E-02, *,  ,0,            ,2.9730000000000003,91Zr
41,91,Nb,0.89149,0.06939,-0.34926999999999997,0.20776,149,29,13,2,2.66025,0.1046,  6.164E-03, *,  ,0,            ,3.3289999999999997,91Nb
42,91,Mo,0.89149,0.06939,-0.26592,0.21318,159,47,7,6,3.162,1.5319,  3.905E-02,  ,  ,0,            ,3.576,91Mo
43,91,Tc,0.89149,0.06939,-0.58959,0.18548,64,15,14,1,1.82133,0.0,  3.836E-03,  ,  ,0,            ,3.677,91Tc
44,91,Ru,0.89149,0.06939,0.11805999999999998,0.16003,43,14,7,1,2.4093,0.0,  4.472E-02,  ,  ,0,            ,5.388,91Ru
45,91,Rh,0.89149,0.06939,0.0,1.0,19,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,91Rh
46,91,Pd,0.89149,0.06939,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,91Pd
33,92,As,0.8428700000000001,0.06026,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,92As
34,92,Se,0.8428700000000001,0.06026,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,92Se
35,92,Br,0.8428700000000001,0.06026,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,92Br
36,92,Kr,0.8428700000000001,0.06026,0.15113,0.1396,43,14,7,2,2.3508,0.7691,  9.751E-02,  , F,0,            ,2.017,92Kr
37,92,Rb,0.8428700000000001,0.06026,-1.25841,0.13681,45,14,7,3,0.92804,0.28431,  8.487E-02,  , F,0,            ,1.587,92Rb
38,92,Sr,0.8428700000000001,0.06026,0.39066999999999996,0.12487000000000001,35,9,7,3,2.185,1.38479,  4.679E-02,  ,  ,0,            ,0.0,92Sr
39,92,Y,0.8428700000000001,0.06026,-0.7751100000000001,0.12460999999999998,22,9,7,1,1.03,0.0,  4.744E-02,  ,  ,0,            ,0.0,92Y
40,92,Zr,0.8428700000000001,0.06026,0.44395,0.20651999999999998,146,72,7,6,4.04,2.06665,  5.658E-03, *,  ,0,            ,2.835,92Zr
41,92,Nb,0.8428700000000001,0.06026,-1.20201,0.2185,166,65,19,1,2.311,0.0,  6.417E-03, *,  ,0,            ,3.678,92Nb
42,92,Mo,0.8428700000000001,0.06026,1.00462,0.17545999999999998,243,36,7,6,4.01931,2.6124099999999997,  7.183E-03, *,  ,0,            ,2.957,92Mo
43,92,Tc,0.8428700000000001,0.06026,-1.0272700000000001,0.14299,51,17,7,1,1.35548,0.0,  7.830E-02,  , F,0,            ,4.074,92Tc
44,92,Ru,0.8428700000000001,0.06026,1.19934,0.12482,39,9,7,1,3.0145,0.0,  2.735E-02,  ,  ,0,            ,0.0,92Ru
45,92,Rh,0.8428700000000001,0.06026,0.29499000000000003,0.12097000000000001,23,8,7,1,2.1517,0.0,  1.147E-01,  , F,0,            ,0.0,92Rh
46,92,Pd,0.8428700000000001,0.06026,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,92Pd
34,93,Se,0.79377,0.05342,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,93Se
35,93,Br,0.79377,0.05342,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,93Br
36,93,Kr,0.79377,0.05342,0.0,1.0,13,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,93Kr
37,93,Rb,0.79377,0.05342,-0.38287,0.15189,74,21,14,1,2.0316,0.0,  4.858E-02,  ,  ,0,            ,2.224,93Rb
38,93,Sr,0.79377,0.05342,-0.2003,0.13342,91,20,7,1,2.1686,0.0,  5.658E-02,  , F,0,            ,3.15,93Sr
39,93,Y,0.79377,0.05342,-0.24918,0.13197,44,19,7,1,2.09135,0.0,  1.071E-02, *,  ,0,            ,2.403,93Y
40,93,Zr,0.79377,0.05342,-0.3133,0.15348,86,29,10,3,2.391,0.94709,  1.188E-02, *,  ,0,            ,2.46,93Zr
41,93,Nb,0.79377,0.05342,-0.94071,0.17744000000000001,128,68,7,7,2.3675,0.9498,  1.560E-02, *,  ,0,            ,3.429,93Nb
42,93,Mo,0.79377,0.05342,-0.11167,0.19522,144,94,7,8,3.4861699999999995,2.1419799999999998,  1.610E-02, *,  ,0,            ,3.284,93Mo
43,93,Tc,0.79377,0.05342,-0.05442,0.15220999999999998,129,21,14,2,2.33889,0.39184,  4.129E-02,  ,  ,0,            ,3.588,93Tc
44,93,Ru,0.79377,0.05342,0.3633,0.11882999999999999,46,12,7,1,2.2805,0.0,  4.303E-02,  ,  ,0,            ,5.2,93Ru
45,93,Rh,0.79377,0.05342,0.6141300000000001,0.14271,32,15,14,1,2.8905,0.0,  1.294E-01,  , F,0,            ,5.178,93Rh
46,93,Pd,0.79377,0.05342,0.0,1.0,18,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,93Pd
47,93,Ag,0.79377,0.05342,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,93Ag
34,94,Se,0.74646,0.04892,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,94Se
35,94,Br,0.74646,0.04892,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,94Br
36,94,Kr,0.74646,0.04892,0.0,1.0,4,1,1,2,0.0,0.6655,           ,  ,  ,0,            ,0.0,94Kr
37,94,Rb,0.74646,0.04892,-1.18516,0.10322,29,10,7,1,0.5281,0.0,  1.114E-01,  , F,0,            ,0.0,94Rb
38,94,Sr,0.74646,0.04892,0.88731,0.1336,72,27,7,2,3.3409,0.8369,  8.207E-02,  , F,0,            ,2.7439999999999998,94Sr
39,94,Y,0.74646,0.04892,-0.23315,0.10627,26,11,7,1,1.53,0.0,  5.307E-02,  , F,0,            ,2.088,94Y
40,94,Zr,0.74646,0.04892,0.70987,0.13302,67,27,7,9,3.1564,2.36612,  7.277E-03, *,  ,0,            ,2.55,94Zr
41,94,Nb,0.74646,0.04892,-1.50224,0.18213,385,75,20,2,1.7201,0.040889999999999996,  9.889E-03, *,  ,0,            ,3.6430000000000002,94Nb
42,94,Mo,0.74646,0.04892,0.52079,0.17022,173,76,7,6,3.73,2.06735,  7.224E-03, *,  ,0,            ,2.9210000000000003,94Mo
43,94,Tc,0.74646,0.04892,-0.80665,0.16276,111,52,14,1,2.4245,0.0,  2.635E-02, *,  ,0,            ,3.574,94Tc
44,94,Ru,0.74646,0.04892,1.3527200000000001,0.10873,75,12,7,4,3.2547,2.498,  6.769E-02,  , F,0,            ,3.302,94Ru
45,94,Rh,0.74646,0.04892,0.47061000000000003,0.1008,40,9,7,1,2.2758599999999998,0.0,  2.398E-01,  , F,0,            ,0.0,94Rh
46,94,Pd,0.74646,0.04892,0.0,1.0,17,1,1,2,0.0,0.8138,           ,  ,  ,0,            ,0.0,94Pd
47,94,Ag,0.74646,0.04892,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,94Ag
34,95,Se,0.7024100000000001,0.04622,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,95Se
35,95,Br,0.7024100000000001,0.04622,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,95Br
36,95,Kr,0.7024100000000001,0.04622,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,95Kr
37,95,Rb,0.7024100000000001,0.04622,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,95Rb
38,95,Sr,0.7024100000000001,0.04622,-0.27914,0.09824,71,10,7,1,1.25966,0.0,  7.699E-02,  , F,0,            ,1.9509999999999998,95Sr
39,95,Y,0.7024100000000001,0.04622,0.64953,0.12779000000000001,50,18,14,4,2.7172,1.0876,  5.087E-02,  , F,0,            ,2.255,95Y
40,95,Zr,0.7024100000000001,0.04622,0.26643,0.12143,79,24,7,2,2.636,0.9539700000000001,  1.556E-02, *,  ,0,            ,2.291,95Zr
41,95,Nb,0.7024100000000001,0.04622,-0.6443,0.13242,119,31,9,3,1.767,0.7242,  7.171E-03, *,  ,0,            ,3.147,95Nb
42,95,Mo,0.7024100000000001,0.04622,-0.58657,0.13368,143,28,11,1,1.7429,0.0,  1.049E-02, *,  ,0,            ,2.484,95Mo
43,95,Tc,0.7024100000000001,0.04622,-0.69928,0.14473,133,32,16,9,1.74702,0.95699,  9.710E-03, *,  ,0,            ,3.011,95Tc
44,95,Ru,0.7024100000000001,0.04622,0.29727,0.11292,72,18,7,2,2.294,0.7877,  1.210E-01,  , F,0,            ,3.573,95Ru
45,95,Rh,0.7024100000000001,0.04622,1.23476,0.12355,46,15,14,1,3.1294299999999997,0.0,  8.520E-03,  ,  ,0,            ,5.507999999999999,95Rh
46,95,Pd,0.7024100000000001,0.04622,0.50221,0.09571,40,9,7,1,2.02493,0.0,  1.774E-02,  ,  ,0,            ,0.0,95Pd
47,95,Ag,0.7024100000000001,0.04622,0.0,1.0,14,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,95Ag
48,95,Cd,0.7024100000000001,0.04622,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,95Cd
35,96,Br,0.66252,0.04456,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,96Br
