Z,A,Element,Temperature_MeV,Temperature_U,Black_Shift,Black_Shift_U,N_Lev_ENSDF,N_Max_Lev_Complete,Min_Lev_Complete,Num_Lev_Unique_Spin,E_Max_N_Max,E_Num_Lev_U_Spin,Chi,Fit,Flag,Nox,Xm_Ex,Sigma,Element_w_A
16,31,S,1.6447,0.20504,0.35148,0.66764,118,59,7,4,7.052,3.07726,  3.877E-03, *,  ,0,            ,2.201,31S
17,31,Cl,1.6447,0.20504,2.81202,0.56088,20,17,14,1,7.594,0.0,  5.014E-02,  , F,0,            ,2.04,31Cl
18,31,Ar,1.6447,0.20504,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,31Ar
10,32,Ne,1.60564,0.20745,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,32Ne
11,32,Na,1.60564,0.20745,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,32Na
12,32,Mg,1.60564,0.20745,0.0,1.0,15,1,1,4,0.0,2.3223,           ,  ,  ,0,            ,0.0,32Mg
13,32,Al,1.60564,0.20745,0.0,1.0,7,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,32Al
14,32,Si,1.60564,0.20745,1.97639,0.50479,57,17,7,4,6.388,4.9839,  1.175E-02, *,  ,0,            ,1.979,32Si
15,32,P,1.60564,0.20745,-1.3351899999999999,0.6412800000000001,163,33,14,5,4.3125,1.32284,  5.808E-03, *,  ,0,            ,2.0540000000000003,32P
16,32,S,1.60564,0.20745,2.2018,0.8635,457,171,7,12,10.456,6.411,  3.045E-03, *,  ,0,            ,2.262,32S
17,32,Cl,1.60564,0.20745,-0.8250799999999999,0.6361399999999999,66,32,14,1,5.166,0.0,  1.668E-02, *,  ,0,            ,2.2430000000000003,32Cl
18,32,Ar,1.60564,0.20745,0.0,1.0,2,1,1,2,0.0,1.867,           ,  ,  ,0,            ,0.0,32Ar
19,32,K,1.60564,0.20745,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,32K
10,33,Ne,1.56803,0.21123000000000003,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,33Ne
11,33,Na,1.56803,0.21123000000000003,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,33Na
12,33,Mg,1.56803,0.21123000000000003,0.0,1.0,7,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,33Mg
13,33,Al,1.56803,0.21123000000000003,0.0,1.0,15,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,33Al
14,33,Si,1.56803,0.21123000000000003,0.0,1.0,9,1,1,3,0.0,1.4349,           ,  ,  ,0,            ,0.0,33Si
15,33,P,1.56803,0.21123000000000003,0.75142,0.59545,48,32,7,7,6.182,3.6285,  7.902E-03, *,  ,0,            ,2.1830000000000003,33P
16,33,S,1.56803,0.21123000000000003,-0.03804,0.61453,319,37,7,8,5.62107,3.2206900000000003,  5.011E-03, *,  ,0,            ,2.281,33S
17,33,Cl,1.56803,0.21123000000000003,0.06632,0.56411,91,26,7,4,5.117,2.352,  1.174E-02, *,  ,0,            ,1.6680000000000001,33Cl
18,33,Ar,1.56803,0.21123000000000003,0.0,1.0,8,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,33Ar
19,33,K,1.56803,0.21123000000000003,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,33K
10,34,Ne,1.53105,0.21383000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,34Ne
11,34,Na,1.53105,0.21383000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,34Na
12,34,Mg,1.53105,0.21383000000000002,0.0,1.0,3,1,1,2,0.0,0.66,           ,  ,  ,0,            ,0.0,34Mg
13,34,Al,1.53105,0.21383000000000002,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,34Al
14,34,Si,1.53105,0.21383000000000002,0.0,1.0,10,1,1,2,0.0,3.32714,           ,  ,  ,0,            ,0.0,34Si
15,34,P,1.53105,0.21383000000000002,-0.38327,0.62769,35,25,14,6,4.7444,2.3206,  1.506E-02, *,  ,0,            ,2.783,34P
16,34,S,1.53105,0.21383000000000002,1.45916,0.61844,267,35,7,25,6.89,6.4214199999999995,  3.979E-03, *,  ,0,            ,2.1790000000000003,34S
17,34,Cl,1.53105,0.21383000000000002,-1.11829,0.77085,342,73,14,6,5.444,1.88714,  3.584E-03, *,  ,0,            ,2.309,34Cl
18,34,Ar,1.53105,0.21383000000000002,1.48173,0.45466999999999996,22,10,7,4,4.967,3.873,  1.338E-02,  ,  ,0,            ,0.0,34Ar
19,34,K,1.53105,0.21383000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,34K
20,34,Ca,1.53105,0.21383000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,34Ca
11,35,Na,1.49396,0.21295,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,35Na
12,35,Mg,1.49396,0.21295,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,35Mg
13,35,Al,1.49396,0.21295,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,35Al
14,35,Si,1.49396,0.21295,0.0,1.0,12,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,35Si
15,35,P,1.49396,0.21295,1.36955,0.57603,27,16,14,3,5.5607,3.8599,  2.953E-02,  ,  ,0,            ,2.469,35P
16,35,S,1.49396,0.21295,-0.04507,0.64645,141,33,12,7,5.55,3.4211,  1.082E-02, *,  ,0,            ,1.8419999999999999,35S
17,35,Cl,1.49396,0.21295,0.42063999999999996,0.6251399999999999,352,38,7,10,5.823,3.9675,  7.440E-03, *,  ,0,            ,2.1109999999999998,35Cl
18,35,Ar,1.49396,0.21295,0.74269,0.57848,45,28,7,2,6.153,1.18403,  1.451E-02, *,  ,0,            ,2.2880000000000003,35Ar
19,35,K,1.49396,0.21295,0.0,1.0,14,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,35K
20,35,Ca,1.49396,0.21295,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,35Ca
11,36,Na,1.45631,0.20711,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,36Na
12,36,Mg,1.45631,0.20711,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,36Mg
13,36,Al,1.45631,0.20711,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,36Al
14,36,Si,1.45631,0.20711,0.0,1.0,4,1,1,2,0.0,1.408,           ,  ,  ,0,            ,0.0,36Si
15,36,P,1.45631,0.20711,0.0,1.0,10,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,36P
16,36,S,1.45631,0.20711,1.93375,0.49665,26,16,7,9,5.8309,5.2512,  4.921E-02,  ,  ,0,            ,2.245,36S
17,36,Cl,1.45631,0.20711,-0.92166,0.67956,422,39,17,11,4.41006,2.8105700000000002,  3.902E-03, *,  ,0,            ,2.075,36Cl
18,36,Ar,1.45631,0.20711,2.18115,0.5462100000000001,267,24,7,3,6.8669,4.178319999999999,  1.046E-02, *,  ,0,            ,2.338,36Ar
19,36,K,1.45631,0.20711,-0.75061,0.45018,22,11,7,1,2.6284,0.0,  3.597E-02,  ,  ,0,            ,0.0,36K
20,36,Ca,1.45631,0.20711,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,36Ca
21,36,Sc,1.45631,0.20711,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,36Sc
11,37,Na,1.41841,0.19683,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,37Na
12,37,Mg,1.41841,0.19683,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,37Mg
13,37,Al,1.41841,0.19683,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,37Al
14,37,Si,1.41841,0.19683,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,37Si
15,37,P,1.41841,0.19683,0.0,1.0,10,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,37P
16,37,S,1.41841,0.19683,-0.3196,0.48186,40,18,7,2,3.666,0.64618,  2.316E-02,  ,  ,0,            ,1.915,37S
17,37,Cl,1.41841,0.19683,0.42867,0.64825,333,60,7,4,6.19642,3.10352,  8.648E-03, *,  ,0,            ,2.572,37Cl
18,37,Ar,1.41841,0.19683,0.0008900000000000001,0.6521899999999999,110,41,17,13,5.267,3.7061900000000003,  2.152E-03, *,  ,0,            ,2.386,37Ar
19,37,K,1.41841,0.19683,-0.02008,0.59224,103,33,11,4,4.8426,2.1701799999999998,  5.756E-03, *,  ,0,            ,1.855,37K
20,37,Ca,1.41841,0.19683,0.0,1.0,8,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,37Ca
21,37,Sc,1.41841,0.19683,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,37Sc
12,38,Mg,1.38076,0.18339,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,38Mg
13,38,Al,1.38076,0.18339,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,38Al
14,38,Si,1.38076,0.18339,0.0,1.0,2,1,1,2,0.0,1.084,           ,  ,  ,0,            ,0.0,38Si
15,38,P,1.38076,0.18339,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,38P
16,38,S,1.38076,0.18339,0.0,1.0,15,1,1,2,0.0,1.292,           ,  ,  ,0,            ,0.0,38S
17,38,Cl,1.38076,0.18339,-0.67486,0.56055,87,31,14,5,4.0735,1.61741,  9.618E-03, *,  ,0,            ,1.9580000000000002,38Cl
18,38,Ar,1.38076,0.18339,1.7111900000000002,0.62616,632,70,7,10,7.538,4.87704,  2.052E-03, *,  ,0,            ,2.583,38Ar
19,38,K,1.38076,0.18339,-0.47423000000000004,0.6321,104,46,20,6,4.806,2.61306,  3.662E-03, *,  ,0,            ,2.253,38K
20,38,Ca,1.38076,0.18339,1.63884,0.39929000000000003,27,11,7,4,4.899,3.6837,  2.836E-02,  ,  ,0,            ,2.187,38Ca
21,38,Sc,1.38076,0.18339,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,38Sc
22,38,Ti,1.38076,0.18339,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,38Ti
12,39,Mg,1.34382,0.16827,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,39Mg
13,39,Al,1.34382,0.16827,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,39Al
14,39,Si,1.34382,0.16827,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,39Si
15,39,P,1.34382,0.16827,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,39P
16,39,S,1.34382,0.16827,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,39S
17,39,Cl,1.34382,0.16827,-0.6617,0.41833000000000004,31,20,7,2,3.5338,0.39642,  1.714E-02, *,  ,0,            ,2.6889999999999996,39Cl
18,39,Ar,1.34382,0.16827,-0.76682,0.54929,116,35,19,4,4.113,2.09275,  4.647E-03, *,  ,0,            ,2.398,39Ar
19,39,K,1.34382,0.16827,0.9632700000000001,0.58224,234,64,11,11,6.55,4.126,  2.345E-03, *,  ,0,            ,2.505,39K
20,39,Ca,1.34382,0.16827,0.8820899999999999,0.48193,93,28,10,4,5.488,3.026,  1.066E-02, *,  ,0,            ,2.468,39Ca
21,39,Sc,1.34382,0.16827,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,39Sc
22,39,Ti,1.34382,0.16827,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,39Ti
12,40,Mg,1.308,0.15298,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,40Mg
13,40,Al,1.308,0.15298,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,40Al
14,40,Si,1.308,0.15298,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,40Si
15,40,P,1.308,0.15298,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,40P
16,40,S,1.308,0.15298,0.0,1.0,10,1,1,2,0.0,0.90369,           ,  ,  ,0,            ,0.0,40S
17,40,Cl,1.308,0.15298,0.0,1.0,19,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,40Cl
18,40,Ar,1.308,0.15298,0.37906999999999996,0.52649,172,73,7,11,5.973,3.9188,  7.645E-03, *,  ,0,            ,2.556,40Ar
19,40,K,1.308,0.15298,-1.2880200000000002,0.52782,100,58,14,15,4.02035,2.54277,  6.558E-03, *,  ,0,            ,2.294,40K
20,40,Ca,1.308,0.15298,2.67585,0.42383999999999994,578,29,7,8,7.11373,5.2788,  6.193E-03, *,  ,0,            ,2.344,40Ca
21,40,Sc,1.308,0.15298,-0.8436799999999999,0.31684,42,9,7,1,1.933,0.0,  5.400E-02,  , F,0,            ,0.0,40Sc
22,40,Ti,1.308,0.15298,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,40Ti
23,40,V,1.308,0.15298,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,40V
13,41,Al,1.27366,0.139,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,41Al
14,41,Si,1.27366,0.139,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,41Si
15,41,P,1.27366,0.139,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,41P
16,41,S,1.27366,0.139,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,41S
17,41,Cl,1.27366,0.139,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,41Cl
18,41,Ar,1.27366,0.139,-0.48408,0.38154,124,30,7,7,3.9,1.87,  6.456E-03, *,  ,0,            ,1.482,41Ar
19,41,K,1.27366,0.139,-1.16802,0.50102,205,60,20,11,4.02694,2.31662,  3.964E-03, *,  ,0,            ,2.365,41K
20,41,Ca,1.27366,0.139,-0.11886,0.47065,252,48,16,10,4.8307,3.0499,  4.585E-03, *,  ,0,            ,2.639,41Ca
21,41,Sc,1.27366,0.139,-0.05176,0.44248999999999994,201,36,15,9,4.656,2.9721,  9.532E-03, *,  ,0,            ,1.9869999999999999,41Sc
22,41,Ti,1.27366,0.139,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,41Ti
23,41,V,1.27366,0.139,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,41V
13,42,Al,1.24115,0.12757000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,42Al
14,42,Si,1.24115,0.12757000000000002,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,42Si
15,42,P,1.24115,0.12757000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,42P
16,42,S,1.24115,0.12757000000000002,0.0,1.0,2,1,1,2,0.0,0.89,           ,  ,  ,0,            ,0.0,42S
17,42,Cl,1.24115,0.12757000000000002,0.0,1.0,12,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,42Cl
18,42,Ar,1.24115,0.12757000000000002,0.9196,0.31303000000000003,65,18,7,2,4.6339,1.20824,  1.156E-02, *,  ,0,            ,2.0540000000000003,42Ar
19,42,K,1.24115,0.12757000000000002,-2.2863700000000002,0.43456000000000006,172,57,14,4,2.71812,0.63873,  9.472E-03, *,  ,0,            ,2.58,42K
20,42,Ca,1.24115,0.12757000000000002,0.56375,0.45158999999999994,186,84,7,11,6.038,3.654,  2.898E-03, *,  ,0,            ,2.5789999999999997,42Ca
21,42,Sc,1.24115,0.12757000000000002,-1.30691,0.44747,119,53,19,2,3.602,0.61105,  3.748E-03, *,  ,0,            ,2.813,42Sc
22,42,Ti,1.24115,0.12757000000000002,0.4095,0.30449,32,16,7,3,3.85,1.8542,  2.497E-02,  ,  ,0,            ,0.0,42Ti
23,42,V,1.24115,0.12757000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,42V
24,42,Cr,1.24115,0.12757000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,42Cr
13,43,Al,1.21076,0.11950999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43Al
14,43,Si,1.21076,0.11950999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43Si
15,43,P,1.21076,0.11950999999999999,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43P
16,43,S,1.21076,0.11950999999999999,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43S
17,43,Cl,1.21076,0.11950999999999999,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43Cl
18,43,Ar,1.21076,0.11950999999999999,0.0,1.0,15,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43Ar
19,43,K,1.21076,0.11950999999999999,-1.08959,0.37289,66,37,13,5,3.3931,1.1103,  1.070E-02, *,  ,0,            ,2.437,43K
20,43,Ca,1.21076,0.11950999999999999,-1.07257,0.39757,151,44,16,13,3.5054,2.1028,  5.662E-03, *,  ,0,            ,2.734,43Ca
21,43,Sc,1.21076,0.11950999999999999,-1.4437200000000001,0.39875,121,40,19,13,2.9874,1.8299,  3.255E-03, *,  ,0,            ,2.4419999999999997,43Sc
22,43,Ti,1.21076,0.11950999999999999,0.0,1.0,16,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43Ti
23,43,V,1.21076,0.11950999999999999,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43V
24,43,Cr,1.21076,0.11950999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,43Cr
14,44,Si,1.18275,0.11499000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,44Si
15,44,P,1.18275,0.11499000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,44P
16,44,S,1.18275,0.11499000000000001,0.0,1.0,9,1,1,3,0.0,1.365,           ,  ,  ,0,            ,0.0,44S
17,44,Cl,1.18275,0.11499000000000001,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,44Cl
18,44,Ar,1.18275,0.11499000000000001,0.0,1.0,12,1,1,3,0.0,1.1579700000000002,           ,  ,  ,0,            ,0.0,44Ar
19,44,K,1.18275,0.11499000000000001,0.0,1.0,19,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,44K
20,44,Ca,1.18275,0.11499000000000001,0.49405,0.38513000000000003,207,65,7,9,5.404,3.30786,  6.598E-03, *,  ,0,            ,2.602,44Ca
21,44,Sc,1.18275,0.11499000000000001,-2.39268,0.38395,136,43,18,10,2.032,0.667,  7.381E-03, *,  ,0,            ,2.858,44Sc
22,44,Ti,1.18275,0.11499000000000001,0.89494,0.2786,166,17,7,8,4.227,3.364,  6.545E-03, *,  ,0,            ,2.4659999999999997,44Ti
23,44,V,1.18275,0.11499000000000001,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,44V
24,44,Cr,1.18275,0.11499000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,44Cr
25,44,Mn,1.18275,0.11499000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,44Mn
14,45,Si,1.15736,0.11344000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,45Si
15,45,P,1.15736,0.11344000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,45P
16,45,S,1.15736,0.11344000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,45S
17,45,Cl,1.15736,0.11344000000000001,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,45Cl
18,45,Ar,1.15736,0.11344000000000001,-0.5463399999999999,0.23492,20,9,7,1,1.911,0.0,  4.857E-02,  ,  ,0,            ,0.0,45Ar
19,45,K,1.15736,0.11344000000000001,0.25083,0.30693000000000004,27,16,14,2,3.44,0.47445,  8.100E-03,  ,  ,0,            ,1.874,45K
20,45,Ca,1.15736,0.11344000000000001,-0.6504,0.31079,104,25,9,3,3.035,1.43477,  7.338E-03, *,  ,0,            ,2.4819999999999998,45Ca
21,45,Sc,1.15736,0.11344000000000001,-1.59143,0.35191,244,53,7,10,2.9798,1.30318,  1.341E-02, *,  ,0,            ,2.647,45Sc
22,45,Ti,1.15736,0.11344000000000001,-0.8737,0.30578,60,29,7,8,3.2,1.46824,  1.558E-02, *,  ,0,            ,2.887,45Ti
23,45,V,1.15736,0.11344000000000001,0.6585,0.30312,20,15,14,1,3.9102,0.0,  7.119E-02,  , F,0,            ,3.998,45V
24,45,Cr,1.15736,0.11344000000000001,0.0,1.0,3,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,45Cr
25,45,Mn,1.15736,0.11344000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,45Mn
26,45,Fe,1.15736,0.11344000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,45Fe
15,46,P,1.1348200000000002,0.11375,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,46P
16,46,S,1.1348200000000002,0.11375,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,46S
17,46,Cl,1.1348200000000002,0.11375,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,46Cl
18,46,Ar,1.1348200000000002,0.11375,0.0,1.0,2,1,1,2,0.0,1.577,           ,  ,  ,0,            ,0.0,46Ar
19,46,K,1.1348200000000002,0.11375,0.0,1.0,16,1,1,2,0.0,0.5874,           ,  ,  ,0,            ,0.0,46K
20,46,Ca,1.1348200000000002,0.11375,1.5498100000000001,0.3637,91,54,7,9,6.309,3.8597,  7.836E-03, *,  ,0,            ,2.685,46Ca
21,46,Sc,1.1348200000000002,0.11375,-2.17386,0.40898,255,67,18,13,2.5899900000000002,0.9913299999999999,  3.135E-03, *,  ,0,            ,2.895,46Sc
22,46,Ti,1.1348200000000002,0.11375,0.23794,0.37278,247,58,7,7,4.845,3.168,  1.526E-02, *,  ,0,            ,2.6310000000000002,46Ti
23,46,V,1.1348200000000002,0.11375,-1.30767,0.28781,77,21,7,6,2.0625,1.22488,  1.004E-01,  , F,0,            ,2.781,46V
24,46,Cr,1.1348200000000002,0.11375,1.1744700000000001,0.25336,22,12,7,2,3.9867,0.8921600000000001,  3.873E-02,  ,  ,0,            ,2.958,46Cr
25,46,Mn,1.1348200000000002,0.11375,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,46Mn
26,46,Fe,1.1348200000000002,0.11375,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,46Fe
15,47,P,1.11538,0.11462,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,47P
16,47,S,1.11538,0.11462,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,47S
17,47,Cl,1.11538,0.11462,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,47Cl
18,47,Ar,1.11538,0.11462,0.0,1.0,9,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,47Ar
19,47,K,1.11538,0.11462,1.83729,0.30639,30,15,14,2,4.9,0.36,  2.398E-02,  ,  ,0,            ,2.164,47K
20,47,Ca,1.11538,0.11462,0.9972,0.30875,139,26,7,4,4.611,2.59953,  3.280E-02,  ,  ,0,            ,2.6630000000000003,47Ca
21,47,Sc,1.11538,0.11462,-1.13535,0.32599,145,28,10,1,2.65,0.0,  1.007E-02, *,  ,0,            ,2.7110000000000003,47Sc
22,47,Ti,1.11538,0.11462,-0.8722799999999999,0.37566,202,55,9,2,3.5827,0.15937,  1.507E-02, *,  ,0,            ,2.75,47Ti
23,47,V,1.11538,0.11462,-0.74431,0.29294000000000003,155,23,7,16,2.8100400000000003,2.43954,  1.844E-02, *,  ,0,            ,2.8480000000000003,47V
24,47,Cr,1.11538,0.11462,-0.86575,0.2371,32,9,7,1,1.541,0.0,  3.169E-02,  ,  ,0,            ,0.0,47Cr
25,47,Mn,1.11538,0.11462,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,47Mn
26,47,Fe,1.11538,0.11462,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,47Fe
27,47,Co,1.11538,0.11462,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,47Co
16,48,S,1.09927,0.11484000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48S
17,48,Cl,1.09927,0.11484000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48Cl
18,48,Ar,1.09927,0.11484000000000001,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48Ar
19,48,K,1.09927,0.11484000000000001,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48K
20,48,Ca,1.09927,0.11484000000000001,2.71316,0.26105,244,13,7,7,5.461,4.6954,  4.656E-02,  ,  ,0,            ,2.051,48Ca
21,48,Sc,1.09927,0.11484000000000001,-0.92429,0.37494,103,35,19,3,2.9808,0.25235,  3.785E-03, *,  ,0,            ,2.738,48Sc
22,48,Ti,1.09927,0.11484000000000001,0.5442,0.38249,289,63,7,4,5.063,2.4210599999999998,  7.729E-03, *,  ,0,            ,2.5669999999999997,48Ti
23,48,V,1.09927,0.11484000000000001,-1.60715,0.35316,102,33,14,9,2.2893,0.7649600000000001,  1.057E-02, *,  ,0,            ,3.147,48V
24,48,Cr,1.09927,0.11484000000000001,1.45976,0.24983000000000002,62,11,7,3,4.0643,1.85847,  5.101E-02,  , F,0,            ,2.5780000000000003,48Cr
25,48,Mn,1.09927,0.11484000000000001,0.0,1.0,17,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48Mn
26,48,Fe,1.09927,0.11484000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48Fe
27,48,Co,1.09927,0.11484000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48Co
28,48,Ni,1.09927,0.11484000000000001,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,48Ni
