Energy,Data_103
870.0000000000016,0.007602
929.0000000000023,0.005012
950.0000000000007,0.005012
1000.0000000000006,0.0040620000000000005
1143.9999999999995,0.0031490000000000003
1149.9999999999984,0.003149
1249.9999999999998,0.003313
1300.0000000000032,0.002993
1350.0000000000032,0.002488
1407.9999999999993,0.0024879999999999998
1450.0000000000002,0.0026750000000000003
1500.0000000000027,0.0026750000000000003
1650.0000000000007,0.0021300000000000004
1734.0000000000043,0.0017040000000000002
1750.0000000000018,0.001704
2000.0000000000045,0.0014838
2100.0000000000027,0.0014738
2135.0000000000027,0.0014738
2299.9999999999986,0.0012958000000000002
2627.9999999999995,0.0014498
2900.0000000000055,0.0020448000000000003
3235.9999999999964,0.0074307999999999996
3299.9999999999986,0.007430800000000001
3619.9999999999986,0.024861
3740.0000000000023,0.024861
3799.9999999999986,0.024861
3859.9999999999945,0.025339
3979.999999999994,0.025018999999999996
4109.999999999996,0.025019000000000003
4250.000000000001,0.024938000000000002
4390.000000000007,0.024786000000000002
4500.000000000004,0.0242688
4550.000000000011,0.0242688
4709.999999999998,0.0242688
4880.0000000000055,0.0242688
5099.999999999997,0.018980600000000004
5149.999999999993,0.0189806
6000.000000000004,0.0015480000000000001
6210.000000000005,0.0015480000000000001
7400.000000000018,0.0010128
7490.000000000006,0.0010128
9039.999999999995,0.000808
10899.999999999987,0.0017472000000000002
12399.999999999993,0.0016148
13129.999999999984,0.0016148
13930.000000000024,0.0016093
14810.000000000013,0.0016093
15770.000000000005,0.0016207999999999997
16800.000000000025,0.0016208000000000004
17999.99999999998,0.0016318000000000003
19300.000000000033,0.0017738
20699.999999999996,0.0019638
22300.000000000044,0.0017967999999999999
24099.99999999998,0.0011868
26200.00000000006,0.0006058000000000001
28499.999999999975,0.0006098
31099.999999999996,0.0006168
34099.99999999997,0.000736
37500.00000000009,0.001194
41499.99999999996,0.001356
46100.000000000065,0.0012569999999999999
51600.00000000011,0.0012989999999999998
58100.00000000014,0.001463
66000.00000000004,0.001771
76000.00000000012,0.0024549999999999997
87000.00000000019,0.0024549999999999997
102000.00000000004,0.0024549999999999997
121000.00000000016,0.0024549999999999997
145999.99999999994,0.0024549999999999997
2420000.000000002,0.072251
2436842.1052631643,0.072251
2453684.210526321,0.072251
2470526.3157894793,0.072251
2487368.421052634,0.072251
2504210.5263157925,0.072251
2521052.631578953,0.072251
2537894.736842101,0.072251
2554736.8421052713,0.072251
2571578.9473684276,0.072251
2588421.052631596,0.072251
2605263.1578947417,0.072251
2622105.2631578967,0.072251
2638947.3684210572,0.072251
2655789.4736842173,0.072251
2672631.578947377,0.072251
2689473.684210534,0.072251
2706315.7894736966,0.072251
2723157.8947368474,0.072251
2740000.000000006,0.072251
14100000.000000011,0.072251
14599999.99999996,0.072251
14599999.99999996,0.072251
14699999.999999994,0.072251
