N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A
49,47,96,Ag,ep,-64511.636,90.084,8360.29,0.938,-8939.0,411.0,95930743.906,96.708,96Ag
48,48,96,Cd,x,-55573.0,401.0,8259.0,4.0,-17683.0,641.0,95940340.0,430.0,96Cd
47,49,96,In,x,-37890.0,500.0,8067.0,5.0,,,95959323.0,537.0,96In
62,35,97,Br,x,-34055.0,401.0,8140.0,4.0,13368.0,421.0,96963440.0,430.0,97Br
61,36,97,Kr,x,-47423.492,130.409,8269.864,1.344,11095.645,130.423,96949088.784,140.0,97Kr
60,37,97,Rb,,-58519.137,1.912,8376.186,0.02,10062.317,3.888,96937177.118,2.052,97Rb
59,38,97,Sr,,-68581.454,3.385,8471.856,0.035,7539.969,7.521,96926374.776,3.633,97Sr
58,39,97,Y,+,-76121.424,6.718999999999999,8541.521999999999,0.069,6821.237,6.707000000000001,96918280.286,7.212999999999999,97Y
57,40,97,Zr,,-82942.661,0.414,8603.779,0.004,2663.115,4.248,96910957.386,0.444,97Zr
56,41,97,Nb,,-85605.776,4.249,8623.168,0.044000000000000004,1938.915,4.248,96908098.414,4.561,97Nb
55,42,97,Mo,,-87544.69099999999,0.165,8635.091999999999,0.002,-320.266,4.117,96906016.903,0.17600000000000002,97Mo
54,43,97,Tc,,-87224.424,4.118,8623.725,0.042,-1103.873,4.956,96906360.723,4.42,97Tc
53,44,97,Ru,-n,-86120.552,2.763,8604.279,0.027999999999999997,-3523.0,35.355,96907545.779,2.965,97Ru
52,45,97,Rh,-,-82597.552,35.463,8559.894,0.366,-4791.709,35.792,96911327.876,38.071,97Rh
51,46,97,Pd,x,-77805.843,4.843999999999999,8502.43,0.05,-6980.0,110.0,96916471.987,5.2,97Pd
50,47,97,Ag,-,-70825.843,110.10700000000001,8422.405,1.135,-10372.0,318.0,96923965.326,118.204,97Ag
49,48,97,Cd,x,-60454.0,298.0,8307.0,3.0,-13264.0,499.0,96935100.0,320.0,97Cd
48,49,97,In,x,-47189.0,401.0,8163.0,4.0,,,96949340.0,430.0,97In
63,35,98,Br,x,-28250.0,400.0,8080.0,4.0,16061.0,499.0,97969672.0,429.0,98Br
62,36,98,Kr,x,-44311.0,298.0,8236.0,3.0,10058.0,299.0,97952430.0,320.0,98Kr
61,37,98,Rb,,-54369.14599999999,16.083,8330.729,0.16399999999999998,12053.958,16.403,97941632.317,17.265,98Rb
60,38,98,Sr,,-66423.104,3.2260000000000004,8445.745,0.033,5871.673,8.558,97928691.86,3.463,98Sr
59,39,98,Y,p-2n,-72294.777,7.928999999999999,8497.677,0.081,8991.932,11.575999999999999,97922388.36,8.511000000000001,98Y
58,40,98,Zr,,-81286.709,8.451,8581.448,0.086,2237.89,9.818999999999999,97912735.124,9.072000000000001,98Zr
57,41,98,Nb,-pn,-83524.598,5.001,8596.301,0.051,4591.373,5.003,97910332.65,5.369,98Nb
56,42,98,Mo,,-88115.972,0.174,8635.168,0.002,-1683.766,3.377,97905403.608,0.18600000000000003,98Mo
55,43,98,Tc,,-86432.205,3.38,8610.004,0.034,1792.653,7.157,97907211.205,3.628,98Tc
54,44,98,Ru,,-88224.85800000001,6.462999999999999,8620.313,0.066,-5049.653,10.0,97905286.713,6.937,98Ru
53,45,98,Rh,-,-83175.205,11.905999999999999,8560.803,0.121,-1854.229,12.815999999999999,97910707.74,12.782,98Rh
52,46,98,Pd,,-81320.975,4.742,8533.899,0.048,-8254.56,33.098,97912698.337,5.09,98Pd
51,47,98,Ag,,-73066.415,32.907,8441.686,0.336,-5430.0,40.0,97921559.972,35.327,98Ag
50,48,98,Cd,-,-67636.415,51.797,8378.295,0.529,-13740.0,303.0,97927389.317,55.605,98Cd
49,49,98,In,x,-53896.0,298.0,8230.0,3.0,,,97942140.0,320.0,98In
63,36,99,Kr,x,-38759.0,401.0,8178.0,4.0,12362.0,401.0,98958390.0,430.0,99Kr
62,37,99,Rb,x,-51121.143,4.031000000000001,8295.3,0.040999999999999995,11400.258,6.223,98945119.192,4.327,99Rb
61,38,99,Sr,,-62521.401,4.7410000000000005,8402.552,0.048,8128.424,8.138,98932880.511,5.0889999999999995,99Sr
60,39,99,Y,x,-70649.825,6.627000000000001,8476.755,0.067,6970.792,12.409,98924154.288,7.114,99Y
59,40,99,Zr,,-77620.617,10.502,8539.264000000001,0.106,4714.724,15.95,98916670.835,11.274000000000001,99Zr
58,41,99,Nb,+p,-82335.341,12.004000000000001,8578.985,0.121,3634.758,12.005999999999998,98911609.371,12.886,99Nb
57,42,99,Mo,,-85970.09800000001,0.22899999999999998,8607.796999999999,0.002,1357.764,0.89,98907707.298,0.245,99Mo
56,43,99,Tc,,-87327.862,0.9079999999999999,8613.61,0.009000000000000001,297.519,0.946,98906249.678,0.9740000000000001,99Tc
55,44,99,Ru,,-87625.381,0.344,8608.712,0.003,-2044.081,6.69,98905930.278,0.369,99Ru
54,45,99,Rh,,-85581.3,6.697,8580.163,0.068,-3398.649,8.008,98908124.69,7.189,99Rh
53,46,99,Pd,,-82182.651,4.981,8537.93,0.05,-5470.178,8.004,98911773.29,5.347,99Pd
52,47,99,Ag,x,-76712.473,6.265,8474.774,0.063,-6781.35,6.462000000000001,98917645.768,6.725,99Ag
51,48,99,Cd,x,-69931.12299999999,1.584,8398.373,0.016,-8555.0,298.0,98924925.847,1.7,99Cd
50,49,99,In,x,-61376.0,298.0,8304.0,3.0,-13432.0,585.0,98934110.0,320.0,99In
49,50,99,Sn,x,-47944.0,503.0,8160.0,5.0,,,98948530.0,540.0,99Sn
64,36,100,Kr,x,-35052.0,401.0,8140.0,4.0,11195.0,401.0,99962370.0,430.0,100Kr
63,37,100,Rb,x,-46247.064000000006,19.561,8244.32,0.196,13573.838,20.831,99950351.731,21.0,100Rb
62,38,100,Sr,,-59820.903,7.16,8372.234,0.07200000000000001,7506.493,13.273,99935779.615,7.686,100Sr
61,39,100,Y,x,-67327.396,11.186,8439.476,0.11199999999999999,9050.041,13.83,99927721.063,12.008,100Y
60,40,100,Zr,,-76377.437,8.149,8522.153,0.081,3419.963,11.398,99918005.444,8.748,100Zr
59,41,100,Nb,IT,-79797.399,7.986000000000001,8548.529,0.08,6395.626,7.992000000000001,99914333.963,8.573,100Nb
58,42,100,Mo,,-86193.025,0.302,8604.662,0.003,-172.08,1.371,99907467.976,0.32299999999999995,100Mo
57,43,100,Tc,-n,-86020.945,1.351,8595.118,0.013999999999999999,3206.444,1.376,99907652.711,1.45,100Tc
56,44,100,Ru,,-89227.38900000001,0.34299999999999997,8619.359,0.003,-3636.262,18.123,99904210.452,0.368,100Ru
55,45,100,Rh,,-85591.12599999999,18.125,8575.171999999999,0.18100000000000002,-378.348,25.289,99908114.141,19.458,100Rh
54,46,100,Pd,,-85212.778,17.637999999999998,8563.565999999999,0.17600000000000002,-7074.819,18.333,99908520.315,18.935,100Pd
53,47,100,Ag,x,-78137.959,5.0,8484.994,0.05,-3943.363,5.273,99916115.445,5.367000000000001,100Ag
52,48,100,Cd,,-74194.59599999999,1.6769999999999998,8437.737,0.017,-9881.624,182.517,99920348.82,1.7990000000000002,100Cd
51,49,100,In,,-64312.972,182.519,8331.097,1.825,-7030.0,240.0,99930957.18,195.942,100In
50,50,100,Sn,-,-57282.972,301.518,8252.974,3.015,,,99938504.196,323.693,100Sn
65,36,101,Kr,x,-29128.0,503.0,8081.0,5.0,13717.0,541.0,100968730.0,540.0,101Kr
64,37,101,Rb,+,-42845.0,200.0,8209.0,2.0,12480.0,200.0,100954004.0,215.0,101Rb
63,38,101,Sr,x,-55324.907,8.48,8324.74,0.084,9736.095,11.055,100940606.266,9.103,101Sr
62,39,101,Y,x,-65061.002,7.0920000000000005,8413.391,0.07,8104.955,10.933,100930154.138,7.614,101Y
61,40,101,Zr,,-73165.957,8.339,8485.892,0.083,5725.534,9.142999999999999,100921453.11,8.951,101Zr
60,41,101,Nb,x,-78891.491,3.7489999999999997,8534.835,0.037000000000000005,4628.458,3.738,100915306.496,4.024,101Nb
59,42,101,Mo,-n,-83519.94900000001,0.309,8572.915,0.003,2824.645,24.002,100910337.641,0.331,101Mo
58,43,101,Tc,+,-86344.594,24.004,8593.136,0.23800000000000002,1613.52,24.0,100907305.26,25.768,101Tc
57,44,101,Ru,,-87958.114,0.415,8601.365,0.004,-545.697,5.852,100905573.075,0.445,101Ru
56,45,101,Rh,,-87412.416,5.841,8588.216,0.057999999999999996,-1980.284,3.903,100906158.905,6.27,101Rh
55,46,101,Pd,,-85432.132,4.588,8560.864,0.045,-4097.759,6.667999999999999,100908284.828,4.925,101Pd
54,47,101,Ag,x,-81334.37400000001,4.838,8512.546,0.048,-5497.918,5.063,100912683.953,5.193,101Ag
53,48,101,Cd,x,-75836.45599999999,1.49,8450.365,0.015,-7223.0,196.0,100918586.211,1.6,101Cd
52,49,101,In,x,-68614.0,196.0,8371.0,2.0,-8308.0,358.0,100926340.0,210.0,101In
51,50,101,Sn,ep,-60305.626,300.005,8281.101999999999,2.97,,,100935259.244,322.068,101Sn
65,37,102,Rb,x,-37707.0,298.0,8157.0,3.0,14452.0,306.0,101959520.0,320.0,102Rb
64,38,102,Sr,x,-52159.304000000004,67.068,8291.22,0.6579999999999999,9013.873,67.191,101944004.68,72.0,102Sr
63,39,102,Y,x,-61173.177,4.077,8371.921999999999,0.04,10414.53,9.669,101934327.889,4.377,102Y
62,40,102,Zr,,-71587.707,8.767000000000001,8466.355,0.086,4716.837,9.052999999999999,101923147.431,9.412,102Zr
61,41,102,Nb,,-76304.54400000001,2.545,8504.928,0.025,7261.517,8.675,101918083.697,2.7319999999999998,102Nb
60,42,102,Mo,,-83566.061,8.312000000000001,8568.45,0.081,1006.817,12.373,101910288.138,8.923,102Mo
59,43,102,Tc,,-84572.87800000001,9.166,8570.65,0.09,4533.558,9.165,101909207.275,9.84,102Tc
58,44,102,Ru,,-89106.43699999999,0.418,8607.427,0.004,-2323.119,6.396,101904340.3,0.44799999999999995,102Ru
57,45,102,Rh,-,-86783.31800000001,6.41,8576.981,0.063,1119.853,6.406000000000001,101906834.27,6.881,102Rh
56,46,102,Pd,,-87903.171,0.5539999999999999,8580.29,0.005,-5656.48,8.19,101905632.058,0.594,102Pd
55,47,102,Ag,+,-82246.69099999999,8.171,8517.164,0.08,-2587.0,8.0,101911704.54,8.771,102Ag
54,48,102,Cd,,-79659.69099999999,1.662,8484.131,0.016,-8964.807,4.865,101914481.799,1.784,102Cd
53,49,102,In,,-70694.884,4.573,8388.571,0.045,-5760.0,100.0,101924105.916,4.909,102In
52,50,102,Sn,-,-64934.884000000005,100.105,8324.43,0.981,,,101930289.53,107.46600000000001,102Sn
66,37,103,Rb,x,-33608.0,401.0,8117.0,4.0,13814.0,446.0,102963920.0,430.0,103Rb
65,38,103,Sr,x,-47422.0,196.0,8243.0,2.0,11035.0,196.0,102949090.0,210.0,103Sr
64,39,103,Y,x,-58457.575,11.204,8342.638,0.109,9357.759,14.517999999999999,102937243.208,12.027999999999999,103Y
63,40,103,Zr,x,-67815.334,9.232000000000001,8425.895,0.09,7213.337,10.036,102927197.24,9.911,103Zr
62,41,103,Nb,x,-75028.671,3.935,8488.331,0.038,5931.999,10.036,102919453.403,4.224,103Nb
61,42,103,Mo,x,-80960.67,9.232000000000001,8538.328000000001,0.09,3643.197,13.470999999999998,102913085.14,9.911,103Mo
60,43,103,Tc,+p,-84603.867,9.81,8566.103000000001,0.095,2663.304,9.808,102909174.008,10.530999999999999,103Tc
59,44,103,Ru,,-87267.171,0.44299999999999995,8584.365,0.004,764.538,2.26,102906314.833,0.475,103Ru
58,45,103,Rh,,-88031.70800000001,2.301,8584.192,0.022000000000000002,-574.519,2.42,102905494.068,2.47,103Rh
57,46,103,Pd,-n,-87457.189,0.95,8571.019,0.009000000000000001,-2654.498,4.207,102906110.84,1.0190000000000001,103Pd
56,47,103,Ag,x,-84802.692,4.099,8537.651,0.04,-4151.075,4.481,102908960.56,4.4,103Ag
55,48,103,Cd,,-80651.616,1.811,8489.754,0.018000000000000002,-6019.026,9.754,102913416.923,1.943,103Cd
54,49,103,In,,-74632.591,9.625,8423.721,0.09300000000000001,-7660.0,70.0,102919878.613,10.332,103In
53,50,103,Sn,-,-66972.591,70.65899999999999,8341.757,0.6859999999999999,-10794.0,306.0,102928101.962,75.855,103Sn
52,51,103,Sb,x,-56178.0,298.0,8229.0,3.0,,,102939690.0,320.0,103Sb
66,38,104,Sr,x,-44106.0,298.0,8210.0,3.0,9958.0,499.0,103952650.0,320.0,104Sr
65,39,104,Y,x,-54064.0,401.0,8298.0,4.0,11660.0,401.0,103941960.0,430.0,104Y
64,40,104,Zr,x,-65724.06,9.325,8402.377,0.09,6094.952,9.699,103929442.315,10.011000000000001,104Zr
63,41,104,Nb,x,-71819.012,2.737,8453.459,0.026000000000000002,8530.957,9.311,103922899.115,2.938,104Nb
62,42,104,Mo,,-80349.968,8.921,8527.965,0.086,2153.476,24.166999999999998,103913740.756,9.576,104Mo
61,43,104,Tc,,-82503.444,24.888,8541.149,0.239,5592.266,24.939,103911428.905,26.718000000000004,104Tc
60,44,104,Ru,,-88095.71,2.498,8587.399,0.024,-1136.362,3.364,103905425.36,2.681,104Ru
59,45,104,Rh,-n,-86959.34800000001,2.303,8568.949,0.022000000000000002,2435.758,2.66,103906645.295,2.472,104Rh
58,46,104,Pd,+n,-89395.105,1.3359999999999999,8584.848,0.013000000000000001,-4278.654,4.0,103904030.401,1.4340000000000002,104Pd
57,47,104,Ag,-,-85116.45199999999,4.217,8536.184000000001,0.040999999999999995,-1148.072,4.537,103908623.725,4.527,104Ag
56,48,104,Cd,,-83968.38,1.673,8517.622,0.016,-7785.716,6.013,103909856.23,1.795,104Cd
55,49,104,In,x,-76182.665,5.775,8435.237,0.055999999999999994,-4555.617,8.146,103918214.54,6.2,104In
54,50,104,Sn,,-71627.047,5.745,8383.911,0.055,-12453.427,122.579,103923105.197,6.167000000000001,104Sn
53,51,104,Sb,-p,-59173.62,122.444,8256.644,1.177,,,103936474.502,131.44899999999998,104Sb
67,38,105,Sr,x,-38610.0,503.0,8156.0,5.0,12660.0,1428.0,104958550.0,540.0,105Sr
66,39,105,Y,x,-51270.361,1336.694,8269.02,12.73,10194.373,1336.749,104944959.0,1435.0,105Y
65,40,105,Zr,x,-61464.734000000004,12.118,8358.659,0.115,8450.817,12.77,104934014.89,13.008,105Zr
64,41,105,Nb,x,-69915.55099999999,4.0280000000000005,8431.692,0.038,7421.59,9.92,104924942.564,4.324,105Nb
63,42,105,Mo,,-77337.141,9.065,8494.923,0.086,4952.947,35.031,104916975.159,9.731,105Mo
62,43,105,Tc,,-82290.088,35.264,8534.643,0.336,3644.402,35.28,104911657.952,37.857,105Tc
61,44,105,Ru,,-85934.49,2.499,8561.9,0.024,1916.752,2.8510000000000004,104907745.525,2.682,105Ru
60,45,105,Rh,,-87851.243,2.502,8572.704,0.024,566.646,2.346,104905687.806,2.685,105Rh
59,46,105,Pd,,-88417.888,1.138,8570.65,0.011000000000000001,-1347.052,4.67,104905079.487,1.222,105Pd
58,47,105,Ag,,-87070.836,4.544,8550.37,0.043,-2736.997,4.362,104906525.607,4.877,105Ag
57,48,105,Cd,,-84333.839,1.392,8516.851999999999,0.013000000000000001,-4693.267,10.341,104909463.895,1.494,105Cd
56,49,105,In,x,-79640.572,10.245999999999999,8464.704,0.098,-6302.58,10.989,104914502.324,11.0,105In
55,50,105,Sn,,-73337.992,3.971,8397.228000000001,0.038,-9322.51,22.185,104921268.423,4.263,105Sn
54,51,105,Sb,+a,-64015.482,21.826999999999998,8300.992,0.20800000000000002,-11203.972,300.813,104931276.549,23.430999999999997,105Sb
53,52,105,Te,-a,-52811.51,300.02,8186.835999999999,2.8569999999999998,,,104943304.508,322.084,105Te
68,38,106,Sr,x,-34790.0,600.0,8119.0,6.0,11263.0,783.0,105962651.0,644.0,106Sr
67,39,106,Y,x,-46053.0,503.0,8218.0,5.0,12497.0,664.0,105950560.0,540.0,106Y
66,40,106,Zr,x,-58549.987,433.145,8328.45,4.086,7653.37,433.164,105937144.0,465.0,106Zr
65,41,106,Nb,x,-66203.357,4.122,8393.271,0.039,9931.17,10.026,105928927.768,4.4239999999999995,106Nb
64,42,106,Mo,x,-76134.52799999999,9.14,8479.581,0.086,3641.695,15.284,105918266.218,9.812000000000001,106Mo
63,43,106,Tc,+,-79776.223,12.25,8506.556,0.11599999999999999,6547.0,11.0,105914356.697,13.15,106Tc
62,44,106,Ru,,-86323.22300000001,5.391,8560.94,0.051,39.404,0.212,105907328.203,5.787000000000001,106Ru
61,45,106,Rh,,-86362.627,5.39,8553.931,0.051,3544.901,5.335,105907285.901,5.785,106Rh
60,46,106,Pd,,-89907.52699999999,1.1059999999999999,8579.992,0.01,-2965.145,2.8169999999999997,105903480.293,1.186,106Pd
59,47,106,Ag,,-86942.383,3.016,8544.639000000001,0.027999999999999997,189.755,2.819,105906663.507,3.237,106Ag
58,48,106,Cd,,-87132.138,1.104,8539.048,0.01,-6524.004,12.175999999999998,105906459.797,1.1840000000000002,106Cd
57,49,106,In,-,-80608.134,12.225999999999999,8470.12,0.115,-3254.447,13.244000000000002,105913463.603,13.125,106In
56,50,106,Sn,,-77353.687,5.091,8432.038,0.048,-10880.396,9.025,105916957.396,5.465,106Sn
55,51,106,Sb,x,-66473.292,7.452000000000001,8322.011999999999,0.07,-8253.544,100.816,105928637.982,8.0,106Sb
54,52,106,Te,-a,-58219.748,100.541,8236.767,0.948,,,105937498.526,107.934,106Te
69,38,107,Sr,x,-28900.0,700.0,8064.0,7.0,13465.0,862.0,106968975.0,751.0,107Sr
68,39,107,Y,x,-42364.0,503.0,8182.0,5.0,12015.0,1230.0,106954520.0,540.0,107Y
67,40,107,Zr,x,-54379.687999999995,1122.45,8287.073,10.49,9344.122,1122.479,106941621.0,1205.0,107Zr
66,41,107,Nb,x,-63723.81,8.023,8367.089,0.075,8827.75,12.232000000000001,106931589.672,8.612,107Nb
65,42,107,Mo,x,-72551.56,9.232999999999999,8442.28,0.086,6198.355,12.667,106922112.692,9.912,107Mo
64,43,107,Tc,x,-78749.914,8.673,8492.896999999999,0.081,5112.598,11.724,106915458.485,9.31,107Tc
63,44,107,Ru,-nn,-83862.512,8.673,8533.366,0.081,3001.191,14.847000000000001,106909969.885,9.31,107Ru
62,45,107,Rh,+p,-86863.70300000001,12.050999999999998,8554.103000000001,0.113,1508.936,12.110999999999999,106906747.974,12.937000000000001,107Rh
61,46,107,Pd,,-88372.63900000001,1.2009999999999998,8560.894,0.011000000000000001,34.031,2.318,106905128.064,1.2890000000000001,107Pd
60,47,107,Ag,,-88406.67,2.3819999999999997,8553.9,0.022000000000000002,-1416.409,2.5669999999999997,106905091.531,2.557,107Ag
59,48,107,Cd,,-86990.261,1.665,8533.351,0.016,-3426.0,11.0,106906612.108,1.787,107Cd
58,49,107,In,-,-83564.261,11.125,8494.021,0.10400000000000001,-5052.033,12.327,106910290.071,11.943,107In
57,50,107,Sn,x,-78512.228,5.31,8439.494,0.05,-7858.989,6.7379999999999995,106915713.651,5.7,107Sn
56,51,107,Sb,,-70653.239,4.148,8358.734,0.039,-10113.913,70.952,106924150.624,4.452,107Sb
55,52,107,Te,-a,-60539.325999999994,70.83,8256.899,0.662,-11110.0,308.0,106935008.356,76.039,107Te
54,53,107,I,x,-49430.0,300.0,8146.0,3.0,,,106946935.0,322.0,107I
69,39,108,Y,x,-37297.0,596.0,8134.0,6.0,14056.0,718.0,107959960.0,640.0,108Y
68,40,108,Zr,x,-51353.0,401.0,8257.0,4.0,8193.0,401.0,107944870.0,430.0,108Zr
67,41,108,Nb,x,-59545.765,8.237,8325.665,0.076,11210.177,12.373,107936074.988,8.842,108Nb
66,42,108,Mo,x,-70755.942,9.232999999999999,8422.219000000001,0.085,5166.835,12.734000000000002,107924040.367,9.912,108Mo
65,43,108,Tc,x,-75922.77799999999,8.769,8462.815999999999,0.081,7738.573,11.79,107918493.541,9.413,108Tc
64,44,108,Ru,-3n,-83661.35,8.68,8527.225,0.08,1370.37,16.469,107910185.841,9.318,108Ru
63,45,108,Rh,x,-85031.72099999999,13.995999999999999,8532.67,0.13,4492.486,14.039000000000001,107908714.688,15.024000000000001,108Rh
62,46,108,Pd,,-89524.20599999999,1.1079999999999999,8567.023000000001,0.01,-1917.444,2.633,107903891.805,1.189,108Pd
61,47,108,Ag,-n,-87606.763,2.388,8542.025,0.022000000000000002,1645.651,2.639,107905950.266,2.563,108Ag
60,48,108,Cd,,-89252.414,1.123,8550.019,0.01,-5132.595,8.584,107904183.587,1.205,108Cd
59,49,108,In,,-84119.819,8.641,8495.251,0.08,-2049.881,9.836,107909693.655,9.276,108In
58,50,108,Sn,,-82069.938,5.382000000000001,8469.027,0.05,-9624.607,7.692,107911894.292,5.778,108Sn
57,51,108,Sb,x,-72445.33099999999,5.496,8372.666,0.051,-6663.664,7.712000000000001,107922226.734,5.9,108Sb
56,52,108,Te,,-65781.667,5.4110000000000005,8303.721,0.05,-13132.062,132.37,107929380.471,5.808,108Te
55,53,108,I,-a,-52649.605,132.26,8174.884,1.225,,,107943478.321,141.986,108I
70,39,109,Y,x,-33200.0,700.0,8096.0,6.0,12992.0,862.0,108964358.0,751.0,109Y
69,40,109,Zr,x,-46193.0,503.0,8208.0,5.0,10497.0,566.0,108950410.0,540.0,109Zr
68,41,109,Nb,x,-56689.794,258.49,8297.13,2.371,9976.202,258.732,108939141.0,277.5,109Nb
67,42,109,Mo,x,-66665.996,11.187999999999999,8381.476999999999,0.10300000000000001,7616.78,14.787,108928431.106,12.01,109Mo
66,43,109,Tc,x,-74282.775,9.669,8444.178,0.08900000000000001,6455.626,12.657,108920254.156,10.38,109Tc
65,44,109,Ru,-4n,-80738.401,8.954,8496.226999999999,0.08199999999999999,4261.054,9.822000000000001,108913323.756,9.612,109Ru
64,45,109,Rh,,-84999.455,4.039,8528.142,0.037000000000000005,2607.021,4.187,108908749.326,4.336,109Rh
63,46,109,Pd,,-87606.476,1.114,8544.882,0.01,1112.95,1.402,108905950.574,1.195,109Pd
62,47,109,Ag,,-88719.42599999999,1.287,8547.915,0.012,-215.105,1.78,108904755.773,1.381,109Ag
61,48,109,Cd,,-88504.321,1.536,8538.764000000001,0.013999999999999999,-2014.809,4.066,108904986.698,1.649,109Cd
60,49,109,In,,-86489.511,3.969,8513.101999999999,0.036000000000000004,-3859.327,8.887,108907149.685,4.261,109In
59,50,109,Sn,,-82630.18400000001,7.949,8470.518,0.073,-6379.206,8.807,108911292.843,8.533,109Sn
58,51,109,Sb,,-76250.977,5.265,8404.815,0.048,-8535.587,6.85,108918141.204,5.652,109Sb
57,52,109,Te,,-67715.39,4.382,8319.33,0.04,-10042.894,8.03,108927304.534,4.704,109Te
56,53,109,I,-p,-57672.496,6.729,8220.016,0.062,-11502.948,300.183,108938086.025,7.223,109I
55,54,109,Xe,-a,-46169.547999999995,300.108,8107.306,2.753,,,108950434.948,322.178,109Xe
70,40,110,Zr,x,-42886.0,596.0,8177.0,5.0,9424.0,1029.0,109953960.0,640.0,110Zr
69,41,110,Nb,x,-52309.90900000001,838.345,8255.26,7.621,12232.677,838.694,109943843.0,900.0,110Nb
68,42,110,Mo,x,-64542.585,24.223000000000003,8359.354,0.22,6491.925,26.018,109930710.68,26.004,110Mo
67,43,110,Tc,x,-71034.51,9.497,8411.259,0.086,9038.066,12.509,109923741.312,10.195,110Tc
66,44,110,Ru,,-80072.576,8.924,8486.311,0.081,2756.11,19.404,109914038.548,9.58,110Ru
65,45,110,Rh,,-82828.686,17.805,8504.254,0.162,5502.218,17.797,109911079.742,19.114,110Rh
64,46,110,Pd,,-88330.905,0.612,8547.162,0.006,-873.603,1.3780000000000001,109905172.868,0.657,110Pd
63,47,110,Ag,,-87457.302,1.286,8532.108,0.012,2890.667,1.2770000000000001,109906110.719,1.38,110Ag
62,48,110,Cd,,-90347.969,0.38,8551.275,0.003,-3878.0,11.547,109903007.46,0.40700000000000003,110Cd
61,49,110,In,-,-86469.969,11.552999999999999,8508.908000000001,0.105,-627.985,17.98,109907170.665,12.402000000000001,110In
60,50,110,Sn,x,-85841.98300000001,13.777000000000001,8496.087,0.125,-8392.25,15.012,109907844.835,14.79,110Sn
59,51,110,Sb,x,-77449.734,5.962000000000001,8412.681,0.054000000000000006,-5219.923,8.875,109916854.286,6.4,110Sb
58,52,110,Te,,-72229.811,6.575,8358.115,0.06,-11765.635,50.978,109922458.104,7.058,110Te
57,53,110,I,-a,-60464.176,50.552,8244.043,0.46,-8541.551,112.934,109935089.033,54.27,110I
56,54,110,Xe,-a,-51922.625,100.988,8159.28,0.9179999999999999,,,109944258.765,108.415,110Xe
71,40,111,Zr,x,-37560.0,700.0,8128.0,6.0,11316.0,760.0,110959678.0,751.0,111Zr
70,41,111,Nb,x,-48875.0,298.0,8223.0,3.0,11064.0,298.0,110947530.0,320.0,111Nb
69,42,111,Mo,+,-59939.761,12.578,8315.292,0.113,9084.861,6.8,110935652.016,13.502,111Mo
68,43,111,Tc,x,-69024.622,10.581,8390.089,0.095,7760.649,13.847999999999999,110925899.016,11.359000000000002,111Tc
67,44,111,Ru,x,-76785.271,9.682,8452.957,0.087,5519.181,11.86,110917567.616,10.394,111Ru
66,45,111,Rh,,-82304.452,6.85,8495.631,0.062,3681.435,6.8870000000000005,110911642.531,7.354,111Rh
65,46,111,Pd,-n,-85985.888,0.731,8521.749,0.006999999999999999,2229.56,1.5719999999999998,110907690.347,0.785,111Pd
64,47,111,Ag,+,-88215.44699999999,1.459,8534.787,0.013000000000000001,1036.8,1.4140000000000001,110905296.816,1.565,111Ag
63,48,111,Cd,,-89252.24699999999,0.35700000000000004,8537.079,0.003,-860.204,3.417,110904183.766,0.38299999999999995,111Cd
62,49,111,In,,-88392.043,3.424,8522.282,0.031,-2453.456,6.337000000000001,110905107.233,3.675,111In
61,50,111,Sn,+n,-85938.587,5.336,8493.13,0.048,-5101.851,10.334000000000001,110907741.126,5.728,111Sn
60,51,111,Sb,x,-80836.73599999999,8.849,8440.12,0.08,-7249.259,10.937000000000001,110913218.189,9.5,111Sb
59,52,111,Te,x,-73587.477,6.4270000000000005,8367.763,0.057999999999999996,-8633.692,7.994,110921000.589,6.9,111Te
58,53,111,I,,-64953.785,4.754,8282.934000000001,0.043,-10558.252,86.83,110930269.239,5.103,111I
57,54,111,Xe,-a,-54395.53400000001,86.7,8180.766,0.7809999999999999,-11575.0,214.0,110941603.989,93.07600000000001,111Xe
56,55,111,Cs,x,-42821.0,196.0,8069.0,2.0,,,110954030.0,210.0,111Cs
72,40,112,Zr,x,-33810.0,700.0,8094.0,6.0,10463.0,760.0,111963703.0,751.0,112Zr
71,41,112,Nb,x,-44274.0,298.0,8180.0,3.0,13190.0,357.0,111952470.0,320.0,112Nb
70,42,112,Mo,x,-57464.0,196.0,8291.0,2.0,7795.0,196.0,111938310.0,210.0,112Mo
69,43,112,Tc,x,-65258.937999999995,5.515,8353.621,0.049,10371.881,11.06,111929941.644,5.92,112Tc
68,44,112,Ru,x,-75630.818,9.599,8439.242,0.086,4100.685,45.118,111918806.972,10.305,112Ru
67,45,112,Rh,,-79731.503,44.085,8468.87,0.39399999999999996,6590.059,43.927,111914404.705,47.327,112Rh
