N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A
84,60,144,Nd,,-83747.957,1.367,8326.921999999999,0.009000000000000001,-2331.863,2.6460000000000004,143910092.865,1.4669999999999999,144Nd
83,61,144,Pm,,-81416.093,2.964,8305.296,0.021,549.442,2.668,143912596.224,3.181,144Pm
82,62,144,Sm,,-81965.535,1.554,8303.679,0.011000000000000001,-6346.402,10.814,143912006.373,1.6680000000000001,144Sm
81,63,144,Eu,,-75619.133,10.789000000000001,8254.173,0.075,-3859.63,29.955,143918819.517,11.582,144Eu
80,64,144,Gd,x,-71759.504,27.945,8221.937,0.19399999999999998,-9391.323,39.52,143922963.0,30.0,144Gd
79,65,144,Tb,x,-62368.181,27.945,8151.286999999999,0.19399999999999998,-5798.098,28.851,143933045.0,30.0,144Tb
78,66,144,Dy,x,-56570.083,7.172999999999999,8105.589,0.05,-11960.569,11.104000000000001,143939269.514,7.7,144Dy
77,67,144,Ho,x,-44609.513,8.477,8017.097,0.059000000000000004,-8002.0,196.0,143952109.714,9.1,144Ho
76,68,144,Er,x,-36608.0,196.0,7956.0,1.0,-14349.0,445.0,143960700.0,210.0,144Er
75,69,144,Tm,-p,-22259.0,400.0,7851.0,3.0,,,143976104.0,429.0,144Tm
92,53,145,I,x,-40939.0,503.0,8068.0,3.0,10554.0,503.0,144956050.0,540.0,145I
91,54,145,Xe,x,-51493.329000000005,11.177999999999999,8135.0869999999995,0.077,8561.086,14.392999999999999,144944719.634,12.0,145Xe
90,55,145,Cs,,-60054.415,9.067,8188.733,0.063,7461.761,12.412,144935528.93,9.732999999999999,145Cs
89,56,145,Ba,x,-67516.17599999999,8.477,8234.798,0.057999999999999996,5319.141,14.912,144927518.4,9.1,145Ba
88,57,145,La,,-72835.317,12.269,8266.087,0.085,4231.705,35.3,144921808.066,13.17,145La
87,58,145,Ce,,-77067.022,33.902,8289.875,0.23399999999999999,2558.918,33.635,144917265.144,36.395,145Ce
86,59,145,Pr,,-79625.94,7.169,8302.127,0.049,1806.012,7.037000000000001,144914518.033,7.696000000000001,145Pr
85,60,145,Nd,,-81431.951,1.3840000000000001,8309.187,0.01,-164.478,2.536,144912579.199,1.485,145Nd
84,61,145,Pm,,-81267.474,2.859,8302.657,0.02,-616.156,2.539,144912755.773,3.068,145Pm
83,62,145,Sm,,-80651.318,1.578,8293.013,0.011000000000000001,-2659.81,2.7230000000000003,144913417.244,1.694,145Sm
82,63,145,Eu,,-77991.507,3.1060000000000003,8269.274,0.021,-5065.187,19.953,144916272.668,3.3339999999999996,145Eu
81,64,145,Gd,,-72926.32,19.709,8228.946,0.136,-6537.909,108.066,144921710.37,21.158,145Gd
80,65,145,Tb,,-66388.411,109.17399999999999,8178.460999999999,0.753,-8145.812,109.369,144928729.105,117.20299999999999,145Tb
79,66,145,Dy,x,-58242.599,6.52,8116.888000000001,0.045,-9122.493,9.902000000000001,144937473.994,7.0,145Dy
78,67,145,Ho,x,-49120.105,7.452000000000001,8048.578,0.051,-9880.0,200.0,144947267.394,8.0,145Ho
77,68,145,Er,x,-39240.0,200.0,7975.0,1.0,-11657.0,280.0,144957874.0,215.0,145Er
76,69,145,Tm,-p,-27583.0,196.0,7889.0,1.0,,,144970389.0,210.0,145Tm
92,54,146,Xe,x,-47954.943,24.219,8110.415,0.166,7355.429,24.391,145948518.248,26.0,146Xe
91,55,146,Cs,x,-55310.372,2.8930000000000002,8155.436,0.02,9636.714,21.063000000000002,145940621.87,3.1060000000000003,146Cs
90,56,146,Ba,,-64947.085999999996,20.863000000000003,8216.082,0.14300000000000002,4103.197,33.503,145930276.431,22.397,146Ba
89,57,146,La,,-69050.283,33.616,8238.828000000001,0.23,6585.107,34.455999999999996,145925871.468,36.088,146La
88,58,146,Ce,,-75635.38900000001,16.305999999999997,8278.573,0.11199999999999999,1045.616,32.519,145918802.065,17.504,146Ce
87,59,146,Pr,,-76681.006,34.816,8280.376,0.23800000000000002,4244.861,34.83,145917679.549,37.376,146Pr
86,60,146,Nd,,-80925.867,1.386,8304.091999999999,0.009000000000000001,-1471.558,4.119,145913122.503,1.4880000000000002,146Nd
85,61,146,Pm,+,-79454.30900000001,4.308,8288.654,0.03,1542.0,3.0,145914702.286,4.624,146Pm
84,62,146,Sm,,-80996.30900000001,3.092,8293.857,0.021,-3878.768,5.869,145913046.881,3.319,146Sm
83,63,146,Eu,,-77117.541,6.026,8261.931999999999,0.040999999999999995,-1031.758,7.0760000000000005,145917210.909,6.468,146Eu
82,64,146,Gd,,-76085.783,4.1080000000000005,8249.506,0.027999999999999997,-8322.173,44.748999999999995,145918318.548,4.409,146Gd
81,65,146,Tb,,-67763.61,44.861999999999995,8187.146,0.307,-5208.691,45.16,145927252.768,48.161,146Tb
80,66,146,Dy,,-62554.918,6.695,8146.111999999999,0.046,-11316.699,9.392000000000001,145932844.529,7.187,146Dy
79,67,146,Ho,,-51238.219000000005,6.587000000000001,8063.241999999999,0.045,-6916.206,9.399,145944993.506,7.071000000000001,146Ho
78,68,146,Er,,-44322.012,6.705,8010.512,0.046,-13267.0,200.0,145952418.359,7.197,146Er
77,69,146,Tm,-p,-31055.0,200.0,7914.0,1.0,,,145966661.0,215.0,146Tm
93,54,147,Xe,x,-42360.0,200.0,8072.0,1.0,9560.0,200.0,146954525.0,215.0,147Xe
92,55,147,Cs,x,-51920.064000000006,8.383,8131.8,0.057,8343.965,21.454,146944261.515,9.0,147Cs
91,56,147,Ba,x,-60264.029,19.748,8183.24,0.134,6414.361,22.465999999999998,146935303.9,21.2,147Ba
90,57,147,La,x,-66678.39,10.712,8221.553,0.073,5335.501,13.725,146928417.8,11.5,147La
89,58,147,Ce,,-72013.891,8.58,8252.527,0.057999999999999996,3430.176,15.533,146922689.903,9.211,147Ce
88,59,147,Pr,,-75444.067,15.857000000000001,8270.539,0.10800000000000001,2702.681,15.86,146919007.458,17.023,147Pr
87,60,147,Nd,,-78146.74799999999,1.3880000000000001,8283.603000000001,0.009000000000000001,895.512,0.48200000000000004,146916106.01,1.49,147Nd
86,61,147,Pm,,-79042.26,1.399,8284.372,0.01,224.094,0.293,146915144.638,1.501,147Pm
85,62,147,Sm,,-79266.354,1.3719999999999999,8280.575,0.009000000000000001,-1721.598,2.281,146914904.064,1.473,147Sm
84,63,147,Eu,,-77544.756,2.63,8263.541,0.018000000000000002,-2187.811,2.524,146916752.276,2.823,147Eu
83,64,147,Gd,,-75356.945,1.965,8243.336,0.013000000000000001,-4614.28,8.147,146919100.987,2.109,147Gd
82,65,147,Tb,,-70742.665,8.1,8206.624,0.055,-6546.628,11.997,146924054.62,8.695,147Tb
81,66,147,Dy,x,-64196.038,8.849,8156.767,0.06,-8438.945,10.164,146931082.715,9.5,147Dy
80,67,147,Ho,,-55757.092000000004,5.001,8094.036999999999,0.034,-9149.286,38.516999999999996,146940142.295,5.367999999999999,147Ho
79,68,147,Er,x,-46607.807,38.191,8026.475,0.26,-10633.406,38.799,146949964.458,41.0,147Er
78,69,147,Tm,,-35974.4,6.8389999999999995,7948.816999999999,0.047,,,146961379.89,7.341,147Tm
94,54,148,Xe,x,-38600.0,300.0,8047.0,2.0,8311.0,300.0,147958561.0,322.0,148Xe
93,55,148,Cs,x,-46910.942,13.040999999999999,8097.545999999999,0.08800000000000001,10682.793,64.413,147949639.029,14.0,148Cs
92,56,148,Ba,+,-57593.735,63.07899999999999,8164.441,0.426,5115.0,60.0,147938170.578,67.718,148Ba
91,57,148,La,x,-62708.735,19.468,8193.716,0.132,7689.672,22.456999999999997,147932679.4,20.9,148La
90,58,148,Ce,,-70398.408,11.195,8240.386999999999,0.076,2137.016,12.567,147924424.196,12.017999999999999,148Ce
89,59,148,Pr,,-72535.424,15.043,8249.54,0.102,4872.572,15.09,147922130.015,16.148,148Pr
88,60,148,Nd,,-77407.996,2.127,8277.177,0.013999999999999999,-542.28,5.874,147916899.093,2.283,148Nd
87,61,148,Pm,+p,-76865.716,5.723,8268.226,0.039,2470.548,5.642,147917481.255,6.143,148Pm
86,62,148,Sm,,-79336.26400000001,1.367,8279.633,0.009000000000000001,-3036.933,10.019,147914829.012,1.4669999999999999,148Sm
85,63,148,Eu,,-76299.33099999999,10.013,8253.827,0.068,-30.003,10.019,147918089.294,10.748,148Eu
84,64,148,Gd,,-76269.329,1.554,8248.338,0.011000000000000001,-5732.246,12.529000000000002,147918121.503,1.6680000000000001,148Gd
83,65,148,Tb,,-70537.082,12.464,8204.321,0.084,-2677.532,9.596,147924275.323,13.38,148Tb
82,66,148,Dy,,-67859.55,8.724,8180.943,0.059000000000000004,-9868.393,84.287,147927149.772,9.366,148Dy
81,67,148,Ho,x,-57991.157999999996,83.834,8108.979,0.5660000000000001,-6512.169,84.458,147937743.928,90.0,148Ho
80,68,148,Er,x,-51478.989,10.245999999999999,8059.691999999999,0.069,-12713.962,14.491,147944735.029,11.0,148Er
79,69,148,Tm,x,-38765.027,10.245999999999999,7968.5,0.069,-8435.0,400.0,147958384.029,11.0,148Tm
78,70,148,Yb,x,-30330.0,400.0,7906.0,3.0,,,147967439.0,429.0,148Yb
94,55,149,Cs,x,-43250.0,400.0,8073.0,3.0,9870.0,593.0,148953569.0,429.0,149Cs
93,56,149,Ba,x,-53120.309,437.80199999999996,8133.793000000001,2.938,7099.605,481.431,148942973.0,470.0,149Ba
92,57,149,La,+,-60219.913,200.262,8176.191,1.344,6450.0,200.0,148935351.26,214.99,149La
91,58,149,Ce,x,-66669.913,10.245999999999999,8214.229,0.069,4369.452,14.23,148928426.9,11.0,149Ce
90,59,149,Pr,x,-71039.366,9.874,8238.303,0.066,3336.1,10.101,148923736.1,10.6,149Pr
89,60,149,Nd,-n,-74375.466,2.128,8255.442,0.013999999999999999,1688.79,2.455,148920154.648,2.2840000000000003,149Nd
88,61,149,Pm,,-76064.256,2.267,8261.526,0.015,1071.481,1.875,148918341.658,2.434,149Pm
87,62,149,Sm,,-77135.73700000001,1.311,8263.466,0.009000000000000001,-694.625,3.7880000000000003,148917191.375,1.4069999999999998,149Sm
86,63,149,Eu,,-76441.11200000001,3.951,8253.554,0.027000000000000003,-1314.101,4.136,148917937.086,4.2410000000000005,149Eu
85,64,149,Gd,,-75127.011,3.36,8239.484,0.023,-3638.343,4.3389999999999995,148919347.831,3.6069999999999998,149Gd
84,65,149,Tb,,-71488.66900000001,3.667,8209.815,0.025,-3792.76,9.162,148923253.753,3.9360000000000004,149Tb
83,66,149,Dy,,-67695.909,9.221,8179.109,0.062,-6049.33,12.802999999999999,148927325.448,9.898,149Dy
82,67,149,Ho,,-61646.578,11.99,8133.259,0.08,-7904.963,30.408,148933819.672,12.870999999999999,149Ho
81,68,149,Er,x,-53741.615,27.945,8074.955,0.188,-9859.0,198.0,148942306.0,30.0,149Er
80,69,149,Tm,x,-43883.0,196.0,8004.0,1.0,-10684.0,358.0,148952890.0,210.0,149Tm
79,70,149,Yb,x,-33198.0,300.0,7927.0,2.0,,,148964360.0,322.0,149Yb
95,55,150,Cs,x,-38170.0,400.0,8039.0,3.0,11730.0,500.0,149959023.0,429.0,150Cs
94,56,150,Ba,x,-49900.0,300.0,8112.0,2.0,6230.0,529.0,149946430.0,322.0,150Ba
93,57,150,La,x,-56129.96599999999,435.473,8148.225,2.903,8716.888,435.631,149939742.0,467.5,150La
92,58,150,Ce,,-64846.85400000001,11.697000000000001,8201.122,0.078,3453.625,14.290999999999999,149930384.035,12.556,150Ce
91,59,150,Pr,,-68300.479,9.015,8218.931,0.06,5379.276,9.085,149926676.415,9.677999999999999,150Pr
90,60,150,Nd,,-73679.755,1.2890000000000001,8249.577,0.009000000000000001,-82.616,20.000999999999998,149920901.525,1.3840000000000001,150Nd
89,61,150,Pm,+,-73597.13900000001,20.041,8243.81,0.134,3454.0,20.0,149920990.217,21.514,150Pm
88,62,150,Sm,,-77051.13900000001,1.274,8261.621,0.009000000000000001,-2258.905,6.181,149917282.195,1.368,150Sm
87,63,150,Eu,,-74792.234,6.252999999999999,8241.346,0.042,971.7,3.543,149919707.229,6.712000000000001,150Eu
86,64,150,Gd,,-75763.93400000001,6.0760000000000005,8242.609,0.040999999999999995,-4658.213,8.379,149918664.066,6.523,150Gd
85,65,150,Tb,,-71105.72099999999,7.3839999999999995,8206.338,0.049,-1796.122,8.389,149923664.864,7.9270000000000005,150Tb
84,66,150,Dy,,-69309.6,4.348,8189.149,0.028999999999999998,-7363.719,14.468,149925593.08,4.667,150Dy
83,67,150,Ho,,-61945.880999999994,14.168,8134.842,0.094,-4114.568,13.591,149933498.358,15.21,150Ho
82,68,150,Er,,-57831.312999999995,17.195,8102.195,0.115,-11340.0,196.0,149937915.528,18.459,150Er
81,69,150,Tm,x,-46491.0,196.0,8021.0,1.0,-7852.0,358.0,149950090.0,210.0,150Tm
80,70,150,Yb,x,-38638.0,300.0,7964.0,2.0,-13998.0,424.0,149958520.0,322.0,150Yb
79,71,150,Lu,-p,-24640.0,300.0,7865.0,2.0,,,149973548.0,322.0,150Lu
96,55,151,Cs,x,-34230.0,500.0,8013.0,3.0,10710.0,640.0,150963253.0,537.0,151Cs
95,56,151,Ba,x,-44940.0,400.0,8079.0,3.0,8370.0,591.0,150951755.0,429.0,151Ba
94,57,151,La,x,-53310.333,435.473,8129.043000000001,2.884,7914.718,435.833,150942769.0,467.5,151La
93,58,151,Ce,x,-61225.052,17.698,8176.276999999999,0.11699999999999999,5554.578,21.189,150934272.2,19.0,151Ce
92,59,151,Pr,,-66779.63,11.651,8207.881,0.077,4163.358,11.689,150928309.114,12.507,151Pr
91,60,151,Nd,,-70942.988,1.2930000000000001,8230.271999999999,0.009000000000000001,2443.075,4.473,150923839.565,1.3869999999999998,151Nd
90,61,151,Pm,,-73386.063,4.6530000000000005,8241.27,0.031,1190.217,4.476,150921216.817,4.994,151Pm
89,62,151,Sm,,-74576.27900000001,1.273,8243.971,0.008,76.574,0.5379999999999999,150919939.066,1.367,151Sm
88,63,151,Eu,,-74652.854,1.325,8239.296999999999,0.009000000000000001,-464.116,2.779,150919856.86,1.422,151Eu
87,64,151,Gd,,-74188.73700000001,3.056,8231.043,0.02,-2565.233,3.762,150920355.109,3.28,151Gd
86,65,151,Tb,,-71623.504,4.137,8208.873,0.027000000000000003,-2871.099,4.944,150923109.001,4.441,151Tb
85,66,151,Dy,-a,-68752.405,3.293,8184.678000000001,0.022000000000000002,-5129.667,8.756,150926191.253,3.535,151Dy
84,67,151,Ho,-a,-63622.738,8.302,8145.526,0.055,-5356.454,18.444000000000003,150931698.177,8.912,151Ho
83,68,151,Er,x,-58266.28400000001,16.47,8104.871999999999,0.109,-7493.528,25.46,150937448.567,17.680999999999997,151Er
82,69,151,Tm,+a,-50772.755999999994,19.416,8050.064,0.129,-9230.414,300.13599999999997,150945493.201,20.843000000000004,151Tm
81,70,151,Yb,ep,-41542.342000000004,300.492,7983.755,1.99,-11434.0,425.0,150955402.458,322.591,151Yb
80,71,151,Lu,-p,-30108.0,300.0,7903.0,2.0,,,150967677.0,322.0,151Lu
97,55,152,Cs,x,-28930.0,500.0,7979.0,3.0,12780.0,640.0,151968942.0,537.0,152Cs
96,56,152,Ba,x,-41710.0,400.0,8057.0,3.0,7580.0,500.0,151955222.0,429.0,152Ba
95,57,152,La,x,-49290.0,300.0,8102.0,2.0,9690.0,361.0,151947085.0,322.0,152La
94,58,152,Ce,x,-58980.0,200.0,8161.0,1.0,4778.0,201.0,151936682.0,215.0,152Ce
93,59,152,Pr,x,-63758.062999999995,18.537,8187.104,0.122,6391.344,30.71,151931552.9,19.9,152Pr
92,60,152,Nd,,-70149.407,24.485,8224.005,0.161,1104.778,18.500999999999998,151924691.509,26.285,152Nd
91,61,152,Pm,,-71254.186,25.912,8226.127,0.17,3508.417,25.886,151923505.481,27.816999999999997,152Pm
90,62,152,Sm,,-74762.603,1.212,8244.061,0.008,-1874.348,0.687,151919739.04,1.301,152Sm
89,63,152,Eu,,-72888.255,1.3259999999999998,8226.583,0.009000000000000001,1818.661,0.7020000000000001,151921751.235,1.423,152Eu
88,64,152,Gd,,-74706.916,1.206,8233.401,0.008,-3990.0,40.0,151919798.822,1.294,152Gd
87,65,152,Tb,-,-70716.916,40.018,8202.004,0.263,-599.044,40.258,151924082.263,42.961000000000006,152Tb
86,66,152,Dy,-a,-70117.87299999999,4.624,8192.916,0.03,-6513.102,13.325,151924725.363,4.963,152Dy
85,67,152,Ho,,-63604.77099999999,12.529000000000002,8144.919,0.08199999999999999,-3104.394,9.815,151931717.465,13.45,152Ho
84,68,152,Er,,-60500.377,8.83,8119.349,0.057999999999999996,-8780.104,54.743,151935050.169,9.479,152Er
83,69,152,Tm,,-51720.273,54.027,8056.438,0.355,-5449.892,139.62,151944476.0,58.0,152Tm
82,70,152,Yb,,-46270.380999999994,149.708,8015.436,0.985,-12848.0,246.0,151950326.7,160.718,152Yb
81,71,152,Lu,x,-33422.0,196.0,7926.0,1.0,,,151964120.0,210.0,152Lu
97,56,153,Ba,x,-36470.0,400.0,8023.0,3.0,9590.0,500.0,152960848.0,429.0,153Ba
96,57,153,La,x,-46060.0,300.0,8081.0,2.0,8850.0,361.0,152950553.0,322.0,153La
95,58,153,Ce,x,-54910.0,200.0,8134.0,1.0,6659.0,201.0,152941052.0,215.0,153Ce
94,59,153,Pr,,-61568.462999999996,11.882,8172.036,0.078,5761.834,12.19,152933903.532,12.755,153Pr
93,60,153,Nd,,-67330.297,2.747,8204.582,0.018000000000000002,3317.527,9.355,152927717.949,2.948,153Nd
92,61,153,Pm,,-70647.82400000001,9.066,8221.152,0.059000000000000004,1911.862,9.093,152924156.436,9.732000000000001,153Pm
91,62,153,Sm,-n,-72559.686,1.219,8228.534,0.008,807.536,0.708,152922103.969,1.3090000000000002,153Sm
90,63,153,Eu,,-73367.22200000001,1.33,8228.699,0.009000000000000001,-484.671,0.7170000000000001,152921237.043,1.4280000000000002,153Eu
89,64,153,Gd,,-72882.55099999999,1.203,8220.418,0.008,-1569.213,3.845,152921757.359,1.291,153Gd
88,65,153,Tb,,-71313.338,3.995,8205.048,0.026000000000000002,-2170.394,1.933,152923441.978,4.289,153Tb
87,66,153,Dy,,-69142.943,4.048,8185.749,0.026000000000000002,-4130.84,6.157,152925771.992,4.346,153Dy
86,67,153,Ho,-a,-65012.102999999996,5.093999999999999,8153.637,0.033,-4543.499,9.916,152930206.632,5.468,153Ho
85,68,153,Er,,-60468.60400000001,9.321,8118.826999999999,0.061,-6495.276,12.890999999999998,152935084.279,10.006,153Er
84,69,153,Tm,,-53973.329000000005,11.982999999999999,8071.2609999999995,0.078,-6765.0,196.0,152942057.244,12.864,153Tm
83,70,153,Yb,x,-47208.0,196.0,8022.0,1.0,-8835.0,247.0,152949320.0,210.0,153Yb
82,71,153,Lu,+a,-38372.844,150.034,7959.07,0.981,-11073.0,335.0,152958805.054,161.06799999999998,153Lu
81,72,153,Hf,x,-27300.0,300.0,7882.0,2.0,,,152970692.0,322.0,153Hf
98,56,154,Ba,x,-32820.0,500.0,8000.0,3.0,8709.0,583.0,153964766.0,537.0,154Ba
97,57,154,La,x,-41530.0,300.0,8051.0,2.0,10690.0,361.0,153955416.0,322.0,154La
96,58,154,Ce,x,-52220.0,200.0,8116.0,1.0,5885.0,230.0,153943940.0,215.0,154Ce
95,59,154,Pr,+,-58104.975999999995,113.009,8148.892,0.7340000000000001,7720.0,100.0,153937621.738,121.32,154Pr
94,60,154,Nd,+,-65824.976,52.641999999999996,8193.942,0.342,2687.0,25.0,153929333.977,56.513000000000005,154Nd
93,61,154,Pm,IT,-68511.976,46.326,8206.31,0.301,3943.2,46.303000000000004,153926449.364,49.733000000000004,154Pm
92,62,154,Sm,,-72455.17599999999,1.462,8226.835,0.009000000000000001,-717.056,1.103,153922216.164,1.569,154Sm
91,63,154,Eu,,-71738.121,1.3459999999999999,8217.098,0.009000000000000001,1967.834,0.755,153922985.955,1.444,154Eu
90,64,154,Gd,,-73705.954,1.197,8224.796,0.008,-3549.651,45.298,153920873.398,1.285,154Gd
89,65,154,Tb,-,-70156.303,45.31399999999999,8196.666,0.294,237.604,45.901,153924684.106,48.646,154Tb
88,66,154,Dy,,-70393.907,7.445,8193.129,0.048,-5754.596,10.177999999999999,153924429.028,7.992000000000001,154Dy
87,67,154,Ho,-a,-64639.310999999994,8.228,8150.681,0.053,-2034.291,9.463,153930606.841,8.833,154Ho
86,68,154,Er,,-62605.02,4.986000000000001,8132.392,0.032,-8177.888,14.915999999999999,153932790.743,5.353,154Er
85,69,154,Tm,-a,-54427.130999999994,14.412,8074.2080000000005,0.094,-4495.048,13.953,153941570.067,15.472000000000001,154Tm
84,70,154,Yb,,-49932.083,17.281,8039.939,0.11199999999999999,-10217.0,197.0,153946395.701,18.552,154Yb
83,71,154,Lu,+a,-39715.0,196.0,7969.0,1.0,-7045.0,358.0,153957364.0,211.0,154Lu
82,72,154,Hf,x,-32670.0,300.0,7918.0,2.0,,,153964927.0,322.0,154Hf
98,57,155,La,x,-37930.0,400.0,8028.0,3.0,9850.0,500.0,154959280.0,429.0,155La
97,58,155,Ce,x,-47780.0,300.0,8087.0,2.0,7635.0,300.0,154948706.0,322.0,155Ce
96,59,155,Pr,,-55415.268,17.198,8131.039000000001,0.111,6868.456,19.472,154940509.259,18.462,155Pr
95,60,155,Nd,,-62283.724,9.152999999999999,8170.304,0.059000000000000004,4656.207,10.277999999999999,154933135.668,9.826,155Nd
94,61,155,Pm,,-66939.931,4.718,8195.296,0.03,3250.888,4.946000000000001,154928137.024,5.065,155Pm
93,62,155,Sm,-n,-70190.819,1.4869999999999999,8211.223,0.01,1627.273,1.202,154924647.051,1.595,155Sm
92,63,155,Eu,,-71818.092,1.401,8216.674,0.009000000000000001,251.788,0.87,154922900.102,1.504,155Eu
91,64,155,Gd,,-72069.88,1.1909999999999998,8213.251,0.008,-819.83,9.789,154922629.796,1.278,155Gd
90,65,155,Tb,+,-71250.05,9.849,8202.914,0.064,-2094.5,1.8969999999999998,154923509.921,10.573,155Tb
89,66,155,Dy,,-69155.55,9.665,8184.354,0.062,-3116.011,16.59,154925758.459,10.375,155Dy
88,67,155,Ho,,-66039.539,17.474,8159.203,0.113,-3830.35,18.474,154929103.634,18.759,155Ho
87,68,155,Er,-a,-62209.189000000006,6.098,8129.444,0.039,-5583.276,11.515,154933215.684,6.546,155Er
86,69,155,Tm,-a,-56625.913,9.925,8088.375,0.064,-6123.305,19.340999999999998,154939209.578,10.654000000000002,155Tm
85,70,155,Yb,-a,-50502.608,16.6,8043.823,0.107,-7957.561,25.416,154945783.217,17.82,155Yb
84,71,155,Lu,+a,-42545.047,19.246,7987.436,0.124,-8375.0,299.0,154954326.011,20.660999999999998,155Lu
83,72,155,Hf,x,-34170.0,298.0,7928.0,2.0,-10242.0,423.0,154963317.0,320.0,155Hf
82,73,155,Ta,-p,-23928.0,300.0,7857.0,2.0,,,154974312.0,322.0,155Ta
99,57,156,La,x,-33050.0,400.0,7997.0,3.0,11769.0,500.0,155964519.0,429.0,156La
98,58,156,Ce,x,-44820.0,300.0,8068.0,2.0,6748.0,361.0,155951884.0,322.0,156Ce
97,59,156,Pr,x,-51568.0,200.0,8106.0,1.0,8906.0,283.0,155944640.0,215.0,156Pr
96,60,156,Nd,+,-60473.644,200.033,8158.066,1.2819999999999998,3690.0,200.0,155935078.868,214.74400000000003,156Nd
95,61,156,Pm,,-64163.644,3.6310000000000002,8176.705,0.023,5196.786,9.285,155931117.49,3.897,156Pm
94,62,156,Sm,,-69360.43,8.546,8205.003,0.055,722.118,7.902,155925538.511,9.174,156Sm
93,63,156,Eu,,-70082.548,3.59,8204.617,0.023,2452.366,3.409,155924763.285,3.853,156Eu
92,64,156,Gd,,-72534.914,1.19,8215.322,0.008,-2444.117,3.679,155922130.562,1.2770000000000001,156Gd
91,65,156,Tb,,-70090.797,3.8139999999999996,8194.639000000001,0.024,438.167,3.681,155924754.43,4.093999999999999,156Tb
90,66,156,Dy,,-70528.964,1.194,8192.433,0.008,-5050.0,60.0,155924284.038,1.281,156Dy
89,67,156,Ho,-,-65478.96400000001,60.012,8155.045999999999,0.385,-1267.255,64.869,155929705.436,64.425,156Ho
88,68,156,Er,,-64211.709,24.629,8141.908,0.158,-7377.159,26.71,155931065.89,26.44,156Er
87,69,156,Tm,,-56834.55,14.279000000000002,8089.603,0.092,-3568.83,12.548,155938985.597,15.328,156Tm
86,70,156,Yb,,-53265.721,9.308,8061.710999999999,0.06,-9566.176,54.916000000000004,155942816.893,9.992,156Yb
85,71,156,Lu,-a,-43699.544,54.122,7995.374,0.34700000000000003,-5882.648,139.709,155953086.606,58.102,156Lu
84,72,156,Hf,,-37816.896,149.757,7952.65,0.96,-11956.0,334.0,155959401.889,160.77,156Hf
83,73,156,Ta,-p,-25861.0,298.0,7871.0,2.0,,,155972237.0,320.0,156Ta
99,58,157,Ce,x,-39930.0,400.0,8037.0,3.0,8610.0,500.0,156957133.0,429.0,157Ce
98,59,157,Pr,x,-48540.0,300.0,8086.0,2.0,7921.0,301.0,156947890.0,322.0,157Pr
97,60,157,Nd,,-56461.543,24.918000000000003,8131.959,0.159,5835.5,25.877,156939386.037,26.75,157Nd
96,61,157,Pm,,-62297.043,7.006,8164.145,0.045,4380.534,8.265,156933121.37,7.521,157Pm
95,62,157,Sm,,-66677.577,4.433,8187.063,0.027999999999999997,2781.331,6.136,156928418.673,4.7589999999999995,157Sm
94,63,157,Eu,,-69458.908,4.2589999999999995,8199.795,0.027000000000000003,1364.565,4.203,156925432.791,4.572,157Eu
93,64,157,Gd,,-70823.473,1.189,8203.504,0.008,-60.043,0.297,156923967.87,1.276,157Gd
92,65,157,Tb,,-70763.43,1.222,8198.138,0.008,-1338.872,5.1339999999999995,156924032.328,1.311,157Tb
91,66,157,Dy,,-69424.558,5.1770000000000005,8184.6269999999995,0.033,-2591.725,23.787,156925469.667,5.557,157Dy
90,67,157,Ho,,-66832.832,23.469,8163.1359999999995,0.149,-3419.194,33.668,156928251.999,25.195,157Ho
89,68,157,Er,,-63413.639,26.505,8136.375,0.16899999999999998,-4704.366,38.515,156931922.655,28.454,157Er
88,69,157,Tm,x,-58709.273,27.945,8101.428000000001,0.17800000000000002,-5287.374,30.003,156936973.0,30.0,157Tm
87,70,157,Yb,,-53421.898,10.92,8062.767,0.07,-6981.376,14.241,156942649.23,11.722999999999999,157Yb
86,71,157,Lu,,-46440.523,12.078,8013.316999999999,0.077,-7537.0,196.0,156950144.045,12.965,157Lu
85,72,157,Hf,-a,-38903.0,196.0,7960.0,1.0,-9310.0,247.0,156958236.0,210.0,157Hf
84,73,157,Ta,IT,-29593.33,150.069,7896.043000000001,0.956,-10123.0,427.0,156968230.251,161.105,157Ta
83,74,157,W,x,-19470.0,400.0,7827.0,3.0,,,156979098.0,429.0,157W
100,58,158,Ce,x,-36660.0,400.0,8016.0,3.0,7670.0,500.0,157960644.0,429.0,158Ce
99,59,158,Pr,x,-44330.0,300.0,8060.0,2.0,9725.0,361.0,157952410.0,322.0,158Pr
98,60,158,Nd,x,-54055.0,200.0,8116.0,1.0,5035.0,201.0,157941970.0,215.0,158Nd
97,61,158,Pm,,-59089.209,13.453,8143.254,0.085,6161.034,14.299000000000001,157936565.121,14.442,158Pm
96,62,158,Sm,,-65250.242999999995,4.8919999999999995,8177.297,0.031,2004.945,10.369000000000002,157929950.979,5.251,158Sm
95,63,158,Eu,,-67255.188,10.255,8185.035,0.065,3434.358,10.323,157927798.581,11.008,158Eu
94,64,158,Gd,,-70689.546,1.189,8201.819,0.008,-1218.878,0.987,157924111.646,1.276,158Gd
