N,Z,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),A,EL,S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)",Neutrons,Mass_Number
50,38,Other,-65089.520778000006,92.23905428571429,8471.568142857142,0.9793142857142858,702.1314545454546,159.78203030303033,87.62,98.971688,15867.283636363636,109.14030303030303,18321.69322580645,86.83548387096774,-6220.051515151516,100.81212121212121,3499.4103225806452,153.3525806451613,-11121.020333333336,87.57866666666668,-7214.288750000001,153.0440625,88,Sr,7981.592647058824,117.20852941176472,10352.39125,73.875,6084.187037037037,150.3814814814815,7541.692121212122,90.57606060606061,1608.911818181818,98.72696969696969,1925.6924999999999,89.948125,-10352.39125,-7981.592647058824,-18529.40177878788,-16304.83577878788,-18204.953081818185,-18651.9269,-18321.69322580645,-15867.283636363636,-6220.051515151516,-80.215045454545,-10352.39125,-7981.592647058824,-5757.026647058825,-7996.635249999999,-7385.488736363635,-10811.36137878788,-10338.673833333332,-10352.39125,-8127.825250000001,-7981.592647058824,-10047.60677878788,-10603.652825806452,-1724.3636470588233,-4858.9168500000005,683.5394545454551,12596.02675294118,9461.47365,-38,0
50,39,Other,-65686.4226,154.1269714285714,8458.978285714285,1.6186857142857143,2478.5501515151514,214.28354545454545,88.906,165.44005714285714,16148.659696969698,214.4509090909091,17824.27806451613,114.76806451612903,-6020.781515151514,149.9569696969697,2399.264193548387,196.68999999999997,-10470.554666666667,82.19333333333334,-5507.600937499999,211.846875,89,Y,8111.951176470588,218.14088235294116,7866.624705882353,169.43529411764703,4338.25962962963,219.71148148148148,10113.923714285716,188.4062857142857,4335.50794117647,175.29029411764708,2260.2037499999997,131.783125,-7866.624705882353,-8111.951176470588,-15957.170185714282,-13732.604185714283,-15478.356958823528,-18317.415650000003,-17824.27806451613,-16148.659696969698,-6020.781515151514,1696.2036515151517,-7866.624705882353,-8111.951176470588,-5887.385176470589,-6289.947437499999,-7666.864796969695,-8239.129785714285,-9688.208166666667,-7866.624705882353,-5642.058705882354,-8111.951176470588,-7475.375185714286,-10106.23766451613,-1854.7221764705876,-2373.150305882353,2459.958151515152,12465.668223529414,11947.240194117647,-39,0
51,40,Other,-67354.85272222222,168.68436111111112,8458.86788888889,1.6954722222222223,-56.88588235294104,212.93561764705882,91.224,181.02755555555555,16097.944117647057,227.59852941176473,17764.647272727274,160.58666666666664,-5648.598285714285,186.80257142857144,2519.086875,194.6921875,-10588.559375,154.385,-8054.269090909091,212.8978787878788,91,Zr,8121.907999999999,234.83685714285713,9824.282352941178,216.84411764705882,4639.604642857143,230.6342857142857,8083.971714285714,218.80942857142858,2186.598285714286,237.46514285714287,2492.8955882352943,169.63676470588234,-9824.282352941178,-8121.907999999999,-17987.122185714285,-15762.556185714286,-17627.266614285716,-18084.723811764707,-17764.647272727274,-16097.944117647057,-5648.598285714285,-839.2323823529412,-9824.282352941178,-8121.907999999999,-5897.342000000001,-8836.615590909088,-7616.1492176470565,-10269.081785714285,-9806.212875000001,-9824.282352941178,-7599.716352941177,-8121.907999999999,-9505.327185714286,-10046.606872727274,-1864.6789999999994,-4330.807952941176,-75.47788235294041,12455.711400000002,9989.582547058822,-40,0
52,41,Other,-66410.85445945947,136.24054054054054,8431.404135135135,1.4017837837837839,2607.9834857142855,159.44845714285714,92.906,146.23343243243244,16047.496857142858,183.36285714285717,16909.83515151515,204.8481818181818,-5037.399142857143,205.78885714285715,2693.062424242424,173.00424242424242,-9617.6009375,205.99906249999998,-5339.189117647059,154.2888235294118,93,Nb,8063.066944444446,188.14555555555555,7223.988285714286,216.58200000000002,6647.570357142858,165.8114285714286,10680.965277777777,221.88333333333333,4842.378611111111,212.81694444444443,3212.732647058823,204.81823529411764,-7223.988285714286,-8063.066944444446,-15390.128622222219,-13165.56262222222,-14971.486288888887,-17364.886752941173,-16909.83515151515,-16047.496857142858,-5037.399142857143,1825.6369857142863,-7223.988285714286,-8063.066944444446,-5838.500944444446,-6121.535617647058,-7565.701957142858,-7672.0882222222235,-8835.2544375,-7223.988285714286,-4999.422285714287,-8063.066944444446,-6908.333622222223,-9191.794751515152,-1805.8379444444433,-1730.5138857142856,2589.3914857142863,12514.552455555558,12589.876614285715,-41,0
54,42,Other,-68124.0,117.02305263157895,8432.20247368421,1.1713684210526316,127.43775000000015,166.8444722222222,95.96,125.60805263157894,16050.4775,147.55055555555555,16983.173823529414,192.77323529411763,-5067.611388888889,202.97694444444446,2801.5867647058826,146.23764705882354,-9675.070606060604,193.4490909090909,-7867.419142857142,160.544,96,Mo,8095.060810810811,155.0989189189189,9910.046666666667,167.215,6618.1789655172415,146.75827586206896,8038.445405405407,178.93648648648647,2167.8675675675677,178.78621621621622,3198.507714285714,195.6762857142857,-9910.046666666667,-8095.060810810811,-18032.648494594592,-15808.082494594593,-17645.99733243244,-17379.111685714284,-16983.173823529414,-16050.4775,-5067.611388888889,-654.9087499999999,-9910.046666666667,-8095.060810810811,-5870.494810810812,-8649.765642857139,-7568.682600000002,-10314.608094594592,-8892.724106060605,-9910.046666666667,-7685.480666666666,-8095.060810810811,-9550.853494594596,-9265.13342352941,-1837.8318108108092,-4416.572266666666,108.8457500000007,12482.558589189193,9903.818233333332,-42,0
55,43,Other,-67406.39787179488,148.42643589743588,8408.52582051282,1.3950256410256412,2679.1579459459463,185.92278378378379,98.0,159.30800000000002,16096.082432432431,201.80432432432434,17156.724285714285,181.51714285714286,-5245.0954054054055,196.34486486486486,3660.0352941176475,173.81558823529411,-9884.202352941176,175.22294117647058,-5295.365000000001,181.82805555555555,98,Tc,8083.416315789474,208.1813157894737,7413.072972972974,175.13594594594596,6471.660999999999,195.487,10490.88210526316,185.99131578947367,4632.026578947369,191.6605263157895,2990.0872222222224,187.91833333333332,-7413.072972972974,-8083.416315789474,-15580.21179473684,-13355.645794736844,-15181.838321052632,-17587.53217777778,-17156.724285714285,-16096.082432432431,-5245.0954054054055,1896.8114459459462,-7413.072972972974,-8083.416315789474,-5858.850315789475,-6077.7115,-7614.287532432432,-7862.1713947368435,-9101.855852941178,-7413.072972972974,-5188.506972972973,-8083.416315789474,-7098.416794736843,-9438.683885714285,-1826.1873157894734,-1919.5985729729732,2660.5659459459466,12494.203084210525,12400.791927027027,-43,0
57,44,Other,-69303.72320000001,136.58575,8411.322025,1.295525,529.1989729729728,165.97710810810813,101.07,146.608875,16151.095263157895,176.1315789473684,17281.277777777777,152.80166666666668,-5382.7294736842105,168.92736842105262,3422.8185714285714,157.48314285714287,-9964.661714285716,147.06685714285715,-7264.908888888889,159.57416666666666,101,Ru,8148.50358974359,186.46358974358975,10014.766578947369,192.42184210526312,6293.765806451613,167.59870967741938,7907.233333333333,202.0379487179487,1983.2605128205125,200.36564102564103,2889.7462162162165,158.36864864864864,-10014.766578947369,-8148.50358974359,-18163.860566666666,-15939.29456666667,-17830.60438717949,-17687.873183783784,-17281.277777777777,-16151.095263157895,-5382.7294736842105,-253.14752702702685,-10014.766578947369,-8148.50358974359,-5923.937589743589,-8047.25538888889,-7669.300363157894,-10445.82016666667,-9182.315214285714,-10014.766578947369,-7790.200578947368,-8148.50358974359,-9682.06556666667,-9563.237377777778,-1891.274589743589,-4521.2921789473685,510.60697297297344,12429.11581025641,9799.098321052632,-44,0
58,45,Other,-69720.50140000001,132.41905,8400.021375,1.175,2899.259236842105,173.8445,102.906,142.10915,15842.890526315789,174.88421052631577,17817.411944444444,175.3205555555556,-5581.739210526315,191.41473684210527,3270.7341666666666,168.65583333333336,-10684.140857142858,172.87942857142858,-4971.566756756757,169.92405405405407,103,Rh,7998.750512820513,183.2846153846154,7711.584473684211,164.4307894736842,6052.260625,180.35125,10362.399487179488,181.8871794871795,4447.3175,196.6895,2520.4835135135136,181.77162162162162,-7711.584473684211,-7998.750512820513,-15708.694412820512,-13484.128412820512,-15366.547400000001,-18057.13588648649,-17817.411944444444,-15842.890526315789,-5581.739210526315,2116.9127368421055,-7711.584473684211,-7998.750512820513,-5774.184512820512,-5753.913256756757,-7361.095626315789,-7990.654012820515,-9901.794357142859,-7711.584473684211,-5487.01847368421,-7998.750512820513,-7226.899412820516,-10099.371544444446,-1741.5215128205127,-2218.110073684211,2880.667236842106,12578.868887179488,12102.28042631579,-45,0
60,46,Other,-72459.2243,125.772525,8410.582,1.067975,195.9021315789475,165.76265789473683,106.42,135.010625,16049.487105263159,166.61789473684212,17636.861081081082,163.0810810810811,-5490.532564102565,177.88384615384615,2757.7988888888885,147.66416666666666,-10501.692222222224,159.80305555555555,-7799.781891891892,162.6881081081081,106,Pd,8017.45358974359,174.63051282051282,10078.72076923077,181.1774358974359,6252.363225806452,158.14290322580644,7972.04075,185.724,2200.705641025641,177.31666666666666,2624.3486842105262,169.85,-10078.72076923077,-8017.45358974359,-18099.05315,-15874.48715,-17613.15925897436,-17953.270715789473,-17636.861081081082,-16049.487105263159,-5490.532564102565,-586.4443684210522,-10078.72076923077,-8017.45358974359,-5792.887589743591,-8582.128391891893,-7567.692205263158,-10381.012750000004,-9719.345722222222,-10078.72076923077,-7854.1547692307695,-8017.45358974359,-9617.258150000003,-9918.82068108108,-1760.2245897435896,-4585.246369230769,177.3101315789478,12560.165810256409,9735.144130769231,-46,0
61,47,Other,-71708.32085365854,129.93060975609757,8389.062512195122,1.139829268292683,2779.010923076923,140.88284615384617,107.868,139.49053658536585,15906.034871794871,164.2720512820513,17579.97947368421,172.68657894736842,-5360.763,184.13049999999998,2943.462972972973,150.77297297297298,-10364.536756756755,168.98081081081082,-5162.679210526316,139.69263157894736,108,Ag,7987.811750000001,175.7715,7473.914102564103,171.51948717948716,7127.646,133.06066666666666,10513.72525,180.111,4750.45725,184.7625,2725.54,177.1994871794872,-7473.914102564103,-7987.811750000001,-15557.368649999999,-13332.802650000001,-15063.40765,-17852.079400000002,-17579.97947368421,-15906.034871794871,-5360.763,1996.6644230769236,-7473.914102564103,-7987.811750000001,-5763.24575,-5945.025710526316,-7424.239971794872,-7839.328250000003,-9582.190256756756,-7473.914102564103,-5249.348102564102,-7987.811750000001,-7075.573650000003,-9861.939073684212,-1730.5827499999996,-1980.4397025641026,2760.4189230769234,12589.80765,12339.950797435898,-47,0
64,48,Other,-74338.23887804878,68.3780487804878,8398.447829268294,0.5998780487804878,40.30076923076922,99.90746153846153,112.411,73.3719512195122,16041.853333333334,81.52230769230769,17263.148157894735,145.20236842105265,-5189.39475,149.39375,3205.840277777778,69.39833333333333,-10029.426756756759,146.11675675675676,-7926.999736842105,94.60526315789474,112,Cd,8040.82525,86.6185,9939.86325,146.1685,3910.611666666666,59.842333333333336,8080.927804878047,154.2921951219512,2327.20125,139.31900000000002,2918.9856410256407,146.38333333333333,-9939.86325,-8040.82525,-17990.166095121953,-15765.600095121948,-17486.66365,-17658.633758974356,-17263.148157894735,-16041.853333333334,-5189.39475,-742.0457307692307,-9939.86325,-8040.82525,-5816.259250000001,-8709.346236842104,-7560.0584333333345,-10272.125695121953,-9247.080256756757,-9939.86325,-7715.2972500000005,-8040.82525,-9508.371095121953,-9545.107757894737,-1783.5962499999998,-4446.38885,21.70876923076932,12536.79415,9874.00165,-48,0
66,49,Other,-73446.33507142856,101.82192857142857,8376.79130952381,0.8753809523809525,2907.4963333333335,102.97189743589745,114.818,109.27388095238095,15904.3505,128.24675,17296.534358974357,154.16769230769233,-5099.670975609756,166.7509756097561,2801.785714285714,84.34828571428572,-10098.79947368421,151.21868421052633,-4782.352631578947,101.99052631578948,115,In,8001.783902439025,136.1209756097561,7325.708250000001,107.527,2208.980322580645,102.25129032258064,10665.961463414635,119.1112195121951,4888.71756097561,120.16512195121952,2989.2442499999997,158.73525,-7325.708250000001,-8001.783902439025,-15405.132436585365,-13180.566436585366,-14925.147339024394,-17588.37515,-17296.534358974357,-15904.3505,-5099.670975609756,2125.1498333333334,-7325.708250000001,-8001.783902439025,-5777.217902439024,-5564.699131578946,-7422.5556,-7687.092036585367,-9316.45297368421,-7325.708250000001,-5101.14225,-8001.783902439025,-6923.337436585368,-9578.493958974359,-1744.554902439024,-1832.23385,2888.9043333333334,12575.835497560978,12488.15665,-49,0
69,50,Other,-76645.46153658537,75.9348536585366,8390.788073170732,0.6535121951219511,-787.9020810810811,88.10935135135135,118.71,81.51509756097562,15580.40923076923,89.9648717948718,17310.846315789473,70.91157894736841,-4832.31625,89.929,127.73942857142849,71.062,-10218.883513513512,67.79081081081081,-8403.79111111111,87.04444444444444,119,Sn,7833.7339999999995,96.55625,9897.95175,113.85875000000001,-878.5751612903229,77.3083870967742,8378.911707317073,124.0148780487805,2601.669268292683,124.85634146341465,3131.865641025641,78.81025641025641,-9897.95175,-7833.7339999999995,-17692.18219268293,-15467.616192682928,-17212.195631707316,-17445.75375897436,-17310.846315789473,-15580.40923076923,-4832.31625,-1570.2485810810808,-9897.95175,-7833.7339999999995,-5609.168000000001,-9186.13761111111,-7098.61433076923,-9974.141792682927,-9436.537013513513,-9897.95175,-7673.3857499999995,-7833.7339999999995,-9210.387192682929,-9592.805915789473,-1576.505,-4404.47735,-806.4940810810806,12743.885400000001,9915.91315,-50,0
71,51,Other,-76048.51638461539,85.05935897435896,8372.07564102564,0.6581025641025642,929.5177027027029,97.25943243243243,121.76,91.31433333333334,15269.583783783783,113.78351351351351,16274.195675675675,105.37459459459461,-2940.874358974359,124.75102564102563,-510.8042857142855,105.12314285714285,-9555.32,101.0475,-6740.2175,96.3261111111111,122,Sb,7622.146842105263,121.07236842105263,5969.261842105264,95.04,-2131.2564516129037,112.8367741935484,12540.153333333334,107.20794871794871,7176.58282051282,109.66589743589745,4530.9389473684205,113.59368421052632,-5969.261842105264,-7622.146842105263,-13530.940566666666,-11306.374566666667,-12637.282079487179,-16046.680452631577,-16274.195675675675,-15269.583783783783,-2940.874358974359,147.17120270270308,-5969.261842105264,-7622.146842105263,-5397.5808421052625,-7522.564,-6787.788883783782,-5812.900166666669,-8772.9735,-5969.261842105264,-3744.6958421052627,-7622.146842105263,-5049.145566666668,-8556.155275675676,-1364.9178421052627,-475.7874421052631,910.9257027027032,12955.472557894736,13844.603057894736,-51,0
76,52,Other,-76194.35835897435,56.02966666666667,8361.072487179486,0.4614615384615385,-1431.7537027027026,72.49089189189189,127.6,60.13776923076922,15483.611351351352,66.06351351351353,13846.467297297297,71.51783783783783,-741.405641025641,67.3451282051282,-934.9654285714284,64.07228571428571,-6995.115000000001,69.29305555555555,-9267.585000000001,73.40472222222222,128,Te,7741.468684210527,70.56236842105262,7857.068157894738,100.62131578947368,-3017.7787096774196,112.9674193548387,10564.997692307694,108.05897435897437,5074.970789473685,91.30894736842104,6847.191842105263,75.84473684210526,-7857.068157894738,-7741.468684210527,-15506.096207692308,-13281.530207692309,-14738.894110526317,-13730.427557894736,-13846.467297297297,-15483.611351351352,-741.405641025641,-2214.1002027027025,-7857.068157894738,-7741.468684210527,-5516.902684210527,-10049.931499999999,-7001.81645135135,-7788.055807692309,-6212.7685,-7857.068157894738,-5632.502157894737,-7741.468684210527,-7024.301207692309,-6128.426897297297,-1484.2396842105259,-2363.593757894737,-1450.3457027027027,12836.150715789472,11956.796742105264,-52,0
74,53,Other,-74199.78400000001,63.30369230769231,8333.350256410256,0.4687435897435897,490.70337837837843,68.00121621621622,126.904,67.95364102564102,15713.981351351353,78.8872972972973,13416.647837837838,103.67972972972971,-576.1617948717948,107.91564102564102,-1567.9542857142858,72.44800000000001,-6467.223333333332,105.86555555555555,-7395.304999999999,69.62416666666667,127,I,7847.901578947369,85.08868421052631,5554.367105263158,74.67973684210526,-3117.292333333333,141.07533333333333,12705.353846153846,89.3225641025641,7151.936052631578,78.35447368421053,7142.748421052632,106.56236842105262,-5554.367105263158,-7847.901578947369,-13365.740053846155,-11141.174053846154,-12661.928847368423,-13434.870978947369,-13416.647837837838,-15713.981351351353,-576.1617948717948,-291.64312162162145,-5554.367105263158,-7847.901578947369,-5623.335578947369,-8177.651499999999,-7232.18645135135,-5647.699653846155,-5684.876833333333,-5554.367105263158,-3329.8011052631587,-7847.901578947369,-4883.945053846156,-5698.607437837838,-1590.672578947368,-60.89270526315807,472.11137837837856,12729.717821052633,14259.49779473684,-53,0
77,54,Other,-73469.60814375,29.747113000000002,8316.7169,0.22664999999999996,-1785.5833421052637,37.87423684210527,131.293,31.940282250000003,15691.787631578945,33.377631578947366,13208.220810810812,61.05675675675677,-594.2571794871795,48.266666666666666,-1516.8500000000001,72.5886111111111,-6132.496944444445,62.32944444444445,-9702.884864864865,38.332432432432434,131,Xe,7877.234871794873,35.14897435897436,7643.221842105263,67.2671052631579,-1893.8960000000002,114.54533333333332,10546.90358974359,71.59769230769231,4894.245384615385,68.01435897435898,7250.177368421052,60.53526315789474,-7643.221842105263,-7877.234871794873,-15524.190310256412,-13299.62431025641,-14919.619515384617,-13327.442031578947,-13208.220810810812,-15691.787631578945,-594.2571794871795,-2567.9298421052627,-7643.221842105263,-7877.234871794873,-5652.668871794872,-10485.231364864863,-7209.9927315789455,-7806.149910256413,-5350.150444444445,-7643.221842105263,-5418.655842105264,-7877.234871794873,-7042.395310256412,-5490.180410810811,-1620.0058717948712,-2149.747442105263,-1804.1753421052624,12700.384528205128,12170.643057894737,-54,0
78,55,Other,-69462.38045238095,63.83650000000001,8275.784190476192,0.47523809523809524,825.6375,117.16794999999999,132.905,68.53928571428571,15493.855,81.2835,12799.983243243243,70.30729729729731,-432.5753846153847,76.8525641025641,-459.1500000000001,139.52594594594595,-5621.428888888889,71.12416666666667,-6966.670256410257,114.68461538461538,133,Cs,7732.543414634146,85.24878048780488,5326.807435897436,40.29871794871795,-858.0087499999995,147.625625,12823.91225,54.6375,7191.95925,63.26875,7528.555,71.46447368421053,-5326.807435897436,-7732.543414634146,-13247.181649999999,-11022.615650000002,-12621.905649999999,-13049.064400000001,-12799.983243243243,-15493.855,-432.5753846153847,43.29100000000017,-5326.807435897436,-7732.543414634146,-5507.977414634147,-7749.016756410255,-7012.060100000001,-5529.141250000002,-4839.082388888889,-5326.807435897436,-3102.2414358974356,-7732.543414634146,-4765.386650000002,-5081.942843243244,-1475.314414634146,166.66696410256418,807.0455000000004,12845.075985365855,14487.057464102563,-55,0
81,56,Other,-69776.7765952381,109.15678571428572,8268.369166666667,0.8624999999999998,-1619.3484102564103,167.02461538461537,137.327,117.16445238095237,15732.641749999999,147.21975,12840.922105263156,81.5721052631579,-488.66999999999996,98.202,-457.6758333333334,159.83777777777777,-5626.497027027028,77.45567567567566,-9389.780526315788,166.47736842105263,137,Ba,7901.480975609757,149.5717073170732,7854.964634146341,124.66536585365853,-922.1725806451615,151.82451612903228,10396.384523809524,133.80166666666668,4806.67756097561,125.1841463414634,7517.951282051282,90.46333333333334,-7854.964634146341,-7901.480975609757,-15674.709376190476,-13450.143376190475,-15007.187339024395,-13059.668117948717,-12840.922105263156,-15732.641749999999,-488.66999999999996,-2401.69491025641,-7854.964634146341,-7901.480975609757,-5676.914975609757,-10172.12702631579,-7250.846850000002,-7956.668976190478,-4844.150527027026,-7854.964634146341,-5630.3986341463415,-7901.480975609757,-7192.914376190478,-5122.8817052631575,-1644.2519756097556,-2361.490234146341,-1637.94041025641,12676.138424390245,11958.900265853657,-56,0
82,57,Other,-68383.99251219512,135.82039024390244,8248.657317073172,1.0394146341463415,804.7166578947368,178.91855263157893,138.905,145.77807317073172,15728.864615384615,187.6405128205128,13455.341794871794,148.55717948717947,-696.7526829268292,159.2439024390244,-1013.5291666666667,170.44444444444446,-6482.94552631579,143.2163157894737,-6975.412972972974,176.1327027027027,139,La,7881.457,189.40775,5432.88875,164.24550000000002,-2209.2870967741933,172.17483870967743,12835.164634146342,177.26195121951218,7158.250243902439,176.34926829268292,7086.783,155.038,-5432.88875,-7881.457,-13235.92926585366,-11011.363265853659,-12655.614656097561,-13490.8364,-13455.341794871794,-15728.864615384615,-696.7526829268292,22.370157894737005,-5432.88875,-7881.457,-5656.8910000000005,-7757.759472972973,-7247.069715384615,-5517.888865853661,-5700.59902631579,-5432.88875,-3208.3227500000003,-7881.457,-4754.13426585366,-5737.301394871795,-1624.2279999999994,60.58565000000003,786.1246578947372,12696.162400000001,14380.976150000002,-57,0
82,58,Other,-69355.945725,124.215825,8247.078775,0.894275,-1831.6571315789472,153.25257894736842,140.116,133.329425,15696.55842105263,158.97973684210527,13428.245263157896,160.7971052631579,-657.4200000000001,167.89625,-1089.2985714285714,129.85028571428572,-6449.752432432431,159.77027027027026,-9726.513513513513,149.9691891891892,140,Ce,7884.651794871796,167.08435897435896,7826.13641025641,183.13692307692307,-3541.1667741935485,160.57258064516128,10432.288250000001,186.67000000000002,4775.51475,185.12125,7142.262307692307,162.84410256410257,-7826.13641025641,-7884.651794871796,-15638.80565,-13414.23965,-15038.350150000002,-13435.357092307693,-13428.245263157896,-15696.55842105263,-657.4200000000001,-2614.003631578947,-7826.13641025641,-7884.651794871796,-5660.085794871796,-10508.860013513515,-7214.7635210526305,-7920.765250000002,-5667.405932432433,-7826.13641025641,-5601.5704102564105,-7884.651794871796,-7157.010650000001,-5710.2048631578955,-1627.4227948717946,-2332.66201025641,-1850.2491315789466,12692.967605128206,11987.728489743591,-58,0
82,59,Other,-67217.56847500001,116.35475000000001,8222.844525,0.8498750000000002,442.94754054054044,130.13716216216216,140.908,124.8613,15916.537368421054,147.04684210526318,13104.983421052631,175.00105263157897,-564.967,184.112,-1811.9748571428574,127.72228571428573,-6058.841621621622,172.20648648648648,-7448.864722222223,125.58,141,Pr,7945.617692307692,156.99820512820514,5285.985384615385,144.81153846153845,-4875.805483870968,140.0225806451613,12849.20775,172.28400000000002,7179.372564102563,162.60076923076923,7298.909487179487,179.89333333333335,-5285.985384615385,-7945.617692307692,-13221.88615,-10997.320150000001,-12634.492335897436,-13278.709912820514,-13104.983421052631,-15916.537368421054,-564.967,-339.3989594594592,-5285.985384615385,-7945.617692307692,-5721.051692307692,-8231.211222222224,-7434.742468421052,-5503.845750000002,-5276.495121621622,-5285.985384615385,-3061.419384615385,-7945.617692307692,-4740.091150000002,-5386.943021052632,-1688.3886923076918,207.4890153846155,424.355540540541,12632.001707692309,14527.879515384617,-59,0
84,60,Other,-67969.24784615384,103.94176923076922,8220.072717948718,0.7132307692307691,-2278.6257297297298,133.88918918918918,144.24200000000005,111.55358974358975,15872.767297297298,129.32351351351352,12974.093243243244,138.49972972972972,-386.4992307692308,156.81128205128206,-2594.442,140.98828571428572,-5938.828055555556,132.82861111111112,-10229.263055555557,133.30499999999998,144,Nd,7940.418157894737,140.51236842105263,7519.219736842107,141.82500000000002,-5168.783333333334,151.70533333333333,10620.529999999999,150.1566666666667,4899.474871794871,156.5415384615385,7473.936052631578,146.84868421052633,-7519.219736842107,-7940.418157894737,-15450.563900000001,-13225.9979,-14914.39002820513,-13103.68334736842,-12974.093243243244,-15872.767297297298,-386.4992307692308,-3060.9722297297294,-7519.219736842107,-7940.418157894737,-5715.8521578947375,-11011.609555555557,-7390.972397297297,-7732.523500000001,-5156.481555555556,-7519.219736842107,-5294.653736842105,-7940.418157894737,-6968.768900000002,-5256.052843243244,-1683.1891578947368,-2025.7453368421052,-2297.2177297297294,12637.201242105264,12294.645163157895,-60,0
84,61,Other,-65550.92128205129,107.08017948717949,8195.097025641026,0.7385897435897437,-383.4381891891891,143.95529729729728,145.0,114.93697435897434,16088.07945945946,134.54243243243243,12472.460270270269,136.0772972972973,-96.86358974358977,153.2176923076923,-3207.5,126.99142857142859,-5313.343611111111,131.50083333333336,-8474.181666666665,140.38916666666668,145,Pm,8058.7339473684215,142.73605263157893,4955.907631578947,143.61131578947368,-6539.0403333333325,186.23333333333332,13129.083846153846,152.68153846153845,7340.728684210525,141.1992105263158,7880.216052631578,144.04999999999998,-4955.907631578947,-8058.7339473684215,-12942.010053846154,-10717.444053846155,-12473.136215789473,-12697.403347368421,-12472.460270270269,-16088.07945945946,-96.86358974358977,-1165.7846891891888,-4955.907631578947,-8058.7339473684215,-5834.167947368423,-9256.528166666665,-7606.284559459458,-5223.969653846156,-4530.997111111112,-4955.907631578947,-2731.3416315789477,-8058.7339473684215,-4460.215053846156,-4754.419870270271,-1801.5049473684205,537.5667684210528,-402.03018918918883,12518.885452631577,14857.957268421054,-61,0
88,62,Other,-65197.463487179484,115.40761538461538,8185.235000000001,0.7757435897435899,-2829.133972972973,135.42964864864865,150.36,123.84548717948718,16247.230270270271,144.7554054054054,11861.384864864865,144.6081081081081,346.8361538461539,159.42692307692306,-3252.275294117647,132.55558823529412,-4632.822777777777,142.82666666666668,-10970.738055555556,128.7025,150,Sm,8125.49947368421,153.84789473684208,6889.87052631579,150.9592105263158,-6619.423793103448,143.49586206896552,11064.272307692308,160.12410256410257,5221.558421052631,148.68605263157895,8391.255263157895,151.56657894736844,-6889.87052631579,-8125.49947368421,-15006.821592307691,-12782.255592307692,-14592.306478947366,-12186.364136842103,-11861.384864864865,-16247.230270270271,346.8361538461539,-3611.480472972973,-6889.87052631579,-8125.49947368421,-5900.933473684211,-11753.084555555555,-7765.43537027027,-7288.781192307695,-3850.476277777778,-6889.87052631579,-4665.30452631579,-8125.49947368421,-6525.026592307694,-4143.344464864865,-1868.2704736842104,-1396.3961263157896,-2847.725972972972,12452.119926315787,12923.99437368421,-62,0
89,63,Other,-62592.36669230769,106.21520512820513,8160.182641025642,0.6999487179487179,-778.7861666666665,129.9628611111111,151.964,113.96492307692307,16434.420810810814,130.9945945945946,11469.811081081081,133.56243243243244,533.6392307692307,153.89666666666668,-3970.6555882352936,169.54529411764705,-4110.592777777778,129.12833333333333,-8904.586285714286,133.8517142857143,152,Eu,8230.690263157894,139.51184210526318,4587.123947368422,111.65263157894735,-8132.017931034482,122.96482758620691,13315.911538461538,160.00282051282053,7352.2665789473685,148.89289473684212,8693.060526315789,141.75473684210527,-4587.123947368422,-8230.690263157894,-12755.182361538462,-10530.616361538461,-12461.598321052632,-11884.55887368421,-11469.811081081081,-16434.420810810814,533.6392307692307,-1561.1326666666666,-4587.123947368422,-8230.690263157894,-6006.124263157894,-9686.932785714285,-7952.625910810809,-5037.141961538464,-3328.2462777777782,-4587.123947368422,-2362.5579473684215,-8230.690263157894,-4273.387361538464,-3751.770681081081,-1973.4612631578946,906.3504526315791,-797.3781666666663,12346.929136842105,15226.74095263158,-63,0
